단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
138930,BS금융지주,11800,-250,-2.07,11950,12050,11800,469595,5573867900,2281882808200,193379899
001460,BYC,168000,1500,0.9,166500,168000,163000,269,44595500,104935320000,624615
001465,BYC우,72400,4100,6,68300,72400,67700,101,6921100,15593874000,215385
001040,CJ,80700,-800,-0.98,81000,81600,79500,46857,3771725000,2340654111600,29004388
079160,CJ CGV,27000,300,1.12,26700,27300,26400,86773,2334773000,556671366000,20617458
000120,CJ대한통운,70900,-500,-0.7,71000,71500,70000,24116,1702602600,1617395189600,22812344
011150,CJ씨푸드,2375,10,0.42,2380,2400,2335,121010,286576045,85335585875,35930773
011155,CJ씨푸드1우,6260,-270,-4.13,6550,6570,6070,2600,16520700,1252000000,200000
001045,CJ우,18800,-50,-0.27,18800,18800,18600,210,3910000,42492192400,2260223
097950,CJ제일제당,345000,-3500,-1,349000,355500,344500,46368,16182835500,4512219465000,13078897
097955,CJ제일제당 우,65800,400,0.61,65400,66000,65400,1751,115391500,87345091400,1327433
000590,CS홀딩스,32450,-1400,-4.14,32500,32550,32450,330,10729000,37462940900,1154482
139130,DGB금융지주,13150,-50,-0.38,13350,13350,13150,87901,1161173650,1762798975100,134053154
069730,DSR제강,3350,-40,-1.18,3305,3500,3305,26110,89411250,48240000000,14400000
017940,E1,48000,350,0.73,47650,48000,47000,3685,175475500,329280000000,6860000
007700,F&F,6110,-140,-2.24,6250,6340,6100,1490,9211500,94094000000,15400000
114090,GKL,21400,0,0,21800,21850,21350,261399,5612799000,1323711338000,61855670
078930,GS,52200,-900,-1.69,53100,53100,51700,430360,22427752800,4850182731600,92915378
006360,GS건설,75100,-1100,-1.44,76500,76600,74800,125942,9480242500,3830100000000,51000000
001250,GS글로벌,12350,0,0,12300,12350,12150,78355,957267050,278291985400,22533764
007070,GS리테일,24950,150,0.6,24800,25300,23900,48410,1186450500,1921150000000,77000000
078935,GS우,20400,-150,-0.73,20500,20500,20400,1010,20655000,36410450400,1784826
035000,GⅡR,6990,180,2.64,6840,6990,6840,220,1524300,115806188910,16567409
001500,HMC투자증권,12350,-50,-0.4,12500,12500,12300,34797,431597050,362313320850,29337111
011420,IB스포츠,2885,375,14.94,2515,2885,2515,768597,2119390745,56610693240,19622424
003560,IHQ,2770,-10,-0.36,2760,2810,2700,244751,670730220,113501353860,40975218
