단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
138930,BS금융지주,12400,250,2.06,12250,12500,12200,346096,4274178900,2397910747600,193379899
001460,BYC,165500,2500,1.53,167000,167000,165000,6,995000,103373782500,624615
001465,BYC우,67400,-100,-0.15,67200,67400,67200,3,201900,14516949000,215385
001040,CJ,74400,-1200,-1.59,75600,76400,74100,65714,4903085500,2157926467200,29004388
079160,CJ CGV,26100,350,1.36,25750,26150,25500,30993,803564600,538115653800,20617458
000120,CJ대한통운,84100,2400,2.94,81700,84500,80300,27473,2286797100,1918518130400,22812344
011150,CJ씨푸드,2420,5,0.21,2425,2440,2400,120606,290758475,86952470660,35930773
011155,CJ씨푸드1우,5630,-140,-2.43,5710,5800,5500,3764,20889300,1126000000,200000
001045,CJ우,18300,-350,-1.88,18650,18750,18200,2195,40508000,41362080900,2260223
097950,CJ제일제당,280500,-7500,-2.6,289000,292500,280500,68537,19505956500,3668630608500,13078897
097955,CJ제일제당 우,63900,-200,-0.31,64700,64700,63500,700,44572900,84822968700,1327433
000590,CS홀딩스,33550,-250,-0.74,33800,34300,33550,250,8428500,38732871100,1154482
139130,DGB금융지주,13550,100,0.74,13550,13600,13450,137608,1859663700,1816420236700,134053154
069730,DSR제강,3260,-15,-0.46,3250,3295,3235,9180,29977250,46944000000,14400000
017940,E1,49850,1750,3.64,48200,50300,48100,11518,569867100,341971000000,6860000
007700,F&F,6070,-230,-3.65,6300,6300,6050,1940,11877900,93478000000,15400000
114090,GKL,23100,-400,-1.7,23850,24350,23050,398462,9407577200,1428865977000,61855670
078930,GS,53000,-200,-0.38,53500,53900,52400,163110,8640366100,4924515034000,92915378
006360,GS건설,71800,-1400,-1.91,73400,73700,71800,292495,21154164000,3661800000000,51000000
001250,GS글로벌,11950,50,0.42,11950,12050,11850,58213,694037600,269278479800,22533764
007070,GS리테일,25250,300,1.2,24900,25650,24650,66128,1670627600,1944250000000,77000000
078935,GS우,20400,-100,-0.49,20450,20500,20400,1274,26017600,36410450400,1784826
035000,GⅡR,6950,-50,-0.71,6900,7010,6900,2880,20030800,115143492550,16567409
001500,HMC투자증권,12650,-50,-0.39,12850,12850,12600,26960,342417000,371114454150,29337111
011420,IB스포츠,2700,5,0.19,2730,2750,2600,122935,328007700,52980544800,19622424
003560,IHQ,2680,-20,-0.74,2675,2735,2650,88962,238830710,109813584240,40975218
005560,JS전선,8200,-20,-0.24,8180,8290,8180,3164,26088000,93304848000,11378640
001060,JW중외제약,12700,-150,-1.17,12950,12950,12700,11455,145853300,135234845100,10648413
