단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
095570,AJ네트웍스,38300,-850,-2.17,39350,39500,37950,13773,528245150,358658779700,9364459
068400,AJ렌터카,10650,150,1.43,10450,10750,10350,166575,1769838050,235858095000,22146300
006840,AK홀딩스,69000,400,0.58,68600,70600,68200,49563,3424509500,914081709000,13247561
027410,BGF리테일,213000,9500,4.67,203500,213000,202000,82173,17273624750,5276854332000,24773964
138930,BNK금융지주,8910,10,0.11,8910,8930,8830,492992,4383495500,2904083041860,325935246
001460,BYC,485000,-1000,-0.21,484500,485000,477500,50,24163000,302938275000,624615
001465,BYC우,199000,2000,1.02,199000,199000,196500,12,2370000,42861615000,215385
001040,CJ,197000,3500,1.81,196000,202500,194500,156824,31220026500,5743593706000,29155298
079160,CJ CGV,88700,1400,1.6,88000,89500,87600,218756,19450515200,1877008463100,21161313
000120,CJ대한통운,220000,2500,1.15,216000,220500,215500,36034,7876619500,5018715680000,22812344
011150,CJ씨푸드,3425,95,2.85,3335,3460,3335,555239,1894563795,123062897525,35930773
011155,CJ씨푸드1우,14400,0,0,14200,14850,14200,770,11246700,2880000000,200000
001045,CJ우,88900,2000,2.3,87400,90100,87000,7966,707562700,200933824700,2260223
097950,CJ제일제당,405500,10000,2.53,396500,408000,392000,67371,27210690500,5336825239000,13161098
097955,CJ제일제당 우,209000,9000,4.5,200000,210500,199000,5085,1036332500,277433497000,1327433
037560,CJ헬로비전,9340,80,0.86,9360,9380,9230,155004,1444523190,723353719100,77446865
000590,CS홀딩스,84700,4700,5.88,80000,86000,80000,3346,280735200,97784625400,1154482
139130,DGB금융지주,8990,-30,-0.33,9040,9050,8950,334731,3009063730,1519787854460,169053154
004840,DRB동일,14500,-50,-0.34,14500,14850,14250,78094,1139067750,268395000000,18510000
155660,DSR,4650,35,0.76,4665,4865,4595,203898,963964800,74400000000,16000000
069730,DSR제강,4450,125,2.89,4460,5050,4395,2293499,10761656820,64080000000,14400000
017940,E1,64100,-500,-0.77,64600,64600,63600,5938,379207200,439726000000,6860000
007700,F&F,14150,0,0,14200,14350,14050,21315,302066650,217910000000,15400000
114090,GKL,25900,100,0.39,25700,26050,25500,418582,10809661750,1602061853000,61855670
078930,GS,48650,0,0,48650,49250,48500,137820,6734394800,4520333139700,92915378
006360,GS건설,29600,-350,-1.17,29800,29900,29450,295748,8760859600,2101600000000,71000000
001250,GS글로벌,2500,15,0.6,2510,2510,2480,263829,657104020,206334410000,82533764
007070,GS리테일,50700,1500,3.05,49150,50700,48800,245108,12310091650,3903900000000,77000000
078935,GS우,32750,200,0.61,32650,32750,32400,7214,235027200,58453051500,1784826
001500,HMC투자증권,10700,100,0.94,10650,10700,10550,32677,347542700,313907087700,29337111
003560,IHQ,2090,45,2.2,2055,2130,2050,996380,2079005875,300032157040,143556056
175330,JB금융지주,6060,-10,-0.16,6050,6090,5980,278106,1678969760,941962903380,155439423
001060,JW중외제약,64000,6400,11.11,58200,64000,57300,497836,30455702100,1199531264000,18742676
001067,JW중외제약2우B,38700,1100,2.93,37550,39600,37550,760,29493500,3204553500,82805
001065,JW중외제약우,29150,1000,3.55,28300,29450,27300,1468,42080250,4598791450,157763
096760,JW홀딩스,12850,950,7.98,11850,12850,11850,461210,5734025050,763827207100,59441806
105560,KB금융,37900,-100,-0.26,37800,38200,37600,1165553,44314807950,14642729164700,386351693
002550,KB손해보험,27350,450,1.67,27100,27400,26700,496717,13395130350,1641000000000,60000000
002380,KCC,417500,-9500,-2.22,422500,429000,415500,49660,20879357500,4407344177500,10556513
009070,KCTC,3275,10,0.31,3280,3290,3240,8735,28510710,98250000000,30000000
009440,KC그린홀딩스,8690,-140,-1.59,8860,8860,8650,131045,1141917230,194959976200,22434980
119650,KC코트렐,5760,-150,-2.54,5910,5960,5730,128967,746755300,74880000000,13000000
092220,KEC,1190,-25,-2.06,1225,1225,1190,631319,759563920,105966386960,89047384
109070,KGP,1700,-20,-1.16,1720,1870,1300,9320126,14862899405,64214978900,37773517
001390,KG케미칼,13850,50,0.36,13800,13900,13750,18822,260344000,158982349500,11478870
001940,KISCO홀딩스,63300,1100,1.77,62400,63500,62300,4866,307376100,233910970800,3695276
083420,KPX그린케미칼,4190,-20,-0.48,4210,4220,4160,8076,33731530,83800000000,20000000
025000,KPX케미칼,58100,4100,7.59,54800,58700,54700,33355,1906661000,281204000000,4840000
092230,KPX홀딩스,61200,1200,2,60000,62300,60000,4192,258166000,258548335200,4224646
