지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10243.54,-115.4,-1.11
코스피 200,259.03,0.25,0.1
FnGuide-RAFI 코리아 대형 지수,6155.52,-2.97,-0.05
MKF SAMs EW 지수,12160.89,-83.69,-0.68
MKF SAMs SW,9789.71,-42.8,-0.44
MKF F15 VW,,,
코스피 200 선물지수,1291.97,-0.98,-0.08
CSI 300 Index,2271.05,24.29,1.08
스타지수,,,
10년국채선물지수,1139.63,-3.14,-0.27
DJ Brazil 20,27411.68,118.65,0.43
Hang Seng China H,10993.9,74.66,0.68
TOPIX100,522.79,-1.56,-0.3
MSCI Korea Index,569.89,0.68,0.12
KRX 건설,917.99,-7.29,-0.79
S&P GSCI Gold Index(TR),936.94,4.87,0.52
S&P GSCI North American Copper Index(TR),542.59,6.3,1.17
MKF 국고채지수(총수익),151.03,-0.11,-0.07
KRW Cash 지수(총수익),131.94,0,0
KRX 반도체,1578.09,10.44,0.67
KRX 보험,1471.08,-10.14,-0.68
삼성그룹,6441.6,-22.49,-0.35
핵심소비재 지수,,,
KRX 에너지화학,2243.01,-4.3,-0.19
KRX 운송,999.17,-10.87,-1.08
S&P GSCI Silver Index(TR),1214.96,8.96,0.74
KRX 은행,679.68,-5.23,-0.76
KRX 자동차,2143.63,21.13,1
KRX 기계장비,1476.88,-20.54,-1.37
주식골드지수,3894.86,6.11,0.16
KRX 증권,607.31,-8.76,-1.42
KRX 철강,2130.39,-10.19,-0.48
S&P GSCI Soybeans Index(TR),4586.98,8.43,0.18
FnGuide 태양광 지수,,,
KIS 10년 국고채 지수 (총수익),11852.92,-23.99,-0.2
KRX 정보통신,,,
KRX 100,4192.09,3.82,0.09
MKF 웰스 고배당20,7011.73,27.88,0.4
MK 머니마켓 지수(총수익),10887.87,0.25,0
미국달러선물지수,1160.24,-3.55,-0.31
MKF 블루칩,6310.68,4.21,0.07
MK 통안채지수(총수익),11224.79,-0.27,0
MKF 5대그룹주,5248.31,6.86,0.13
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
MKF 수출주 지수,9962.7,-40.76,-0.41
MKF 우량업종대표주 지수,10025.15,-11.27,-0.11
KOBI 크레딧 지수(총수익),11224.04,-3.05,-0.03
MKF 코스닥 엘리트30,,,
코스피 50,1705.34,3.75,0.22
코스피 200 정보기술,1367.88,3.32,0.24
MKF LG그룹+ FW,6490.62,-41.74,-0.64
S&P 500 Futures Index(ER),121.61,0.37,0.31
MKF 순수가치,15109.66,-4.67,-0.03
코스피 200 건설,504.55,-3.97,-0.78
코스피 200 경기소비재,1993.63,11.45,0.58
코스피 200 생활소비재,954.45,3.42,0.36
S&P GSCI Industrial Metals Select Index(TR),224.23,3.43,1.55
코스피 200 금융,639.49,-4.88,-0.76
S&P GSCI Precious Metals Index(TR),2242.18,12.36,0.55
NASDAQ 100,2640.54,-15.76,-0.59
S&P GSCI Agriculture Enhanced Index(ER),137.05,-0.78,-0.57
BNY Latin America 35 ADR,3956.1,21.92,0.56
FnGuide 모멘텀 지수,19671.57,-84.47,-0.43
MKF 중형 가치,7758.33,-67.19,-0.86
KRX 방송통신,765.33,1.95,0.26
BNY BRIC Select ADR,4089.31,17.32,0.43
MKF 블루칩30 지수,,,
MKF SAMs FW,8792.33,-33.17,-0.38
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,2122.96,28.4,1.36
코스피 200 에너지/화학,1173.19,-3.28,-0.28
S&P GSCI Crude Oil Enhanced Index (ER),934.91,-4.34,-0.46
KIS MSB 6M(총수익),10315.33,0.46,0
국채선물지수,1172.5,-1,-0.09
FnGuide 자동차 지수,,,
KRX 헬스케어,1339.39,4.81,0.36
코스피 200 중공업,508.36,-6.65,-1.29
FnGuide 중국내수테마 지수,3324.92,40.88,1.24
FnGuide 증권 지수,1886.67,-26.6,-1.39
Hang Seng China (Hong Kong-listed) 25 Index,8063.79,48.33,0.6
코스피 200 철강/소재,937.06,-4.03,-0.43
코스피 200 커버드콜 5% OTM,313.75,0.53,0.17
코스닥 프리미어,,,
MKF 현대차그룹+ FW,25004.39,53.97,0.22
FnGuide 화학 지수,,,
MKF 중소형 가치,6017.96,-14.42,-0.24
FnGuide-RAFI 코리아200 지수,6354.7,-6.19,-0.1
코스피 100,1965.88,2.49,0.13
코스피 100 동일가중지수,1817.66,-8.46,-0.46
KRX 100 동일가중지수,1745.35,-4.11,-0.23
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,10714.3,29.28,0.27
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
FnGuide 화학+ 지수,,,
