지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10200.99,-3.87,-0.04
코스피 200,238.62,2.77,1.17
FnGuide-RAFI 코리아 대형 지수,5635.54,39.38,0.7
MKF SAMs EW 지수,11747.73,165.69,1.43
MKF SAMs SW,9211.29,159.2,1.76
MKF F15 VW,,,
코스피 200 선물지수,1203.02,8.09,0.68
스타지수,,,
10년국채선물지수,1080.15,-2.83,-0.26
DJ Brazil 20,26390.18,-98.62,-0.37
Hang Seng China H,9582.46,5.28,0.06
TOPIX100,481.06,-1.14,-0.24
MSCI Korea Index,526.77,6.63,1.27
KRX 건설,975.12,1.27,0.13
S&P GSCI Gold Index(TR),872.76,-1.75,-0.2
S&P GSCI North American Copper Index(TR),517.15,4.95,0.97
MKF 국고채지수(총수익),146.4,-0.05,-0.03
KRW Cash 지수(총수익),129.47,0,0
KRX 반도체,1489.3,21.91,1.49
KRX 보험,1447.4,0.45,0.03
삼성그룹,6157.05,115.8,1.92
핵심소비재 지수,,,
KRX 에너지화학,2044.92,0.3,0.01
KRX 운송,970.63,2.42,0.25
S&P GSCI Silver Index(TR),1038.28,-14.44,-1.37
KRX 은행,690.28,-3.37,-0.49
KRX 자동차,2294.99,68.69,3.09
KRX 기계장비,1571.24,8.11,0.52
KRX 증권,585.77,-7.46,-1.26
KRX 철강,1978.29,-11.81,-0.59
S&P GSCI Soybeans Index(TR),4104.36,21.82,0.53
FnGuide 태양광 지수,,,
KIS 10년 국고채 지수 (총수익),11171.62,-17.81,-0.16
KRX 정보통신,,,
KRX 100,3929.29,48.38,1.25
MKF 웰스 고배당20,6072.96,-60.02,-0.98
MK 머니마켓 지수(총수익),10677.83,0.58,0.01
미국달러선물지수,1271.67,-3.58,-0.28
MKF 블루칩,5741.21,6.84,0.12
MK 통안채지수(총수익),10982.31,0.2,0
MKF 5대그룹주,4964.35,76.39,1.56
MKF 수출주 지수,9483.48,43.74,0.46
MKF 우량업종대표주 지수,9481.8,36.43,0.39
KOBI 크레딧 지수(총수익),10901.15,-1.47,-0.01
MKF 코스닥 엘리트30,,,
코스피 200 정보기술,1194.91,13.52,1.14
MKF LG그룹+ FW,5053.71,-28.12,-0.55
S&P 500 Futures Index(ER),111.57,2.12,1.94
MKF 순수가치,13090.35,-47.91,-0.36
코스피 200 건설,534.53,1.87,0.35
코스피 200 경기소비재,2047.96,40.89,2.04
코스피 200 생활소비재,776.17,0.53,0.07
S&P GSCI Industrial Metals Select Index(TR),217.27,0.8,0.37
코스피 200 금융,641.73,-2.79,-0.43
S&P GSCI Precious Metals Index(TR),2063.68,-7.42,-0.36
NASDAQ 100,2478.53,-30.52,-1.22
S&P GSCI Agriculture Enhanced Index(ER),118.19,0.59,0.5
BNY Latin America 35 ADR,3815.66,-12.45,-0.33
FnGuide 모멘텀 지수,16842.74,23.76,0.14
MKF 중형 가치,7313.81,-51.61,-0.7
KRX 방송통신,642.19,0.11,0.02
BNY BRIC Select ADR,3875.31,-4.12,-0.11
MKF 블루칩30 지수,,,
MKF SAMs FW,8330.32,151.31,1.85
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,2267.11,5.9,0.26
코스피 200 에너지/화학,1054.75,0.05,0
S&P GSCI Crude Oil Enhanced Index (ER),1036.83,11.84,1.16
KIS MSB 6M(총수익),10136.25,0.79,0.01
국채선물지수,1154.05,-0.89,-0.08
FnGuide 자동차 지수,,,
KRX 헬스케어,1085.72,-10.56,-0.96
코스피 200 중공업,522.85,2.95,0.57
FnGuide 중국내수테마 지수,2916.74,23.69,0.82
FnGuide 증권 지수,1818.05,-23.2,-1.26
Hang Seng China (Hong Kong-listed) 25 Index,6996.16,-18.61,-0.27
코스피 200 철강/소재,869.95,-4.46,-0.51
코스닥 프리미어,,,
MKF 현대차그룹+ FW,26220.35,461.47,1.79
FnGuide 화학 지수,,,
MKF 중소형 가치,5476.81,-26.86,-0.49
FnGuide-RAFI 코리아200 지수,5817.12,38.28,0.66
코스피 100,1808.72,21.47,1.2
코스피 200 커버드콜 5% OTM,293.58,3.41,1.18
코스피 100 동일가중지수,1658.3,-0.4,-0.02
코스피 50,1571.43,21.22,1.37
KRX 100 동일가중지수,1618.27,1.28,0.08
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
