지수명,종가,대비,등락률
코스피 200,291.58,0.11,0.04
코스피 200 TR,356.99,0.13,0.04
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1364.17,-1.91,-0.14
FnGuide 5G플러스 지수 (시장가격),1265.62,5.78,0.46
FnGuide 성장소비주도 지수,1763.89,-10.63,-0.6
FactSet US-China Electric&Autonomous Vehicle Price Return Index,227.99,5.55,2.5
KRX 금현물지수,1788.04,-10.81,-0.6
S&P GSCI GOLD Index Excess Return,120.07,0.29,0.24
KIS 10년 국고채 지수 (총수익),13771.59,192.8,1.42
KTB INDEX(시장가격),10072.65,36.03,0.36
10년국채선물지수,1130.26,16.12,1.45
국채선물지수,1202.16,4.02,0.34
Bloomberg Global Digital Media & Tech Select Price Return Index,2377.59,40.87,1.75
Bloomberg Global Select Industry Leaders TOP10 Index(PR),2566.58,51.67,2.05
KIS 단기채권알파AA-이상 총수익지수,108.53,0.01,0.01
KIS MSB 단기지수(총수익),11719.13,1.01,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,9914.93,163.26,1.67
다우존스 인터넷 종합지수,618.59,21.51,3.6
S&P 500,3859.11,61.77,1.63
S&P500 and Short-Term Treasury 30/70 Blend Index,152.8,0.75,0.49
MorningStar Wide Moat Focus Index,9697.65,215.07,2.27
Dow Jones U.S. Dividend 100 Price Return Index,5102.05,51.92,1.03
NASDAQ 100,11669.99,239.73,2.1
NASDAQ-100 US T-Bills 30/70 Index,1344.77,8.5,0.64
Dow Jones U.S. Real Estate Index,1405.86,54.01,4
Bloomberg Short-Term Treasury Total Return Index,128.99,0.02,0.02
Indxx SPAC & NEXTGEN IPO Price return Index,,,
Indxx US Green Infrastructure Price return Index,3196.1,96.53,3.11
FnGuide-RAFI 코리아 대형 지수,7568.41,-13.53,-0.18
VN30 Index(PR),991.52,17.64,1.81
Bloomberg VN30 Futures Excess Return Index,134.59,2.66,2.02
MKF SAMs EW 지수,14949.57,-65.09,-0.43
MKF SAMs SW,14258.26,36.19,0.25
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1266.42,27.46,2.22
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
S&P ASIA50 Price Return Index,2947.86,-10.6,-0.36
