지수명,종가,대비,등락률
코스피 200,307.48,4.25,1.4
코스피 200 TR,376.61,5.21,1.4
KIS 크레딧 2312만기형 총수익지수,105.84,0.09,0.09
KIS 크레딧 2412만기형 총수익지수,103.22,0.18,0.17
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1434.49,19.88,1.41
FnGuide 5G플러스 지수 (시장가격),1330.3,26.01,1.99
FnGuide 성장소비주도 지수,2062.88,36.94,1.82
FactSet US-China Electric&Autonomous Vehicle Price Return Index,223.3,-3.29,-1.45
KRX 금현물지수,1761.27,-5.17,-0.29
S&P GSCI GOLD Index Excess Return,128.96,-2.16,-1.65
KIS 10년 국고채 지수 (총수익),14767.03,94.06,0.64
KTB INDEX(시장가격),10243.66,18.28,0.18
10년국채선물지수,1205.08,7.93,0.66
국채선물지수,1224.43,2.24,0.18
Bloomberg Global Digital Media & Tech Select Price Return Index,2144.73,-51.67,-2.35
Solactive Global Semiconductor TOP4 Plus Price Return Index,1934.77,47.35,2.51
Bloomberg Global Select Industry Leaders TOP10 Index(PR),2608.84,-60.77,-2.28
KIS 단기채권알파AA-이상 총수익지수,109.33,0.04,0.04
KIS MSB 단기지수(총수익),11777.7,1.63,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,10235.72,-56.97,-0.55
다우존스 인터넷 종합지수,555.91,-13.05,-2.29
S&P 500,3822.39,-56.05,-1.45
S&P500 and Short-Term Treasury 30/70 Blend Index,153.22,-0.66,-0.43
MorningStar Wide Moat Focus Index,9926.76,-216.82,-2.14
Dow Jones U.S. Dividend 100 Price Return Index,5325.21,-46.77,-0.87
NASDAQ 100,10956.14,-279.74,-2.49
NASDAQ-100 US T-Bills 30/70 Index,1328.03,-9.92,-0.74
Dow Jones U.S. Real Estate Index,1452.07,-5.22,-0.36
Bloomberg Short-Term Treasury Total Return Index,129.85,0,0
Indxx SPAC & NEXTGEN IPO Price return Index,,,
Indxx US Green Infrastructure Price return Index,3247.88,-85.61,-2.57
FnGuide-RAFI 코리아 대형 지수,8048.68,107.24,1.35
VN30 Index(PR),1038.34,5.24,0.51
Bloomberg VN30 Futures Excess Return Index,146.96,0.1,0.07
MKF SAMs EW 지수,15946.23,186.29,1.18
MKF SAMs SW,14649.73,171.89,1.19
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1320.65,0.85,0.06
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
S&P ASIA50 Price Return Index,3383.61,64.08,1.93
Bloomberg Blended NVIDIA Equity and Korean Bond Index,3815.66,22.28,0.59
DeepSearch 원자력테마 지수 (시장가격지수),1075.5,5.55,0.52
MSCI Indonesia Index,7438.71,-15.64,-0.21
코스피 200 선물지수,1550.61,20.59,1.35
Nikkei 225,26507.87,120.15,0.46
TOPIX,1908.17,14.85,0.78
KIS 종합채권 AA-이상 총수익 지수(Total return Index),105.24,0.3,0.29
STAR 50 Index(Price Return),930.81,-10.03,-1.07
CSI 300 Index,3836.03,5.49,0.14
KIS 종합채권국공채1-10Y지수,137.92,0.4,0.29
FnGuide 올라운드 가치주 지수,851.81,9.42,1.12
Hang Seng TECH Index,4210.53,185.69,4.61
FnGuide 친환경 자동차 밸류체인 지수,1311.87,22.64,1.76
코스닥,715.02,9.32,1.32
코스닥 150,1017.63,22.95,2.31
코스피,2356.73,27.78,1.19
MSCI Philippines IMI Index,1530.9,11.48,0.76
코스피 200 동일가중지수,2061.76,28.69,1.41
FnGuide 애플채권혼합 지수,1717.68,10.51,0.62
