지수명,종가,대비,등락률
코스피 200,361.69,-5.37,-1.46
코스피 200 동일가중지수,2308.39,-2.9,-0.13
코스피 200 선물지수,1827.71,-27.13,-1.46
FnGuide 한화 ESG 가치 지수,1336.06,-16.63,-1.23
FnGuide 한화 ESG 성장 지수,1446.75,-18.9,-1.29
WISE ESG우수기업 지수,,,
KRX 300,1648.88,-25.01,-1.49
KRX300 헬스케어,2689.87,-41.56,-1.52
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2753.02,-8.14,-0.29
FnGuide 고배당저변동50 지수,2013.89,-7.38,-0.37
FnGuide 배당주 지수,11967.89,-30.17,-0.25
FnGuide 고배당 채권혼합 지수,2756.82,-2.09,-0.08
10년국채선물지수,1282.46,3.31,0.26
국채선물지수,1251.75,0.35,0.03
MSCI ACWI Index,679.32,-11.43,-1.65
BlueStar Hydrogen and NextGen Fuel Cell Index (시장가격),114.46,-4.59,-3.86
MVIS Global Rare Earth/Strategic Metals Index (Price Return),691.88,-25.14,-3.51
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",129.15,0.03,0.02
S&P 500,4328.87,-34.62,-0.79
NASDAQ 100 Technology Sector Index,7883.91,-196.99,-2.44
Dow Jones U.S Select Dividend Index(시장가격지수),890.76,-0.4,-0.04
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),519.14,0.17,0.03
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1294.76,9.31,0.72
MSCI EAFE Index,2035.47,-72.4,-3.43
WISE-KAP 스마트베타 Quality 채권혼합지수,1282.77,-0.67,-0.05
MSCI EM Index,1144.91,-27.65,-2.36
SZSE ChiNext Price Index,2748.64,-43.31,-1.55
KOBI HALF CREDIT Index(총수익),11080.11,3.25,0.03
FnGuide 주도업종 지수,1416.85,-31.12,-2.15
FnGuide 중형주저변동50지수,2150.99,1.73,0.08
코스닥 150,1282.76,-25.4,-1.94
F-코스닥150 지수,1464.57,-32.01,-2.14
코스피,2713.43,-33.65,-1.22
코스피 50,2483.92,-48.96,-1.93
코스피 TR,3264.48,-40.48,-1.22
코스피 중형주,3151.76,-5.48,-0.17
KRX/S&P 탄소효율 그린뉴딜지수,1501.09,-23.05,-1.51
KRX ESG Leaders 150,1696.25,-6.31,-0.37
코스피 200 Top 10 지수,1302.15,-34.16,-2.56
코스피 200 TR,437.7,-6.5,-1.46
FnGuide K-POP & 미디어 지수,942.75,1.47,0.16
FnGuide K-게임 지수,1423.65,-60.26,-4.06
FnGuide K-뉴딜 디지털 플러스 지수,2229.62,-63.13,-2.75
FnGuide K-메타버스 MZ 지수(시장가격),1619.99,-32.36,-1.96
FnGuide K-반도체 지수,2886.42,-73.77,-2.49
FnGuide 5G 산업 지수,2171.58,-16.55,-0.76
FnGuide 골프 테마 지수,912.5,-10.49,-1.14
FnGuide 전기&수소차 지수 (시장가격),1883.38,-27.06,-1.42
FnGuide 친환경에너지 지수 (시장가격),1865.28,-14.14,-0.75
KAP 초장기 국고채 지수(총수익),13154.77,46,0.35
KRX 기후변화 솔루션지수,1721.3,-24.74,-1.42
MSCI Korea TR Index,1477.78,-24.86,-1.65
FnGuide E커머스 지수,2725.07,-25.71,-0.93
FnGuide 고배당 알파 지수,1684.14,0.94,0.06
S&P Global Luxury Index,3965.11,-196.22,-4.72
ICE Global Carbon Futures Index(Excess Return),636.08,-19.67,-3
FnGuide 농업융복합산업 지수(시장가격),1399.02,-1.28,-0.09
KAP 단기 통안채 지수(총수익),12764.86,1.34,0.01
iSelect US 메타버스 지수(시장가격),4615.89,-85.9,-1.83
S&P Korea 저변동성 지수,9650.16,-17.71,-0.18
코스피 200 정보기술,3374.69,-97.11,-2.8
코스피 200 건설,299.38,2.71,0.91
코스피 200 경기소비재,1549.22,-18.87,-1.2
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1139.79,3.13,0.28
코스피 200 금융,687.35,-7.29,-1.05
코스피 200 산업재,638.32,14.98,2.4
코스피 200 생활소비재,991.32,-3.71,-0.37
코스피 200 에너지/화학,1676.05,-26.96,-1.58
코스피 200 중공업,304.61,4.9,1.63
코스피 200 철강/소재,926.39,17.27,1.9
코스피 200 커뮤니케이션서비스,2506.37,-41.33,-1.62
MKF 5대그룹주,6786.17,-149.77,-2.16
KRX ESG 사회책임경영지수(S),2014.45,-29.04,-1.42
FnGuide 5G 테크 지수,1347.97,-12.06,-0.89
FnGuide 수소 경제 테마 지수,1293.8,-7.55,-0.58
FnGuide 컨택트대표 지수(시장가격지수),880.7,-4.15,-0.47
FnGuide IT플러스 지수,2770.3,-72.98,-2.57
KIS 국고채30년Enhanced지수(시장가격),8035.98,52.19,0.65
KIS 단기종합채권지수(AA-이상)(총수익지수),112.52,0.01,0.01
KIS 종합채권 지수(A-이상)(총수익지수),114.04,0.14,0.12
FnGuide KQ고배당포커스 지수,7073.3,-65.46,-0.92
KRX 300 미국달러 선물혼합지수,1464.14,-12.21,-0.83
FnGuide 셀렉트 밸류 지수,2909.92,-36.85,-1.25
FnGuide 셀렉트벨류 채권혼합지수,1934.91,-9.25,-0.48
iSelect 메타버스 지수(시장가격지수),2037.14,-48.74,-2.34
WISE 게임 테마 지수 (시장가격지수),7948.3,-294.89,-3.58
FnGuide 고배당포커스 지수,8616.09,-61.89,-0.71
KTB INDEX(시장가격),10552.49,4.37,0.04
5년 국채선물 추종 지수,1038.24,1.01,0.1
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1914.47,-41.23,-2.11
Kelly Data Center & Tech Infrastructure Net Total Return Index,1556.86,4.9,0.32
Global Metaverse Index(Price Return),,,
Indxx Hydrogen Economy Index (Net Total Return),2776.85,-69.57,-2.44
S&P Global Clean Energy Index (Price Return),1235.88,-11.09,-0.89
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),123.06,0.04,0.03
FnGuide 내수주플러스 지수,1297.22,-7.58,-0.58
KIS 종합채권국공채3M~1.5Y지수,123.55,0.02,0.02
KIS 통안채 5개월 지수(총수익),11715.44,1.7,0.01
WISE 대형고배당10 TR 지수,1790.46,-43.69,-2.38
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),4794.98,190.59,4.14
ICE BofAML Core Plus Fixed Rate Preferred Securities Index,172.39,-1.14,-0.66
NASDAQ 100,13837.83,-197.38,-1.41
S&P U.S. Treasury Bond Futures Excess Return Index,287.79,4.57,1.61
iSelect 비메모리반도체 지수(시장가격지수),2738.04,-38.82,-1.4
MKF 수출주 지수,11651.19,-48.48,-0.41
MKF 우량업종대표주 지수,11465.76,-9.39,-0.08
EURO STOXX 50 Index,3556.01,-185.77,-4.96
주식국채혼합(주식형)지수,1624.2,-16.6,-1.01
MSCI China NTR Index(USD) (Net Total Return),545.35,-17.11,-3.04
CSI A100,4373.44,-63.89,-1.44
KOBI 크레딧 지수(총수익),14181.42,7.11,0.05
FnGuide 중소형고배당포커스 지수,11715.15,-12.92,-0.11
KIS 종합채권국공채4~5Y지수,135.93,0.09,0.07
Hang Seng China H,7686.87,-213.17,-2.7
Hang Seng China Enterprises Futures Index(Price Return),9810.81,-266.78,-2.65
Hang Seng TECH Index,4737.93,-219.68,-4.43
주식국채혼합(채권형)지수,1548.87,-6.37,-0.41
코스피200제외 코스피지수,3592.75,-24.97,-0.69
S&P GSCI Palladium Excess Return Index,1984.78,167.14,9.2
FnGuide 헬스케어 지수,3095.79,-44.02,-1.4
FnGuide 헬스케어 채권혼합 지수,1862.31,-7.33,-0.39
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1755.29,-30.06,-1.68
FnGuide 5G플러스 지수 (시장가격),1673.56,-25.18,-1.48
FnGuide 성장소비주도 지수,2449.64,-18.44,-0.75
FactSet US-China Electric&Autonomous Vehicle Price Return Index,311.44,-13.81,-4.25
KRX 금현물지수,1761.23,19.98,1.15
S&P GSCI GOLD Index Excess Return,144.85,2.26,1.58
KIS 10년 국고채 지수 (총수익),15449.68,36.84,0.24
Bloomberg Global Digital Media & Tech Select Price Return Index,2652.59,-42.94,-1.59
KIS MSB 단기지수(총수익),11617.75,1.3,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,10488.76,-47.72,-0.45
다우존스 인터넷 종합지수,799.46,-18.79,-2.3
MorningStar Wide Moat Focus Index,11128.69,-51.61,-0.46
Dow Jones U.S. Dividend 100 Price Return Index,5475.73,-11.19,-0.2
Dow Jones U.S. Real Estate Index,1756.49,9.31,0.53
Indxx SPAC & NEXTGEN IPO Price return Index,,,
Indxx US Green Infrastructure Price return Index,3312.52,-30.99,-0.93
FnGuide-RAFI 코리아 대형 지수,9105.82,-109,-1.18
VN30 Index(PR),1526.33,3.84,0.25
Bloomberg VN30 Futures Excess Return Index,207.56,-0.62,-0.3
MKF SAMs EW 지수,16029.51,-96.12,-0.6
MKF SAMs SW,14705.49,-243.72,-1.63
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1535.51,-6.95,-0.45
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
S&P ASIA50 Price Return Index,3857.29,-84.17,-2.14
MSCI Indonesia Index,7178.28,98.29,1.39
Nikkei 225,25985.47,-591.8,-2.23
TOPIX,1844.94,-36.86,-1.96
KIS 종합채권 AA-이상 총수익 지수(Total return Index),109.03,0.13,0.12
STAR 50 Index(Price Return),1203.09,-6.73,-0.56
CSI 300 Index,4496.43,-55.2,-1.21
KIS 종합채권국공채1-10Y지수,140.91,0.13,0.09
FnGuide 친환경 자동차 밸류체인 지수,1371.27,-25,-1.79
코스닥,900.96,-11.36,-1.25
MSCI Philippines IMI Index,1735.47,-8,-0.46
코스피 200 중소형주지수,1307.14,-3.17,-0.24
코스피 200 ESG 지수,394.5,-5.79,-1.45
코스피200 정보기술 TR,3790.88,-109.09,-2.8
코스피 200 초대형제외 지수,264.72,-3.39,-1.26
코스피 200 가치저변동성,5050.21,-43.65,-0.86
코스피200 롱 100% 코스닥150 숏 100% 선물지수,907.08,6.12,0.68
코스피 200 미국채 혼합지수,3069.89,-1.54,-0.05
FnGuide 2차전지 산업 지수,3245.52,-63.36,-1.91
S&P GSCI Grains Select Index ER,32.09,0.7,2.23
FnGuide TOP10 동일가중 지수,1205.11,-28.75,-2.33
FnGuide 멀티팩터 지수,8182.15,-88.89,-1.07
FnGuide 성장 지수(PR),4350.84,-88.01,-1.98
FnGuide 시스템반도체 지수,2060.03,-39.99,-1.9
FnGuide 웹툰&드라마 지수,1264.83,-6.27,-0.49
KRX 정보기술,1630.2,-43.8,-2.62
FnGuide K-메타버스 지수,1645.37,-26.17,-1.57
FnGuide K-미래차 지수,1872.87,-23.65,-1.25
FnGuide K-신재생에너지 플러스 지수,1656.16,-10.42,-0.63
FnGuide K-이노베이션 지수,1915.84,-43.73,-2.23
KTOP 30,9403.21,-180.07,-1.88
iEdge Emerging Markets Futures Index(ER),1242.32,-25.3,-2
MSCI Korea ESG Universal Capped Index,1518.62,-26.01,-1.68
MSCI Korea Index,830.77,-13.98,-1.65
MSCI Korea IMI Momentum Capped,3665.98,-45.3,-1.22
MSCI Korea IMI Enhanced Value Capped,7140.16,-48.33,-0.67
MSCI Korea IMI Quality Capped,5224.91,-89.41,-1.68
FnGuide TRF 3070 지수,1445.71,0.31,0.02
FnGuide TRF 5050 지수,1611.54,0.5,0.03
FnGuide TRF 7030 지수,1783.24,0.73,0.04
Tokyo Stock Exchange REIT Index,1890.1,-3.88,-0.2
FnGuide TOP 5 Plus Total Return 지수,1822.45,-37.83,-2.03
S&P GSCI Crude Oil Index ER,183.5,12.71,7.44
KRX 건설,686.3,4.86,0.71
FnGuide 게임 산업 지수,1468.57,-63.69,-4.16
KRX 경기소비재,1285.79,-14.54,-1.12
FnGuide 고배당 Plus 지수,15368.7,-5.12,-0.03
S&P GSCI Gold Index(TR),992.25,15.5,1.59
S&P GSCI North American Copper Index(TR),667.02,21.08,3.26
MKF 국고채지수(총수익),185.77,0.07,0.04
ROBO Global Robotics & Automation UCITS Price Return Index,923.98,-27.86,-2.93
KRX 기계장비,583.24,4.18,0.72
Dow Jones U.S. Real Estate PR Index,407.65,2.08,0.51
KAP 단기변동금리부은행채권지수,128.9,0.02,0.02
KRW Cash 지수(총수익),154.54,0.03,0.02
KRW Cash PLUS 지수(총수익),148.33,0.03,0.02
Morningstar Multi-Asset High Income 10% Capped Index,1137.73,2.52,0.22
FnGuide 모멘텀 Plus 지수,3941.37,-15.42,-0.39
NYSE U.S. Big TECH 10 INDEX,6064.45,-129.54,-2.09
S&P 500 Total Return Index,9094.04,-72.09,-0.79
S&P 500 Futures Total Return Index,629.39,-4.65,-0.73
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,131.6,0.13,0.1
S&P Biotechnology Select Industry Index,6528.23,-203.35,-3.02
S&P Select Sector Industrial Index,1009.12,-2.29,-0.23
S&P Select Sector Energy Index,783.56,21.66,2.84
NASDAQ-100 Total Return Index,16318.64,-232.77,-1.41
미국달러선물지수,1271.63,10.98,0.87
FTSE Russell 2000 Index,2000.9,-31.51,-1.55
Nasdaq CB Insights Metaverse US Index (Price Return),859.05,-15.96,-1.82
MVIS US Listed Semiconductor 25 Index,3843.34,-103.48,-2.62
S&P Kensho Smart Transportation,253.09,-11.47,-4.34
S&P 10-Year U.S. Treasury Note Futures KRW(ER),236.29,3.71,1.6
S&P Ultra T-Bond Futures Index(ER),183.43,2.73,1.51
KRX 미디어&엔터테인먼트,2980.48,-78.83,-2.58
FnGuide 바이오 지수,3456.56,-47.43,-1.35
KRX 반도체,3658.63,-66.42,-1.78
FnGuide SLV 배당가치 지수,1501.25,-14.35,-0.95
코스피 배당성장 50,3560.72,-25.51,-0.71
배당성장채권혼합지수,1866.57,-3.45,-0.18
FnGuide 벨류 Plus 지수,1802.55,-3.16,-0.18
KRX 보험,1318.74,-8.7,-0.66
삼성그룹,8779.37,-168.23,-1.88
WISE 삼성그룹 밸류 인덱스,8548.09,-84.04,-0.97
MSCI World,2896.52,-45.93,-1.56
KRX 에너지화학,3254.16,-54.61,-1.65
KRX 운송,1223.55,25.6,2.14
ICE EUA Carbon Futures Index(Excess Return),1213.67,-41.95,-3.34
S&P GSCI Silver Index(TR),823.28,18.43,2.29
KRX 은행,755.87,-7.51,-0.98
TOPIX100,1217.94,-24.56,-1.98
KRX 자동차,1836.78,-27.23,-1.46
"KAP 한국장기종합채권지수(AA-이상, 총수익)",290.34,0.62,0.21
KAP 한국종합채권지수,246.41,0.31,0.13
KRX 증권,755.75,-9.05,-1.18
FTSE China A50 Index,14417.24,-237.2,-1.62
KRX 철강,1800.14,32.18,1.82
KRX 최소변동성지수,6714.38,-73.04,-1.08
코스닥150 롱 100% 코스피200 숏 100% 선물지수,973.05,-6.59,-0.67
코스피 100,2723.13,-43.4,-1.57
코스피 대형주,2668.91,-38.16,-1.41
S&P GSCI Soybeans Index(TR),6421.36,-27.97,-0.43
FnGuide 퀄리티 Plus 지수,2433.15,-12.4,-0.51
KRX 필수소비재,1454.75,-13.13,-0.89
한국 대만 IT 프리미어지수,2895.04,-45.13,-1.53
KRX 헬스케어,3167.53,-46.12,-1.44
FnGuide-키움 스마트 중소형주 지수,,,
KRX 100,5642.99,-91.94,-1.6
MKF 웰스 고배당20,9241.68,-39.88,-0.43
MK 머니마켓 지수(총수익),12869.47,2.12,0.02
DAX Index(PR),5516.69,-254.07,-4.4
MSCI ACWI IMI 디지털 이코노미&메타버스 ESG 지수(시장가격),3463.42,-101.82,-2.86
MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격),2548.33,-99.83,-3.77
Nasdaq US Low Volatility Dividend Achievers Index,1239.87,15.65,1.28
MKF 블루칩,9117.33,-49.24,-0.54
Nifty 50 Index,16245.35,-252.7,-1.53
MK 통안채지수(총수익),13426.17,3.51,0.03
FnGuide 스마트커머스 지수,987.06,-14.35,-1.43
FnGuide TMT 지수,1941.86,-23.55,-1.2
KIS 단기통안채 Index(총수익),11300,1.18,0.01
IHS Markit Global Carbon Index(Total Return),,,
S&P500 ESG(PR),378.64,-3.36,-0.88
S&P GSCI Carbon Emission Allowances(EUA)(EUR)ER,224.69,-7.77,-3.34
CSI 500 지수,6803.83,-55.72,-0.81
CSI Photovoltaic Industry Index(PR),4808.2,-36.66,-0.76
코스피 200 헬스케어,1933.19,-18.27,-0.94
코스피 200 커버드콜 5% OTM,363.95,-5.38,-1.46
코스피 200 커버드콜 ATM 지수,1263.98,-14.79,-1.16
WISE 2차전지 테마 지수,7128.09,-144.21,-1.98
KIS CD Index(총수익),11061.98,1.4,0.01
FnGuide 메타버스테마 지수,2202.27,-38.69,-1.73
FnGuide 반도체TOP10 지수,2370.83,-58.4,-2.4
FnGuide 신재생에너지 지수,1716.29,11.28,0.66
KEDI 혁신기업ESG30 지수(시장가격 지수),2510.2,-37.54,-1.47
KIS 리츠부동산인프라채권TR 지수,40896.19,181.82,0.45
KRX BBIG 지수,2455.86,-70.38,-2.79
KRX 2차전지 TOP 10 지수,4884.47,-133.27,-2.66
KRX 게임 TOP 10 지수,1092.7,-45.22,-3.97
KRX 바이오 TOP 10 지수,2096.35,-39.35,-1.84
KRX 인터넷 TOP 10 지수,2101.53,-41.4,-1.93
WISE K게임 테마 지수,1139.12,-45.13,-3.81
