지수명,종가,대비,등락률
코스피 200,223.81,-0.73,-0.33
MSCI ACWI Index,358.45,1.13,0.32
코스피 100 동일가중지수,1696.35,4.77,0.28
코스피 50,1398.71,-5.9,-0.42
S&P KOREA Dividend Opportunity Index,3616.23,7.9,0.22
FnGuide 배당주 지수,9534.73,20.08,0.21
KAP Money Market Index(총수익),111.57,0,0
Dow Jones U.S Select Dividend Index(시장가격지수),509.31,1.38,0.27
KAP Barbell Index(총수익),117.48,0.01,0.01
FnGuide 경기방어주 지수,,,
MSCI EAFE Index,1518.55,0.63,0.04
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6484.68,-36.1,-0.55
WISE 스마트베타 VALUE INDEX,,,
MSCI EM Index,688.52,-4.24,-0.61
FnGuide 경기주도주 지수,,,
Hang Seng China H,7835.64,-179.8,-2.24
코스피,1840.53,-4.92,-0.27
MKF 스타우량,,,
MKF 현대차그룹,,,
S&P WCI Gold Excess Return Index,269.52,0,0
KTB INDEX(시장가격),10624.47,4.3,0.04
KIS MSB 단기지수(총수익),10737.83,0.45,0
Dow Jones U.S. Real Estate Index,936.08,6.27,0.67
코스피 배당성장 50,3189.47,-5,-0.16
FnGuide-RAFI 코리아 대형 지수,5120.07,-0.71,-0.01
MKF SAMs EW 지수,10015.76,-12.72,-0.13
MKF SAMs SW,7021.79,-35.04,-0.5
Markit iBoxx USD Liquid High Yield Index,,,
MKF F15 VW,,,
코스피 200 선물지수,1092.03,5.83,0.54
TOPIX,1301.49,-37.48,-2.8
CSI 300 Index,3081.35,-93.03,-2.93
코스닥 150,1110.15,-4.46,-0.4
스타지수,,,
FnGuide 성장소비주도 지수,2657,-13.33,-0.5
10년국채선물지수,1301.53,0.61,0.05
코스피 200 가치저변동성,3045.46,-11.74,-0.38
코스피 200 중소형주지수,1120.86,-4.05,-0.36
TOPIX100,834.7,-23.45,-2.73
KTOP 30,5673.49,-16.68,-0.29
MSCI Korea Index,490.71,-1.75,-0.36
MSCI Germany Index,827.06,15.47,1.91
S&P 500 Futures Total Return Index,248.59,0.81,0.33
KRX 건설,519.67,8.15,1.59
S&P GSCI Gold Index(TR),592.43,-4.42,-0.74
S&P GSCI North American Copper Index(TR),285.09,5.28,1.89
MKF 국고채지수(총수익),169.69,0.05,0.03
KRW Cash 지수(총수익),142.3,0.01,0.01
KRW Cash PLUS 지수(총수익),135.07,0.01,0.01
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,4174.44,-107.72,-2.52
S&P Select Sector Industrial Index,482.7,2.27,0.47
S&P Select Sector Energy Index,535.74,15.8,3.04
KRX 반도체,1560.48,-2.9,-0.19
KRX 보험,1669.8,-30.48,-1.79
삼성그룹,4921.93,-29.27,-0.59
WISE 삼성그룹 밸류 인덱스,5482.15,-20.42,-0.37
핵심소비재 지수,,,
KRX 에너지화학,1952.12,51.25,2.7
KRX 운송,621.76,7.87,1.28
S&P GSCI Silver Index(TR),494.51,-2.31,-0.46
KRX 은행,532.12,5.6,1.06
KRX 자동차,1679.3,-1.02,-0.06
KRX 기계장비,497.83,0.23,0.05
FTSE China A50 Index,9174.4,-209.86,-2.24
KRX 증권,497.77,-4.82,-0.96
KRX 철강,1389.24,-16.24,-1.16
S&P GSCI Soybeans Index(TR),3979.19,20.41,0.52
KIS 10년 국고채 지수 (총수익),14343.72,1.61,0.01
KRX 100,3632.59,-16.75,-0.46
MKF 웰스 고배당20,6311.63,-9.8,-0.16
MK 머니마켓 지수(총수익),11757.59,0.51,0
미국달러선물지수,1239,-1.53,-0.12
MKF 블루칩,6915.78,-20.6,-0.3
Nifty 50 Index,7435.1,84.1,1.14
MK 통안채지수(총수익),12203.69,0.84,0.01
MKF 5대그룹주,4180.64,-11.62,-0.28
KIS 통안채 5개월 지수(총수익),10771.72,0.45,0
S&P Oil & Gas Exploration & Production Select Industry Index(PR),3865.98,248.37,6.87
MKF 수출주 지수,6921.65,37.94,0.55
MKF 우량업종대표주 지수,8498.9,-13.66,-0.16
