지수명,종가,대비,등락률
코스피 200,249.8,0.55,0.22
MSCI ACWI Index,411.7,2.4,0.59
코스피 100 동일가중지수,1860.37,6.33,0.34
코스피 50,1595.17,4.85,0.3
S&P KOREA Dividend Opportunity Index,4082.6,-24.8,-0.6
FnGuide 배당주 지수,11168.29,-29.24,-0.26
KAP Money Market Index(총수익),112.53,0.01,0.01
Dow Jones U.S Select Dividend Index(시장가격지수),623.86,0.29,0.05
KAP Barbell Index(총수익),120.5,0.07,0.06
FnGuide 경기방어주 지수,,,
MSCI EAFE Index,1654.42,8.57,0.52
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6523.92,-13.28,-0.2
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1189.14,-0.53,-0.04
MSCI EM Index,865.93,9.57,1.12
KOBI HALF CREDIT Index(총수익),10146.88,1.13,0.01
FnGuide 경기주도주 지수,,,
Hang Seng China H,9010.1,101.04,1.13
코스피,2008.77,3.22,0.16
MKF 현대차그룹,,,
MKF 5대그룹주,4429,23.9,0.54
FnGuide 셀렉트 밸류 지수,2066.47,1.28,0.06
FnGuide 셀렉트벨류 채권혼합지수,1588.32,0.68,0.04
KTB INDEX(시장가격),10746.19,3.47,0.03
KIS 통안채 5개월 지수(총수익),10861.35,0.41,0
S&P Oil & Gas Exploration & Production Select Industry Index(PR),5335.33,-9.33,-0.17
MKF 수출주 지수,8022.46,23.23,0.29
MKF 우량업종대표주 지수,9320.54,41.39,0.45
KOBI 크레딧 지수(총수익),12887.16,3.37,0.03
TOPIX,1311.16,10.9,0.84
주식국채혼합(주식형)지수,1205.39,1.98,0.16
CSI A100,3040.39,-7.84,-0.26
주식국채혼합(채권형)지수,1296.88,1.15,0.09
S&P WCI Gold Excess Return Index,327.08,-4.1,-1.24
KIS MSB 단기지수(총수익),10821.82,0.38,0
Dow Jones U.S. Real Estate Index,1155.53,-7.4,-0.64
코스피 배당성장 50,3229.7,7.79,0.24
FnGuide-RAFI 코리아 대형 지수,5833.39,13.72,0.24
VN30 Index(PR),651.14,-5.75,-0.88
MKF SAMs EW 지수,9740.35,60.85,0.63
MKF SAMs SW,7109.08,55.83,0.79
코스피 200 선물지수,1203.19,3.13,0.26
Nikkei 225,16385.89,154.46,0.95
CSI 300 Index,3276.76,-6.11,-0.19
코스닥 150,1062.35,-1.45,-0.14
FnGuide 성장소비주도 지수,2503.21,-7.57,-0.3
10년국채선물지수,1371.44,2.25,0.16
코스피 200 가치저변동성,3491.76,4.4,0.13
코스피 100,1861.25,6.15,0.33
코스피 200 중소형주지수,1114.97,-11.5,-1.02
TOPIX100,835.06,6.74,0.81
KTOP 30,6200.94,-8.3,-0.13
MSCI Korea Index,548.62,2.03,0.37
MSCI Germany Index,847.92,10.85,1.3
S&P 500 Futures Total Return Index,291.17,1.52,0.52
FnGuide 가치투자형 지수,,,
KRX 건설,534.91,-0.96,-0.18
S&P GSCI Gold Index(TR),717.86,-6.16,-0.85
S&P GSCI North American Copper Index(TR),318.35,0.43,0.14
MKF 국고채지수(총수익),173.12,0.05,0.03
KRW Cash 지수(총수익),143.53,0,0
KRW Cash PLUS 지수(총수익),136.33,0,0
FnGuide 모멘텀 Plus 지수,3210.84,-14.34,-0.44
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,4363.87,3.89,0.09
S&P Select Sector Industrial Index,587.43,4.26,0.73
S&P Select Sector Energy Index,695.3,3.32,0.48
FnGuide 바이오 지수,3727.51,-48.21,-1.28
KRX 반도체,1865.53,16.54,0.89
배당성장채권혼합지수,1694.73,1.61,0.1
FnGuide 벨류 Plus 지수,1827.55,-0.18,-0.01
KRX 보험,1606.97,-3.75,-0.23
삼성그룹,5028.33,35.16,0.7
WISE 삼성그룹 밸류 인덱스,5518.24,38.36,0.7
FnGuide 성장투자형 지수,,,
핵심소비재 지수,,,
KRX 에너지화학,2002.72,34.09,1.73
KRX 운송,602.72,-2.58,-0.43
S&P GSCI Silver Index(TR),709.1,-3.17,-0.45
KRX 은행,590.61,-3.74,-0.63
KRX 자동차,1742.29,-14.54,-0.83
KRX 기계장비,577.54,-4.44,-0.76
FTSE China A50 Index,9572.7,-19.95,-0.21
KRX 증권,574.53,3.9,0.68
KRX 철강,1778.81,-3.62,-0.2
S&P GSCI Soybeans Index(TR),4835.25,-195.69,-3.89
FnGuide 퀄리티 Plus 지수,2382.75,-8.06,-0.34
FnGuide 턴어라운드투자형 지수,,,
KIS 10년 국고채 지수 (총수익),15235.76,23.95,0.16
KRX 100,3959.15,7.49,0.19
MKF 웰스 고배당20,7362.49,-47.08,-0.64
MK 머니마켓 지수(총수익),11860.39,0.46,0
미국달러선물지수,1152.95,-10.88,-0.93
MKF 블루칩,7262.57,16.04,0.22
Nifty 50 Index,8565,45.5,0.53
MK 통안채지수(총수익),12329.32,0.7,0.01
사회책임투자지수,,,
MSCI World,1703.23,8.85,0.52
CSI 500 지수,6455.58,9.02,0.14
코스피 200 정보기술,1431.66,10.16,0.71
코스피 200 건설,263.83,-0.39,-0.15
코스피 200 경기소비재,1610.34,-9.51,-0.59
코스피 200 금융,621.59,-3.44,-0.55
코스피 200 산업재,685.95,2.26,0.33
코스피 200 생활소비재,1490.08,-4.04,-0.27
코스피 200 에너지/화학,1161.36,18.07,1.58
코스피 200 중공업,289.3,-0.91,-0.31
코스피 200 철강/소재,923.3,-3.04,-0.33
코스피 200 헬스케어,2511.73,-29.43,-1.16
MKF LG그룹+ FW,6547.5,67.9,1.05
S&P 500,2163.75,11.32,0.53
S&P 500 Futures Index(ER),195.98,1.03,0.53
MSCI US REIT Index,1245.08,-10.62,-0.85
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1499.06,-6.09,-0.4
경기방어소비재 채권혼합 지수,1479.6,-1.46,-0.1
S&P GSCI Cash Copper Index,142.21,-0.22,-0.15
S&P Global 1200 Health Care Index,2891.35,9.32,0.32
S&P GSCI Industrial Metals Select Index(TR),139.32,0.4,0.29
S&P GSCI Precious Metals Index(TR),1658.86,-13.38,-0.8
NASDAQ 100,4596.49,30.72,0.67
NASDAQ Biotechnology 지수(시장가격지수),2810.83,9.27,0.33
S&P GSCI Agriculture Enhanced Index(ER),83.09,-1.09,-1.29
Markit iBoxx USD Liquid High Yield 0-5 year 지수,88.35,0.1,0.11
BNY Latin America 35 ADR,2348.27,42.98,1.86
FnGuide Low Vol 지수,12364.54,-32.09,-0.26
FnGuide 모멘텀 지수,21081,-95.04,-0.45
Dow Jones Industrial Average,18506.41,134.29,0.73
WISE 미디어컨텐츠 지수,3216.34,-41.49,-1.27
KRX 방송통신,914.55,-3.83,-0.42
FnGuide 베타플러스 지수,,,
MKF SAMs FW,6444.66,45.92,0.72
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,3262.78,-7.47,-0.23
