지수명,종가,대비,등락률
코스피 200,240.38,-0.84,-0.35
MSCI ACWI Index,402.19,-2.4,-0.59
코스피 100 동일가중지수,1831.52,-12.03,-0.65
코스피 50,1511.43,-5.43,-0.36
S&P KOREA Dividend Opportunity Index,3963.22,-18.22,-0.46
FnGuide 배당주 지수,10321.4,-111.69,-1.07
KAP Money Market Index(총수익),111.43,0.01,0.01
Dow Jones U.S Select Dividend Index(시장가격지수),544.95,-3.1,-0.57
KAP Barbell Index(총수익),117.05,-0.02,-0.02
FnGuide 경기방어주 지수,,,
MSCI EAFE Index,1727.47,-4.07,-0.24
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6627.2,-18.94,-0.28
WISE 스마트베타 VALUE INDEX,,,
MSCI EM Index,791.47,-8.22,-1.03
FnGuide 경기주도주 지수,,,
Hang Seng China H,9659.88,-129.03,-1.32
코스피,1961.31,-5,-0.25
MKF 스타우량,,,
MKF 현대차그룹,,,
S&P WCI Gold Excess Return Index,262.95,-0.91,-0.34
KTB INDEX(시장가격),10596.54,0.13,0
KIS MSB 단기지수(총수익),10727.9,-6.05,-0.06
Dow Jones U.S. Real Estate Index,1020.45,-5.72,-0.56
코스피 배당성장 50,3354.92,12.48,0.37
FnGuide-RAFI 코리아 대형 지수,5544.14,-27.43,-0.49
MKF SAMs EW 지수,10934.37,366.11,3.46
MKF SAMs SW,7696.51,166.97,2.22
Markit iBoxx USD Liquid High Yield Index,,,
MKF F15 VW,,,
코스피 200 선물지수,1167.53,-9.47,-0.8
TOPIX,1547.3,3.91,0.25
CSI 300 Index,3765.18,3.3,0.09
코스닥 150,1095.46,14.27,1.32
스타지수,,,
FnGuide 성장소비주도 지수,2784.26,24.08,0.87
10년국채선물지수,1291.5,-0.51,-0.04
코스피 200 가치저변동성,3307.99,-9.17,-0.28
코스피 200 중소형주지수,1128.47,3.1,0.28
TOPIX100,996.71,2.24,0.23
KTOP 30,5998.17,3.45,0.06
MSCI Korea Index,526.86,-1.65,-0.31
MSCI Germany Index,927.77,-10.14,-1.08
S&P 500 Futures Total Return Index,274.39,-2.44,-0.88
KRX 건설,530.75,6.73,1.28
S&P GSCI Gold Index(TR),571.97,-4.42,-0.77
S&P GSCI North American Copper Index(TR),306.47,1.43,0.47
MKF 국고채지수(총수익),169.22,-0.04,-0.02
KRW Cash 지수(총수익),142.19,0.01,0.01
KRW Cash PLUS 지수(총수익),134.86,0.01,0.01
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,5495.61,-59.59,-1.07
S&P Select Sector Industrial Index,534.95,-4.18,-0.78
S&P Select Sector Energy Index,602.92,-8.5,-1.39
KRX 반도체,1709.43,10.66,0.63
KRX 보험,1845.2,-6.16,-0.33
삼성그룹,5308.41,-1.71,-0.03
WISE 삼성그룹 밸류 인덱스,6047.46,161.68,2.75
핵심소비재 지수,,,
KRX 에너지화학,2044.43,-19.99,-0.97
KRX 운송,678.04,0.64,0.09
S&P GSCI Silver Index(TR),485.6,-3.01,-0.62
KRX 은행,598.17,-6.87,-1.14
KRX 자동차,1807.53,-1,-0.06
KRX 기계장비,535.34,-8.58,-1.58
FTSE China A50 Index,10776.23,0.08,0
KRX 증권,607.39,-10.61,-1.72
KRX 철강,1576.24,-20.33,-1.27
S&P GSCI Soybeans Index(TR),3941.27,20.41,0.52
KIS 10년 국고채 지수 (총수익),14224.27,-7.8,-0.05
KRX 100,3872.49,-15.77,-0.41
MKF 웰스 고배당20,6851.31,-53.65,-0.78
MK 머니마켓 지수(총수익),11743.79,-4.08,-0.03
미국달러선물지수,1197.59,3.47,0.29
MKF 블루칩,7228.2,-58.05,-0.8
Nifty 50 Index,7928.95,67.9,0.86
MK 통안채지수(총수익),12186.65,-20.31,-0.17
MKF 5대그룹주,4499.09,-23.89,-0.53
KIS 통안채 5개월 지수(총수익),10760.64,2.44,0.02
S&P Oil & Gas Exploration & Production Select Industry Index(PR),4492.02,-132.64,-2.87
MKF 수출주 지수,7601.53,-61.06,-0.8
MKF 우량업종대표주 지수,9191.29,-38.08,-0.41
KOBI 크레딧 지수(총수익),12577.35,1.33,0.01
주식국채혼합(주식형)지수,1164,-2.84,-0.24
CSI A100,3410.59,0.52,0.02
주식국채혼합(채권형)지수,1260.22,-1.31,-0.1
사회책임투자지수,,,
MSCI World,1676.43,-9.19,-0.55
CSI 500 지수,7741.05,66.66,0.87
코스피 200 정보기술,1366.22,0.97,0.07
코스피 200 헬스케어,2272.18,4.26,0.19
코스피 200 건설,263.77,3.46,1.33
코스피 200 경기소비재,1705.15,-11.75,-0.68
코스피 200 금융,655.25,-7.18,-1.08
코스피 200 산업재,697.51,-6.54,-0.93
코스피 200 생활소비재,1449.62,-1.21,-0.08
코스피 200 에너지/화학,1171.64,-13.34,-1.13
코스피 200 중공업,245.93,-3.3,-1.32
코스피 200 철강/소재,793.22,-12.44,-1.54
MKF LG그룹+ FW,6496.44,22.38,0.35
S&P 500,2063.36,-15,-0.72
S&P 500 Futures Index(ER),184.97,-1.64,-0.88
MSCI US REIT Index,1110.29,-5.76,-0.52
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1448.54,-0.77,-0.05
S&P GSCI Cash Copper Index,139.16,0.87,0.63
