지수명,종가,대비,등락률
코스피 200,239.18,-0.61,-0.25
MSCI AC World Daily TR Net USD,195.16,1.99,1.03
코스피 100 동일가중지수,1885.97,-20.91,-1.1
코스피 50,1453.19,-4.65,-0.32
S&P KOREA Dividend Opportunity Index,4123.51,-40.17,-0.96
FnGuide 배당주 지수,10626.69,-110.13,-1.03
KAP Money Market Index(총수익),110.77,0.01,0.01
Dow Jones U.S Select Dividend Index(시장가격지수),549.88,5.02,0.92
KAP Barbell Index(총수익),115.34,0.19,0.17
FnGuide 경기방어주 지수,,,
MSCI EAFE Index,1883.89,15.25,0.82
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,7087.49,0.42,0.01
WISE 스마트베타 VALUE INDEX,,,
MSCI EM Index,887.7,2.63,0.3
FnGuide 경기주도주 지수,,,
Hang Seng China H,11291.66,63.72,0.57
MKF 스타우량,,,
MKF 현대차그룹,,,
사회책임투자지수,,,
S&P WCI Gold Excess Return Index,270.36,0.5,0.19
KTB INDEX(시장가격),10580.81,10.56,0.1
KIS MSB 단기지수(총수익),10670.81,0.66,0.01
Dow Jones U.S. Real Estate Index,984.57,-1.01,-0.1
코스피 배당성장 50,3360.72,-29.73,-0.88
FnGuide-RAFI 코리아 대형 지수,5450.2,-27.34,-0.5
MKF SAMs EW 지수,10197.68,-131.32,-1.27
MKF SAMs SW,7154.2,-82.4,-1.14
Markit iBoxx USD Liquid High Yield Index,,,
MKF F15 VW,,,
코스피 200 선물지수,1154.68,-0.97,-0.08
TOPIX,1691.29,12.1,0.72
CSI 300 Index,4084.37,177.42,4.54
스타지수,,,
10년국채선물지수,1260.9,6.42,0.51
코스피 200 가치저변동성,3288,1.71,0.05
TOPIX100,1104.24,6.12,0.56
MSCI Korea Index,512.21,-1.28,-0.25
MSCI Germany Index,1000.93,9.58,0.97
S&P 500 Futures Total Return Index,277.71,3.47,1.27
KRX 건설,623.53,-16,-2.5
S&P GSCI Gold Index(TR),596.06,5.4,0.91
S&P GSCI North American Copper Index(TR),345.02,9.66,2.88
MKF 국고채지수(총수익),167.42,0.17,0.1
KRW Cash 지수(총수익),141.35,0.01,0.01
KRW Cash PLUS 지수(총수익),134.06,0.01,0.01
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6200.07,56.48,0.92
S&P Select Sector Industrial Index,547.21,10.23,1.91
S&P Select Sector Energy Index,693.53,21.94,3.27
KRX 반도체,1752.13,-19.05,-1.08
KRX 보험,1709.39,14.95,0.88
삼성그룹,5097.26,-43.98,-0.86
WISE 삼성그룹 밸류 인덱스,5542.37,-77.13,-1.37
핵심소비재 지수,,,
KRX 에너지화학,1693.24,-88.89,-4.99
KRX 운송,793.58,5.48,0.7
S&P GSCI Silver Index(TR),539.65,16.61,3.18
KRX 은행,701.39,11.04,1.6
KRX 자동차,1540.36,3.07,0.2
KRX 기계장비,593.12,-23.79,-3.86
FTSE China A50 Index,11517.86,454.61,4.11
KRX 증권,770.54,-4.04,-0.52
KRX 철강,1708.61,-15.44,-0.9
S&P GSCI Soybeans Index(TR),4541.29,142.73,3.24
KIS 10년 국고채 지수 (총수익),13796.35,61.14,0.45
KRX 100,3847.23,-4.01,-0.1
MKF 웰스 고배당20,7334.3,-10.62,-0.14
MK 머니마켓 지수(총수익),11678.98,0.65,0.01
미국달러선물지수,1197.24,-3.71,-0.31
MKF 블루칩,7183.87,-29.45,-0.41
Nifty 50 Index,8525.6,-39,-0.46
MK 통안채지수(총수익),12134.12,1.24,0.01
MKF 5대그룹주,4211.02,-22.73,-0.54
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
KIS 통안채 5개월 지수(총수익),10694.28,0.75,0.01
S&P Oil & Gas Exploration & Production Select Industry Index(PR),6027.59,387.66,6.87
MKF 수출주 지수,7291.13,-141.58,-1.9
MKF 우량업종대표주 지수,9014.38,-113.16,-1.24
KOBI 크레딧 지수(총수익),12501.38,8.29,0.07
주식국채혼합(주식형)지수,1155.09,-1.71,-0.15
CSI A100,3661.57,152.23,4.34
주식국채혼합(채권형)지수,1247.68,-0.08,-0.01
MKF 코스닥 엘리트30,,,
MSCI World,1766.62,19.28,1.1
CSI 500 지수,8394.09,380.77,4.75
코스피 200 정보기술,1283.62,-7.05,-0.55
코스피 200 건설,306.63,-13.73,-4.29
코스피 200 경기소비재,1687.97,-0.04,0
코스피 200 금융,714.18,7.66,1.08
코스피 200 에너지/화학,970.47,-46.42,-4.56
코스피 200 중공업,274.11,-11.05,-3.88
코스피 200 철강/소재,872.45,-12.21,-1.38
MKF LG그룹+ FW,5655.49,-76.67,-1.34
S&P 500,2104.18,26.61,1.28
S&P 500 Futures Index(ER),187.28,2.34,1.27
MSCI US REIT Index,1078.74,-3.92,-0.36
FnGuide Contrarian Index,,,
MKF 순수가치,15083.06,-60.64,-0.4
코스피 200 경기방어소비재,1526.65,12.3,0.81
S&P GSCI Cash Copper Index,153.9,0.39,0.25
녹색산업지수,,,
S&P GSCI Industrial Metals Select Index(TR),144.33,3.28,2.33
S&P GSCI Precious Metals Index(TR),1362.99,15.65,1.16
NASDAQ 100,4520.08,0,0
NASDAQ Biotechnology 지수(시장가격지수),3889.78,29.32,0.76
S&P GSCI Agriculture Enhanced Index(ER),84.92,2.44,2.96
Markit iBoxx USD Liquid High Yield 0-5 year 지수,90.24,-0.11,-0.12
BNY Latin America 35 ADR,2283.64,0,0
FnGuide Low Vol 지수,12670.63,-58.57,-0.46
FnGuide 모멘텀 지수,24518.53,-108.18,-0.44
MKF 중형 가치,8965.34,-74.24,-0.82
KRX 방송통신,1025.36,16.11,1.6
FnGuide 베타플러스 지수,,,
MKF SAMs FW,6258.05,-57.27,-0.91
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,3717,-45.37,-1.21
S&P GSCI Crude Oil Enhanced Index (ER),503.13,13.12,2.68
S&P GSCI Crude Oil Index (Excess Return),217.19,5.46,2.58
KIS MSB 6M(총수익),11014.26,0.59,0.01
EURO STOXX 50 Index,3674.94,37.14,1.02
FnGuide 자동차 지수,,,
FnGuide 중국내수테마 지수,5567.01,87.59,1.6
FnGuide 증권 지수,2436.11,-13.15,-0.54
Hang Seng China (Hong Kong-listed) 25 Index,8880.2,18.17,0.21
코스피 200 커버드콜 5% OTM,295.97,-0.76,-0.26
코스닥 프리미어,,,
코스피 고배당 50,2404.88,-42.25,-1.73
KRX 헬스케어,2885.67,-3.8,-0.13
MKF 현대차그룹+ FW,15710.29,-12.42,-0.08
FnGuide 화학 지수,,,
MKF 중소형 가치,8120.86,-77.71,-0.95
FnGuide-RAFI 코리아200 지수,5840.24,-34.08,-0.58
코스피 100,1760.72,-5.26,-0.3
코스피 200 고배당지수,2529.72,-11.33,-0.45
S&P Korea 저변동성 지수,9082.22,-23.86,-0.26
