단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
105270,KINDEX F15,3695,35,0.96,3692.5,3695,3695,3695,30,110850,9607000000,2600000
105190,KINDEX200,14050,260,1.89,14022.21,14020,14195,13920,376786,5255985815,134880000000,9600000
105450,KODEX 15,2670,10,0.38,2687.8,2690,2700,2645,8582,23007445,11814750000,4425000
069500,KODEX 200,14295,295,2.11,14204.59,14120,14315,14000,4408332,62552293110,1006368000000,70400000
104580,KODEX Brazil,4950,-100,-1.98,5178.51,4850,4950,4850,47,228750,4702500000,950000
099140,KODEX China H,13650,-155,-1.12,13850.68,13710,13900,13415,90203,1231808550,139230000000,10200000
101280,KODEX Japan,9200,180,2,9114.09,9100,9200,8800,3909,35492080,11040000000,1200000
086630,KODEX KRX100,2320,105,4.74,2334.35,2300,2320,2200,4675,10667775,3248000000,1400000
091160,KODEX 반도체,6410,10,0.16,6464.74,6405,7350,6405,6870,44752815,11858500000,1850000
102780,KODEX 삼성그룹,3290,210,6.82,3128.53,3105,3290,3095,5729705,17948286105,168119000000,51100000
091170,KODEX 은행,4825,125,2.66,4838.2,4900,4950,4740,7390,36062365,3618750000,750000
091180,KODEX 자동차,4470,135,3.11,4455.39,4340,4475,4340,421,1854420,6034500000,1350000
102960,KODEX 조선,11690,-310,-2.58,11685.97,12250,12250,11690,764,9093360,3974600000,340000
097690,KODEX 중대형가치,30200,640,2.17,30106.73,29820,30305,29820,331,9962210,4228000000,140000
097680,KODEX 중대형성장,16420,175,1.08,16391.71,16455,16455,16420,47,772195,3940800000,240000
097700,KODEX 중형가치,4640,120,2.65,4878.95,0,0,0,0,0,1160000000,250000
102970,KODEX 증권,6340,40,0.63,6422.03,6400,6500,6265,11177,70970175,4121000000,650000
069660,KOSEF 200,14025,115,0.83,14080.3,14140,14210,13810,183166,2574109875,586245000000,41800000
091190,KOSEF Banks,5005,195,4.05,4993.12,4900,5145,4900,81510,411020000,3103100000,620000
091200,KOSEF IT,6200,85,1.39,6249.02,6170,6260,6170,45,279510,7812000000,1260000
100910,KOSEF KRX100,2320,55,2.43,2294.38,2305,2320,2300,405,935850,31320000000,13500000
104530,KOSEF 고배당,4040,40,1,4096.03,4060,4095,4010,1664,6696295,7272000000,1800000
097730,KOSEF 대형가치,2875,25,0.88,2899.24,2860,2875,2860,105,300375,4025000000,1400000
104520,KOSEF 블루칩,3205,45,1.42,3213.28,3185,3205,3185,70,222995,8974000000,2800000
097740,KOSEF 중형순수가치,8435,135,1.63,8449.69,8430,8450,8295,84,708860,3374000000,400000
105780,KStar 5대그룹주,2365,160,7.26,2357.37,2360,2380,2325,90213,212845405,15609000000,6600000
091210,TIGER KRX100,24145,1365,5.99,23064,22855,24145,22855,4002,94361555,29698350000,1230000
105010,TIGER 라틴,3490,-30,-0.85,3458.47,3190,3490,3190,156,544130,15705000000,4500000
098560,TIGER 미디어통신,8790,270,3.17,8739.95,8520,8790,8520,99,860215,1406400000,160000
091230,TIGER 반도체,6425,35,0.55,6469.23,6460,6460,6405,511,3283155,12336000000,1920000
105020,TIGER 브릭스,3900,-100,-2.5,3957.71,4000,4000,3900,1259,4935275,23400000000,6000000
097710,TIGER 순수가치,7430,135,1.85,7467.23,7460,7460,7430,334,2481650,6018300000,810000
091220,TIGER 은행,4855,25,0.52,4906.05,4795,5055,4795,1888,9415780,14273700000,2940000
097720,TIGER 중형가치,4720,110,2.39,4754.54,0,0,0,0,0,4956000000,1050000
102110,TIGER200,14675,830,5.99,14079.45,14100,14675,14030,9210,131106600,410166250000,27950000
097750,TREX 중소형가치,3540,70,2.02,3555.18,3500,3555,3500,1014,3596825,6478200000,1830000
