지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10391.48,9.32,0.09
코스피 200,262.27,-1.12,-0.43
FnGuide-RAFI 코리아 대형 지수,6214.74,-32.86,-0.53
MKF SAMs EW 지수,12363.68,-70.77,-0.57
MKF SAMs SW,9711.61,-34.86,-0.36
MKF F15 VW,,,
코스피 200 선물지수,1312.54,-1.24,-0.09
CSI 300 Index,2493.19,-1.89,-0.08
스타지수,,,
10년국채선물지수,1169.89,-0.98,-0.08
DJ Brazil 20,29047.75,0,0
FTSE China A50 Index,7973.5,-26.92,-0.34
Hang Seng China H,10896.22,0,0
TOPIX100,667.49,-20.25,-2.94
MSCI Korea Index,575.36,-2.72,-0.47
KRX 건설,904.01,-2.12,-0.23
S&P GSCI Gold Index(TR),872.85,2.84,0.33
S&P GSCI North American Copper Index(TR),492.13,-4.01,-0.81
MKF 국고채지수(총수익),153.93,0.13,0.08
KRW Cash 지수(총수익),133.19,0.01,0.01
KRX 반도체,1694.4,-14.44,-0.85
KRX 보험,1484.45,-14.22,-0.95
삼성그룹,6496.25,-35.32,-0.54
핵심소비재 지수,,,
KRX 에너지화학,2052.73,-5.26,-0.26
KRX 운송,868.97,-9.51,-1.08
S&P GSCI Silver Index(TR),1015.45,-13.77,-1.34
KRX 은행,770.49,-1.4,-0.18
KRX 자동차,2125.48,-13.56,-0.63
KRX 기계장비,1443.82,-6.65,-0.46
주식골드지수,3790.25,-8.08,-0.21
KRX 증권,677.21,0.75,0.11
KRX 철강,1937.85,3.55,0.18
S&P GSCI Soybeans Index(TR),4369.36,-43.94,-1
FnGuide 태양광 지수,,,
KIS 10년 국고채 지수 (총수익),12197.85,-10.5,-0.09
KRX 정보통신,,,
KRX 100,4246.26,-16.03,-0.38
MKF 웰스 고배당20,7001.04,-56.1,-0.79
MK 머니마켓 지수(총수익),10993.54,1.76,0.02
미국달러선물지수,1192.71,3.85,0.32
MKF 블루칩,6418.09,-23.91,-0.37
MK 통안채지수(총수익),11353.46,3.96,0.03
MKF 5대그룹주,5159.52,-31.32,-0.6
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
MKF 수출주 지수,9542.54,-23.72,-0.25
MKF 우량업종대표주 지수,10389.58,-46.87,-0.45
KOBI 크레딧 지수(총수익),11419.05,7.06,0.06
MKF 코스닥 엘리트30,,,
코스피 50,1717.92,-7.47,-0.43
코스피 200 정보기술,1409.7,1.55,0.11
MKF LG그룹+ FW,6282.7,-47.51,-0.75
S&P 500 Futures Index(ER),134.2,-0.59,-0.44
MKF 순수가치,15708.71,-97.44,-0.62
코스피 200 건설,493.54,-1.2,-0.24
코스피 200 경기소비재,2015.85,-15.19,-0.75
코스피 200 생활소비재,999.98,-2.36,-0.24
S&P GSCI Cash Copper Index,239.71,0,0
S&P GSCI Industrial Metals Select Index(TR),203.38,0,0
코스피 200 금융,707.76,-1.2,-0.17
S&P GSCI Precious Metals Index(TR),2057.56,2.09,0.1
NASDAQ 100,2818.69,0,0
S&P GSCI Agriculture Enhanced Index(ER),118.3,-4.73,-3.84
BNY Latin America 35 ADR,4106.95,0,0
FnGuide 모멘텀 지수,20505.41,-173.77,-0.84
MKF 중형 가치,8306.7,-95.15,-1.13
KRX 방송통신,852.53,-3.27,-0.38
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,4130.09,0,0
MKF 블루칩30 지수,,,
MKF SAMs FW,8851.84,-46.14,-0.52
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,2362.57,59.48,2.58
코스피 200 에너지/화학,1082.97,-4.02,-0.37
S&P GSCI Crude Oil Enhanced Index (ER),1032.57,-1.7,-0.16
KIS MSB 6M(총수익),10407.15,0.91,0.01
국채선물지수,1186.79,1,0.08
FnGuide 자동차 지수,,,
코스피 200 중공업,475.04,-1.92,-0.4
FnGuide 중국내수테마 지수,3718.28,-62.26,-1.65
FnGuide 증권 지수,2105.52,0.16,0.01
Hang Seng China (Hong Kong-listed) 25 Index,7868.97,0,0
코스피 200 철강/소재,884.64,2.18,0.25
코스피 200 커버드콜 5% OTM,316.92,-1.32,-0.41
코스닥 프리미어,,,
KRX 헬스케어,1628.24,-8.55,-0.52
MKF 현대차그룹+ FW,24225.91,-113.88,-0.47
FnGuide 화학 지수,,,
MKF 중소형 가치,6601.08,-52.84,-0.79
FnGuide-RAFI 코리아200 지수,6447.37,-33.34,-0.51
코스피 100,1985.78,-8.24,-0.41
코스피 100 동일가중지수,1864.32,-6.05,-0.32
KRX 100 동일가중지수,1802.68,-5.89,-0.33
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11503.73,-54.2,-0.47
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
FnGuide 화학+ 지수,,,
