지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10370.11,-4.17,-0.04
코스피 200,248.77,0.92,0.37
FnGuide-RAFI 코리아 대형 지수,5889.71,39.78,0.68
MKF SAMs EW 지수,11867.69,75.44,0.64
MKF SAMs SW,9306.4,75.18,0.81
MKF F15 VW,,,
코스피 200 선물지수,1237.16,6.45,0.52
CSI 300 Index,2533.83,68.98,2.8
스타지수,,,
10년국채선물지수,1167.62,-0.99,-0.08
DJ Brazil 20,28213.91,483.97,1.75
FTSE China A50 Index,8172.25,240.34,3.03
Hang Seng China H,10587.32,320.73,3.12
TOPIX100,755.84,1.56,0.21
MSCI Korea Index,543.59,1.55,0.29
KRX 건설,728.64,-0.01,0
S&P GSCI Gold Index(TR),760.94,1.69,0.22
S&P GSCI North American Copper Index(TR),458.59,-8.12,-1.74
MKF 국고채지수(총수익),153.62,-0.06,-0.04
KRW Cash 지수(총수익),133.32,0.01,0.01
KRX 반도체,1675.74,-1.85,-0.11
KRX 보험,1473.69,26.05,1.8
삼성그룹,6203.44,53.97,0.88
핵심소비재 지수,,,
KRX 에너지화학,1879.49,24.96,1.35
KRX 운송,732.95,13.37,1.86
S&P GSCI Silver Index(TR),834.22,-10.26,-1.21
KRX 은행,717.52,4.91,0.69
KRX 자동차,1878.83,-24.93,-1.31
KRX 기계장비,1287.95,23.9,1.89
주식골드지수,3454.4,18.56,0.54
KRX 증권,641.8,8.1,1.28
KRX 철강,1734.26,40.12,2.37
S&P GSCI Soybeans Index(TR),4420.98,-23.98,-0.54
FnGuide 태양광 지수,,,
KIS 10년 국고채 지수 (총수익),12189,-5.49,-0.05
KRX 정보통신,,,
KRX 100,4011.66,17.62,0.44
MKF 웰스 고배당20,6967.75,40.1,0.58
MK 머니마켓 지수(총수익),11003.7,0.63,0.01
미국달러선물지수,1191.67,-9.17,-0.76
MKF 블루칩,6154.32,42.37,0.69
MK 통안채지수(총수익),11355.77,-0.77,-0.01
MKF 5대그룹주,4831.91,34.77,0.72
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
MKF 수출주 지수,8689.66,124.38,1.45
MKF 우량업종대표주 지수,9846.44,122.56,1.26
KOBI 크레딧 지수(총수익),11413.27,-2.03,-0.02
MKF 코스닥 엘리트30,,,
코스피 50,1624.86,5.37,0.33
코스피 200 정보기술,1389.34,18.99,1.39
MKF LG그룹+ FW,6156.35,99.08,1.64
S&P 500 Futures Index(ER),133.47,1.16,0.88
MKF 순수가치,14799.56,89.8,0.61
코스피 200 건설,398.68,0.36,0.09
코스피 200 경기소비재,1809.76,-16.59,-0.91
코스피 200 생활소비재,1020.69,-1.9,-0.19
S&P GSCI Cash Copper Index,220.23,0.38,0.17
S&P GSCI Industrial Metals Select Index(TR),192.4,-2.88,-1.47
코스피 200 금융,673,7.26,1.09
S&P GSCI Precious Metals Index(TR),1779.94,0.68,0.04
NASDAQ 100,2780.46,-1.52,-0.05
S&P GSCI Agriculture Enhanced Index(ER),120.8,0.47,0.39
BNY Latin America 35 ADR,4004.21,73.76,1.88
FnGuide 모멘텀 지수,20654.8,-71.29,-0.34
MKF 중형 가치,8083.06,1.26,0.02
KRX 방송통신,905.09,-4.14,-0.46
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,3986.13,84.12,2.16
MKF 블루칩30 지수,,,
MKF SAMs FW,8419.26,65.9,0.79
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,2351.3,56,2.44
코스피 200 에너지/화학,994.71,14.23,1.45
S&P GSCI Crude Oil Enhanced Index (ER),935.9,2.86,0.31
KIS MSB 6M(총수익),10418.67,1.06,0.01
국채선물지수,1182.58,-0.66,-0.06
FnGuide 자동차 지수,,,
코스피 200 중공업,422.02,8.42,2.04
FnGuide 중국내수테마 지수,3795.67,-27.61,-0.72
FnGuide 증권 지수,1998.6,23.82,1.21
Hang Seng China (Hong Kong-listed) 25 Index,7706.49,219.64,2.93
코스피 200 철강/소재,802.88,16.97,2.16
코스피 200 커버드콜 5% OTM,301.64,1.1,0.37
코스닥 프리미어,,,
KRX 헬스케어,1490.09,-67.82,-4.35
MKF 현대차그룹+ FW,21330.32,-49.74,-0.23
FnGuide 화학 지수,,,
MKF 중소형 가치,6478.56,-15.75,-0.24
FnGuide-RAFI 코리아200 지수,6131.24,38.72,0.64
코스피 100,1884.42,7.62,0.41
코스피 100 동일가중지수,1758.63,16.08,0.92
KRX 100 동일가중지수,1703.66,13.93,0.82
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11365.17,24,0.21
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
FnGuide 화학+ 지수,,,
