지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10330.7,5.17,0.05
코스피 200,257.09,3.09,1.22
FnGuide-RAFI 코리아 대형 지수,6183.22,48.03,0.78
MKF SAMs EW 지수,12194.54,66.96,0.55
MKF SAMs SW,9665.65,110.19,1.15
MKF F15 VW,,,
코스피 200 선물지수,1288.61,17.74,1.4
CSI 300 Index,2771.73,11.86,0.43
스타지수,,,
10년국채선물지수,1145.38,0.59,0.05
DJ Brazil 20,29325.21,-79.5,-0.27
FTSE China A50 Index,9140.19,-10.88,-0.12
Hang Seng China H,11649.78,-32.18,-0.28
TOPIX100,646.09,-8.13,-1.24
MSCI Korea Index,564.4,8.28,1.49
KRX 건설,906.21,-3.52,-0.39
S&P GSCI Gold Index(TR),909.89,-2.4,-0.26
S&P GSCI North American Copper Index(TR),550.5,4.77,0.87
MKF 국고채지수(총수익),152.31,0.09,0.06
KRW Cash 지수(총수익),132.63,0.04,0.03
KRX 반도체,1543.32,10.54,0.69
KRX 보험,1534.07,-16.39,-1.06
삼성그룹,6437.01,52.28,0.82
핵심소비재 지수,,,
KRX 에너지화학,2162.4,15.62,0.73
KRX 운송,983.82,6.87,0.7
S&P GSCI Silver Index(TR),1144.63,1.39,0.12
KRX 은행,756.26,10.56,1.42
KRX 자동차,2002.73,57.8,2.97
KRX 기계장비,1471.75,11.45,0.78
주식골드지수,3840.78,14.73,0.38
KRX 증권,667.03,5.14,0.78
KRX 철강,2010.88,6.52,0.33
S&P GSCI Soybeans Index(TR),4520.56,-108.22,-2.34
FnGuide 태양광 지수,,,
KIS 10년 국고채 지수 (총수익),11953.74,12.29,0.1
KRX 정보통신,,,
KRX 100,4177.4,46.99,1.14
MKF 웰스 고배당20,7080.18,-21.49,-0.3
MK 머니마켓 지수(총수익),10946.19,3.21,0.03
미국달러선물지수,1174.29,6.44,0.55
MKF 블루칩,6307.72,18.31,0.29
MK 통안채지수(총수익),11291.72,4.15,0.04
MKF 5대그룹주,5101.17,66.87,1.33
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
MKF 수출주 지수,9456.71,93.93,1
MKF 우량업종대표주 지수,10185.51,49.86,0.49
KOBI 크레딧 지수(총수익),11325.92,5.73,0.05
MKF 코스닥 엘리트30,,,
코스피 50,1690.89,24.49,1.47
코스피 200 정보기술,1296.71,17.43,1.36
MKF LG그룹+ FW,6141.3,1.33,0.02
S&P 500 Futures Index(ER),130.03,0.62,0.48
MKF 순수가치,15550.5,44.48,0.29
코스피 200 건설,493.38,-2.33,-0.47
코스피 200 경기소비재,1935.14,48.85,2.59
코스피 200 생활소비재,976.14,-15.16,-1.53
S&P GSCI Cash Copper Index,260.1,0.1,0.04
S&P GSCI Industrial Metals Select Index(TR),225.45,2.33,1.04
코스피 200 금융,701.07,2.48,0.36
S&P GSCI Precious Metals Index(TR),2168.13,-4.53,-0.21
NASDAQ 100,2775.56,29.21,1.06
S&P GSCI Agriculture Enhanced Index(ER),129.1,-0.92,-0.71
BNY Latin America 35 ADR,4239.32,-12.59,-0.3
FnGuide 모멘텀 지수,19569.25,29.47,0.15
MKF 중형 가치,7997.75,43.94,0.55
KRX 방송통신,840.74,-9.27,-1.09
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,4260.56,-20.15,-0.47
MKF 블루칩30 지수,,,
MKF SAMs FW,8776.48,93.05,1.07
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,2151.05,16.22,0.76
코스피 200 에너지/화학,1134.34,7.47,0.66
S&P GSCI Crude Oil Enhanced Index (ER),1029.29,-0.86,-0.08
KIS MSB 6M(총수익),10367.13,3.11,0.03
국채선물지수,1177.71,0.22,0.02
FnGuide 자동차 지수,,,
KRX 헬스케어,1518.73,-7.99,-0.52
코스피 200 중공업,503.71,3.99,0.8
FnGuide 중국내수테마 지수,3445.95,-30.85,-0.89
FnGuide 증권 지수,2073.88,17.45,0.85
Hang Seng China (Hong Kong-listed) 25 Index,8313.81,-14.6,-0.18
코스피 200 철강/소재,906.15,1.28,0.14
코스피 200 커버드콜 5% OTM,309.24,3.71,1.21
코스닥 프리미어,,,
MKF 현대차그룹+ FW,23523.52,461.48,2
FnGuide 화학 지수,,,
MKF 중소형 가치,6207.78,27.04,0.44
FnGuide-RAFI 코리아200 지수,6386.67,47.02,0.74
코스피 100,1951.01,24.45,1.27
코스피 100 동일가중지수,1834.4,4.14,0.23
KRX 100 동일가중지수,1762.73,6.55,0.37
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11158.33,-4.04,-0.04
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
FnGuide 화학+ 지수,,,
