지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
MKF F15 VW,,,
MKF SAMs SW,5644.48,22.18,0.39
스타지수,,,
코스피 200,176.63,1.09,0.62
MKF F15 PW,,,
DJ Brazil 20,23662.34,-133.79,-0.56
Hang Seng China H,10509.85,87.54,0.84
TOPIX100,634.94,9.36,1.5
KRX 반도체,1105.35,13.53,1.24
삼성그룹,3954.74,41.07,1.05
KRX 은행,648.03,13.05,2.06
KRX 자동차,728.5,24.18,3.43
KRX 기계장비,1604.45,-3.31,-0.21
KRX 증권,938.88,8.15,0.88
KRX 정보통신,,,
KRX 100,2843.53,18.39,0.65
MKF 웰스 고배당20,5735.59,-8.35,-0.15
MKF 대형 가치,3590.75,30.78,0.86
MKF 블루칩,4459.75,43.41,0.98
MKF 중형 순수가치,12494.6,97.25,0.78
MKF 5대그룹주,3167.68,31.96,1.02
MKF 코스닥 엘리트30,,,
BNY Latin America 35 ADR,3219.28,-6.6,-0.2
KRX 방송통신,816.34,-2.68,-0.33
BNY BRIC Select ADR,3695.33,-9.72,-0.26
MKF 순수가치,11397.64,88.33,0.78
MKF 중형 가치,6679.4,20.27,0.3
MKF 중소형 가치,5170.32,2.51,0.05
