단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
069110,3H,1000,10,1.01,1020,1020,970,36679,36575725,8941100000,8941100
060310,3S,1050,40,3.96,1025,1065,1000,178679,182451515,28689979500,27323790
900010,3노드디지탈,2570,-25,-0.96,2560,2625,2540,594923,1528059995,123360000000,48000000
013340,AJS,1695,-5,-0.29,1720,1720,1670,121941,206525105,39151437135,23098193
054620,AP시스템,4590,-15,-0.33,4695,4700,4470,374245,1724722675,82422928350,17957065
048550,BT&I,725,-15,-2.03,730,740,715,47572,34242120,22075038525,30448329
065770,C&S마이크로,2495,-5,-0.2,2490,2570,2425,138917,348137145,29940000000,12000000
035760,CJ오쇼핑,74700,-400,-0.53,74200,75000,72700,135391,9989783000,822282137100,11007793
037150,CJ인터넷,13200,-200,-1.49,13300,13500,13200,126551,1688109400,300966006000,22800455
051500,CJ프레시웨이,10400,-100,-0.95,10200,10550,10200,3570,36938100,111966400000,10766000
035710,CL,995,5,0.51,1040,1040,995,2654,2665080,10791357075,10845585
050470,CMS,690,10,1.47,695,735,690,318935,225260410,19016041890,27559481
023460,CNH캐피탈,1500,-40,-2.6,1520,1550,1500,40037,60937145,55800000000,37200000
064060,CTC,360,-60,-14.29,415,430,360,7198584,2684166245,15354105480,42650293
056340,CU전자,1530,-55,-3.47,1570,1625,1520,87255,135026860,19949471100,13038870
068790,DMS,7660,20,0.26,7550,7700,7550,98263,748549070,152337660180,19887423
065340,DM테크놀로지,155,-25,-13.89,170,170,155,8242988,1290926160,9792727175,63178885
009730,DS제강,2200,100,4.76,2065,2250,2065,15095,32288825,8954000000,4070000
037370,EG,12200,-200,-1.61,12300,12400,12150,27738,339994250,91500000000,7500000
080220,EMLSI,1565,-275,-14.95,1870,1900,1565,668980,1096744890,24857984240,15883696
079190,EMW안테나,10350,-300,-2.82,10550,10650,10200,136947,1423203550,64902987000,6270820
054020,GK파워,980,-170,-14.78,1020,1055,980,270430,268508440,4340972720,4429564
083450,GST,1720,0,0,1730,1850,1710,18001,31157060,12934400000,7520000
028150,GS홈쇼핑,66600,-1100,-1.62,67700,67700,66500,13610,914111700,437062500000,6562500
053870,GT&T,1155,15,1.32,1140,1195,1135,23685,27195650,9240000000,8000000
032800,G러닝,1085,-5,-0.46,1090,1110,1050,62214,66874480,25606244125,23600225
041590,H&H,1360,10,0.74,1320,1390,1155,356653,456232920,20213155040,14862614
036640,HRS,2615,-40,-1.51,2635,2660,2580,203211,530655515,42767802000,16354800
053950,HS바이오팜,2060,-65,-3.06,2075,2125,2005,152469,311567530,46112737440,22384824
007720,HS홀딩스,1185,25,2.16,1170,1240,1120,2417410,2883791290,60386638965,50959189
038710,ICM,610,-55,-8.27,665,675,570,1979626,1231083970,24620184380,40360958
095340,ISC,4000,100,2.56,3990,4000,3850,6698,26400170,30760000000,7690000
036420,ISPLUS,2270,-10,-0.44,2350,2350,2240,183466,416917340,73244952730,32266499
067000,JCE,4800,5,0.1,4745,4800,4555,56616,264954775,44847360000,9343200
065310,JH코오스,300,35,13.21,275,300,270,1237657,364786695,14755591800,49185306
037110,JS,1950,-320,-14.1,2050,2240,1930,240036,478502840,6663255300,3417054
021320,KCC건설,36900,-150,-0.4,36300,37200,35700,6342,230669000,214020000000,5800000
036670,KCI,4600,0,0,4595,4600,4515,16384,75108575,50600000000,11000000
068060,KCW,2370,80,3.49,2290,2370,2270,91702,212157465,12892800000,5440000
060720,KH바텍,34100,250,0.74,33450,35700,33450,194876,6747834200,272800000000,8000000
083470,KJ프리텍,3395,-35,-1.02,3550,3550,3170,3564,12056870,20852090000,6142000
036030,KTH,5990,-110,-1.8,6010,6090,5900,144488,863447800,206655000000,34500000
019660,KTIC글로벌,965,15,1.58,960,1005,925,2357353,2284057800,34173925210,35413394
043610,KT뮤직,1655,0,0,1625,1685,1625,59287,97336470,49264158265,29766863
060370,KT서브마린,13900,-500,-3.47,14400,14650,13800,10625,148882550,60882000000,4380000
052300,M&M,550,-85,-13.39,635,635,540,2397066,1342065165,30027633350,54595697
086960,MDS테크,6400,-100,-1.54,6400,6550,6140,76867,487783250,60808192000,9501280
