지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
LBMA PM FIX - Gold,1544,6.5,0.42
MKF 보험주 Top10 지수,,,
MKF F15 VW,,,
KTB INDEX(시장가격),10007.37,-4.01,-0.04
MKF SAMs EW 지수,12315.72,93.08,0.76
MKF SAMs SW,9336.92,78.95,0.85
스타지수,,,
FnGuide-RAFI 코리아 대형 지수,6370.76,6370.76,0
코스피 200,268.65,4.26,1.61
DJ Brazil 20,34337.81,154.56,0.45
Hang Seng China H,12148.74,139.41,1.16
TOPIX100,554.83,5.75,1.05
KRX 건설,1287.53,0.5,0.04
S&P GSCI Gold Index(TR),854.31,2.43,0.29
S&P GSCI North American Copper Index(TR),615.72,2.18,0.36
MKF 국고채지수(총수익),140.41,-0.06,-0.04
KRX 반도체,1544.86,26.53,1.75
KRX 보험,1548.52,10.91,0.71
삼성그룹,6148.99,47.83,0.78
핵심소비재 지수,,,
KRX 에너지화학,3307.71,23.33,0.71
KRX 운송,1305.8,9.38,0.72
KRX 은행,906.87,35.83,4.11
코스피 200 선물지수,1359.59,22.43,1.68
KRX 자동차,2437.83,5.09,0.21
KRX 기계장비,2702.61,60.15,2.28
KRX 증권,811.2,21.28,2.69
KRX 철강,2784.44,59.34,2.18
S&P GSCI Soybeans Index(TR),4026.14,42.5,1.07
KRX 정보통신,,,
KRX 100,4349.4,72.06,1.68
MKF 웰스 고배당20,7174.18,127.57,1.81
MK 머니마켓 지수(총수익),10324.08,0.98,0.01
미국달러선물지수,1194.67,-8.18,-0.68
MKF 블루칩,6559.88,108.27,1.68
MK 통안채지수(총수익),10597.3,0.78,0.01
MKF 5대그룹주,5590.67,88.72,1.61
MKF 수출주 지수,12603.7,107.43,0.86
MKF 우량업종대표주 지수,10895.15,128.56,1.19
KOBI 크레딧 지수(총수익),10391.04,-1.85,-0.02
MKF 코스닥 엘리트30,,,
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
코스피 200 정보기술,1190.35,22.87,1.96
MKF LG그룹+ FW,6796.75,172.03,2.6
MKF 순수가치,16555.38,268.1,1.65
코스피 200 건설,698.4,1.2,0.17
S&P GSCI Industrial Metals Select Index(TR),267.61,1.85,0.7
코스피 200 금융,819.37,26.03,3.28
S&P GSCI Precious Metals Index(TR),2103.83,7.93,0.38
NASDAQ 100,2204.36,11.4,0.52
S&P GSCI Agriculture Enhanced Index(ER),133.04,2.14,1.63
BNY Latin America 35 ADR,4614.05,14.39,0.31
MKF 중형 가치,10045.39,97.48,0.98
KRX 방송통신,752.73,8.61,1.16
BNY BRIC Select ADR,5012.09,0.79,0.02
MKF 블루칩30 지수,,,
MKF SAMs FW,8196.36,76.28,0.94
코스피 200 에너지/화학,1688.8,17.87,1.07
S&P GSCI Crude Oil Enhanced Index (ER),1090.2,5.35,0.49
코스피 200 경기소비재,2250.52,5.39,0.24
코스피 200 중공업,794.46,13.45,1.72
Hang Seng China (Hong Kong-listed) 25 Index,7942.82,79.58,1.01
코스피 200 철강/소재,1217.46,28.06,2.36
코스닥 프리미어,,,
코스피 200 생활소비재,820.36,8.12,1
MKF 현대차그룹+ FW,31773.52,360.02,1.15
MKF 중소형 가치,6890.98,64,0.94
코스피 200 커버드콜 5% OTM,310.42,4.64,1.52
코스피 100 동일가중지수,1992.11,25.62,1.3
코스피 50,1720.79,30.83,1.82
KRX 100 동일가중지수,1896.25,24.98,1.33
코스피 100,2009.26,33.11,1.68
