단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
069500,KODEX200,17740,-10,-0.06,17745.42,17705,17750,17650,244227,4325416430,714922000000,40300000
086630,KODEXKRX100,2740,-5,-0.18,2808.86,2780,2780,2730,54106,148254130,21920000000,8000000
091160,KODEX반도체,10445,175,1.7,10265.52,10400,10445,10200,124231,1277015910,27679250000,2650000
086800,KODEX스타 상장지수간접투자기구투자신탁,1165,15,1.3,1190.05,1155,1175,1155,12866,14976280,46833000000,40200000
091170,KODEX은행,9805,-195,-1.95,9822.35,10000,10000,9760,247204,2431080420,28434500000,2900000
091180,KODEX자동차,7880,150,1.94,7935,7850,7880,7790,121378,954634020,21276000000,2700000
069660,KOSEF200,17650,-25,-0.14,17680.54,17505,17675,17505,380649,6695587645,95310000000,5400000
091190,KOSEFBanks,9700,-130,-1.32,9826.74,9830,9830,9700,240742,2353828845,19788000000,2040000
091200,KOSEFIT,9180,55,0.6,9174.75,9125,9195,9125,102026,934596390,21664800000,2360000
091210,TIGERKRX100,28025,125,0.45,28025.62,27810,28035,27800,203392,5680860725,31948500000,1140000
091230,TIGER반도체,10270,90,0.88,10269.86,10180,10280,10180,452512,4615517095,21772400000,2120000
091220,TIGER은행,9760,-125,-1.26,9823.45,9850,9850,9760,604499,5918038970,16787200000,1720000
