지수명,종가,대비,등락률
코스피 200,419.92,0.13,0.03
코스피 200 동일가중지수,2632.17,7.7,0.29
코스피 200 선물지수,2105.21,1.51,0.07
FnGuide 한화 ESG 가치 지수,1543.48,2.91,0.19
FnGuide 한화 ESG 성장 지수,1682.14,1.27,0.08
WISE ESG우수기업 지수,,,
KRX 300,1915.77,1.7,0.09
KRX300 헬스케어,3976.04,7.41,0.19
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2725.03,26.84,0.99
FnGuide 고배당저변동50 지수,2029.13,20.37,1.01
FnGuide 배당주 지수,12589.6,81.63,0.65
FnGuide 고배당 채권혼합 지수,2827.81,6.57,0.23
10년국채선물지수,1354.99,-3.71,-0.27
국채선물지수,1270.5,-0.46,-0.04
MSCI ACWI Index,743.67,2.4,0.32
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",128.55,0,0
S&P 500,4524.09,1.41,0.03
NASDAQ 100 Technology Sector Index,9131.82,-7.25,-0.08
Dow Jones U.S Select Dividend Index(시장가격지수),845.98,-0.99,-0.12
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),530,-0.01,0
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1435.31,2.32,0.16
MSCI EAFE Index,2377.68,21.26,0.9
WISE-KAP 스마트베타 Quality 채권혼합지수,1364.74,0.13,0.01
MSCI EM Index,1312.44,3.77,0.29
SZSE ChiNext Price Index,3186.85,-27.27,-0.85
KOBI HALF CREDIT Index(총수익),11059.25,0.19,0
FnGuide 주도업종 지수,1845.02,7.56,0.41
FnGuide 중형주저변동50지수,2419.03,28.61,1.2
코스닥 150,1521.08,9.03,0.6
F-코스닥150 지수,1683.02,11.81,0.71
코스피,3207.02,7.75,0.24
코스피 50,2917.95,-1.15,-0.04
코스피 TR,3811.92,9.25,0.24
코스피 중형주,3591.48,26.54,0.74
KRX/S&P 탄소효율 그린뉴딜지수,1730.75,0.83,0.05
KRX ESG Leaders 150,1909.91,4.97,0.26
코스피 200 TR,502.11,0.16,0.03
FnGuide K-POP & 미디어 지수,910.18,2.64,0.29
FnGuide K-게임 지수,1734.11,-29.02,-1.65
FnGuide K-뉴딜 디지털 플러스 지수,3240.47,-40.63,-1.24
FnGuide K-반도체 지수,2882.24,17.45,0.61
FnGuide 5G 산업 지수,2303.81,19.12,0.84
FnGuide 전기&수소차 지수 (시장가격),2428.09,-17.9,-0.73
FnGuide 친환경에너지 지수 (시장가격),2035.29,-22.3,-1.08
KAP 초장기 국고채 지수(총수익),14488.87,-43.86,-0.3
MSCI Korea TR Index,1697.59,-0.59,-0.03
FnGuide E커머스 지수,3482.63,19.34,0.56
FnGuide 고배당 알파 지수,1753.67,20.34,1.17
S&P Global Luxury Index,4603.49,56.05,1.23
FnGuide 농업융복합산업 지수(시장가격),1561.89,-0.37,-0.02
KAP 단기 통안채 지수(총수익),12708.61,0.44,0
S&P Korea 저변동성 지수,10425.23,113.23,1.1
코스피 200 정보기술,3786.34,0.76,0.02
코스피 200 건설,325.89,2.82,0.87
코스피 200 경기소비재,1879.97,6.87,0.37
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1161.67,6.61,0.57
코스피 200 금융,716.06,3.61,0.51
코스피 200 산업재,737.16,-3.04,-0.41
코스피 200 생활소비재,1176.7,3,0.26
코스피 200 에너지/화학,2035.37,-33.53,-1.62
코스피 200 중공업,333.12,0.99,0.3
코스피 200 철강/소재,1018.67,-4.45,-0.43
코스피 200 커뮤니케이션서비스,3425.98,17.36,0.51
MKF 5대그룹주,8416.05,-21.77,-0.26
KRX ESG 사회책임경영지수(S),2249.47,11.02,0.49
FnGuide 5G 테크 지수,1509.29,11.01,0.73
FnGuide 수소 경제 테마 지수,1585.26,-16.68,-1.04
FnGuide 컨택트대표 지수(시장가격지수),957.56,0.9,0.09
FnGuide IT플러스 지수,3250.23,0.54,0.02
KIS 국고채30년Enhanced지수(시장가격),9674.49,-41.21,-0.42
KIS 단기종합채권지수(AA-이상)(총수익지수),111.95,0.01,0.01
KIS 종합채권 지수(A-이상)(총수익지수),117.52,-0.13,-0.11
FnGuide KQ고배당포커스 지수,8219.29,43.34,0.53
KRX 300 미국달러 선물혼합지수,1603.67,4.36,0.27
국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수),1251.31,0.72,0.06
국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수),1217.02,-0.64,-0.05
FnGuide 셀렉트 밸류 지수,3297,12.03,0.37
FnGuide 셀렉트벨류 채권혼합지수,2045.11,2.41,0.12
WISE 게임 테마 지수 (시장가격지수),7961.12,52.21,0.66
FnGuide 고배당포커스 지수,9007.13,66.31,0.74
KTB INDEX(시장가격),10737.34,-4.44,-0.04
5년 국채선물 추종 지수,1066.45,-1.15,-0.11
S&P Global 1200 Information Technology and Interactive Media & Services(PR),2172.94,5.77,0.27
Kelly Data Center & Tech Infrastructure Net Total Return Index,1768.06,36.03,2.08
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),124.43,-0.03,-0.02
FnGuide 내수주플러스 지수,1549.07,7.4,0.48
KIS 종합채권국공채3M~1.5Y지수,123.1,0.02,0.02
