지수명,종가,대비,등락률
코스피 200,428.16,-4.72,-1.09
코스피 200 동일가중지수,2673.2,-20.61,-0.77
코스피 200 선물지수,2143.8,-23.72,-1.09
WISE ESG우수기업 지수,,,
KRX 300,1932.17,-21.51,-1.1
KRX300 정보기술,2792.58,-51.77,-1.82
KRX300 헬스케어,3599.92,-80.94,-2.2
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2747.17,19.6,0.72
FnGuide 고배당저변동50 지수,2052.44,-13.87,-0.67
FnGuide 배당주 지수,12635.49,-125.8,-0.99
FnGuide 고배당 채권혼합 지수,2829.87,-9.67,-0.34
10년국채선물지수,1333.07,1.59,0.12
국채선물지수,1271.07,1.14,0.09
MSCI ACWI Index,715.57,-1.39,-0.19
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",128.42,0,0
S&P 500,4219.55,-7.71,-0.18
NASDAQ 100 Technology Sector Index,8069.16,-23.47,-0.29
Dow Jones U.S Select Dividend Index(시장가격지수),865.96,-3.07,-0.35
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),529.63,0.02,0
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1376.55,8.48,0.62
MSCI EAFE Index,2364.86,-2.42,-0.1
WISE-KAP 스마트베타 Quality 채권혼합지수,1370.65,-1.46,-0.11
MSCI EM Index,1372.8,-4.63,-0.34
SZSE ChiNext Price Index,3207.63,-0.94,-0.03
KOBI HALF CREDIT Index(총수익),11057.41,0.72,0.01
FnGuide 주도업종 지수,1790.67,-20.97,-1.16
FnGuide 중형주저변동50지수,2416.65,-22.72,-0.93
코스닥 150,1373.83,-19.33,-1.39
F-코스닥150 지수,1512.02,-26.76,-1.74
코스피,3216.18,-31.65,-0.97
코스피 50,2961.05,-34.54,-1.15
코스피 TR,3814.65,-37.54,-0.97
코스피 중형주,3573.34,-29.37,-0.82
KRX/S&P 탄소효율 그린뉴딜지수,1740,-18.81,-1.07
KRX ESG Leaders 150,1949.45,-18.49,-0.94
코스피 200 TR,510.68,-5.63,-1.09
FnGuide K-뉴딜 디지털 플러스 지수,3008.83,-19.24,-0.64
FnGuide 5G 산업 지수,2230.31,-16.36,-0.73
FnGuide 전기&수소차 지수 (시장가격),2352.99,-24.31,-1.02
FnGuide 친환경에너지 지수 (시장가격),1868.89,-29.04,-1.53
KAP 초장기 국고채 지수(총수익),13957.6,55.71,0.4
MSCI Korea TR Index,1726.38,-19.48,-1.12
FnGuide E커머스 지수,3250.75,-10.64,-0.33
FnGuide 고배당 알파 지수,1684.37,-12.06,-0.71
S&P Global Luxury Index,4727.76,-17.56,-0.37
FnGuide 농업융복합산업 지수(시장가격),1591.14,-14.7,-0.92
KAP 단기 통안채 지수(총수익),12698.8,0.21,0
코스피 200 정보기술,3731.4,-69.52,-1.83
코스피 200 건설,325.6,-4.44,-1.35
코스피 200 경기소비재,2025.88,-18.14,-0.89
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1140.66,5.02,0.44
코스피 200 금융,740.59,-11.36,-1.51
코스피 200 산업재,760.8,-3.03,-0.4
코스피 200 생활소비재,1258.15,-3.37,-0.27
코스피 200 에너지/화학,2069.62,-12.69,-0.61
코스피 200 중공업,381.88,-1.64,-0.43
코스피 200 철강/소재,995.62,-18.51,-1.83
코스피 200 커뮤니케이션서비스,3315.39,7.01,0.21
MKF 5대그룹주,8436.58,-110.09,-1.29
KRX ESG 사회책임경영지수(S),2321,-28.31,-1.21
FnGuide 5G 테크 지수,1551.48,-15.18,-0.97
FnGuide 수소 경제 테마 지수,1600.93,-8.32,-0.52
FnGuide IT플러스 지수,3066.63,-30.67,-0.99
KIS 국고채30년Enhanced지수(시장가격),9032.03,78.05,0.87
KIS 단기종합채권지수(AA-이상)(총수익지수),111.89,0,0
KIS 종합채권 지수(A-이상)(총수익지수),116.34,0.16,0.14
FnGuide KQ고배당포커스 지수,8066.87,-101.27,-1.24
KRX 300 미국달러 선물혼합지수,1554.72,-10.36,-0.66
국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수),1256.71,0.65,0.05
국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수),1207.9,-0.59,-0.05
FnGuide 셀렉트 밸류 지수,3274.04,-18.27,-0.55
FnGuide 셀렉트벨류 채권혼합지수,2038.38,-3.43,-0.17
WISE 게임 테마 지수 (시장가격지수),7550.7,-10.85,-0.14
FnGuide 고배당포커스 지수,9185.27,-97.09,-1.05
KTB INDEX(시장가격),10772.95,8.83,0.08
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1940.58,-0.81,-0.04
Kelly Data Center & Tech Infrastructure Net Total Return Index,1685.19,3.56,0.21
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),124.74,0.06,0.05
FnGuide 내수주플러스 지수,1568.65,-5.55,-0.35
KIS 종합채권국공채3M~1.5Y지수,123.05,-0.01,-0.01
KIS 통안채 5개월 지수(총수익),11648.28,0.27,0
WISE 대형고배당10 TR 지수,1988.57,-39.07,-1.93
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),3732.14,-22.05,-0.59
ICE BofAML Core Plus Fixed Rate Preferred Securities Index,185.19,0.28,0.15
NASDAQ 100,13814.94,4.08,0.03
S&P U.S. Treasury Bond Futures Excess Return Index,284.38,1.4,0.49
MKF 수출주 지수,13639.84,-102.95,-0.75
MKF 우량업종대표주 지수,13529.88,-99.04,-0.73
EURO STOXX 50 Index,4096.85,0.84,0.02
주식국채혼합(주식형)지수,1830.78,-13.62,-0.74
MSCI China NTR Index(USD) (Net Total Return),784.3,-0.78,-0.1
CSI A100,5316.57,7.32,0.14
KOBI 크레딧 지수(총수익),14347.14,7.18,0.05
FnGuide 중소형고배당포커스 지수,12390.98,-89.36,-0.72
KIS 종합채권국공채4~5Y지수,138.44,0.21,0.15
Hang Seng China H,10716.78,-12.74,-0.12
Hang Seng China Enterprises Futures Index(Price Return),13419.69,26.4,0.2
Hang Seng TECH Index,7972.09,22.76,0.29
주식국채혼합(채권형)지수,1639.81,-4.43,-0.27
코스피200제외 코스피지수,4108.41,-13.59,-0.33
S&P GSCI Palladium Excess Return Index,1856.78,-22.9,-1.22
FnGuide 헬스케어 지수,3932.1,-45.69,-1.15
FnGuide 헬스케어 채권혼합 지수,2005.7,-5.67,-0.28
FnGuide 5G플러스 지수 (시장가격),1782.25,-25.28,-1.4
FnGuide 성장소비주도 지수,2786.46,5.4,0.19
