지수명,종가,대비,등락률
코스피 200,322.31,-1.05,-0.32
코스피 200 동일가중지수,1914.43,-2.38,-0.12
코스피 200 선물지수,1584.93,-4.44,-0.28
WISE ESG우수기업 지수,,,
KRX 300,1500.04,-3.98,-0.26
KRX300 정보기술,2173.92,-19.04,-0.87
KRX300 헬스케어,4167.41,31.53,0.76
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2308.1,9.63,0.42
FnGuide 고배당저변동50 지수,1555.73,-3.28,-0.21
FnGuide 배당주 지수,9234.91,-37.08,-0.4
FnGuide 고배당 채권혼합 지수,2484.66,-3.89,-0.16
10년국채선물지수,1386.9,1.78,0.13
국채선물지수,1271.84,0.23,0.02
MSCI ACWI Index,574.99,-0.65,-0.11
KAP Money Market Credit Index(Total Retrun),,,
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",126.89,0,0
S&P 500,3385.49,-15.71,-0.46
NASDAQ 100 Technology Sector Index,6291.72,-71.36,-1.12
Dow Jones U.S Select Dividend Index(시장가격지수),608.64,6.83,1.13
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),525.85,0.03,0.01
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1421.19,-2.07,-0.15
MSCI EAFE Index,1925.15,10.26,0.54
WISE-KAP 스마트베타 Quality 채권혼합지수,1244.9,-0.3,-0.02
MSCI EM Index,1116.99,4.37,0.39
SZSE ChiNext Price Index,2554.8,-40.35,-1.55
KOBI HALF CREDIT Index(총수익),10979.1,0.22,0
FnGuide 주도업종 지수,1411.16,-15.33,-1.07
FnGuide 중형주저변동50지수,1870.77,-17.62,-0.93
코스닥 150,1398.04,1.39,0.1
F-코스닥150 지수,1500.15,-7.18,-0.48
코스피,2435.92,-7.66,-0.31
코스피 50,2244.95,-8.88,-0.39
코스피 TR,2832.86,-8.91,-0.31
코스피 중형주,2631.57,-8.75,-0.33
KRX ESG Leaders 150,1338.04,-0.6,-0.04
코스피 200 TR,376.5,-1.23,-0.33
KAP 초장기 국고채 지수(총수익),15162.64,74.27,0.49
MSCI Korea TR Index,1294.71,-2.85,-0.22
FnGuide E커머스 지수,2460.34,-9.93,-0.4
FnGuide 고배당 알파 지수,1188.44,-4.33,-0.36
S&P Global Luxury Index,3295.81,3.58,0.11
FnGuide 농업융복합산업 지수(시장가격),1259.33,-16.59,-1.3
KAP 단기 통안채 지수(총수익),12639.73,-0.2,0
코스피 200 정보기술,2698.7,-18.65,-0.69
코스피 200 건설,200.29,-0.38,-0.19
코스피 200 경기소비재,1458.99,23.91,1.67
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1020.91,1.57,0.15
코스피 200 금융,536,-2.59,-0.48
코스피 200 산업재,435.11,2.54,0.59
코스피 200 생활소비재,1079.26,-1.41,-0.13
코스피 200 에너지/화학,1508.64,-36.38,-2.35
코스피 200 중공업,233.48,0.16,0.07
코스피 200 철강/소재,581.01,-0.03,-0.01
코스피 200 커뮤니케이션서비스,2645.76,-24.82,-0.93
MKF 5대그룹주,6289.27,-30,-0.47
KRX ESG 사회책임경영지수(S),1706.43,-11.66,-0.68
FnGuide IT플러스 지수,2390.95,-19.49,-0.81
FnGuide KQ고배당포커스 지수,6526.36,-50.13,-0.76
KRX 300 미국달러 선물혼합지수,1239.85,-8,-0.64
KRX 300 선물지수,1040.67,-3.34,-0.32
국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수),1235.08,-0.28,-0.02
국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수),1217.03,0.32,0.03
FnGuide 셀렉트 밸류 지수,2472.01,-9.46,-0.38
FnGuide 셀렉트벨류 채권혼합지수,1814.27,-2.7,-0.15
WISE 게임 테마 지수 (시장가격지수),6578.94,-7.6,-0.12
FnGuide 고배당포커스 지수,6694.69,-8.49,-0.13
KTB INDEX(시장가격),10803.09,1.37,0.01
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1529.39,-19.04,-1.23
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),123.6,0,0
FnGuide 내수주플러스 지수,1356.17,0.17,0.01
KIS 종합채권국공채3M~1.5Y지수,122.35,0.01,0.01
KIS 통안채 5개월 지수(총수익),11588.03,0.11,0
WISE 대형고배당10 TR 지수,1362.79,6.27,0.46
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),1801.09,84.33,4.91
ICE BofAML Core Plus Fixed Rate Preferred Securities Index,174.51,0.03,0.02
S&P U.S. Treasury Bond Futures Excess Return Index,311.61,-0.5,-0.16
MKF 수출주 지수,9373.35,-60.19,-0.64
MKF 우량업종대표주 지수,9597.95,27.29,0.29
주식국채혼합(주식형)지수,1495.13,-3.35,-0.22
MSCI China NTR Index(USD) (Net Total Return),714.33,2,0.28
CSI A100,4706.55,-33.61,-0.71
KOBI 크레딧 지수(총수익),14199.86,1.7,0.01
FnGuide 중소형고배당포커스 지수,9195.19,-87.47,-0.94
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,138.72,0.05,0.04
Hang Seng China H,9845.79,16.72,0.17
Hang Seng China Enterprises Futures Index(Price Return),12199.62,37.17,0.31
주식국채혼합(채권형)지수,1498.53,-1.33,-0.09
코스피200제외 코스피지수,3104.86,-12.14,-0.39
S&P GSCI Palladium Excess Return Index,1635.61,2.1,0.13
FnGuide 헬스케어 지수,4321.16,30.37,0.71
FnGuide 헬스케어 채권혼합 지수,2046.59,4.44,0.22
KIS 종합채권 AA-이상 총수익 지수(Total return Index),113.11,0.14,0.12
S&P ASIA50 Price Return Index,3899.98,13.85,0.36
S&P GSCI GOLD Index Excess Return,147.09,0.32,0.22
KIS MSB 단기지수(총수익),11502.58,0.05,0
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,7328.17,0,0
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
다우존스 인터넷 종합지수,829.65,-10.11,-1.2
MorningStar Wide Moat Focus Index,8485.34,9.25,0.11
Dow Jones U.S. Real Estate Index,1360.99,6.24,0.46
코스피 배당성장 50,3078.79,-11.37,-0.37
FnGuide-RAFI 코리아 대형 지수,7325.22,5.45,0.07
VN30 Index(PR),834.5,1.17,0.14
MKF SAMs EW 지수,13936.5,-15.63,-0.11
MKF SAMs SW,12570.14,-46.11,-0.37
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1638.62,5.76,0.35
MSCI Indonesia Index,5659.15,-67.4,-1.18
Nikkei 225,23475.53,20.64,0.09
TOPIX,1644.35,3.51,0.21
CSI 300 Index,4657.36,-31.12,-0.66
KIS 종합채권국공채1-10Y지수,144.08,0.07,0.05
코스닥,896.28,-3.18,-0.35
MSCI Philippines IMI Index,1341.86,-13.68,-1.01
FnGuide 성장소비주도 지수,2290.06,-6.24,-0.27
코스피 200 중소형주지수,998.86,-6.2,-0.62
코스피 200 ESG 지수,328.94,-0.4,-0.12
코스피 200 초대형제외 지수,240.37,-1.12,-0.46
코스피 200 가치저변동성,4135.08,-5.75,-0.14
코스피200 롱 100% 코스닥150 숏 100% 선물지수,794.98,1.57,0.2
코스피 200 미국채 혼합지수,2962.92,-8.64,-0.29
FnGuide 2차전지 산업 지수,2194.75,-53.2,-2.37
S&P GSCI Grains Select Index ER,15.85,0.23,1.47
FnKorea 50 지수,,,
FnGuide 멀티팩터 지수,7201.64,-31.25,-0.43
FnGuide 성장 지수(PR),4132.33,-32.96,-0.79
KRX 정보기술,1344.09,-11.2,-0.83
KTOP 30,8937.47,-63.07,-0.7
iEdge Emerging Markets Futures Index(ER),1212.02,12.82,1.07
MSCI Korea ESG Universal Capped Index,1347.47,-7.27,-0.54
MSCI Korea Index,756.99,-1.67,-0.22
MSCI Korea IMI Momentum Capped,3698.97,-21.66,-0.58
MSCI Korea IMI Enhanced Value Capped,5934.17,13.74,0.23
MSCI Korea IMI Quality Capped,6321.74,-17.63,-0.28
FnGuide TRF 3070 지수,1379.3,2.62,0.19
FnGuide TRF 5050 지수,1456.68,3.21,0.22
FnGuide TRF 7030 지수,1528.74,3.84,0.25
Tokyo Stock Exchange REIT Index,1739.13,21.86,1.27
FnGuide TOP 5 Plus Total Return 지수,1423.2,0.32,0.02
S&P GSCI Crude Oil Index ER,61.07,2.82,4.84
FnGuide 가치투자형 지수,,,
KRX 건설,485.92,-0.25,-0.05
FnGuide 게임 산업 지수,1660,-5.45,-0.33
KRX 경기소비재,1158.52,6.45,0.56
FnGuide 고배당 Plus 지수,11801.52,-40.3,-0.34
S&P GSCI Gold Index(TR),1006.44,2.2,0.22
S&P GSCI North American Copper Index(TR),413.7,-0.27,-0.07
MKF 국고채지수(총수익),187.55,0.01,0.01
ROBO Global Robotics & Automation UCITS Price Return Index,784.74,-0.24,-0.03
KRX 기계장비,450.55,-3.9,-0.86
Dow Jones U.S. Real Estate PR Index,330.03,1.39,0.42
KAP 단기변동금리부은행채권지수,127.14,0,0
KRW Cash 지수(총수익),152.98,0.01,0.01
KRW Cash PLUS 지수(총수익),146.44,0,0
Morningstar Multi-Asset High Income 10% Capped Index,1129.58,0.99,0.09
FnGuide 모멘텀 Plus 지수,3825.39,-33.49,-0.87
NYSE U.S. Big TECH 10 INDEX,5237.46,-87.14,-1.64
S&P 500 Futures Total Return Index,485.9,-2.23,-0.46
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,117.56,0.78,0.67
S&P Biotechnology Select Industry Index,8934.01,186.22,2.13
S&P Select Sector Industrial Index,797.82,7.79,0.99
S&P Select Sector Energy Index,350.68,13.72,4.07
NASDAQ 100,11247.6,-191.27,-1.67
미국달러선물지수,1228.92,-3.97,-0.32
FTSE Russell 2000 Index,1552.33,14.18,0.92
S&P 10-Year U.S. Treasury Note Futures KRW(ER),241.29,-0.7,-0.29
S&P Ultra T-Bond Futures Index(ER),211.06,-0.8,-0.38
KRX 미디어&엔터테인먼트,3095.24,-20.17,-0.65
FnGuide 바이오 지수,5348.43,-14.12,-0.26
KRX 반도체,2841.6,-50.5,-1.75
FnGuide SLV 배당가치 지수,1201.38,4.12,0.34
배당성장채권혼합지수,1789.65,-1.82,-0.1
FnGuide 벨류 Plus 지수,1476.36,-2.83,-0.19
KRX 보험,1048.27,-3.16,-0.3
삼성그룹,7898.89,-38.86,-0.49
WISE 삼성그룹 밸류 인덱스,7542.18,-36.14,-0.48
MSCI World,2403.5,-4.48,-0.19
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2824.8,-77.1,-2.66
KRX 운송,743.64,12.61,1.72
S&P GSCI Silver Index(TR),890.1,0.4,0.04
KRX 은행,534.26,-2.51,-0.47
TOPIX100,1050.73,1.02,0.1
KRX 자동차,1643.7,37.22,2.32
KAP 한국종합채권지수,255.63,0.32,0.13
FTSE China A50 Index,15446.87,-128.83,-0.83
KRX 증권,661.3,-4.43,-0.67
KRX 철강,1158.4,0.54,0.05
KRX 최소변동성지수,6753.99,-10.6,-0.16
코스닥150 롱 100% 코스피200 숏 100% 선물지수,1141.15,-2.24,-0.2
코스피 100,2465.74,-7.95,-0.32
코스피 대형주,2381.14,-7.06,-0.3
S&P GSCI Soybeans Index(TR),3714.6,72.56,1.99
FnGuide 퀄리티 Plus 지수,2365.65,-12.17,-0.51
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,1620.77,-7.24,-0.44
한국 대만 IT 프리미어지수,2188.7,10.19,0.47
KRX 헬스케어,4993.88,28.49,0.57
FnGuide-키움 스마트 중소형주 지수,,,
KRX 100,5193.26,-14.96,-0.29
MKF 웰스 고배당20,6444.01,-23.98,-0.37
KIS 10년 국고채 지수 (총수익),16447.68,26.41,0.16
MK 머니마켓 지수(총수익),12705.08,-0.2,0
WISE 배당바이백플러스 지수,,,
MKF 블루칩,8264.06,9.88,0.12
Nifty 50 Index,11604.55,82.75,0.72
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),13281.9,0.77,0.01
KIS 단기통안채 Index(총수익),11188.75,0.08,0
CSI 500 지수,6353.84,-34.04,-0.53
코스피 200 헬스케어,2951.28,3.22,0.11
코스피 200 커버드콜 5% OTM,356.25,-0.75,-0.21
코스피 200 커버드콜 ATM 지수,1215.21,-1.42,-0.12
WISE 2차전지 테마 지수,4673.81,-79.42,-1.67
KIS CD Index(총수익),10928.49,0.19,0
KIS 리츠부동산인프라채권TR 지수,34593.91,81.38,0.24
WISE K게임 테마 지수,954.04,-0.53,-0.06
MKF LG그룹+ FW,8620.8,-192.01,-2.18
MSCI Korea Country ESG Leaders Capped Index,1319.83,-16,-1.2
MSCI Korea ESG Universal Index,1358.71,-6.41,-0.47
S&P Global 1200 Health Care Index,4071.62,-2.2,-0.05
FnGuide TOP10 지수,3914.88,-31.07,-0.79
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1198.24,-1.58,-0.13
경기방어소비재 채권혼합 지수,1479.77,-0.45,-0.03
S&P GSCI Cash Copper Index,168.12,0.38,0.23
MorningStar Exponential Technologies Index(PR),2308.03,-2.09,-0.09
MorningStar Global Upstream Resources Index(PR),2987.02,15.7,0.53
S&P GSCI Industrial Metals Select Index(TR),167.73,0.46,0.28
S&P GSCI Precious Metals Index(TR),2294.8,4.58,0.2
S&P GSCI Agriculture Enhanced Index(ER),55.97,0.75,1.36
Markit iBoxx USD Liquid High Yield 0-5 year 지수,82.49,0.09,0.11
KIS MSB 6M(총수익),11847.88,0.05,0
FnGuide 대형가치 지수,,,
FnGuide 대형성장 지수,,,
BNY Latin America 35 ADR,1823.33,2.2,0.12
FnGuide Low Vol 지수,10058.13,33.87,0.34
FnGuide 모멘텀 지수,19719.57,57.63,0.29
MSCI US REIT Index,1086.4,4.4,0.41
S&P 500 Futures Index(ER),309.29,-1.41,-0.45
NASDAQ Biotechnology 지수(시장가격지수),4277.25,1.58,0.04
Dow Jones Industrial Average,28032.38,36.78,0.13
KIS U.S. TREASURY BOND 0-1Y 지수(총수익),107.48,-0.27,-0.25
S&P 10-Year U.S. Treasury Note Futures(ER),237.43,-0.08,-0.03
WISE 미디어컨텐츠 지수,3184.03,26.03,0.82
KRX 방송통신,731.06,-4.35,-0.59
FnGuide 베타플러스 지수,,,
FnGuide 리츠부동산인프라,1806.53,1.07,0.06
MKF SAMs FW,9688.95,-60.8,-0.62
