지수명,종가,대비,등락률
코스피 200,285.91,9.83,3.56
코스피 200 동일가중지수,1717.54,39.37,2.35
코스피 200 선물지수,1406.51,51.35,3.79
WISE ESG우수기업 지수,,,
KRX 300,1317.4,41.32,3.24
KRX300 정보기술,1968.78,41.81,2.17
KRX300 헬스케어,3036.58,5.66,0.19
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2386.77,57.14,2.45
FnGuide 고배당저변동50 지수,1511.3,29.04,1.96
FnGuide 배당주 지수,9712.94,365.55,3.91
FnGuide 고배당 채권혼합 지수,2523.64,37.28,1.5
10년국채선물지수,1390.58,-7.52,-0.54
국채선물지수,1271.42,-1.59,-0.12
MSCI ACWI Index,528.8,8.74,1.68
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),120,-0.01,-0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",126.25,-0.02,-0.02
S&P 500,3122.87,42.05,1.36
NASDAQ 100 Technology Sector Index,5783.06,107.83,1.9
Dow Jones U.S Select Dividend Index(시장가격지수),614.53,14.86,2.48
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),521.18,0.19,0.04
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1344.21,-3.96,-0.29
MSCI EAFE Index,1813.24,39.65,2.24
WISE-KAP 스마트베타 Quality 채권혼합지수,1220.75,5.15,0.42
MSCI EM Index,988.02,20.54,2.12
SZSE ChiNext Price Index,2143.12,-2.17,-0.1
KOBI HALF CREDIT Index(총수익),10937.43,-2.58,-0.02
FnGuide 주도업종 지수,1203.06,20.03,1.69
FnGuide 중형주저변동50지수,1661.98,11.98,0.73
코스닥 150,1147.02,-6.77,-0.59
F-코스닥150 지수,1238.14,-1.29,-0.1
코스피,2147,59.81,2.87
코스피 50,1980.51,68.53,3.58
코스피 TR,2491.89,69.42,2.87
코스피 중형주,2188.47,19.09,0.88
KRX ESG Leaders 150,1215.11,32.56,2.75
코스피 200 TR,333.14,11.45,3.56
KAP 초장기 국고채 지수(총수익),15251.46,-73.16,-0.48
MSCI Korea TR Index,1153.78,41.69,3.75
FnGuide E커머스 지수,1990.77,-28.71,-1.42
FnGuide 고배당 알파 지수,1231.08,43.43,3.66
S&P Global Luxury Index,2717.85,75.16,2.84
FnGuide 농업융복합산업 지수(시장가격),1094.71,-10.51,-0.95
KAP 단기 통안채 지수(총수익),12621.07,0.22,0
코스피 200 정보기술,2395.97,68.31,2.93
코스피 200 건설,208.9,6.32,3.12
코스피 200 경기소비재,1226.52,39.47,3.33
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1059.28,-5.76,-0.54
코스피 200 금융,565.99,32.19,6.03
코스피 200 산업재,424.72,11.54,2.79
코스피 200 생활소비재,1063.24,9,0.85
코스피 200 에너지/화학,1150.4,19.88,1.76
코스피 200 중공업,240.76,15.55,6.9
코스피 200 철강/소재,606.01,49.55,8.9
코스피 200 커뮤니케이션서비스,2094.05,-33.08,-1.56
MKF 5대그룹주,5392.53,166.94,3.19
KRX ESG 사회책임경영지수(S),1500.48,46.69,3.21
FnGuide IT플러스 지수,2015.28,14.14,0.71
FnGuide KQ고배당포커스 지수,5675.05,20.1,0.36
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
KRX 300 미국달러 선물혼합지수,1122,26.81,2.45
KRX 300 선물지수,915.85,28.65,3.23
국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수),1231.06,0.69,0.06
국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수),1215.93,-0.63,-0.05
FnGuide 셀렉트 밸류 지수,2203.42,57.77,2.69
FnGuide 셀렉트벨류 채권혼합지수,1725.5,17.28,1.01
WISE 게임 테마 지수 (시장가격지수),5123.59,7.45,0.15
FnGuide 고배당포커스 지수,6381.36,297.39,4.89
KTB INDEX(시장가격),10852.51,-12.49,-0.11
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1331.85,12.34,0.94
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),122.95,-0.07,-0.06
FnGuide 내수주플러스 지수,1235.89,16.32,1.34
KIS 종합채권국공채3M~1.5Y지수,122.08,-0.02,-0.02
KIS 통안채 5개월 지수(총수익),11568.95,-0.49,0
WISE 대형고배당10 TR 지수,1286.06,74.18,6.12
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),2140.48,43.94,2.1
ICE BofAML Core Plus Fixed Rate Preferred Securities Index,167.54,0.45,0.27
S&P U.S. Treasury Bond Futures Excess Return Index,307.46,-3.23,-1.04
MKF 수출주 지수,8246.71,242.7,3.03
MKF 우량업종대표주 지수,9109.91,296.96,3.37
주식국채혼합(주식형)지수,1371.54,32.9,2.46
MSCI China NTR Index(USD) (Net Total Return),604.26,8.08,1.36
CSI A100,4077.55,2.07,0.05
KOBI 크레딧 지수(총수익),14100.85,-12.6,-0.09
FnGuide 중소형고배당포커스 지수,7998.88,79.73,1.01
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,138.02,-0.28,-0.2
Hang Seng China H,9967.53,91.28,0.92
Hang Seng China Enterprises Futures Index(Price Return),12084.8,84.18,0.7
주식국채혼합(채권형)지수,1440.7,14.09,0.99
S&P GSCI Palladium Excess Return Index,1334.39,-16.62,-1.23
FnGuide 헬스케어 지수,2962.47,3.36,0.11
FnGuide 헬스케어 채권혼합 지수,1817.95,-0.75,-0.04
S&P ASIA50 Price Return Index,3457.96,69.77,2.06
S&P GSCI GOLD Index Excess Return,129.32,-2.22,-1.69
KIS MSB 단기지수(총수익),11485.8,0.16,0
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,7589.83,161.57,2.18
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
다우존스 인터넷 종합지수,751.73,3.36,0.45
MorningStar Wide Moat Focus Index,8223.44,177.81,2.21
Dow Jones U.S. Real Estate Index,1321.35,39.75,3.1
