지수명,종가,대비,등락률
코스피 200,361.66,3,0.84
코스피 200 동일가중지수,2079.11,4.66,0.22
코스피 200 선물지수,1782.52,12.58,0.71
WISE ESG우수기업 지수,,,
KRX 300,1667.12,15.42,0.93
KRX300 정보기술,2486.43,11.25,0.45
KRX300 헬스케어,4448.5,70.27,1.6
FnGuide KS 로우볼 가중 TR 지수,,,
FnGuide KS 로우사이즈 가중 TR 지수,,,
FnGuide KS 모멘텀 가중 TR 지수,,,
FnGuide KS 밸류 가중 TR 지수,,,
FnGuide KS 퀄리티 가중 TR 지수,,,
S&P Global Infrastructure Index,2529.6,7.3,0.29
FnGuide 고배당저변동50 지수,1681.54,0.27,0.02
FnGuide 배당주 지수,10500.53,14.99,0.14
FnGuide 고배당 채권혼합 지수,2617.88,2.32,0.09
10년국채선물지수,1369.62,1.99,0.15
국채선물지수,1270.13,0.68,0.05
MSCI ACWI Index,628.5,2.25,0.36
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",127.4,0.01,0.01
S&P 500,3666.72,-2.29,-0.06
NASDAQ 100 Technology Sector Index,7251.87,-22.26,-0.31
Dow Jones U.S Select Dividend Index(시장가격지수),683.42,1.26,0.18
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),527.28,0.09,0.02
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1454.63,11.1,0.77
MSCI EAFE Index,2096.28,15.5,0.74
WISE-KAP 스마트베타 Quality 채권혼합지수,1270.05,0.94,0.07
MSCI EM Index,1239.46,10.75,0.87
SZSE ChiNext Price Index,2712.52,29.55,1.1
KOBI HALF CREDIT Index(총수익),11008.27,1.59,0.01
FnGuide 주도업종 지수,1546.88,10.69,0.7
FnGuide 중형주저변동50지수,1938.3,-4.37,-0.22
코스닥 150,1400.62,24.73,1.8
F-코스닥150 지수,1516.78,30.23,2.03
코스피,2696.22,20.32,0.76
코스피 50,2531.38,26.9,1.07
코스피 TR,3140.76,23.67,0.76
코스피 중형주,2846.47,-4.68,-0.16
KRX ESG Leaders 150,1493.82,8.65,0.58
코스피 200 TR,423.3,3.51,0.84
FnGuide K-뉴딜 디지털 플러스 지수,2767.46,32.22,1.18
FnGuide 5G 산업 지수,1874.11,-4.45,-0.24
KAP 초장기 국고채 지수(총수익),14872.01,30.78,0.21
MSCI Korea TR Index,1468.61,14.7,1.01
FnGuide E커머스 지수,2466.12,14.67,0.6
FnGuide 고배당 알파 지수,1327.77,1.55,0.12
S&P Global Luxury Index,3889.48,55.8,1.46
FnGuide 농업융복합산업 지수(시장가격),1336.97,6.23,0.47
KAP 단기 통안채 지수(총수익),12656.27,0.44,0
코스피 200 정보기술,3086.29,31.59,1.03
코스피 200 건설,219.75,2.58,1.19
코스피 200 경기소비재,1625.58,55,3.5
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1050.89,-1.23,-0.12
코스피 200 금융,624.57,1.31,0.21
코스피 200 산업재,494.9,0.76,0.15
코스피 200 생활소비재,1099.95,5.76,0.53
코스피 200 에너지/화학,1766.86,-3.45,-0.19
코스피 200 중공업,268.8,0.74,0.28
코스피 200 철강/소재,692.32,3.47,0.5
코스피 200 커뮤니케이션서비스,2541.19,25.28,1
MKF 5대그룹주,7211.64,110.28,1.55
KRX ESG 사회책임경영지수(S),1935.6,13.03,0.68
FnGuide 5G 테크 지수,1578.85,-9.45,-0.59
FnGuide 수소 경제 테마 지수,1413.06,16.24,1.16
FnGuide IT플러스 지수,2577.38,18.11,0.71
FnGuide KQ고배당포커스 지수,6866.32,15.67,0.23
KRX 300 미국달러 선물혼합지수,1293.86,5.76,0.45
KRX 300 선물지수,1158.75,9.19,0.8
국채선물 3년/10년 일드커브 스티프닝 지수(총수익지수),1240.2,0.08,0.01
국채선물 3년/10년 일드커브 플래트닝 지수(총수익지수),1215.28,-0.04,0
FnGuide 셀렉트 밸류 지수,2685.57,17.1,0.64
FnGuide 셀렉트벨류 채권혼합지수,1876.5,5.39,0.29
WISE 게임 테마 지수 (시장가격지수),6475.7,305.32,4.95
FnGuide 고배당포커스 지수,7568.14,55.83,0.74
KTB INDEX(시장가격),10800.75,6.8,0.06
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1690.57,0.19,0.01
KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),124.19,0.06,0.05
FnGuide 내수주플러스 지수,1408.26,12.74,0.91
KIS 종합채권국공채3M~1.5Y지수,122.59,0.01,0.01
KIS 통안채 5개월 지수(총수익),11604.05,0.52,0
WISE 대형고배당10 TR 지수,1646.16,33.3,2.06
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),2144.22,28.08,1.33
ICE BofAML Core Plus Fixed Rate Preferred Securities Index,179.29,0.32,0.18
NASDAQ 100,12467.13,10.72,0.09
S&P U.S. Treasury Bond Futures Excess Return Index,303.61,1.26,0.42
MKF 수출주 지수,10649.73,93.69,0.89
MKF 우량업종대표주 지수,10602.49,85.07,0.81
주식국채혼합(주식형)지수,1621.78,9.74,0.6
MSCI China NTR Index(USD) (Net Total Return),769.47,6.41,0.84
CSI A100,5193.53,-13.25,-0.25
KOBI 크레딧 지수(총수익),14256.73,7.64,0.05
FnGuide 중소형고배당포커스 지수,9781.16,-8.44,-0.09
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,138.41,0.15,0.11
Hang Seng China H,10586.37,12.58,0.12
Hang Seng China Enterprises Futures Index(Price Return),13120.09,9.92,0.08
주식국채혼합(채권형)지수,1552.16,4.57,0.3
코스피200제외 코스피지수,3222.2,1.42,0.04
S&P GSCI Palladium Excess Return Index,1562.56,-60.87,-3.75
FnGuide 헬스케어 지수,4577.3,51.8,1.14
FnGuide 헬스케어 채권혼합 지수,2085.98,7.91,0.38
FnGuide 성장소비주도 지수,2303.4,33.1,1.46
