지수명,종가,대비,등락률
코스피 200,339.12,-2.38,-0.7
코스피 200 TR,423.05,-2.97,-0.7
KIS 크레딧 2312만기형 총수익지수,108.81,0.04,0.04
KIS 크레딧 2412만기형 총수익지수,106.99,0.16,0.15
FnGuide 친환경 자동차 밸류체인 지수,1681.77,10.48,0.63
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1581.42,-14.09,-0.88
FnGuide 5G플러스 지수 (시장가격),1498.61,-9.97,-0.66
FnGuide 성장소비주도 지수,2064.45,-14.67,-0.71
FactSet US-China Electric&Autonomous Vehicle Price Return Index,233.89,-4.24,-1.78
KRX 금현물지수,1959.54,22.07,1.14
S&P GSCI GOLD Index Excess Return,138.54,0.35,0.25
KIS 10년 국고채 지수 (총수익),14990.81,156.53,1.06
KTB INDEX(시장가격),10367.2,35.99,0.35
10년국채선물지수,1199.17,12.49,1.05
국채선물지수,1226.83,4.12,0.34
Bloomberg Global Digital Media & Tech Select Price Return Index,2945.52,-31.48,-1.06
Solactive Global Semiconductor TOP4 Plus Price Return Index,2870.3,5.65,0.2
Bloomberg Global Select Industry Leaders TOP10 Index(PR),3121.15,-5.45,-0.17
KIS 단기채권알파AA-이상 총수익지수,111.51,0.04,0.04
KIS MSB 단기지수(총수익),11960.73,2.36,0.02
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,10776.51,-100.68,-0.93
S&P Ultra T-Bond Futures Index(ER),133.07,1.1,0.83
Bloomberg U.S Treasury 20+ Year Total Return Index,622.97,5.92,0.96
다우존스 인터넷 종합지수,711.97,3.4,0.48
S&P 500,4179.83,-25.69,-0.61
S&P500 and Short-Term Treasury 30/70 Blend Index,159.6,-0.27,-0.17
MorningStar Wide Moat Focus Index,11445.7,-60.99,-0.53
Dow Jones U.S. Dividend 100 Price Return Index,4900.7,-46.03,-0.93
NASDAQ 100,14254.09,-100.9,-0.7
NASDAQ-100 US T-Bills 30/70 Index,1458.77,-2.87,-0.2
Dow Jones U.S. Real Estate Index,0,0,0
Solactive SOFR Daily Total Return Index,1080.72,0.15,0.01
Bloomberg Short-Term Treasury Total Return Index,132.15,0.03,0.02
Indxx SPAC & NEXTGEN IPO Price return Index,,,
Indxx US Green Infrastructure Price return Index,3133.72,-34.28,-1.08
Markit iBoxx USD Liquid High Yield Total Return Index,306.11,-0.43,-0.14
FnGuide-RAFI 코리아 대형 지수,8705,-67.6,-0.77
VN30 Index(PR),1066.33,-5.49,-0.51
Bloomberg VN30 Futures Excess Return Index,152.68,-0.8,-0.52
MKF SAMs EW 지수,16038.91,-42.85,-0.27
MKF SAMs SW,15875.76,-73.5,-0.46
FnGuide 스마트 로우볼 지수,,,
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
FnGuide 스마트 퀄리티 지수,,,
FnGuide 스마트 하이베타 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1342.67,1.53,0.11
Morningstar Singapore REIT Yield Focus Income Protection Index,,,
S&P ASIA50 Price Return Index,3506.02,-58.3,-1.64
Bloomberg Blended NVIDIA Equity and Korean Bond Index,5178.32,47.9,0.93
DeepSearch 원자력테마 지수 (시장가격지수),1092.03,-0.84,-0.08
MSCI Indonesia Index,7539.15,-73.72,-0.97
코스피 200 선물지수,1714.7,-15.43,-0.89
Nikkei 225,30887.88,-440.28,-1.41
TOPIX,2130.63,-28.59,-1.32
KIS 종합채권 AA-이상 총수익 지수(Total return Index),107.63,0.63,0.59
