지수명,종가,대비,등락률
코스피 200,322.53,-1.03,-0.32
코스피 200 선물지수,1549.44,-9.18,-0.59
WISE ESG우수기업 지수,,,
KRX 300,1494.67,-5.01,-0.33
S&P Global Infrastructure Index,2528.43,4.31,0.17
S&P KOREA Dividend Opportunity Index,4526.53,20.86,0.46
FnGuide 고배당저변동50 지수,2048.19,8.8,0.43
FnGuide 배당주 지수,13104.56,60.1,0.46
FnGuide 고배당 채권혼합 지수,2687.78,3.92,0.15
10년국채선물지수,1243.81,-2.81,-0.23
MSCI ACWI Index,506.9,-2.79,-0.55
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),115.53,0.01,0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",120.27,0.01,0.01
S&P 500,2635.67,-12.38,-0.47
NASDAQ 100 Technology Sector Index,4091.12,18.19,0.45
Dow Jones U.S Select Dividend Index(시장가격지수),684.48,-4.85,-0.7
KAP Barbell Index(총수익),119.19,-0.09,-0.08
MSCI EAFE Index,2032.72,-10.94,-0.54
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,7089,45.22,0.64
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1223.25,1.88,0.15
MSCI EM Index,1151.44,-12.99,-1.12
SZSE ChiNext Price Index,1801.57,-4.03,-0.22
KOBI HALF CREDIT Index(총수익),10405.72,-0.28,0
FnGuide 주도업종 지수,1500.32,-13.53,-0.89
FnGuide 중형주저변동50지수,2150.81,13.6,0.64
Hang Seng China H,12193.59,-137.8,-1.12
코스피,2505.61,-9.77,-0.39
코스피 100 동일가중지수,2169.75,0.81,0.04
코스피 50,2153.48,-12.29,-0.57
KRX ESG Leaders 150,1655.25,6.12,0.37
코스피 200 정보기술,2262.6,-6.51,-0.29
코스피 200 건설,329.07,0.57,0.17
코스피 200 경기소비재,1607.69,-4.73,-0.29
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1461.6,18.51,1.28
코스피 200 금융,853.14,-7.48,-0.87
코스피 200 산업재,588.16,1.47,0.25
코스피 200 생활소비재,1355.34,12.56,0.94
코스피 200 에너지/화학,1533.36,3.6,0.24
코스피 200 중공업,318.22,4.52,1.44
코스피 200 철강/소재,1022.46,-6.01,-0.58
MKF 5대그룹주,5954.87,-67.94,-1.13
KRX ESG 사회책임경영지수(S),1743.26,-4.77,-0.27
FnGuide KQ고배당포커스 지수,6299.45,-66.06,-1.04
FnGuide 셀렉트 밸류 지수,2347.9,12.32,0.53
FnGuide 셀렉트벨류 채권혼합지수,1676.96,2.88,0.17
FnGuide 고배당포커스 지수,8041.46,35.37,0.44
KTB INDEX(시장가격),10484.63,-7.28,-0.07
국채선물지수,1224.5,-0.68,-0.06
S&P Global 1200 Information Technology Index (Price Return),4088.67,42.51,1.05
KIS 종합채권국공채3M~1.5Y지수,116.88,0.01,0.01
KIS 통안채 5개월 지수(총수익),11149.95,0.51,0
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),6026.2,32.64,0.54
S&P U.S. Treasury Bond Futures Excess Return Index,239.12,-0.99,-0.41
MKF 수출주 지수,9977.05,29.52,0.3
MKF 우량업종대표주 지수,11711.85,32.16,0.28
TOPIX,1771.52,-5.71,-0.32
주식국채혼합(주식형)지수,1446.25,-3.53,-0.24
CSI A100,3813.49,4.16,0.11
KOBI 크레딧 지수(총수익),13152.79,-4.29,-0.03
FnGuide 중소형고배당포커스 지수,10591.37,58.8,0.56
KIS 종합채권국공채4~5Y지수,125.11,-0.1,-0.08
WISE 지주회사테마지수(시장가격지수),,,
Hang Seng China Enterprises Futures Index(Price Return),14145.39,-156.25,-1.09
주식국채혼합(채권형)지수,1406.25,-2.03,-0.14
코스닥 150,1479.79,-15.3,-1.02
F-코스닥150 지수,1549.52,-21.88,-1.39
FnGuide 헬스케어 지수,3241.25,-111.25,-3.32
FnGuide 헬스케어 채권혼합 지수,1738.67,-18.27,-1.04
S&P ASIA50 Price Return Index,3285.84,0.16,0
S&P WCI Gold Excess Return Index,311.8,-2.18,-0.69
KIS MSB 단기지수(총수익),11102.54,0.49,0
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,9702.45,-81.97,-0.84
다우존스 인터넷 종합지수,558.81,2.33,0.42
Dow Jones U.S. Real Estate Index,1132.59,3.79,0.34
코스피 배당성장 50,3403.26,9.6,0.28
FnGuide-RAFI 코리아 대형 지수,7969.19,-5.81,-0.07
VN30 Index(PR),1012.84,-15.13,-1.47
MKF SAMs EW 지수,13869.26,-250.7,-1.78
MKF SAMs SW,10174.71,-165.44,-1.6
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
MSCI Indonesia Index,6818.02,45.9,0.68
Nikkei 225,22472.78,4.91,0.02
CSI 300 Index,3763.65,6.77,0.18
KIS 종합채권국공채1-10Y지수,130.9,-0.12,-0.09
코스닥,871.03,-4.92,-0.56
MSCI Philippines IMI Index,1787.79,-18.03,-1
FnGuide 성장소비주도 지수,2608.49,-15.48,-0.59
코스피 200 중소형주지수,1154.3,13.69,1.2
코스피 200 TR,358.35,-1.14,-0.32
코스피 200 가치저변동성,4758.8,-7.21,-0.15
코스피 200 동일가중지수,2274.07,16.43,0.73
코스피 200 미국채 혼합지수,2509.41,8.94,0.36
S&P GSCI Grains Select Index ER,20.4,0.23,1.14
KRX 미디어&엔터테인먼트,1823.61,-10.56,-0.58
KRX 정보기술,1040.54,0.15,0.01
KTOP 30,8075,-27.32,-0.34
iEdge Emerging Markets Futures Index(ER),1218.38,-15.64,-1.27
MSCI Korea ESG Universal Capped Index,1382.78,-3.02,-0.22
MSCI Korea Index,756.74,-3.49,-0.46
MSCI Korea TR Index,1229.93,-5.68,-0.46
MSCI Korea IMI Momentum Capped,3612.34,-32.84,-0.9
MSCI Korea IMI Enhanced Value Capped,6339.81,-13.53,-0.21
MSCI Korea IMI Quality Capped,5928.62,43.89,0.75
S&P GSCI Crude Oil Index ER,201.27,-1.9,-0.94
FnGuide 가치투자형 지수,,,
KRX 건설,705.39,3.6,0.51
KRX 경기소비재,1516.25,12.64,0.84
FnGuide 고배당 Plus 지수,15553.61,99.88,0.65
S&P GSCI Gold Index(TR),691.65,-7.13,-1.02
S&P GSCI GOLD Index Excess Return,105.11,-1.09,-1.03
S&P GSCI North American Copper Index(TR),420.81,-0.72,-0.17
MKF 국고채지수(총수익),173.54,-0.11,-0.06
ROBO Global Robotics & Automation UCITS Price Return Index,647.46,-6.45,-0.99
KRX 기계장비,626.29,12.51,2.04
KAP 단기변동금리부은행채권지수,122.46,0,0
KRW Cash 지수(총수익),147.28,0.01,0.01
KRW Cash PLUS 지수(총수익),140.16,0.01,0.01
MSCI Germany Index,1037.97,15.27,1.49
FnGuide 모멘텀 Plus 지수,3668.65,-12.05,-0.33
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,362.67,-2.66,-0.73
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,120.35,-1.14,-0.94
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6801.63,48.26,0.71
S&P Select Sector Industrial Index,713.82,-9.72,-1.34
S&P Select Sector Energy Index,743.94,-1.04,-0.14
미국달러선물지수,1094.6,8.24,0.76
FTSE Russell 2000 Index,1554.92,13.04,0.85
FnGuide 바이오 지수,4467.34,-93,-2.04
KRX 반도체,2613.84,-22.42,-0.85
배당성장채권혼합지수,1728.62,0.63,0.04
FnGuide 벨류 Plus 지수,2141.72,22.94,1.08
KRX 보험,1751.08,-23.96,-1.35
삼성그룹,7097.72,-186.67,-2.56
WISE 삼성그룹 밸류 인덱스,7675.21,-118.38,-1.52
MSCI World,2076.69,-9.82,-0.47
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2648.28,-0.94,-0.04
KRX 운송,666.75,-4.65,-0.69
S&P GSCI Silver Index(TR),555.7,-0.82,-0.15
KRX 은행,923.78,-6.01,-0.65
TOPIX100,1107.49,-5.35,-0.48
KRX 자동차,1630.67,0.9,0.06
KAP 한국종합채권지수,230.85,-0.3,-0.13
FTSE China A50 Index,12194.34,2.09,0.02
KRX 증권,792.25,-17.45,-2.16
KRX 철강,1984.8,-12.46,-0.62
KRX 최소변동성지수,6065.4,31.78,0.53
코스피 100,2445.36,-10.97,-0.45
S&P GSCI Soybeans Index(TR),4409.49,-22.8,-0.51
FnGuide 퀄리티 Plus 지수,2723.5,5.09,0.19
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,2109.48,13.31,0.63
KRX 헬스케어,4161.57,-126.76,-2.96
KRX 100,5176.57,-19.38,-0.37
MKF 웰스 고배당20,8628.37,36.66,0.43
KIS 10년 국고채 지수 (총수익),14177.47,-33.7,-0.24
MK 머니마켓 지수(총수익),12190.39,0.61,0.01
WISE 배당바이백플러스 지수,,,
MKF 블루칩,8997.48,-25.04,-0.28
Nifty 50 Index,10718.05,-21.3,-0.2
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),12653.5,0.4,0
CSI 500 지수,5855.32,-5.66,-0.1
코스피 200 헬스케어,2256.57,-102.85,-4.36
코스피 200 커버드콜 5% OTM,401.57,-0.72,-0.18
코스피 200 커버드콜 ATM 지수,1349.53,2.8,0.21
MKF LG그룹+ FW,8168.28,-32.7,-0.4
MSCI Korea Country ESG Leaders Capped Index,1306.11,-6.25,-0.48
MSCI Korea ESG Universal Index,1373.24,-2.9,-0.21
S&P Global 1200 Health Care Index,3090.95,-32.83,-1.05
FnGuide TOP10 지수,3460.48,-30.44,-0.87
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1287.36,-10.86,-0.84
경기방어소비재 채권혼합 지수,1420.92,-4.27,-0.3
S&P GSCI Cash Copper Index,186.25,0.03,0.02
MorningStar Exponential Technologies Index(PR),1666.96,-7.85,-0.47
MorningStar Global Upstream Resources Index(PR),3363.35,-10.99,-0.33
S&P GSCI Industrial Metals Select Index(TR),188.13,2.97,1.6
S&P GSCI Precious Metals Index(TR),1561.46,-14.73,-0.93
S&P GSCI Agriculture Enhanced Index(ER),71.81,0.74,1.04
Markit iBoxx USD Liquid High Yield 0-5 year 지수,87.62,0.02,0.02
KIS MSB 6M(총수익),11440.36,0.49,0
TAIEX 지수,10618.81,-39.07,-0.37
FnGuide 대형가치 지수,,,
FnGuide 대형성장 지수,,,
BNY Latin America 35 ADR,3036.13,-99.12,-3.16
FnGuide Low Vol 지수,13500.87,30.56,0.23
FnGuide 모멘텀 지수,26081.76,177.25,0.68
MSCI US REIT Index,1070.69,5.36,0.5
S&P 500 Futures Index(ER),240.04,-1.78,-0.74
NASDAQ 100,6644.48,38.91,0.59
NASDAQ Biotechnology 지수(시장가격지수),3227.88,-26.97,-0.83
Dow Jones Industrial Average,23924.98,-238.17,-0.99
WISE 미디어컨텐츠 지수,3519.83,-51.65,-1.45
KRX 방송통신,943.52,-0.18,-0.02
FnGuide 베타플러스 지수,,,
