지수명,종가,대비,등락률
코스피 200,292.35,-0.11,-0.04
코스피 200 동일가중지수,2116.76,7.72,0.37
코스피 200 로우볼 가중 지수,1353.78,-1.56,-0.12
코스피 200 모멘텀 가중 지수,1286.3,-0.36,-0.03
코스피 200 밸류 가중 지수,1375.84,0.57,0.04
코스피 200 선물지수,1412.49,0.75,0.05
코스피 200 퀄리티 가중 지수,1426.4,-0.67,-0.05
WISE ESG우수기업 지수,,,
KRX 300,1361.83,1.05,0.08
S&P Global Infrastructure Index,2453.51,7.08,0.29
S&P KOREA Dividend Opportunity Index,4209.41,-12.71,-0.3
FnGuide 고배당저변동50 지수,1885.62,1.89,0.1
FnGuide 배당주 지수,12461.75,29.19,0.23
FnGuide 고배당 채권혼합 지수,2667.51,4.03,0.15
10년국채선물지수,1299.61,2.4,0.19
국채선물지수,1242.43,1.14,0.09
MSCI ACWI Index,515.17,1.14,0.22
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),116.33,0,0
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",121.48,0.02,0.02
S&P 500,2888.92,1.03,0.04
NASDAQ 100 Technology Sector Index,4241.73,-29.97,-0.7
Dow Jones U.S Select Dividend Index(시장가격지수),725.12,2.19,0.3
KAP Barbell Index(총수익),121.72,0.08,0.07
MSCI EAFE Index,1921.87,10.22,0.53
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6583.85,20.79,0.32
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1213.62,1.83,0.15
MSCI EM Index,1004.56,1.23,0.12
SZSE ChiNext Price Index,1385.8,-9.37,-0.67
KOBI HALF CREDIT Index(총수익),10514.68,2.54,0.02
FnGuide 주도업종 지수,1405.21,8.97,0.64
FnGuide 중형주저변동50지수,1999.27,-0.58,-0.03
Hang Seng China H,10238.77,-94.39,-0.91
코스닥 150,1400.28,20.56,1.49
F-코스닥150 지수,1471.03,21.97,1.52
코스피,2282.92,-0.28,-0.01
코스피 100 동일가중지수,2002.44,5.42,0.27
코스피 50,1933.81,-2.13,-0.11
코스피 중형주,2729.59,6.58,0.24
KRX ESG Leaders 150,1532.87,4.34,0.28
코스피 200 정보기술,2161.31,-14.51,-0.67
코스피 200 건설,321.14,-0.74,-0.23
코스피 200 경기소비재,1451.3,3.96,0.27
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1445.66,3.69,0.26
코스피 200 금융,756.98,3.44,0.46
코스피 200 산업재,522.17,0.8,0.15
코스피 200 생활소비재,1244.13,10.15,0.82
코스피 200 에너지/화학,1414.08,5.39,0.38
코스피 200 중공업,324.7,3.41,1.06
코스피 200 철강/소재,861.44,-1.71,-0.2
MKF 5대그룹주,5532.38,-11.72,-0.21
KRX ESG 사회책임경영지수(S),1568.34,2.36,0.15
FnGuide KQ고배당포커스 지수,6126.99,-4.42,-0.07
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
FnGuide 셀렉트 밸류 지수,2198.98,-6.25,-0.28
FnGuide 셀렉트벨류 채권혼합지수,1653.95,-0.91,-0.05
WISE 게임 테마 지수 (시장가격지수),4577.08,-8.66,-0.19
FnGuide 고배당포커스 지수,7303.91,0.39,0.01
KTB INDEX(시장가격),10585.36,9.17,0.09
S&P Global 1200 Information Technology Index (Price Return),4392.73,-22.39,-0.51
KIS 종합채권국공채3M~1.5Y지수,117.86,0.02,0.02
KIS 통안채 5개월 지수(총수익),11226.07,0.85,0.01
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),6290.8,82.57,1.33
S&P U.S. Treasury Bond Futures Excess Return Index,240.15,0.53,0.22
MKF 수출주 지수,9508,17.24,0.18
MKF 우량업종대표주 지수,11218.51,9.7,0.09
TOPIX,1691.32,-7.59,-0.45
주식국채혼합(주식형)지수,1358.75,0,0
CSI A100,3347.16,-25.22,-0.75
KOBI 크레딧 지수(총수익),13390.85,8.5,0.06
FnGuide 중소형고배당포커스 지수,9959.68,33.04,0.33
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,128.88,0.16,0.12
WISE 지주회사테마지수(시장가격지수),,,
Hang Seng China Enterprises Futures Index(Price Return),12258.44,-69.38,-0.56
주식국채혼합(채권형)지수,1384.82,0.68,0.05
FnGuide 헬스케어 지수,3334.73,36.74,1.11
FnGuide 헬스케어 채권혼합 지수,1783.14,7.13,0.4
S&P ASIA50 Price Return Index,3004.85,-2.46,-0.08
S&P WCI Gold Excess Return Index,284.06,0.89,0.31
KIS MSB 단기지수(총수익),11172.89,0.62,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,9740.69,94.66,0.98
다우존스 인터넷 종합지수,642.92,-0.67,-0.1
Dow Jones U.S. Real Estate Index,1242.4,-0.68,-0.05
코스피 배당성장 50,3114.31,-4.51,-0.14
FnGuide-RAFI 코리아 대형 지수,7147.44,1.45,0.02
VN30 Index(PR),958.67,-0.24,-0.03
MKF SAMs EW 지수,13755.12,-26.09,-0.19
MKF SAMs SW,10324.64,-62.3,-0.6
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
MSCI Indonesia Index,6407.35,-102.15,-1.57
Nikkei 225,22604.61,-60.08,-0.27
CSI 300 Index,3202.03,-22.18,-0.69
KIS 종합채권국공채1-10Y지수,134.47,0.13,0.1
코스닥,826.33,6.1,0.74
MSCI Philippines IMI Index,1713.31,-15.99,-0.92
FnGuide 성장소비주도 지수,2359.2,9.57,0.41
코스피 200 중소형주지수,1091.98,4,0.37
코스피 200 TR,325.74,-0.12,-0.04
코스피 200 가치저변동성,4234.77,-5.31,-0.13
코스피 200 미국채 혼합지수,2488.82,-0.1,0
FnGuide 2차전지 산업 지수,1715.95,1715.95,0
S&P GSCI Grains Select Index ER,16.97,-0.37,-2.13
FnKorea 50 지수,,,
KRX 미디어&엔터테인먼트,1775.84,12.39,0.7
KRX 정보기술,1132.63,-13.9,-1.21
KTOP 30,7372.86,14.49,0.2
iEdge Emerging Markets Futures Index(ER),1089.81,5.06,0.47
MSCI Korea ESG Universal Capped Index,1231.8,-1.7,-0.14
MSCI Korea Index,678.22,-0.54,-0.08
MSCI Korea TR Index,1105.92,-0.88,-0.08
MSCI Korea IMI Momentum Capped,3296.18,11.61,0.35
MSCI Korea IMI Enhanced Value Capped,5571.89,-9.62,-0.17
MSCI Korea IMI Quality Capped,5288.82,-18.43,-0.35
S&P GSCI Crude Oil Index ER,215.28,3.43,1.62
FnGuide 가치투자형 지수,,,
KRX 건설,716.01,-3.3,-0.46
FnGuide 게임 산업 지수,1142.43,-3.78,-0.33
KRX 경기소비재,1350.08,4.07,0.3
FnGuide 고배당 Plus 지수,14323.82,3.75,0.03
S&P GSCI Gold Index(TR),637.37,4.61,0.73
S&P GSCI GOLD Index Excess Return,96.16,0.69,0.72
S&P GSCI North American Copper Index(TR),364.68,7.45,2.09
MKF 국고채지수(총수익),177,0.17,0.1
ROBO Global Robotics & Automation UCITS Price Return Index,663.33,-2.2,-0.33
KRX 기계장비,592.86,5.33,0.91
KAP 단기변동금리부은행채권지수,123.23,0,0
KRW Cash 지수(총수익),148.29,0.01,0.01
KRW Cash PLUS 지수(총수익),141.21,0.01,0.01
MSCI Germany Index,970.95,4.34,0.45
FnGuide 모멘텀 Plus 지수,3750.85,32.86,0.88
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,401.05,-0.15,-0.04
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,130.73,0.46,0.35
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,7468.26,-35.22,-0.47
S&P Select Sector Industrial Index,780.76,2.87,0.37
S&P Select Sector Energy Index,741,3.79,0.51
NASDAQ 100,7488.06,-19.81,-0.26
미국달러선물지수,1151.19,3.16,0.28
FTSE Russell 2000 Index,1715.7,-2.7,-0.16
S&P Ultra T-Bond Futures Index(ER),153.76,153.76,0
FnGuide 바이오 지수,4406.43,84.68,1.96
KRX 반도체,2346.81,-21.67,-0.91
배당성장채권혼합지수,1707.37,0.3,0.02
FnGuide 벨류 Plus 지수,1946.63,9.23,0.48
KRX 보험,1575.68,-3.92,-0.25
삼성그룹,6976.95,-50.54,-0.72
WISE 삼성그룹 밸류 인덱스,7455.62,-28.13,-0.38
MSCI World,2152.7,5.03,0.23
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2477.24,3.39,0.14
