지수명,종가,대비,등락률
코스피 200,330.25,-1.03,-0.31
코스피 200 선물지수,1603.09,-3.88,-0.24
WISE ESG우수기업 지수,,,
S&P Global Infrastructure Index,2655.32,-15.55,-0.58
S&P KOREA Dividend Opportunity Index,4784.84,25.22,0.53
FnGuide 고배당저변동50 지수,2062.5,16.54,0.81
FnGuide 배당주 지수,13865.41,133.24,0.97
FnGuide 고배당 채권혼합 지수,2737.76,9.76,0.36
MSCI ACWI Index,528.02,0.73,0.14
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),114.88,0.01,0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",119.29,0,0
S&P 500,2751.29,3.58,0.13
NASDAQ 100 Technology Sector Index,4112.17,-16.85,-0.41
Dow Jones U.S Select Dividend Index(시장가격지수),710.47,-2.74,-0.38
KAP Barbell Index(총수익),119.08,-0.11,-0.09
MSCI EAFE Index,2105.12,6.1,0.29
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,7181.47,63.46,0.89
WISE 스마트베타 VALUE INDEX,,,
WISE 스마트베타 지수,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1223.23,2.88,0.24
MSCI EM Index,1205.14,-1.72,-0.14
SZSE ChiNext Price Index,1803.59,-2.57,-0.14
KOBI HALF CREDIT Index(총수익),10335.45,-0.25,0
FnGuide 주도업종 지수,1528.22,-8.84,-0.58
FnGuide 중형주저변동50지수,2165.86,-3.89,-0.18
Hang Seng China H,12255.68,20.49,0.17
코스피,2510.23,-3.05,-0.12
코스피 100 동일가중지수,2228.2,20.79,0.94
코스피 50,2220.78,-13.35,-0.6
KRX ESG Leaders 150,1634.68,14.18,0.88
코스피 200 정보기술,2426.49,-15.31,-0.63
코스피 200 건설,273.08,3.08,1.14
코스피 200 경기소비재,1619.31,19.56,1.22
코스피 200 금융,916.76,8.32,0.92
코스피 200 산업재,574.17,4.43,0.78
코스피 200 생활소비재,1361.02,15.34,1.14
코스피 200 에너지/화학,1613.53,4.75,0.3
코스피 200 중공업,300.94,2.5,0.84
코스피 200 철강/소재,1142.72,31.4,2.83
MKF 5대그룹주,6003.01,20.53,0.34
FnGuide KQ고배당포커스 지수,6493.73,-72.08,-1.1
FnGuide 셀렉트 밸류 지수,2371.98,4.63,0.2
FnGuide 셀렉트벨류 채권혼합지수,1677.25,0.81,0.05
FnGuide 고배당포커스 지수,8176.35,-2.99,-0.04
KTB INDEX(시장가격),10461.7,-6.19,-0.06
국채선물지수,1221.85,-0.68,-0.06
S&P Global 1200 Information Technology Index (Price Return),4112.29,-9.39,-0.23
KIS 종합채권국공채3M~1.5Y지수,116.13,0.01,0.01
KIS 통안채 5개월 지수(총수익),11088.13,0.64,0.01
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),5893.46,-9.66,-0.16
S&P U.S. Treasury Bond Futures Excess Return Index,249.01,-2.49,-0.99
MKF 수출주 지수,10264.55,81.5,0.8
MKF 우량업종대표주 지수,11948.89,173.11,1.47
TOPIX,1889.29,8.95,0.48
주식국채혼합(주식형)지수,1466.75,-3.46,-0.24
CSI A100,4263.8,42.12,1
KOBI 크레딧 지수(총수익),13049.85,-4.49,-0.03
FnGuide 중소형고배당포커스 지수,10808.76,-9.61,-0.09
KIS 종합채권국공채4~5Y지수,124.47,-0.14,-0.11
WISE 지주회사테마지수(시장가격지수),,,
주식국채혼합(채권형)지수,1409.58,-1.9,-0.13
코스닥 150,1498.13,-21.18,-1.39
F-코스닥150 지수,1577.17,-21.76,-1.36
FnGuide 헬스케어 지수,3354.42,-46.12,-1.36
FnGuide 헬스케어 채권혼합 지수,1742.66,-7.74,-0.44
S&P ASIA50 Price Return Index,3321.36,-1.1,-0.03
S&P WCI Gold Excess Return Index,317.49,0.26,0.08
KIS MSB 단기지수(총수익),11046.25,0.65,0.01
MSCI Russia 25% Capped Price Return Index,,,
다우존스 인터넷 종합지수,514.02,-1.43,-0.28
Dow Jones U.S. Real Estate Index,1165.8,-13.22,-1.12
코스피 배당성장 50,3596.89,8.08,0.23
FnGuide-RAFI 코리아 대형 지수,8054.07,4.96,0.06
VN30 Index(PR),1039.64,16.14,1.58
MKF SAMs EW 지수,13600.63,49.5,0.37
MKF SAMs SW,10293.01,-42.75,-0.41
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
MSCI Indonesia Index,7520.76,-40.41,-0.53
Nikkei 225,23849.99,135.46,0.57
CSI 300 Index,4189.3,29.14,0.7
KIS 종합채권국공채1-10Y지수,130.36,-0.14,-0.11
코스닥,829.99,-9.52,-1.13
MSCI Philippines IMI Index,2064.11,38.46,1.9
FnGuide 성장소비주도 지수,2432.99,-0.84,-0.03
코스피 200 중소형주지수,1130.8,8.49,0.76
코스피 200 TR,366.07,-1.14,-0.31
코스피 200 가치저변동성,4759.69,-19.84,-0.42
코스피 200 동일가중지수,2272.18,18.05,0.8
코스피 200 미국채 혼합지수,2559.3,-5.02,-0.2
S&P GSCI Grains Select Index ER,18.46,0.08,0.44
KRX 미디어&엔터테인먼트,2061.33,-8.86,-0.43
KRX 정보기술,1125.54,-13.34,-1.17
KTOP 30,8404.41,-19.41,-0.23
MSCI Korea Index,765.67,-4.66,-0.6
MSCI Korea TR Index,1238.1,-7.53,-0.6
MSCI Korea IMI Momentum Capped,3686.15,-20.72,-0.56
MSCI Korea IMI Enhanced Value Capped,6235.41,-32.11,-0.51
MSCI Korea IMI Quality Capped,6023.5,-62.9,-1.03
S&P GSCI Crude Oil Index ER,185.3,3.57,1.96
FnGuide 가치투자형 지수,,,
KRX 건설,593.54,6.5,1.11
KRX 경기소비재,1421.23,21.23,1.52
FnGuide 고배당 Plus 지수,15885.72,103.65,0.66
S&P GSCI Gold Index(TR),697.99,-3.53,-0.5
S&P GSCI GOLD Index Excess Return,106.62,-0.54,-0.5
S&P GSCI North American Copper Index(TR),444.24,-1.09,-0.24
MKF 국고채지수(총수익),172.59,-0.09,-0.05
10년국채선물지수,1253.39,-3.42,-0.27
ROBO Global Robotics & Automation UCITS Price Return Index,707.47,3.56,0.51
KRX 기계장비,597.05,4.18,0.71
KAP 단기변동금리부은행채권지수,121.8,0.01,0.01
KRW Cash 지수(총수익),146.45,0,0
KRW Cash PLUS 지수(총수익),139.3,0.01,0.01
MSCI Germany Index,1094.29,2.13,0.2
FnGuide 모멘텀 Plus 지수,3398.86,-3.91,-0.11
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,378.6,0.77,0.2
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,129.66,-0.4,-0.31
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6801.41,172.41,2.6
S&P Select Sector Industrial Index,786.14,4.57,0.58
S&P Select Sector Energy Index,759.66,-2.4,-0.31
미국달러선물지수,1082.57,0.81,0.07
FTSE Russell 2000 Index,1560.1,-1.71,-0.11
FnGuide 바이오 지수,4050.49,-54,-1.32
KRX 반도체,2678.23,-15.12,-0.56
배당성장채권혼합지수,1749.54,0.46,0.03
FnGuide 벨류 Plus 지수,2041.57,12.33,0.61
KRX 보험,1905.4,25.4,1.35
삼성그룹,7165.52,-8.39,-0.12
WISE 삼성그룹 밸류 인덱스,7673.56,-16.2,-0.21
MSCI World,2161.78,3.82,0.18
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2801.05,-1.35,-0.05
KRX 운송,591.51,-0.26,-0.04
S&P GSCI Silver Index(TR),579.68,-4.54,-0.78
KRX 은행,992.19,8.13,0.83
TOPIX100,1186.06,5.65,0.48
KRX 자동차,1688.51,11.31,0.67
KAP 한국종합채권지수,230.64,-0.11,-0.05
FTSE China A50 Index,13759.44,147.72,1.09
KRX 증권,757.67,-8.88,-1.16
KRX 철강,2187.27,53.61,2.51
KRX 최소변동성지수,6211.48,2.07,0.03
코스피 100,2513.16,-10.07,-0.4
S&P GSCI Soybeans Index(TR),4139.77,-12.72,-0.31
FnGuide 퀄리티 Plus 지수,2528.74,8.5,0.34
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,2016.01,-1.1,-0.05
KRX 헬스케어,4260.3,-45.21,-1.05
KRX 100,5275.42,-25,-0.47
MKF 웰스 고배당20,9289.18,0.91,0.01
KIS 10년 국고채 지수 (총수익),14234.39,-38.8,-0.27
MK 머니마켓 지수(총수익),12118.75,0.98,0.01
WISE 배당바이백플러스 지수,,,
MKF 블루칩,9045.56,55.38,0.62
Nifty 50 Index,10637,13.4,0.13
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),12568.27,0.47,0
CSI 500 지수,6445.75,-0.43,-0.01
코스피 200 헬스케어,2512.15,13.82,0.55
코스피 200 커버드콜 5% OTM,409.02,-1.21,-0.29
MKF LG그룹+ FW,9202.5,171.15,1.9
S&P Global 1200 Health Care Index,3261.98,24.21,0.75
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1396.24,14.26,1.03
경기방어소비재 채권혼합 지수,1449.19,3.88,0.27
S&P GSCI Cash Copper Index,196.19,0.19,0.1
MorningStar Exponential Technologies Index(PR),1714.08,5.04,0.29
MorningStar Global Upstream Resources Index(PR),3418.53,-4.44,-0.13
S&P GSCI Industrial Metals Select Index(TR),183.94,-0.91,-0.49
S&P GSCI Precious Metals Index(TR),1581.08,-8.46,-0.53
S&P GSCI Agriculture Enhanced Index(ER),67.75,0.19,0.28
Markit iBoxx USD Liquid High Yield 0-5 year 지수,88.98,0,0
KIS MSB 6M(총수익),11382.97,0.55,0
TAIEX 지수,10914.89,-0.86,-0.01
BNY Latin America 35 ADR,2819.28,0,0
FnGuide Low Vol 지수,14197.34,149.06,1.06
FnGuide 모멘텀 지수,25411.79,119.69,0.47
MSCI US REIT Index,1122.07,-14.75,-1.3
S&P 500 Futures Index(ER),251.87,0.5,0.2
NASDAQ 100,6677.94,1.31,0.02
NASDAQ Biotechnology 지수(시장가격지수),3474.4,68.32,2.01
Dow Jones Industrial Average,25385.8,102.8,0.41
WISE 미디어컨텐츠 지수,3232.11,-3.93,-0.12
KRX 방송통신,1027.71,26.09,2.6
FnGuide 베타플러스 지수,,,
MKF SAMs FW,9352.99,-13.08,-0.14
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,4623,-31.55,-0.68
WISE 여행레저 지수,2110.37,25.45,1.22
FnGuide 퀄리티밸류 지수,26448.86,256.65,0.98
코스피 우선주 지수,2915.98,-7.16,-0.24
S&P GSCI Crude Oil Enhanced Index ER,496.09,9.08,1.86
EURO STOXX 50 Index,3622.87,6.42,0.18
Euro STOXX Select Dividend 30,2164.35,7.52,0.35
TOPIX-17 Pharmaceutical Index,228.85,0.99,0.43
FnGuide 자동차 지수,,,
FnGuide 중국내수테마 지수,4173.28,-4.51,-0.11
FnGuide 증권 지수,2294.74,-15.36,-0.66
WISE 지속배당 지수,,,
Hang Seng China (Hong Kong-listed) 25 Index,10979.1,18.96,0.17
코스닥 150 정보기술,712.25,-8.05,-1.12
코스닥 150 저변동성,2179.38,-29.73,-1.35
코스닥 150 헬스케어,5161.54,-52.19,-1
코스피 고배당 50,2703.58,-0.54,-0.02
코스피 대형주,2462.72,-5.83,-0.24
코스피 중형주,2763.77,8.6,0.31
MKF 현대차그룹+ FW,17744.49,113.26,0.64
WISE 화장품 지수,4662.39,-13.71,-0.29
FnGuide 화학 지수,,,
MKF 중소형 가치,8818.07,24.9,0.28
FnGuide-RAFI 코리아200 지수,8330.36,7.95,0.1
코스피 200 고배당지수,3188.73,27.1,0.86
KAP 단기채권 지수(총수익),137.27,0.01,0.01
KRX 스마트 밸류지수,1593.9,13.05,0.83
S&P Korea 저변동성 지수,9957.18,65.99,0.67
