지수명,종가,대비,등락률
코스피 200,268.27,-1.31,-0.49
코스피 200 동일가중지수,1932.35,11.43,0.6
코스피 200 로우볼 가중 지수,1271.02,-6.77,-0.53
코스피 200 모멘텀 가중 지수,1168.15,-5.65,-0.48
코스피 200 밸류 가중 지수,1281.57,-6.86,-0.53
코스피 200 선물지수,1294.92,-5.07,-0.39
코스피 200 퀄리티 가중 지수,1317.05,-6.7,-0.51
WISE ESG우수기업 지수,,,
KRX 300,1243.31,-4.29,-0.34
KRX300 정보기술,1525.73,-3.34,-0.22
KRX300 금융,894.45,-4.6,-0.51
KRX300 산업재,614.58,-2.73,-0.44
KRX300 자유소비재,1126.39,7.7,0.69
KRX300 헬스케어,3053.63,8.19,0.27
S&P Global Infrastructure Index,2340.6,-4.78,-0.2
FnGuide 고배당저변동50 지수,1786.81,1.83,0.1
FnGuide 배당주 지수,12459.81,-44.61,-0.36
FnGuide 고배당 채권혼합 지수,2673.72,-3.88,-0.14
10년국채선물지수,1306.17,-0.94,-0.07
국채선물지수,1242.09,-0.23,-0.02
MSCI ACWI Index,477.68,1.81,0.38
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),116.68,0.01,0.01
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",121.81,0,0
S&P 500,2649.93,8.04,0.3
NASDAQ 100 Technology Sector Index,3848.46,49.55,1.3
Dow Jones U.S Select Dividend Index(시장가격지수),679.65,-1.34,-0.2
KAP Barbell Index(총수익),122.29,-0.01,-0.01
MSCI EAFE Index,1796.59,7.47,0.42
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6016.7,34.87,0.58
WISE 스마트베타 VALUE INDEX,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1184.7,2.02,0.17
MSCI EM Index,975.04,2.46,0.25
SZSE ChiNext Price Index,1363.03,7.7,0.57
KOBI HALF CREDIT Index(총수익),10541.87,0.27,0
FnGuide 주도업종 지수,1215.19,-3.52,-0.29
FnGuide 중형주저변동50지수,1761.93,16.52,0.95
Hang Seng China H,10486.07,19.96,0.19
코스닥 150,1186.22,12.77,1.09
F-코스닥150 지수,1245.62,16.2,1.32
코스피,2076.55,-6.03,-0.29
코스피 50,1774.68,-13.23,-0.74
코스피 중형주,2443.1,25.9,1.07
KRX ESG Leaders 150,1386.91,1.21,0.09
KAP 단기 통안채 지수(총수익),12307.98,0.39,0
코스피 200 정보기술,1926.85,-8.07,-0.42
코스피 200 건설,270.12,-2.89,-1.06
코스피 200 경기소비재,1245.27,5.85,0.47
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1440.29,2.89,0.2
코스피 200 금융,737.04,-4.04,-0.55
코스피 200 산업재,485.78,5.12,1.07
코스피 200 생활소비재,1167.75,4.6,0.4
코스피 200 에너지/화학,1355.39,-1.44,-0.11
코스피 200 중공업,320.71,-0.19,-0.06
코스피 200 철강/소재,787.81,4.02,0.51
MKF 5대그룹주,4990.36,-17.18,-0.34
KRX ESG 사회책임경영지수(S),1401.08,-8.98,-0.64
FnGuide KQ고배당포커스 지수,5291.97,43.41,0.83
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
