지수명,종가,대비,등락률
코스피 200,258.25,-0.83,-0.32
코스피 200 동일가중지수,1754.94,6.19,0.35
코스피 200 로우볼 가중 지수,1204.58,-6.77,-0.56
코스피 200 모멘텀 가중 지수,1104.54,-3.77,-0.34
코스피 200 밸류 가중 지수,1213.12,-5.33,-0.44
코스피 200 선물지수,1252.98,-6.8,-0.54
코스피 200 퀄리티 가중 지수,1248.25,-3.04,-0.24
WISE ESG우수기업 지수,,,
KRX 300,1174.68,-4.06,-0.34
KRX300 정보기술,1582.05,-5.95,-0.37
KRX300 금융,759.7,-4.66,-0.61
KRX300 산업재,539.67,-0.85,-0.16
KRX300 자유소비재,1215.92,-3.09,-0.25
KRX300 헬스케어,2114.58,4.22,0.2
S&P Global Infrastructure Index,2634.93,12.93,0.49
FnGuide 고배당저변동50 지수,1666.7,-2.53,-0.15
FnGuide 배당주 지수,11065.29,-37.4,-0.34
FnGuide 고배당 채권혼합 지수,2605.45,-3.05,-0.12
10년국채선물지수,1400.72,2.09,0.15
국채선물지수,1263.14,0.34,0.03
MSCI ACWI Index,507.76,-2.67,-0.52
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),118.57,0,0
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",124.52,0,0
S&P 500,2906.27,-20.19,-0.69
NASDAQ 100 Technology Sector Index,4636.64,-56.77,-1.21
Dow Jones U.S Select Dividend Index(시장가격지수),695.26,-2.04,-0.29
ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수),503.95,0.42,0.08
ICE BofaAML 15+ Year AAA-A US Corporate Index(총수익지수),1298.3,2.43,0.19
MSCI EAFE Index,1838.27,0.33,0.02
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,5814.38,16.91,0.29
WISE 스마트베타 VALUE INDEX,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1202.07,1.46,0.12
MSCI EM Index,973.28,-10.48,-1.07
SZSE ChiNext Price Index,1660.43,8.14,0.49
KOBI HALF CREDIT Index(총수익),10776.85,0.26,0
FnGuide 주도업종 지수,1088.23,-1.89,-0.17
FnGuide 중형주저변동50지수,1630.18,6.1,0.38
코스닥 150,905.36,-5.77,-0.63
F-코스닥150 지수,958.01,-4.24,-0.44
코스피,1965.69,-3.5,-0.18
코스피 50,1743.63,-7.09,-0.4
코스피 TR,2239.38,-3.99,-0.18
코스피 중형주,2135.49,9.32,0.44
KRX ESG Leaders 150,1235.62,2.25,0.18
코스피 200 TR,295.13,-0.95,-0.32
MSCI Korea TR Index,1005.06,-4.21,-0.42
FnGuide E커머스 지수,1607.57,10.66,0.67
FnGuide 고배당 알파 지수,1356.81,-9.07,-0.66
FnGuide 농업융복합산업 지수(시장가격),1030.97,-2.75,-0.27
KAP 단기 통안채 지수(총수익),12489.76,0.42,0
코스피 200 정보기술,1995.14,-5.96,-0.3
코스피 200 건설,231.66,-2.16,-0.92
코스피 200 경기소비재,1358.92,-4.02,-0.29
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1317.97,2.88,0.22
코스피 200 금융,626.1,-3.83,-0.61
코스피 200 산업재,498.91,-1.02,-0.2
코스피 200 생활소비재,1038.91,14.81,1.45
코스피 200 에너지/화학,1150.23,-0.61,-0.05
코스피 200 중공업,268.39,0.69,0.26
코스피 200 철강/소재,697.91,1.06,0.15
코스피 200 커뮤니케이션서비스,1655.78,1.85,0.11
MKF 5대그룹주,4993.09,-14.54,-0.29
KRX ESG 사회책임경영지수(S),1303.97,-4.38,-0.33
FnGuide IT플러스 지수,1518.19,-5.04,-0.33
FnGuide KQ고배당포커스 지수,4952.55,-32.55,-0.65
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
KRX 300 미국달러 선물혼합지수,952.73,0.49,0.05
KRX 300 선물지수,808.5,-3.17,-0.39
FnGuide 셀렉트 밸류 지수,2102.75,-4.07,-0.19
FnGuide 셀렉트벨류 채권혼합지수,1663.88,-1,-0.06
WISE 게임 테마 지수 (시장가격지수),4123.39,-5.19,-0.13
FnGuide 고배당포커스 지수,6417.17,-48.96,-0.76
KTB INDEX(시장가격),10788.52,4.5,0.04
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1057.38,-12.3,-1.15
FnGuide 내수주플러스 지수,1242.06,12.2,0.99
KIS 종합채권국공채3M~1.5Y지수,120.4,0,0
