지수명,종가,대비,등락률
코스피 200,289,0.26,0.09
코스피 200 동일가중지수,2070.62,5.32,0.26
코스피 200 로우볼 가중 지수,1349.03,1.11,0.08
코스피 200 모멘텀 가중 지수,1232.7,0.36,0.03
코스피 200 밸류 가중 지수,1373.01,1.25,0.09
코스피 200 선물지수,1411.17,3.9,0.28
코스피 200 퀄리티 가중 지수,1395.8,2.61,0.19
WISE ESG우수기업 지수,,,
KRX 300,1336.02,2.1,0.16
KRX300 정보기술,1741.16,8.66,0.5
KRX300 금융,902.01,3.85,0.43
KRX300 산업재,654.25,-0.91,-0.14
KRX300 자유소비재,1258.11,2.87,0.23
KRX300 헬스케어,3130.01,-22.54,-0.71
S&P Global Infrastructure Index,2540.14,-2.36,-0.09
FnGuide 고배당저변동50 지수,1865.61,6.88,0.37
FnGuide 배당주 지수,12546.19,16.19,0.13
FnGuide 고배당 채권혼합 지수,2695.73,1.13,0.04
10년국채선물지수,1325.73,-1.05,-0.08
국채선물지수,1246.16,-0.46,-0.04
MSCI ACWI Index,505.69,1.54,0.31
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),117.26,0,0
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",122.67,0,0
S&P 500,2796.11,3.44,0.12
NASDAQ 100 Technology Sector Index,4421.99,27.46,0.62
Dow Jones U.S Select Dividend Index(시장가격지수),700.72,-1.88,-0.27
KAP Barbell Index(총수익),123.46,-0.04,-0.03
MSCI EAFE Index,1876.84,7.69,0.41
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6557.04,14.45,0.22
WISE 스마트베타 VALUE INDEX,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1223.38,0.62,0.05
MSCI EM Index,1067.64,8.99,0.85
SZSE ChiNext Price Index,1536.37,80.07,5.5
KOBI HALF CREDIT Index(총수익),10613.69,-0.06,0
FnGuide 주도업종 지수,1230.82,0.39,0.03
FnGuide 중형주저변동50지수,1854.15,11.56,0.63
Hang Seng China H,11631.03,203.74,1.78
코스닥 150,1252.65,13.31,1.07
F-코스닥150 지수,1322.64,18.38,1.41
코스피,2232.56,2.06,0.09
코스피 50,1920.08,0.28,0.01
코스피 중형주,2591.58,1.45,0.06
KRX ESG Leaders 150,1478.02,3.61,0.24
FnGuide 농업융복합산업 지수(시장가격),1307.08,-2.18,-0.17
KAP 단기 통안채 지수(총수익),12366.05,0.41,0
코스피 200 정보기술,2163.45,-4.33,-0.2
코스피 200 건설,296.59,-1.55,-0.52
코스피 200 경기소비재,1413.36,3.41,0.24
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1432.31,-0.41,-0.03
코스피 200 금융,741.5,3.06,0.41
코스피 200 산업재,531.5,2,0.38
코스피 200 생활소비재,1266.38,3.71,0.29
코스피 200 에너지/화학,1410.44,4.72,0.34
코스피 200 중공업,327.4,-1.55,-0.47
코스피 200 철강/소재,867.41,0.9,0.1
코스피 200 커뮤니케이션서비스,1571.17,2.96,0.19
MKF 5대그룹주,5479.31,-7.64,-0.14
KRX ESG 사회책임경영지수(S),1509.95,2.45,0.16
FnGuide KQ고배당포커스 지수,5753.17,82.89,1.46
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
KRX 300 선물지수,924.31,0.83,0.09
FnGuide 셀렉트 밸류 지수,2240.63,7.25,0.32
FnGuide 셀렉트벨류 채권혼합지수,1679.46,2,0.12
WISE 게임 테마 지수 (시장가격지수),4441.54,40.54,0.92
FnGuide 고배당포커스 지수,7233.64,14.52,0.2
KTB INDEX(시장가격),10634.68,-3.14,-0.03
S&P Global 1200 Information Technology and Interactive Media & Services(PR),982.4,5.36,0.55
KIS 종합채권국공채3M~1.5Y지수,118.8,0.01,0.01
KIS 통안채 5개월 지수(총수익),11314.32,0.42,0
WISE 대형고배당10 TR 지수,1227.02,-1.74,-0.14
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),4655.69,-6.01,-0.13
S&P U.S. Treasury Bond Futures Excess Return Index,247.75,-0.47,-0.19
MKF 수출주 지수,9260.02,34.26,0.37
MKF 우량업종대표주 지수,10988.93,24.32,0.22
TOPIX,1620.87,11.35,0.71
주식국채혼합(주식형)지수,1354.18,0.73,0.05
MSCI China NTR Index(USD) (Net Total Return),573.21,8.87,1.57
CSI A100,3931.51,227.2,6.13
KOBI 크레딧 지수(총수익),13566.83,-1.69,-0.01
FnGuide 중소형고배당포커스 지수,9568.82,46.1,0.48
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,131.03,-0.04,-0.03
WISE 지주회사테마지수(시장가격지수),,,
Hang Seng China Enterprises Futures Index(Price Return),13746.07,198.53,1.47
주식국채혼합(채권형)지수,1392.75,0.09,0.01
FnGuide 헬스케어 지수,2865.55,-21.88,-0.76
FnGuide 헬스케어 채권혼합 지수,1724.02,-4.13,-0.24
S&P ASIA50 Price Return Index,3139.62,8.18,0.26
S&P WCI Gold Excess Return Index,311.27,0.53,0.17
KIS MSB 단기지수(총수익),11258.88,0.5,0
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,8701.82,-6.33,-0.07
다우존스 인터넷 종합지수,621.45,1.59,0.26
MorningStar Wide Moat Focus Index,7212.93,-6.88,-0.1
Dow Jones U.S. Real Estate Index,1294.47,-9.31,-0.71
코스피 배당성장 50,3115.29,26.2,0.85
FnGuide-RAFI 코리아 대형 지수,7160.11,8.31,0.12
VN30 Index(PR),939.47,9.97,1.07
MKF SAMs EW 지수,14001.27,39.97,0.29
MKF SAMs SW,10133.16,22.04,0.22
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1546.08,-1.4,-0.09
MSCI Indonesia Index,7308.8,43.76,0.6
Nikkei 225,21528.23,102.72,0.48
CSI 300 Index,3729.48,209.36,5.95
KIS 종합채권국공채1-10Y지수,136.59,-0.04,-0.03
코스닥,750.4,7.02,0.94
MSCI Philippines IMI Index,1850.89,0,0
FnGuide 성장소비주도 지수,2404.41,20.77,0.87
코스피 200 중소형주지수,1031.58,1.08,0.1
코스피 200 TR,328.17,0.3,0.09
코스피 200 가치저변동성,4273.38,2.21,0.05
코스피 200 미국채 혼합지수,2510.48,-2.57,-0.1
FnGuide 2차전지 산업 지수,1621.65,16.33,1.02
S&P GSCI Grains Select Index ER,16.93,-0.26,-1.51
FnKorea 50 지수,,,
KRX 정보기술,1060.66,6.58,0.62
KTOP 30,7175.61,12.2,0.17
iEdge Emerging Markets Futures Index(ER),1149.29,25.28,2.25
MSCI Korea ESG Universal Capped Index,1221.15,0.37,0.03
MSCI Korea Index,670.85,0.68,0.1
MSCI Korea TR Index,1115.22,1.13,0.1
MSCI Korea IMI Momentum Capped,3031.37,5.8,0.19
MSCI Korea IMI Enhanced Value Capped,5568.56,2.26,0.04
MSCI Korea IMI Quality Capped,5202.4,-16.52,-0.32
FnGuide TOP 5 Plus Total Return 지수,1314.53,-1.28,-0.1
S&P GSCI Crude Oil Index ER,167.16,-5.36,-3.11
FnGuide 가치투자형 지수,,,
KRX 건설,674.5,-3.54,-0.52
FnGuide 게임 산업 지수,1159.7,13.16,1.15
KRX 경기소비재,1335.77,0.78,0.06
FnGuide 고배당 Plus 지수,13690.85,32.46,0.24
S&P GSCI Gold Index(TR),700.32,-1.59,-0.23
S&P GSCI GOLD Index Excess Return,104.53,-0.26,-0.25
S&P GSCI North American Copper Index(TR),402.82,0.22,0.05
MKF 국고채지수(총수익),178.97,-0.03,-0.02
ROBO Global Robotics & Automation UCITS Price Return Index,633.38,5.85,0.93
KRX 기계장비,575.17,-1.32,-0.23
KAP 단기변동금리부은행채권지수,124.25,0,0
KRW Cash 지수(총수익),149.43,0,0
KRW Cash PLUS 지수(총수익),142.41,0,0
FnGuide 모멘텀 Plus 지수,3115.47,34.44,1.12
NYSE U.S. Big TECH 10 INDEX,2553.56,18.87,0.74
S&P Select Sector Technology Index,,,
S&P 500 Futures Total Return Index,391.32,0.88,0.23
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,123.36,-0.19,-0.15
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,6962.12,295.02,4.43
S&P Select Sector Industrial Index,765.45,2.91,0.38
S&P Select Sector Energy Index,661.5,1.03,0.16
NASDAQ 100,7115.43,24.8,0.35
미국달러선물지수,1146.89,-4.91,-0.43
FTSE Russell 2000 Index,1588.81,-1.25,-0.08
S&P 10-Year U.S. Treasury Note Futures KRW(ER),202.68,-0.94,-0.46
S&P Ultra T-Bond Futures Index(ER),156.48,-0.37,-0.24
KRX 미디어&엔터테인먼트,1633.11,7.2,0.44
FnGuide 바이오 지수,3841.37,-3.92,-0.1
KRX 반도체,2225.27,49.04,2.25
배당성장채권혼합지수,1723.28,4.02,0.23
FnGuide 벨류 Plus 지수,1836.21,13.41,0.74
KRX 보험,1667.88,8.23,0.5
삼성그룹,6902.73,31.04,0.45
WISE 삼성그룹 밸류 인덱스,7610.86,36.22,0.48
MSCI World,2091.84,4.87,0.23
FnGuide 성장투자형 지수,,,
KRX 에너지화학,2433.31,12.24,0.51
KRX 운송,625.19,5.97,0.96
S&P GSCI Silver Index(TR),536.31,-2.72,-0.5
KRX 은행,779.64,2.93,0.38
TOPIX100,1034.01,7.26,0.71
KRX 자동차,1457.27,8.19,0.57
KAP 한국종합채권지수,242.14,-0.05,-0.02
FTSE China A50 Index,12735.12,725.48,6.04
KRX 증권,651.48,4.73,0.73
KRX 철강,1641.14,4.91,0.3
KRX 최소변동성지수,5729.92,36.05,0.63
코스피 100,2191.27,1.9,0.09
S&P GSCI Soybeans Index(TR),3724.01,5.78,0.16
FnGuide 퀄리티 Plus 지수,2445.64,12.16,0.5
FnGuide 턴어라운드투자형 지수,,,
KRX 필수소비재,1741.97,11.89,0.69
한국 대만 IT 프리미어지수,1448.56,5.06,0.35
KRX 헬스케어,3590.39,-21.78,-0.6
KRX 100,4643.91,2.74,0.06
MKF 웰스 고배당20,8340.76,41.8,0.5
KIS 10년 국고채 지수 (총수익),15307.78,-14.44,-0.09
MK 머니마켓 지수(총수익),12379.88,0.43,0
WISE 배당바이백플러스 지수,,,
MKF 블루칩,8159.55,1.76,0.02
Nifty 50 Index,10880.1,88.45,0.82
FnGuide 저BPR 가중 지수,,,
MK 통안채지수(총수익),12867.39,-0.19,0
CSI 500 지수,5044.35,267.05,5.59
코스피 200 헬스케어,2094.28,-18.37,-0.87
코스피 200 커버드콜 5% OTM,352.89,0.27,0.08
코스피 200 커버드콜 ATM 지수,1259.16,0.37,0.03
WISE 2차전지 테마 지수,3277.93,54.41,1.69
WISE K게임 테마 지수,724.08,8.46,1.18
MKF LG그룹+ FW,7885.08,7.3,0.09
MSCI Korea Country ESG Leaders Capped Index,1178.66,-2.08,-0.18
MSCI Korea ESG Universal Index,1213.97,0.71,0.06
S&P Global 1200 Health Care Index,3433.44,6.11,0.18
FnGuide TOP10 지수,2983.48,-7.98,-0.27
FnGuide Contrarian Index,,,
코스피 200 경기방어소비재,1153.25,-2.07,-0.18
경기방어소비재 채권혼합 지수,1407.99,-1.05,-0.07
S&P GSCI Cash Copper Index,175.37,1.49,0.86
MorningStar Exponential Technologies Index(PR),1760.13,12.92,0.74
MorningStar Global Upstream Resources Index(PR),3278.77,8.41,0.26
S&P GSCI Industrial Metals Select Index(TR),168.94,-0.25,-0.15
S&P GSCI Precious Metals Index(TR),1573.65,-4.02,-0.25
