지수명,종가,대비,등락률
코스피 200,288.37,0.95,0.33
코스피 200 동일가중지수,2081.29,9.47,0.46
코스피 200 로우볼 가중 지수,1346.03,5.53,0.41
코스피 200 모멘텀 가중 지수,1224.46,3.78,0.31
코스피 200 밸류 가중 지수,1368.23,3.79,0.28
코스피 200 선물지수,1406.79,5.58,0.4
코스피 200 퀄리티 가중 지수,1392.84,4.53,0.33
WISE ESG우수기업 지수,,,
KRX 300,1334,4.44,0.33
KRX300 정보기술,1744.52,5.67,0.33
KRX300 금융,906.69,3.32,0.37
KRX300 산업재,633.43,3.2,0.51
KRX300 자유소비재,1329.4,-3.22,-0.24
KRX300 헬스케어,3088.16,-11.89,-0.38
S&P Global Infrastructure Index,2614.45,6.06,0.23
FnGuide 고배당저변동50 지수,1878.59,6.09,0.33
FnGuide 배당주 지수,12621.32,63.32,0.5
FnGuide 고배당 채권혼합 지수,2711.45,5.45,0.2
10년국채선물지수,1340.22,-1.04,-0.08
국채선물지수,1248.86,0,0
MSCI ACWI Index,521.29,2.59,0.5
KAP Money Market Credit Index(Total Retrun),,,
KAP Money Market Index(총수익),117.57,0.02,0.02
"KAP 투자적격 크레딧 채권 1년 지수(A- 이상,총수익)",123.13,0.02,0.02
S&P 500,2907.41,19.09,0.66
NASDAQ 100 Technology Sector Index,4766.14,47,1
Dow Jones U.S Select Dividend Index(시장가격지수),718.88,4.21,0.59
KAP Barbell Index(총수익),124.23,-0.02,-0.02
MSCI EAFE Index,1915.67,6.07,0.32
WISE 스마트베타 LowVOL 지수,,,
WISE 스마트베타 MOMENTUM INDEX,,,
WISE 스마트베타 QUALITY INDEX,6686.85,15.29,0.23
WISE 스마트베타 VALUE INDEX,,,
WISE-KAP 스마트베타 Quality 채권혼합지수,1235.32,0.93,0.08
MSCI EM Index,1089.09,1.6,0.15
SZSE ChiNext Price Index,1695.73,4.63,0.27
KOBI HALF CREDIT Index(총수익),10653.23,1.69,0.02
FnGuide 주도업종 지수,1229.57,-2.78,-0.23
FnGuide 중형주저변동50지수,1915.88,21.23,1.12
Hang Seng China H,11659.84,41.8,0.36
코스닥 150,1228.01,-4.63,-0.38
F-코스닥150 지수,1299.27,-1.59,-0.12
코스피,2233.45,9.01,0.41
코스피 50,1919.99,5.92,0.31
코스피 중형주,2609.46,22.45,0.87
KRX ESG Leaders 150,1463.18,5.45,0.37
FnGuide 농업융복합산업 지수(시장가격),1278.08,-1.75,-0.14
KAP 단기 통안채 지수(총수익),12396.88,1.79,0.01
코스피 200 정보기술,2189.27,-3.71,-0.17
코스피 200 건설,282.04,-1.83,-0.64
코스피 200 경기소비재,1474.59,-0.93,-0.06
코스피 200 고배당커버드콜 ATM 지수(시장가격지수),1417.35,7.43,0.53
코스피 200 금융,744.69,3.31,0.45
코스피 200 산업재,516.25,3.93,0.77
코스피 200 생활소비재,1259.67,6.85,0.55
코스피 200 에너지/화학,1374.02,-5.83,-0.42
코스피 200 중공업,301.1,-0.03,-0.01
코스피 200 철강/소재,861.74,-0.28,-0.03
코스피 200 커뮤니케이션서비스,1586.61,1.26,0.08
MKF 5대그룹주,5524.49,-21.36,-0.39
KRX ESG 사회책임경영지수(S),1493.96,5.41,0.36
FnGuide KQ고배당포커스 지수,5812.83,2.52,0.04
FnGuide KQ 모멘텀&로우볼 지수,,,
FnGuide KQ 모멘텀&밸류 지수,,,
KRX 300 미국달러 선물혼합지수,1004.86,4.97,0.5
KRX 300 선물지수,922.89,3.45,0.38
FnGuide 셀렉트 밸류 지수,2333.85,3.06,0.13
FnGuide 셀렉트벨류 채권혼합지수,1712.9,0.9,0.05
WISE 게임 테마 지수 (시장가격지수),4628.92,23.04,0.5
FnGuide 고배당포커스 지수,7173.94,39.83,0.56
KTB INDEX(시장가격),10650.96,0.97,0.01
S&P Global 1200 Information Technology and Interactive Media & Services(PR),1057.71,7.56,0.72
KIS 종합채권국공채3M~1.5Y지수,119.14,0,0
KIS 통안채 5개월 지수(총수익),11343.88,1.64,0.01
WISE 대형고배당10 TR 지수,1241.67,0.36,0.03
FnGuide 모멘텀&로우볼 지수,,,
FnGuide 모멘텀&밸류 지수,,,
S&P Oil & Gas Exploration & Production Select Industry Index(PR),4946.69,161.52,3.38
S&P U.S. Treasury Bond Futures Excess Return Index,250.14,-1.38,-0.55
MKF 수출주 지수,9375.59,62.41,0.67
MKF 우량업종대표주 지수,10687.29,28.34,0.27
TOPIX,1605.4,-1.12,-0.07
주식국채혼합(주식형)지수,1354.51,3.16,0.23
MSCI China NTR Index(USD) (Net Total Return),598.34,4.21,0.71
CSI A100,4160.74,-10.88,-0.26
KOBI 크레딧 지수(총수익),13649.75,2.55,0.02
FnGuide 중소형고배당포커스 지수,9508.54,26.86,0.28
FnGuide 중소형 모멘텀&로우볼 지수,,,
FnGuide 중소형모멘텀&밸류 지수(시장가격 지수),,,
KIS 종합채권국공채4~5Y지수,132,-0.03,-0.02
WISE 지주회사테마지수(시장가격지수),,,
Hang Seng China Enterprises Futures Index(Price Return),13821.22,78.14,0.57
주식국채혼합(채권형)지수,1397.23,1.47,0.11
FnGuide 헬스케어 지수,2856.21,-3.32,-0.12
FnGuide 헬스케어 채권혼합 지수,1729.69,-0.6,-0.03
S&P ASIA50 Price Return Index,3275.14,9.73,0.3
S&P WCI Gold Excess Return Index,301.5,-2.85,-0.94
KIS MSB 단기지수(총수익),11286.56,1.64,0.01
MSCI Russia 25% Capped Price Return Index,,,
MSCI MEXICO IMI 25/50 Price return Index,8855.27,-3.83,-0.04
다우존스 인터넷 종합지수,647.04,-0.21,-0.03
MorningStar Wide Moat Focus Index,7397.23,61.36,0.84
Dow Jones U.S. Real Estate Index,1363.11,7.16,0.53
코스피 배당성장 50,3194.75,5.56,0.17
FnGuide-RAFI 코리아 대형 지수,7110.54,17.77,0.25
VN30 Index(PR),893.1,-2.94,-0.33
MKF SAMs EW 지수,14228.92,92.02,0.65
MKF SAMs SW,10043.24,69.16,0.69
FnGuide 스마트 모멘텀 지수,,,
FnGuide 스마트 밸류 지수,,,
Morningstar Singapore REIT Yield Focus Index(PR),1594.11,-2.9,-0.18
MSCI Indonesia Index,7250.01,-24.92,-0.34
Nikkei 225,21870.56,159.18,0.73
