단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,2885,0,0,2910,2930,2845,590554,1707162620,133493315005,46271513
054620,APS홀딩스,8220,30,0.37,8190,8310,8000,19919,163613350,167640496620,20394221
265520,AP시스템,16850,-50,-0.3,17000,17000,16650,38561,649537500,257491943850,15281421
211270,AP위성,11450,-50,-0.43,11500,11600,11250,135647,1551162850,172692380800,15082304
032790,BNGT,4075,0,0,0,0,0,0,0,120352455875,29534345
013720,CBI,1350,-15,-1.1,1355,1385,1315,231943,310120390,91341043200,67660032
035760,CJ ENM,96400,600,0.63,95500,97500,95300,87490,8456817600,2113970445600,21929154
311690,CJ 바이오사이언스,31550,100,0.32,31750,32350,30950,14172,449066150,185472101600,5878672
051500,CJ프레시웨이,36950,-2200,-5.62,39350,39350,36950,84279,3162031950,438655102700,11871586
058820,CMG제약,2670,50,1.91,2620,2725,2600,807354,2155404405,370842291480,138892244
023460,CNH,1820,25,1.39,1795,1820,1795,25254,45437775,67704000000,37200000
056730,CNT85,3100,0,0,0,0,0,0,0,109591063600,35351956
065770,CS,2150,55,2.63,2095,2165,2050,71335,151164180,41733929500,19411130
083660,CSA 코스믹,1510,-15,-0.98,1510,1530,1490,15619,23580695,59571301430,39451193
404950,DB금융스팩10호,2110,10,0.48,2100,2115,2100,7704,16212305,12322400000,5840000
367340,DB금융스팩8호,2130,-5,-0.23,2135,2135,2105,1580,3364280,12886500000,6050000
367360,DB금융스팩9호,2145,-10,-0.46,2155,2155,2135,2474,5306965,10381800000,4840000
068790,DMS,5030,-20,-0.4,5060,5090,4990,22637,114152050,123602496830,24573061
241520,DSC인베스트먼트,4165,-15,-0.36,4170,4210,4130,45984,192196295,115834493495,27811403
245620,EDGC,3385,105,3.2,3315,3645,3275,7871559,27302891420,284597026435,84075931
037370,EG,9150,-50,-0.54,9200,9300,9110,14849,136560260,78918493800,8624972
050120,ES큐브,3920,20,0.51,3900,3960,3870,19192,75011975,53171217120,13564086
084180,EV수성,1525,0,0,1525,1570,1515,452013,696619840,93774654925,61491577
214270,FSN,4445,25,0.57,4420,4540,4365,174704,777426630,124035733640,27904552
130500,GH신소재,4965,55,1.12,4915,5150,4870,1270129,6372228145,72216183180,14545052
900290,GRT,1245,5,0.4,1250,1250,1235,40106,49852600,83881875000,67375000
083450,GST,21600,-150,-0.69,21900,22000,21500,36313,788317300,201263292000,9317745
297890,HB솔루션,13450,350,2.67,13100,13550,13100,26010,347047400,224790562850,16713053
078150,HB테크놀러지,2025,160,8.58,1870,2030,1850,746217,1451767825,159955612650,78990426
195940,HK이노엔,40400,250,0.62,40600,41550,40150,612182,24946149400,1167741759600,28904499
028300,HLB,40500,200,0.5,40450,42250,40250,1629752,66931922950,4328751172500,106882745
067630,HLB생명과학,12950,-50,-0.38,13100,13550,12950,1517569,19984084650,1236700148950,95498081
047920,HLB제약,15150,-500,-3.19,15650,15950,15150,557586,8687909800,417598599600,27564264
115450,HLB테라퓨틱스,12800,-600,-4.48,13450,13550,12800,499045,6555007500,401090700800,31335211
036640,HRS,6230,40,0.65,6250,6270,6090,85340,528904390,101890404000,16354800
335870,IBKS제12호스팩,2445,0,0,0,0,0,0,0,7628400000,3120000
351340,IBKS제13호스팩,2125,95,4.68,2040,2190,2010,546664,1155525685,10986250000,5170000
388790,IBKS제16호스팩,2225,0,0,0,0,0,0,0,7587250000,3410000
405350,IBKS제17호스팩,2300,20,0.88,2290,2300,2270,21395,48871710,6256000000,2720000
095340,ISC,33000,450,1.38,32600,33850,32050,164636,5466975950,574182543000,17399471
099520,ITX-AI,1285,0,0,0,0,0,0,0,37652662655,29301683
950170,JTC,2780,-65,-2.28,2810,2930,2745,35159,98053900,97315337260,35005517
067290,JW신약,3980,135,3.51,3815,4025,3815,468874,1853774710,183587199260,46127437
035900,JYP Ent.,53500,100,0.19,53900,55100,52900,399296,21647332500,1899115822000,35497492
318000,KBG,5950,20,0.34,6050,6050,5850,9733,57496020,48967458750,8229825
024840,KBI메탈,1725,10,0.58,1720,1745,1710,96667,166706125,56840212800,32950848
024120,KB오토시스,5700,80,1.42,5680,5920,5550,32684,185516860,65550000000,11500000
021320,KCC건설,6730,-140,-2.04,6880,6890,6730,22129,150638200,144022000000,21400000
036670,KCI,8100,-90,-1.1,8190,8220,8100,5117,41682320,91287000000,11270000
044180,KD,1030,-5,-0.48,1045,1050,1015,57341,58844490,25594100230,24848641
151860,KG ETS,15800,-50,-0.32,15900,16900,15450,2753126,44493686200,568800000000,36000000
046440,KG모빌리언스,7030,-100,-1.4,7130,7260,6990,192273,1371363240,272943743040,38825568
035600,KG이니시스,13650,-50,-0.36,13800,13900,13400,218137,2985306000,380895524100,27904434
226360,KH 건설,935,16,1.74,919,945,910,6899483,6408076627,105009113220,112309212
111870,KH 전자,734,-19,-2.52,753,757,721,1079282,792975993,98384419012,134038718
060720,KH바텍,18600,400,2.2,18100,18750,18100,140108,2598218750,440400421200,23677442
122450,KMH,7800,110,1.43,7740,7800,7530,57883,447526100,353620519200,45335964
052900,KMH하이텍,1405,25,1.81,1380,1420,1365,230232,321054475,72537404630,51628046
058400,KNN,1005,-5,-0.5,1015,1020,1000,194256,195505660,133091868600,132429720
114450,KPX생명과학,5690,410,7.77,5310,5930,5310,2783528,15770112400,85350000000,15000000
060370,KT서브마린,6650,200,3.1,6550,6750,6410,639952,4239098730,145635000000,21900000
108320,LX세미콘,94300,-1200,-1.26,96500,96800,92600,101725,9618797600,1533723490000,16264300
160550,NEW,7340,190,2.66,7250,7540,7240,383141,2825479740,204830818040,27906106
053290,NE능률,5520,110,2.03,5430,5560,5330,100418,551268080,91225214640,16526307
104200,NHN벅스,9090,20,0.22,9110,9310,8980,112502,1027264510,134782429500,14827550
060250,NHN한국사이버결제,12650,-200,-1.56,12950,13000,12550,206829,2640135500,508031729150,40160611
030190,NICE평가정보,14150,-100,-0.7,14300,14300,13950,72999,1026534750,859114703000,60714820
024940,PN풍년,4775,-135,-2.75,4900,5120,4750,84622,409371070,47750000000,10000000
218410,RFHIC,21750,-150,-0.68,22200,22250,21600,56845,1246561250,582604939500,26786434
327260,RF머트리얼즈,10900,-250,-2.24,11050,11200,10850,7556,83022600,89354897300,8197697
091340,S&K폴리텍,4230,-5,-0.12,4275,4275,4210,4635,19612125,49506739830,11703721
019550,SBI인베스트먼트,1535,-15,-0.97,1560,1565,1530,841774,1300094615,248772192625,162066575
950110,SBI핀테크솔루션즈,4360,55,1.28,4380,4380,4260,9577,41470005,104869074400,24052540
046140,SBS콘텐츠허브,6040,10,0.17,6050,6060,6000,4767,28725180,129639872200,21463555
151910,SBW생명과학,3700,-100,-2.63,3740,3800,3685,136665,508898905,655396236600,177134118
036120,SCI평가정보,3475,135,4.04,3340,3495,3315,2125659,7310532710,123362500000,35500000
099220,SDN,2515,5,0.2,2540,2585,2465,2624057,6660727230,141272104665,56171811
036540,SFA반도체,5450,310,6.03,5140,5630,5060,5484760,29514038950,896308651350,164460303
255220,SG,1620,25,1.57,1600,1640,1595,67156,108634970,72505836180,44756689
040610,SG&G,1975,-20,-1,2000,2010,1970,119155,236080060,67322212100,34087196
049470,SGA,934,-9,-0.95,943,943,920,132268,122631519,54977340566,58862249
184230,SGA솔루션즈,859,-6,-0.69,858,871,852,63893,54999750,46546825416,54187224
016250,SGC이테크건설,44100,600,1.38,43900,45000,43900,5395,240329050,114635524500,2599445
337450,SK5호스팩,5040,0,0,5750,6530,4540,29100381,164694713955,21722400000,4310000
340350,SK6호스팩,2145,-120,-5.3,2280,2300,2120,3988464,8780908200,12247950000,5710000
048550,SM C&C,3370,20,0.6,3350,3495,3335,1111971,3775088100,322206104400,95610120
063440,SM Life Design,2195,65,3.05,2160,2210,2100,468425,1015253575,100155993030,45629154
289080,SV인베스트먼트,2695,40,1.51,2645,2695,2630,130119,347215655,143465630000,53234000
089230,THE E&M,468,12,2.63,453,476,453,545218,255123581,81174689388,173450191
161570,THE MIDONG,1235,0,0,1235,1235,1210,16369,19977175,19244795050,15582830
192410,THQ,4900,135,2.83,4850,4910,4725,171198,830974185,181416193700,37023713
032540,TJ미디어,5830,0,0,5840,5890,5710,37153,216701670,81221280470,13931609
022220,TKG애강,1980,100,5.32,1960,2155,1915,13251804,27302196015,102553266420,51794579
048770,TPC,4790,-5,-0.1,4795,4880,4715,149105,717350075,74141243810,15478339
246690,TS인베스트먼트,2500,-80,-3.1,2575,2580,2450,1452060,3621748105,98114697500,39245879
317240,TS트릴리온,845,-8,-0.94,850,864,831,489323,413823651,79808243125,94447625
038340,UCI,1335,0,0,0,0,0,0,0,16641828315,12465789
073570,WI,1025,5,0.49,1015,1045,1000,422882,431873765,82927494825,80904873
057030,YBM넷,4260,200,4.93,4060,4350,4060,133609,568009270,69492089220,16312697
040300,YTN,3630,-20,-0.55,3675,3675,3600,11492,41722555,152460000000,42000000
051390,YW,3750,70,1.9,3715,3770,3670,10190,37945325,42582630000,11355368
052220,iMBC,3145,-35,-1.1,3180,3190,3090,73806,231154785,72335000000,23000000
079940,가비아,11450,350,3.15,11350,11650,11300,61229,702718300,154983581800,13535684
078890,가온미디어,8440,-30,-0.35,8480,8600,8380,53246,451391840,136352934840,16155561
399720,가온칩스,23600,-1050,-4.26,24900,25450,23600,496552,12228494900,271124352000,11488320
036620,감성코퍼레이션,1680,55,3.38,1610,1715,1600,443853,739705480,133772116800,79626260
217730,강스템바이오텍,3010,165,5.8,2900,3050,2855,86547,256553160,114193154250,37937925
114190,강원에너지,6270,-100,-1.57,6430,6630,6000,370154,2376812020,163791448260,26123038
094480,갤럭시아머니트리,6350,270,4.44,6350,7200,6180,2723020,18306496980,249109471300,39229838
039240,경남스틸,3280,5,0.15,3290,3355,3220,96294,316641340,88493101120,26979604
053950,경남제약,2780,125,4.71,2665,2780,2660,440923,1210159530,85761790700,30849565
011040,경동제약,9070,140,1.57,8930,9150,8850,99456,900917030,279072707620,30768766
024910,경창산업,2495,65,2.67,2455,2565,2425,69305,173241450,89368417475,35819005
198440,고려시멘트,3425,-25,-0.72,3455,3525,3390,349393,1210832335,109531363000,31979960
049720,고려신용정보,12100,500,4.31,11550,12300,11450,1320403,15821038300,173030000000,14300000
014570,고려제약,7670,-30,-0.39,7710,7790,7600,23854,182987600,84370000000,11000000
348150,고바이오랩,13600,850,6.67,12950,13750,12750,60792,815637000,228691058400,16815519
098460,고영,13400,-50,-0.37,13500,13700,13350,117470,1584245200,919973717000,68654755
035290,골드앤에스,2370,-40,-1.66,2420,2450,2370,360073,869250410,85850666700,36223910
038530,골드퍼시픽,695,21,3.12,690,710,667,610416,424907295,63951419545,92016431
900280,골든센츄리,362,-9,-2.43,371,371,359,686518,250492893,64855040340,179157570
215000,골프존,143000,3100,2.22,140400,145300,139000,50846,7253286500,897384345000,6275415
121440,골프존뉴딘홀딩스,7040,-10,-0.14,7070,7110,6990,19162,134619400,301571198720,42836818
366030,공구우먼,27450,-4150,-13.13,31600,31650,27050,764531,22032178650,100799145000,3672100
014200,광림,1490,0,0,1500,1510,1450,1518263,2250424250,135152977040,90706696
029480,광무,3165,310,10.86,2860,3290,2860,428290,1351805880,87765412020,27729988
026910,광진실업,5030,135,2.76,4895,5090,4865,61677,307004195,32219187150,6405405
355150,교보10호스팩,2230,-10,-0.45,2240,2240,2190,1305,2901665,11863600000,5320000
397880,교보11호스팩,2150,5,0.23,2130,2150,2130,803,1714210,9546000000,4440000
421800,교보12호스팩,2110,5,0.24,2100,2110,2100,62524,131694360,12617800000,5980000
331520,교보9호스팩,2300,0,0,0,0,0,0,0,8924000000,3880000
053270,구영테크,3280,5,0.15,3290,3430,3270,426713,1423838490,86572890720,26394174
066620,국보디자인,16850,-150,-0.88,17300,17300,16650,12538,211316350,126375000000,7500000
043650,국순당,8810,-20,-0.23,8900,8900,8750,20233,178298140,157331658240,17858304
006050,국영지앤엠,1535,5,0.33,1525,1560,1500,99600,152415215,53564198005,34895243
060480,국일신동,2970,0,0,2970,2985,2940,15665,46476710,32937300000,11090000
078130,국일제지,2575,-40,-1.53,2630,2635,2565,312276,808889250,328614992975,127617473
307750,국전약품,8710,1330,18.02,7500,9170,7390,16558032,144490442420,427393332990,49069269
035080,그래디언트,17950,-50,-0.28,18000,18050,17650,79758,1423975050,278720132800,15527584
204020,그리티,3130,-15,-0.48,3195,3220,3095,38896,121988195,63061455900,20147430
186230,그린플러스,11800,-200,-1.67,11950,12000,11700,16094,190597550,127678218400,10820188
900070,글로벌에스엠,781,-19,-2.38,804,805,771,571881,446367249,41974039008,53743968
204620,글로벌텍스프리,2435,-40,-1.62,2475,2475,2415,37152,90381760,125937328270,51719642
019660,글로본,2655,165,6.63,2470,2660,2410,169151,434729210,91129357125,34323675
053260,금강철강,7150,30,0.42,7160,7260,7020,53017,379287040,133848000000,18720000
036190,금화피에스시,29900,50,0.17,29850,29900,29250,1710,50585900,179400000000,6000000
049080,기가레인,1550,25,1.64,1535,1560,1505,182790,281004165,122827022000,79243240
035460,기산텔레콤,3435,10,0.29,3555,3570,3380,867410,3015414195,50073162900,14577340
308100,까스텔바작,9530,-450,-4.51,9880,10150,9530,217832,2133195070,62866551000,6596700
187790,나노,1125,30,2.74,1105,1160,1090,178707,201204905,30451156875,27067695
286750,나노브릭,2040,-25,-1.21,2055,2060,1960,31162,62907675,41747679960,20464549
121600,나노신소재,70900,-1200,-1.66,72200,72400,70000,119875,8538355300,769146809700,10848333
247660,나노씨엠에스,31700,-2800,-8.12,34500,34500,31550,217181,7058547350,135958764000,4288920
039860,나노엔텍,5450,10,0.18,5490,5670,5370,437607,2424792860,146101567150,26807627
091970,나노캠텍,1610,0,0,0,0,0,0,0,45209484250,28080425
051490,나라엠앤디,7070,650,10.12,6430,7380,6280,786636,5502425020,100394000000,14200000
137080,나래나노텍,9030,-80,-0.88,9120,9190,8960,75116,680570110,99866580660,11059422
190510,나무가,9450,20,0.21,9540,9680,9380,63236,603353860,143605422450,15196341
242040,나무기술,1780,-10,-0.56,1790,1790,1745,107933,190521525,60950226000,34241700
089600,나스미디어,22800,0,0,23000,23000,22550,6237,141224300,240311133600,10539962
293580,나우IB,8560,10,0.12,8560,8610,8440,5495,46601690,81979120000,9577000
138610,나이벡,24450,450,1.88,24000,25200,24000,61030,1500107100,243460361550,9957479
130580,나이스디앤비,7370,60,0.82,7360,7370,7270,2854,20914970,113498000000,15400000
