단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
473440,ACE 11월만기자동연장회사채AA-이상액티브,10165,0,0,10164.93,10170,10170,10160,50699,515383275,127062500000,12500000
105190,ACE 200,36995,200,0.54,36998.78,36985,37030,36730,1884,69550765,471686250000,12750000
332500,ACE 200TR,23455,110,0.47,23427.42,23325,23455,23265,793,18544230,39873500000,1700000
448880,ACE 24-12 회사채(AA-이상)액티브,103585,10,0.01,103593.03,103590,103595,103585,4693,486136250,209138115000,2019000
461260,ACE 25-06 회사채(AA-이상)액티브,10405,0,0,10398.73,10410,10410,10400,14312,148915165,83552150000,8030000
461270,ACE 26-06 회사채(AA-이상)액티브,10450,-5,-0.05,10448.43,10450,10455,10445,45218,472601460,130938500000,12530000
475260,ACE 2월만기자동연장회사채AA-이상액티브,10075,5,0.05,10070.51,10070,10075,10070,8508,85681725,21258250000,2110000
385600,ACE 2차전지&친환경차액티브,12380,225,1.85,12424.65,12995,12995,12205,8714,107568560,23522000000,1900000
475270,ACE 5월만기자동연장회사채AA-이상액티브,10065,5,0.05,10060.68,10060,10065,10060,3495,35165055,20331300000,2020000
475280,ACE 8월만기자동연장회사채AA-이상액티브,10070,0,0,10067.01,10070,10070,10065,2138,21524475,22456100000,2230000
469150,ACE AI반도체포커스,14460,250,1.76,14443.36,14210,14460,14170,27663,395377240,19521000000,1350000
385590,ACE ESG액티브,8090,60,0.75,8085.96,8000,8090,8000,18,144960,25888000000,3200000
380340,ACE Fn5G플러스,10015,60,0.6,10060.28,9950,10015,9900,547,5443775,7010500000,700000
226380,ACE Fn성장소비주도주,5710,70,1.24,5706.14,5770,5770,5645,419,2375730,5710000000,1000000
414270,ACE G2전기차&자율주행액티브,8125,150,1.88,8023.12,7975,8125,7970,60990,492897920,64593750000,7950000
475050,ACE KPOP포커스,8090,85,1.06,8089.9,7960,8145,7960,48247,390119935,9708000000,1200000
411060,ACE KRX금현물,13090,-95,-0.72,13138.39,13270,13270,13085,226748,2978758720,147917000000,11300000
225130,ACE 골드선물 레버리지(합성 H),18125,-385,-2.08,18362.83,18300,18300,18110,2683,48904145,9062500000,500000
365780,ACE 국고채10년,87385,-100,-0.11,87347.14,87465,87470,87310,8119,709396030,360725280000,4128000
114460,ACE 국고채3년,102315,-30,-0.03,102298.38,102310,102385,102300,142,14534515,18416700000,180000
299070,ACE 국채선물10년인버스,111545,210,0.19,111597.15,0,0,0,0,0,5577250000,50000
299080,ACE 국채선물3년인버스,109320,155,0.14,109374.42,0,0,0,0,0,5466000000,50000
411050,ACE 글로벌메타버스테크액티브,11235,55,0.49,11257.88,11000,11235,11000,4773,53025680,17976000000,1600000
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,21820,70,0.32,21533.34,21515,21820,21500,532761,11515291785,267295000000,12250000
435040,ACE 글로벌브랜드TOP10블룸버그,13770,0,0,13715.04,13725,13770,13680,6248,85920490,12393000000,900000
460960,ACE 글로벌인컴TOP10 SOLACTIVE,10465,40,0.38,10435.29,10450,10470,10410,30271,316077895,9941750000,950000
440640,ACE 단기채권알파액티브,105855,15,0.01,105851.28,105860,105865,105845,349,36944375,53668485000,507000
190620,ACE 단기통안채,101065,15,0.01,101062.97,101060,101070,101055,4755,480565125,146342120000,1448000
265690,ACE 러시아MSCI(합성),9505,0,0,45.27,0,0,0,0,0,17584250000,1850000
152500,ACE 레버리지,7585,80,1.07,7582.01,7525,7605,7470,12573,95054415,9860500000,1300000
291130,ACE 멕시코MSCI(합성),15840,90,0.57,15799.08,15785,15840,15755,1266,20012975,14256000000,900000
452250,ACE 미국30년국채선물레버리지(합성 H),6710,-5,-0.07,6710.85,6715,6715,6655,126759,847040655,58712500000,8750000
476760,ACE 미국30년국채액티브,9895,20,0.2,9882.19,9875,9895,9820,253798,2506187930,7916000000,800000
453850,ACE 미국30년국채액티브(H),8565,-5,-0.06,8528.6,8545,8565,8525,1637212,13990083990,912172500000,106500000
476750,ACE 미국30년국채엔화노출액티브(H),9765,-50,-0.51,9731.86,9865,9870,9735,517757,5049237445,9765000000,1000000
280320,ACE 미국IT인터넷S&P(합성 H),15980,-220,-1.36,16047.8,16000,16000,15875,160,2544745,12784000000,800000
360200,ACE 미국S&P500,17295,15,0.09,17236.65,17230,17295,17210,201182,3470354375,857832000000,49600000
438080,ACE 미국S&P500채권혼합액티브,11125,20,0.18,11113.27,11100,11145,11065,62043,689417525,35600000000,3200000
