단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
466400,1Q 25-08 회사채(A+이상)액티브,103970,50,0.05,103999.17,103940,104005,103940,9076,943781170,117901980000,1134000
451060,1Q K200액티브,11650,-140,-1.19,11688.76,11785,11785,11640,25829,303046105,157275000000,13500000
463290,1Q 단기금융채액티브,103190,5,0,103179.29,103155,103200,103155,9267,956123480,158706220000,1538000
479080,1Q 머니마켓액티브,50100,10,0.02,50100.7,50105,50105,50100,100564,5038757060,140280000000,2800000
472350,1Q 차이나H(H),10525,35,0.33,10667.33,10705,10705,10525,210,2218545,21050000000,2000000
473440,ACE 11월만기자동연장회사채AA-이상액티브,10200,0,0,10199.13,10200,10200,10195,17244,175888540,122400000000,12000000
105190,ACE 200,37685,-380,-1,37811.75,37990,38055,37670,24620,930148860,465409750000,12350000
332500,ACE 200TR,23870,-210,-0.87,23947.54,24080,24110,23850,18614,445706540,40579000000,1700000
448880,ACE 24-12 회사채(AA-이상)액티브,103940,5,0,103946.72,103945,103950,103935,3182,330739225,216403080000,2082000
461260,ACE 25-06 회사채(AA-이상)액티브,10445,0,0,10444.17,10445,10450,10435,20364,212642795,83664450000,8010000
461270,ACE 26-06 회사채(AA-이상)액티브,10510,5,0.05,10514.84,10500,10515,10500,65256,685568900,132215800000,12580000
475260,ACE 2월만기자동연장회사채AA-이상액티브,10110,0,0,10109.57,10110,10110,10105,1497,15133955,21332100000,2110000
385600,ACE 2차전지&친환경차액티브,11720,-205,-1.72,11698.88,12220,12220,11675,14562,172084735,22268000000,1900000
475270,ACE 5월만기자동연장회사채AA-이상액티브,10090,0,0,10089.5,10095,10095,10090,1088,10980600,20381800000,2020000
475280,ACE 8월만기자동연장회사채AA-이상액티브,10095,0,0,10098.49,10100,10100,10095,380,3836865,22511850000,2230000
469150,ACE AI반도체포커스,17300,95,0.55,17355.63,17520,17700,17205,143433,2512141575,32005000000,1850000
385590,ACE ESG액티브,8310,-55,-0.66,8304.31,8330,8345,8290,59,491360,26592000000,3200000
380340,ACE Fn5G플러스,10700,85,0.8,10697.61,10800,10800,10700,400,4308815,7490000000,700000
226380,ACE Fn성장소비주도주,5650,-55,-0.96,5679.97,5700,5725,5650,1002,5701110,5650000000,1000000
414270,ACE G2전기차&자율주행액티브,8270,100,1.22,8352.2,8325,8325,8250,76901,637333145,65333000000,7900000
475050,ACE KPOP포커스,8075,-90,-1.1,8077.19,8180,8245,7995,109187,889863520,16957500000,2100000
411060,ACE KRX금현물,15305,450,3.03,15115.56,14955,15340,14920,330753,5023280015,197434500000,12900000
225130,ACE 골드선물 레버리지(합성 H),22155,955,4.5,21637.11,21725,22240,21725,18016,397577660,8862000000,400000
365780,ACE 국고채10년,86910,320,0.37,86949.05,86675,86965,86590,18058,1567372040,458363340000,5274000
114460,ACE 국고채3년,102320,190,0.19,102384.67,102270,102415,102260,204,20870145,18417600000,180000
299070,ACE 국채선물10년인버스,113055,0,0,112705.06,0,0,0,0,0,2261100000,20000
299080,ACE 국채선물3년인버스,109905,-100,-0.09,109883.33,0,0,0,0,0,2198100000,20000
411050,ACE 글로벌메타버스테크액티브,12185,270,2.27,12251.75,12215,12215,12000,1338,16168235,18277500000,1500000
446770,ACE 글로벌반도체TOP4 Plus SOLACTIVE,23380,520,2.27,23403.72,23105,23380,23105,1089125,25311720850,351869000000,15050000
435040,ACE 글로벌브랜드TOP10블룸버그,14215,285,2.05,14167.75,14090,14215,14085,5172,73397680,12793500000,900000
460960,ACE 글로벌인컴TOP10 SOLACTIVE,10705,35,0.33,10720.02,10675,10725,10670,34968,374235860,12846000000,1200000
440640,ACE 단기채권알파액티브,106170,10,0.01,106163.49,106135,106170,106135,3964,420806110,53403510000,503000
190620,ACE 단기통안채,101300,5,0,101300.36,101270,101310,101270,6683,676991755,138983600000,1372000
265690,ACE 러시아MSCI(합성),9505,0,0,45.32,0,0,0,0,0,17584250000,1850000
152500,ACE 레버리지,7845,-150,-1.88,7857.17,8015,8015,7820,9740,76677270,10198500000,1300000
291130,ACE 멕시코MSCI(합성),16720,185,1.12,16635.19,16535,16720,16530,3985,66403705,15048000000,900000
452250,ACE 미국30년국채선물레버리지(합성 H),6195,-65,-1.04,6206.16,6185,6200,6155,161822,999322335,69384000000,11200000
476760,ACE 미국30년국채액티브,9855,50,0.51,9850.89,9805,9860,9790,50071,491726770,9855000000,1000000
453850,ACE 미국30년국채액티브(H),8225,-25,-0.3,8211.23,8215,8225,8195,2109430,17319740360,1048687500000,127500000
476750,ACE 미국30년국채엔화노출액티브(H),9435,45,0.48,9386.54,9400,9435,9345,230435,2160365370,44344500000,4700000
280320,ACE 미국IT인터넷S&P(합성 H),16695,195,1.18,16755.9,16665,16730,16665,577,9626415,13356000000,800000
360200,ACE 미국S&P500,18065,280,1.57,18064,17930,18070,17930,227635,4098616650,946606000000,52400000
