단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,3405,20,0.59,3370,3460,3325,898615,3056518390,152449146915,44772143
054620,APS홀딩스,10100,-350,-3.35,10450,10500,9850,697596,6992293470,205981632100,20394221
265520,AP시스템,29650,350,1.19,29200,29800,28900,210462,6195019200,418050501150,14099511
211270,AP위성,7060,-80,-1.12,7030,7130,6990,6179,43376030,106004516240,15014804
035760,CJ ENM,170500,3100,1.85,169500,173400,167900,115401,19766326500,3738920757000,21929154
051500,CJ프레시웨이,27650,500,1.84,27200,27950,27100,36695,1014413650,328249352900,11871586
058820,CMG제약,2955,-60,-1.99,3015,3025,2950,963711,2877435355,410426581020,138892244
023460,CNH,1575,85,5.7,1490,1575,1485,634911,974815445,58590000000,37200000
065770,CS,3555,-15,-0.42,3630,3630,3505,170635,604658325,66958958250,18835150
083660,CSA 코스믹,4170,0,0,0,0,0,0,0,82347662970,19747641
306620,DB금융스팩6호,2150,0,0,0,0,0,0,0,10406000000,4840000
322780,DB금융스팩7호,2090,5,0.24,2080,2090,2080,22486,46927400,9509500000,4550000
068790,DMS,5320,0,0,5290,5360,5260,56416,299273790,122586030840,23042487
241520,DSC인베스트먼트,3220,-10,-0.31,3190,3260,3190,26826,86577405,58344413260,18119383
245620,EDGC,5680,210,3.84,5480,5720,5480,247750,1386766310,205462299200,36172940
037370,EG,9770,30,0.31,9720,9840,9670,14828,144365460,73275000000,7500000
079190,EMW,2780,0,0,0,0,0,0,0,88360067660,31784197
130500,GH신소재,3000,-10,-0.33,3010,3040,2955,87505,262321790,33000000000,11000000
032860,GMR 머티리얼즈,446,12,2.76,437,446,430,210008,91920043,30131242640,67558840
900290,GRT,2060,20,0.98,2070,2085,2035,317313,652606190,138792500000,67375000
083450,GST,7080,-50,-0.7,7130,7160,6980,41758,294467260,65969634600,9317745
028150,GS홈쇼핑,158500,-800,-0.5,159500,160900,158200,4647,740170300,1040156250000,6562500
045890,GV,2075,-65,-3.04,2125,2175,2075,660469,1402128135,78622530200,37890376
078150,HB테크놀러지,3205,135,4.4,3070,3230,3030,1762048,5543956380,253164315330,78990426
036640,HRS,2695,10,0.37,2660,2710,2615,883743,2356093080,44076186000,16354800
299170,IBKS제10호스팩,2220,0,0,2220,2220,2175,4210,9235600,9612600000,4330000
254120,IBKS제5호스팩,2330,15,0.65,2285,2345,2270,48645,112074690,10485000000,4500000
264850,IBKS제6호스팩,2245,-30,-1.32,2250,2275,2215,34211,76393985,9687175000,4315000
276920,IBKS제7호스팩,2225,0,0,2190,2240,2190,940,2076315,8121250000,3650000
297570,IBKS제9호스팩,3075,-80,-2.54,3105,3205,2985,27909,85483220,8487000000,2760000
095340,ISC,9450,30,0.32,9390,9530,9270,91700,860061090,133646700600,14142508
099520,ITX엠투엠,1415,95,7.2,1320,1415,1310,114531,155462930,23299575365,16466131
950170,JTC,7250,0,0,7210,7300,7210,51088,370058220,253789998250,35005517
067290,JW신약,4490,-85,-1.86,4570,4585,4465,161530,729836110,187085575340,41667166
035900,JYP Ent.,22700,850,3.89,22200,22700,21800,661280,14817519400,805736318400,35494992
024840,KBI메탈,1615,0,0,1620,1630,1595,93560,150524345,53215619520,32950848
024120,KB오토시스,5800,40,0.69,5760,5830,5620,2230,12834310,66700000000,11500000
021320,KCC건설,6880,-60,-0.86,6950,6950,6800,13206,90850690,147232000000,21400000
036670,KCI,9700,-50,-0.51,9750,9790,9610,17452,169136020,109319000000,11270000
044180,KD,495,0,0,0,0,0,0,0,38784885480,78353304
151860,KG ETS,3285,10,0.31,3275,3295,3260,34399,112806210,118260000000,36000000
046440,KG모빌리언스,6210,-10,-0.16,6190,6240,6140,30975,192128750,185722202970,29906957
035600,KG이니시스,16200,300,1.89,15950,16350,15700,372927,6011650450,452051830800,27904434
060720,KH바텍,9320,220,2.42,9050,9350,8990,199485,1842900140,196985488240,21135782
083470,KJ프리텍,387,0,0,0,0,0,0,0,9560730123,24704729
122450,KMH,5440,40,0.74,5400,5470,5370,43983,238928070,123159766720,22639663
052900,KMH하이텍,1115,-25,-2.19,1145,1145,1110,1458373,1643360975,52277331385,46885499
058400,KNN,1475,-5,-0.34,1455,1515,1440,10931494,16218920500,195333837000,132429720
114450,KPX생명과학,4310,-70,-1.6,4390,4440,4295,102779,448790805,64650000000,15000000
036030,KTH,5990,-100,-1.64,6090,6130,5990,43915,264734380,213932981780,35715022
060370,KT서브마린,3230,-5,-0.15,3270,3270,3190,73483,236721500,70737000000,21900000
065150,MP그룹,1315,0,0,0,0,0,0,0,106263055205,80808407
219550,MP한강,794,-1,-0.13,791,804,780,126874,100065185,45124028380,56831270
160550,NEW,4080,220,5.7,3850,4145,3850,368892,1494366175,113856912480,27906106
053290,NE능률,3410,160,4.92,3205,3525,3205,504234,1719501275,46027641220,13497842
104200,NHN벅스,6280,0,0,6280,6320,6250,16401,103208370,93117014000,14827550
060250,NHN한국사이버결제,22300,850,3.96,21650,22400,21300,457800,10099652850,512262063900,22971393
030190,NICE평가정보,13500,450,3.45,13100,13750,12900,277358,3735028700,819650070000,60714820
024940,PN풍년,2490,0,0,2590,2590,2490,162844,410334445,24900000000,10000000
218410,RFHIC,43900,400,0.92,43550,45200,43100,685104,30355619050,1037905837800,23642502
091340,S&K폴리텍,7130,80,1.13,7060,7190,6960,366631,2590856990,83447530730,11703721
019550,SBI인베스트먼트,733,20,2.81,714,744,708,739730,537381085,118794799475,162066575
950110,SBI핀테크솔루션즈,10850,50,0.46,10900,10900,10700,17492,189619600,267523459000,24656540
046140,SBS콘텐츠허브,6110,450,7.95,5650,6570,5620,341361,2099704080,131142321050,21463555
036120,SCI평가정보,2520,70,2.86,2450,2610,2430,1317307,3317498085,89460000000,35500000
099220,SDN,1415,25,1.8,1400,1415,1385,343925,482702735,60017885805,42415467
036540,SFA반도체,2690,5,0.19,2675,2705,2665,1113324,2994013165,382766217060,142292274
255220,SG,2680,-120,-4.29,2775,2795,2675,395283,1076470515,98028450400,36577780
040610,SG&G,2055,0,0,2040,2075,2030,68183,139844745,70049187780,34087196
049470,SGA,737,-6,-0.81,749,749,720,51395,37788712,35642977513,48362249
184230,SGA솔루션즈,1255,30,2.45,1230,1255,1220,126083,155880795,46028421415,36676033
307070,SK4호스팩,2100,-5,-0.24,2080,2105,2080,2589,5447965,10836000000,5160000
057500,SKC 솔믹스,3300,-65,-1.93,3380,3395,3295,485112,1611545490,202930332000,61494040
178920,SKC코오롱PI,30000,-600,-1.96,30600,30600,30000,149800,4519599000,880989660000,29366322
036490,SK머티리얼즈,172000,0,0,171600,173600,170400,18052,3109627300,1814199756000,10547673
052260,SK바이오랜드,14000,100,0.72,14100,14100,13850,29527,410924250,210000000000,15000000
048550,SM C&C,1365,50,3.8,1310,1375,1305,149698,202459095,128393300490,94061026
063440,SM Life Design,1590,65,4.26,1545,1755,1525,3160447,5188009090,71596354860,45029154
950180,SNK,20250,1000,5.19,19300,20450,19050,174561,3486508150,426501450000,21061800
289080,SV인베스트먼트,2035,15,0.74,2005,2065,1995,263073,534522850,108331190000,53234000
089230,THE E&M,1045,-50,-4.57,1090,1100,1040,1229827,1306859990,114575061315,109641207
161570,THE MIDONG,2165,-55,-2.48,2240,2250,2130,41103,89549360,29859216690,13791786
032540,TJ미디어,3200,-20,-0.62,3245,3250,3030,5189,16311295,44581148800,13931609
048770,TPC,5470,30,0.55,5440,5510,5350,91283,495462650,70563000000,12900000
246690,TS인베스트먼트,1865,5,0.27,1860,1885,1855,31247,58340910,41815172460,22421004
038340,UCI,4005,-75,-1.84,4080,4100,3980,237396,952415655,132529675275,33091055
073570,WI,8230,-40,-0.48,8270,8290,8040,30305,246863580,117209437900,14241730
052300,W홀딩컴퍼니,357,9,2.59,347,368,345,465025,166984563,47233133472,132305696
040300,YTN,1960,0,0,1970,1970,1945,9658,18885105,82320000000,42000000
051390,YW,3760,-15,-0.4,3755,3770,3735,13418,50392470,42696183680,11355368
052220,iMBC,2295,25,1.1,2245,2320,2245,40078,91759790,52785000000,23000000
079940,가비아,8050,-20,-0.25,8120,8150,8030,15671,126792900,108962256200,13535684
078890,가온미디어,9860,-70,-0.7,9930,9990,9830,212657,2101233900,145776008100,14784585
192410,감마누,408,0,0,0,0,0,0,0,9969806400,24435800
217730,강스템바이오텍,14800,-250,-1.66,15100,15100,14700,201509,2989401100,308497667600,20844437
094480,갤럭시아컴즈,3260,-25,-0.76,3265,3330,3200,55605,180733125,127889271880,39229838
063080,게임빌,31700,-100,-0.31,31600,31950,31450,17629,559461450,209067586400,6595192
039240,경남스틸,1795,-10,-0.55,1790,1800,1770,38613,68886975,44875000000,25000000
053950,경남제약,17200,0,0,0,0,0,0,0,289471717200,16829751
011040,경동제약,8190,-50,-0.61,8250,8280,8090,29000,237901420,217444500000,26550000
024910,경창산업,1500,190,14.5,1320,1530,1315,1716743,2467125045,53728507500,35819005
198440,고려시멘트,3940,-275,-6.52,4340,4655,3940,20828100,90191594060,126001042400,31979960
049720,고려신용정보,5080,20,0.4,5060,5080,5030,16998,85927060,72644000000,14300000
014570,고려제약,6310,-30,-0.47,6380,6420,6290,51363,325913610,69410000000,11000000
098460,고영,88200,-1300,-1.45,89600,90000,88100,29454,2620392300,1207806478200,13693951
038530,골드퍼시픽,1730,-50,-2.81,1780,1805,1730,143661,254897825,58462706560,33793472
900280,골든센츄리,567,-8,-1.39,577,578,567,1658514,945417077,52957800000,93400000
215000,골프존,66900,1100,1.67,65800,67800,65800,7793,524030100,419825263500,6275415
121440,골프존뉴딘홀딩스,3930,10,0.26,3860,3935,3850,29857,116314360,168348694740,42836818
014200,광림,2830,15,0.53,2860,2925,2780,467158,1329953220,140436454870,49624189
026910,광진실업,4580,-250,-5.18,4750,4750,4505,79114,364697020,29336754900,6405405
090150,광진윈텍,3115,-35,-1.11,3150,3190,3115,65278,205098180,30085894195,9658393
267320,교보7호스팩,2420,0,0,0,0,0,0,0,9728400000,4020000
307280,교보8호스팩,2195,15,0.69,2240,2240,2160,1683,3647215,8165400000,3720000
053270,구영테크,1650,5,0.3,1645,1665,1625,428854,705697420,43550387100,26394174
