단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
152100,ARIRANG 200,43210,-160,-0.37,43277.96,43600,44125,43085,133203,5779890095,844755500000,19550000
295820,ARIRANG 200동일가중,11035,-30,-0.27,11015.36,11105,11165,11005,36,398425,4414000000,400000
253150,ARIRANG 200선물레버리지,49830,-400,-0.8,49798.12,50905,51885,49590,16957,858855195,14949000000,300000
253160,ARIRANG 200선물인버스2X,4155,25,0.61,4163.14,4080,4175,3990,193954,794662275,17243250000,4150000
278420,ARIRANG ESG우수기업,9035,-75,-0.82,9034.23,9120,9145,9000,2477,22446555,4065750000,450000
292750,ARIRANG KRX300,19890,-160,-0.8,19875.31,20075,20235,19870,152,3033265,13923000000,700000
309170,ARIRANG KRX300IT,20895,-180,-0.85,20914.18,21405,21405,20885,30,631780,2925300000,140000
309210,ARIRANG KRX300헬스케어,15485,30,0.19,15617.59,15540,15650,15300,1554,24026300,7123100000,460000
333940,ARIRANG KS로우볼가중TR,13385,-80,-0.59,13437.77,13540,13640,13370,449,6016970,8031000000,600000
333950,ARIRANG KS로우사이즈가중TR,16415,-145,-0.88,16475.89,16645,16725,16405,514,8454210,5745250000,350000
333960,ARIRANG KS모멘텀가중TR,16740,-70,-0.42,16802.31,16950,17080,16690,13470,225593555,10044000000,600000
333970,ARIRANG KS밸류가중TR,15375,-120,-0.77,15436.12,15570,15690,15360,800,12334185,9225000000,600000
333980,ARIRANG KS퀄리티가중TR,15850,-40,-0.25,15898.47,16020,16160,15800,1760,27882895,7925000000,500000
269530,ARIRANG S&P글로벌인프라,10390,-15,-0.14,10467.83,10400,10400,10280,526,5432445,3636500000,350000
251590,ARIRANG 고배당저변동50,10265,-5,-0.05,10261.87,10270,10305,10195,12497,127858930,19503500000,1900000
161510,ARIRANG 고배당주,10620,-95,-0.89,10662.16,10770,10770,10605,396271,4219927535,165672000000,15600000
251600,ARIRANG 고배당주채권혼합,10455,-20,-0.19,10448.56,10465,10495,10425,3960,41376915,11500500000,1100000
289670,ARIRANG 국채선물10년,57160,40,0.07,57191.11,57190,57210,57155,398,22767655,6401920000,112000
