단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
152100,ARIRANG 200,44560,1010,2.32,44724.16,43845,44650,43645,122537,5453056955,864464000000,19400000
295820,ARIRANG 200동일가중,11230,210,1.91,11214.58,11135,11230,11135,61,683885,4492000000,400000
253150,ARIRANG 200선물레버리지,53130,2385,4.7,53109.27,51110,53185,51110,1290,67794840,15939000000,300000
253160,ARIRANG 200선물인버스2X,3915,-190,-4.63,3915.31,4090,4100,3900,241949,961295615,15855750000,4050000
278420,ARIRANG ESG우수기업,9270,170,1.87,9263.62,9110,9270,9110,7265,66971920,4171500000,450000
292750,ARIRANG KRX300,20510,495,2.47,20501.12,20075,20510,20060,646,13037990,14357000000,700000
309170,ARIRANG KRX300IT,21375,490,2.35,21370.92,20995,21400,20995,258,5452215,2992500000,140000
309210,ARIRANG KRX300헬스케어,15560,545,3.63,15654.62,15085,15565,15085,2630,40515950,7157600000,460000
333940,ARIRANG KS로우볼가중TR,13855,275,2.03,13860.05,13670,13865,13615,2391,33011830,8313000000,600000
333950,ARIRANG KS로우사이즈가중TR,16915,250,1.5,16909.99,16765,16915,16690,1189,20000305,6766000000,400000
333960,ARIRANG KS모멘텀가중TR,17200,300,1.78,17195.29,17020,17200,16955,24364,416687195,11180000000,650000
333970,ARIRANG KS밸류가중TR,15890,360,2.32,15886.36,15675,15890,15605,3611,57039045,9534000000,600000
333980,ARIRANG KS퀄리티가중TR,16255,385,2.43,16254.26,16035,16270,15995,15071,243771690,8127500000,500000
269530,ARIRANG S&P글로벌인프라,10490,-95,-0.9,10456.32,10525,10525,10485,813,8538780,3671500000,350000
251590,ARIRANG 고배당저변동50,10420,120,1.17,10440.71,10300,10420,10260,11943,123906510,19798000000,1900000
161510,ARIRANG 고배당주,10875,85,0.79,10910.64,10890,10900,10755,55512,602959355,169976250000,15630000
251600,ARIRANG 고배당주채권혼합,10520,0,0,10540.57,10520,10550,10505,6843,72035765,11572000000,1100000
289670,ARIRANG 국채선물10년,57080,-85,-0.15,57060.43,57150,57150,57065,73,4170215,6392960000,112000
298340,ARIRANG 국채선물3년,53465,-55,-0.1,53466.07,53515,53515,53465,3,160495,8554400000,160000
189400,ARIRANG 글로벌MSCI(합성 H),16300,-100,-0.61,16289.25,16390,16400,16180,3825,62457965,7335000000,450000
278620,ARIRANG 단기채권액티브,105835,-10,-0.01,105827.9,105845,105845,105835,20,2116760,23389535000,221000
269540,ARIRANG 미국S&P500(H),15675,60,0.38,15592.03,15620,15680,15605,14335,224343620,28215000000,1800000
287180,ARIRANG 미국나스닥기술주,20730,50,0.24,20515.51,20720,20775,20650,14322,297169315,18657000000,900000
213630,ARIRANG 미국다우존스고배당주(합성 H),13175,-45,-0.34,13122.86,13100,13180,13085,3102,40714925,6982750000,530000
332610,ARIRANG 미국단기우량회사채,93590,-220,-0.23,93405.38,94020,94020,93590,255,23939320,21525700000,230000
332620,ARIRANG 미국장기우량회사채,98060,-235,-0.24,97629.76,98240,98360,97610,1396,136884595,25495600000,260000
195970,ARIRANG 선진국MSCI(합성 H),11570,0,0,11490.49,11480,11580,11480,6138,70838875,6016400000,520000
238670,ARIRANG 스마트베타Quality채권혼합,11090,60,0.54,11090.13,11060,11090,11060,536,5946125,6654000000,600000
195980,ARIRANG 신흥국MSCI(합성 H),13555,80,0.59,13371.05,13650,13695,13310,58593,788178585,71299300000,5260000
373530,ARIRANG 신흥국MSCI인버스(합성 H),8865,20,0.23,8949.8,8955,8955,8865,11,97605,6382800000,720000
256450,ARIRANG 심천차이넥스트(합성),14205,310,2.23,14141.65,13900,14390,13830,4128,58487360,8523000000,600000
239660,ARIRANG 우량회사채50 1년,108470,0,0,108451.86,108475,108485,108455,1022,110853950,13016400000,120000
280920,ARIRANG 주도업종,12830,225,1.79,12831.29,12640,12835,12565,10631,135738070,8339500000,650000
266550,ARIRANG 중형주저변동50,11445,85,0.75,11429.12,11410,11445,11270,5421,61432915,8011500000,700000
301400,ARIRANG 코스닥150,15385,450,3.01,15470.11,15045,15395,15010,2552,39161170,3846250000,250000
301410,ARIRANG 코스닥150선물인버스,6865,-190,-2.69,6863.03,7050,7060,6830,22168,153385090,5148750000,750000
227830,ARIRANG 코스피,32975,720,2.23,32962.76,32255,32990,32255,5086,167490670,26380000000,800000
122090,ARIRANG 코스피50,31465,730,2.38,31467.41,30740,31465,30735,11952,374222640,18879000000,600000
328370,ARIRANG 코스피TR,16055,345,2.2,16053.32,15820,16055,15785,53537,856787850,156536250000,9750000
301440,ARIRANG 코스피중형주,12015,160,1.35,12002.08,11925,12015,11925,66,788015,6608250000,550000
285690,FOCUS ESG리더스,11130,210,1.92,11135.72,10970,11130,10970,1816,20113305,21703500000,1950000
292730,FOCUS KRX300,20490,325,1.61,20556.35,20160,20490,20160,11,222310,22539000000,1100000
293180,HANARO 200,44220,955,2.21,44399.54,43540,44330,43300,371094,16240277790,634557000000,14350000
332930,HANARO 200TR,51770,1195,2.36,51899.22,50905,51820,50600,7835,403508055,178606500000,3450000
304780,HANARO 200선물레버리지,32095,1435,4.68,32051.66,30940,32170,30720,4426,141360225,60980500000,1900000
306520,HANARO 200선물인버스,8675,-185,-2.09,8664.09,8830,8865,8645,295503,2564347460,16916250000,1950000
368190,HANARO Fn K-뉴딜디지털플러스,13545,215,1.61,13550.17,13380,13545,13300,524675,7060304420,76529250000,5650000
367740,HANARO Fn5G산업,13240,275,2.12,13237.7,13080,13240,12955,171906,2253775580,21846000000,1650000
346000,HANARO KAP초장기국고채,48425,-60,-0.12,48311.7,48490,48490,48380,210,10172145,8910200000,184000
304760,HANARO KRX300,20265,570,2.89,20248.12,19790,20275,19790,3692,74624620,18238500000,900000
332940,HANARO MSCI Korea TR,17915,335,1.91,18007.14,17560,17930,17560,103,1827995,456832500000,25500000
322400,HANARO e커머스,16870,355,2.15,16936.8,16730,16955,16555,64791,1088597695,15183000000,900000
322410,HANARO 고배당,9225,80,0.87,9234.19,9100,9225,9100,376,3443995,19833750000,2150000
354350,HANARO 글로벌럭셔리S&P(합성),15325,45,0.29,15198.74,15280,15370,15195,14856,227705145,8428750000,550000
314700,HANARO 농업융복합산업,12550,130,1.05,12583.38,12420,12550,12420,1017,12688185,6902500000,550000
306540,HANARO 단기통안채,102910,0,0,102915.57,102910,102910,102910,122,12555020,196455190000,1909000
304770,HANARO 코스닥150,15370,460,3.09,15492.52,14950,15400,14950,4142,62960500,38732400000,2520000
