단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
152100,ARIRANG 200,32025,-740,-2.26,32137.79,32480,32480,32015,257710,8291812090,616481250000,19250000
295820,ARIRANG 200동일가중,9545,-255,-2.6,9537.87,9700,9700,9545,30,288210,4295250000,450000
253150,ARIRANG 200선물레버리지,27030,-1340,-4.72,27055.4,27590,27625,26960,13307,364512265,9460500000,350000
253160,ARIRANG 200선물인버스2X,6350,285,4.7,6337.81,6195,6355,6195,110159,691827335,12700000000,2000000
395750,ARIRANG ESG가치주액티브,7625,-170,-2.18,7618.46,7710,7710,7620,22017,169346040,48418750000,6350000
395760,ARIRANG ESG성장주액티브,7520,-200,-2.59,7519.27,7630,7630,7495,32326,244617290,15040000000,2000000
278420,ARIRANG ESG우수기업,8330,-175,-2.06,8329.13,8445,8445,8330,230,1931880,3332000000,400000
429740,ARIRANG Fn K리츠,8735,-105,-1.19,8761.95,8795,8810,8735,816,7160045,6551250000,750000
436180,ARIRANG K-유니콘투자기업액티브,10105,-240,-2.32,10104.97,10185,10190,10105,130,1316885,7578750000,750000
292750,ARIRANG KRX300,14560,-365,-2.45,14555.12,14735,14735,14560,23,336160,8736000000,600000
309210,ARIRANG KRX300헬스케어,9015,-185,-2.01,9089.47,9115,9115,9000,135,1224645,2704500000,300000
333940,ARIRANG KS로우볼가중TR,11630,-230,-1.94,11627.47,11730,11730,11630,20,233230,5233500000,450000
333950,ARIRANG KS로우사이즈가중TR,14290,-350,-2.39,14290.65,14505,14505,14290,21,302395,6430500000,450000
333960,ARIRANG KS모멘텀가중TR,12990,-385,-2.88,12991.75,13240,13240,12990,23,300820,3897000000,300000
333970,ARIRANG KS밸류가중TR,13870,-295,-2.08,13870,14005,14005,13870,21,292355,6935000000,500000
333980,ARIRANG KS퀄리티가중TR,12640,-275,-2.13,12639.92,12760,12760,12640,21,266465,3792000000,300000
269530,ARIRANG S&P글로벌인프라,14480,115,0.8,14442.65,14290,14480,14290,569,8181655,7240000000,500000
433850,ARIRANG TDF2030액티브,10000,-45,-0.45,10165.19,10045,10045,10000,687,6891065,7500000000,750000
433860,ARIRANG TDF2040액티브,10015,-30,-0.3,10219.03,10005,10050,10000,266,2661185,7511250000,750000
433870,ARIRANG TDF2050액티브,10155,10,0.1,10362.21,10315,10315,10150,124682,1268365600,7616250000,750000
433880,ARIRANG TDF2060액티브,10240,-85,-0.82,10444.07,10325,10325,10160,238266,2430851525,7680000000,750000
421320,ARIRANG iSelect우주항공&UAM,11000,-215,-1.92,11042.43,11195,11330,11000,129617,1446862395,12650000000,1150000
