단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,17910,-995,-5.26,18025.26,18500,18500,17600,5269,93675710,20059200000,1120000
107560,GIANT 현대차그룹,24240,-440,-1.78,24194.82,24050,24640,23190,15649,374681240,37087200000,1530000
138210,GREAT GREEN,9380,-575,-5.78,9428.68,10900,10900,9300,702,6634155,11725000000,1250000
120210,GREAT SRI,8635,-670,-7.2,8792.07,8635,8635,8635,500,4317500,12089000000,1400000
110550,HIT 골드,8695,20,0.23,8682.83,8670,8720,8630,8755,76004705,3478000000,400000
124090,HIT 보험,9175,-260,-2.76,9349.21,9000,9210,9000,110,1010230,1835000000,200000
105270,KINDEX F15,5660,-180,-3.08,5635.48,5660,5660,5660,10,56600,9622000000,1700000
114460,KINDEX 국고채,103555,225,0.22,103652.93,103540,103650,103535,11,1139250,49706400000,480000
131890,KINDEX 삼성그룹EW,11370,-470,-3.97,11332.26,11025,11425,11025,4958,56075725,6822000000,600000
108450,KINDEX 삼성그룹SW,8440,-365,-4.15,8431.69,8265,8485,8265,1002,8453985,23632000000,2800000
108440,KINDEX 코스닥스타,15060,-615,-3.92,15091.43,15450,15450,14600,79,1188590,16566000000,1100000
143460,KINDEX 펀더멘털대형,6050,-215,-3.43,6022.87,5935,6050,5935,1648,9911080,9075000000,1500000
105190,KINDEX200,25180,-980,-3.75,25235.4,25725,25725,25040,96816,2445964455,323563000000,12850000
069500,KODEX 200,25325,-935,-3.56,25372.32,25230,25700,25145,7388004,188330384235,2806010000000,110800000
104580,KODEX Brazil,7025,-325,-4.42,6879.91,7150,7150,6890,1362,9584860,2107500000,300000
099140,KODEX China H,16300,-530,-3.15,16346.94,16530,16530,16145,27296,444431180,84760000000,5200000
101280,KODEX Japan,7845,-135,-1.69,7848.43,7900,7900,7650,3013,23370115,6276000000,800000
117700,KODEX 건설,5875,-345,-5.55,5939.34,5610,6055,5610,74921,443368410,23500000000,4000000
132030,KODEX 골드선물(H),12715,-20,-0.16,12664.66,12565,12715,12515,121789,1535294700,12715000000,1000000
138910,KODEX 구리선물(H),9895,-345,-3.37,10022.76,9995,10000,9895,52681,526387205,7916000000,800000
114260,KODEX 국고채,52925,100,0.19,52989.29,52825,53035,52670,1476,78210700,79387500000,1500000
122630,KODEX 레버리지,13200,-1040,-7.3,13163.48,13005,13585,13000,27797693,368905262605,652080000000,49400000
091160,KODEX 반도체,14235,-590,-3.98,14223.85,13210,14400,13210,13102,184789190,44840250000,3150000
140700,KODEX 보험,7645,-125,-1.61,7643.31,7570,7655,7440,2439,18489355,2293500000,300000
102780,KODEX 삼성그룹,5675,-225,-3.81,5657.02,5495,5725,5495,808831,4584820245,489185000000,86200000
136280,KODEX 소비재,16575,0,0,16069.83,15780,16575,15710,3215,51746865,5801250000,350000
117460,KODEX 에너지화학,14830,-875,-5.57,14811.77,14760,15140,14430,59605,877162895,47752600000,3220000
140710,KODEX 운송,6115,-250,-3.93,6086.94,6025,6175,6000,8986,55012275,6115000000,1000000
144600,KODEX 은선물(H),10285,-550,-5.08,10203.59,10125,10285,10100,17054,173200380,5142500000,500000
091170,KODEX 은행,8660,-250,-2.81,8669.89,8470,8750,8450,29679,256460330,37671000000,4350000
114800,KODEX 인버스,8130,275,3.5,8169.22,8100,8200,8035,16789133,136345626675,191868000000,23600000
091180,KODEX 자동차,22405,-380,-1.67,22522.8,21880,22750,20885,122366,2668796960,53772000000,2400000
102960,KODEX 조선,20670,-1695,-7.58,20843.71,19995,21400,19995,16004,333902905,12402000000,600000
102970,KODEX 증권,8030,-365,-4.35,8039.44,7905,8300,7885,86966,694556905,20476500000,2550000
117680,KODEX 철강,13260,-500,-3.63,13220.67,13035,13370,12895,7676,101230665,12066600000,910000
138920,KODEX 콩선물(H),9985,-265,-2.59,10107.48,10080,10085,9955,1482,14845960,4992500000,500000
144750,KODEX 태양광,25730,-1610,-5.89,25706.24,24550,26210,24550,895,22781495,6175200000,240000
069660,KOSEF 200,25275,-875,-3.35,25256.46,25200,25540,25100,324498,8190507730,221156250000,8750000
091190,KOSEF Banks,8720,-300,-3.33,8728.8,8800,8800,8680,401,3494900,5580800000,640000
091200,KOSEF IT,10795,-450,-4,10782.67,9565,10920,9565,1207,12887470,7988300000,740000
100910,KOSEF KRX100,4100,-155,-3.64,4096.53,4000,4155,4000,569,2343750,44280000000,10800000
104530,KOSEF 고배당,7105,-205,-2.8,7079.26,7120,7140,7065,3046,21624660,4263000000,600000
114470,KOSEF 국고채,105125,345,0.33,105163.49,104950,105150,104505,22126,2325889295,283837500000,2700000
130730,KOSEF 단기자금,102095,45,0.04,102107.3,98005,113000,98005,30419,3105859215,53089400000,520000
138230,KOSEF 미국달러선물,11840,55,0.47,11856.29,10020,11920,10020,5487,63382700,5209600000,440000
139660,KOSEF 미국달러선물 인버스,10375,-70,-0.67,10383.95,10445,10445,10325,171,1770065,5291250000,510000
104520,KOSEF 블루칩,6300,-225,-3.45,6292.9,6210,6365,6200,36320,228832810,23310000000,3700000
123930,KOSEF 인버스,8900,320,3.73,8928.25,9850,9850,8785,44617,402286820,4895000000,550000
122260,KOSEF 통안채,102225,140,0.14,102186.58,102150,102225,102150,32,3268950,284185500000,2780000
144670,KOSEF 펀더멘탈대형주,6025,-185,-2.98,6006.8,6000,6065,5925,5841,35136120,9037500000,1500000
105780,KStar 5대그룹주,5170,-140,-2.64,5156.95,5000,5230,5000,240196,1240043460,80652000000,15600000
114100,KStar 국고채,105045,320,0.31,105172.61,104725,105045,104725,20,2097700,258410700000,2460000
123760,KStar 레버리지,11565,-930,-7.44,11527.74,10900,12495,10900,40595,471989300,25443000000,2200000
140570,KStar 수출주,11665,-505,-4.15,11658.97,13900,13900,11470,7062,82541670,13998000000,1200000
140580,KStar 우량업종,10730,-400,-3.59,10746.3,10485,10865,10485,11009,118857265,11803000000,1100000
136340,KStar 우량회사채,101085,220,0.22,101149.94,100935,101085,100935,71,7176685,51553350000,510000
108480,KStar 코스닥엘리트30,2115,-100,-4.51,2118.09,2215,2215,2025,101277,212569475,28764000000,13600000
117740,PREX LG그룹&,11035,-510,-4.42,11035.29,11315,11315,11035,15,166155,25380500000,2300000
129270,PREX 네오밸류,6185,-215,-3.36,6216.18,6275,6275,6170,2348,14624185,10514500000,1700000
102110,TIGER 200,25235,-925,-3.54,25283.94,25500,25580,25050,1066847,26961108135,505961750000,20050000
139260,TIGER IT,10915,-505,-4.42,10942.52,10740,11065,10665,30917,338494350,15499300000,1420000
091210,TIGER KRX100,41055,-1450,-3.41,40965.27,39525,41290,39525,731,30022255,49881825000,1215000
138530,TIGER LG그룹+,5990,-310,-4.92,5967.15,5790,6075,5790,5494,32982050,8985000000,1500000
143850,TIGER S&P500선물(H),12285,-625,-4.84,12278.39,12340,12340,12210,1247,15247175,4914000000,400000
097710,TIGER 가치주,16355,-680,-3.99,16406.25,16000,16430,16000,242,3909040,13247550000,810000
139220,TIGER 건설기계,6455,-410,-5.97,6560.02,6455,6650,6455,1481,9647545,9166100000,1420000
114820,TIGER 국채3,104430,340,0.33,104442.97,104470,104470,104430,33,3446610,97119900000,930000
137990,TIGER 그린,9395,-1345,-12.52,9425.34,9455,10700,9130,19393,181998850,7891800000,840000
139310,TIGER 금속선물(H),9370,-195,-2.04,9332.14,9385,9385,9285,640,5984435,5622000000,600000
139270,TIGER 금융,7920,-240,-2.94,7921.55,7810,7990,7810,2275,18087430,14889600000,1880000
139320,TIGER 금은선물(H),10970,-255,-2.27,11089.98,11050,11060,10970,4066,44721320,6582000000,600000
133690,TIGER 나스닥100,10360,-455,-4.21,10320.64,9885,10375,9885,2183,22506645,6216000000,600000
137610,TIGER 농산물선물(H),10110,-290,-2.79,10256.98,10150,10150,10100,11111,112475450,26286000000,2600000
105010,TIGER 라틴,4840,-275,-5.38,4822.36,5050,5190,4840,34,170500,13552000000,2800000
123320,TIGER 레버리지,11560,-880,-7.07,11495.12,11105,11855,11105,2051742,23786164155,28900000000,2500000
097720,TIGER 미드캡,9630,-380,-3.8,9608.23,9805,9805,9505,7060,67994575,11556000000,1200000
098560,TIGER 미디어통신,7250,-275,-3.65,7211.78,7230,7290,7200,1694,12264575,3190000000,440000
091230,TIGER 반도체,14385,-655,-4.36,14441.06,13925,14645,13925,9337,131967205,28770000000,2000000
105020,TIGER 브릭스,5205,-350,-6.3,5244.46,5500,5500,4905,2761,14442690,10930500000,2100000
139300,TIGER 블루칩30,7495,-305,-3.91,7490.17,7345,7555,7345,105203,783969520,9593600000,1280000
138520,TIGER 삼성그룹,7630,-295,-3.72,7601.57,7450,7685,7450,4314,32954395,9461200000,1240000
139250,TIGER 에너지화학,15050,-925,-5.79,15141.1,14720,15440,14720,26243,394295215,17157000000,1140000
130680,TIGER 원유선물(H),9545,-625,-6.15,9616.3,9640,9650,9500,34693,332542200,5727000000,600000
091220,TIGER 은행,8850,-280,-3.07,8827.22,8710,8925,8710,2041,18085340,26196000000,2960000
123310,TIGER 인버스,8710,300,3.57,8754.44,9070,9175,8600,1159706,10093156775,10452000000,1200000
143570,TIGER 인버스국채3Y,9965,-55,-0.55,9979.84,9985,9990,9965,347,3460010,8968500000,900000
139290,TIGER 자동차&유통,21270,-475,-2.18,21311.83,20385,21570,20385,15740,335033000,14038200000,660000
143860,TIGER 제약&바이오,13835,-695,-4.78,13844.22,13490,14035,13490,4097,57050265,5534000000,400000
139230,TIGER 조선운송,6420,-450,-6.55,6504.47,6405,6580,6405,4961,32305130,8217600000,1280000
117690,TIGER 차이나,10610,-210,-1.94,10584.49,10600,10995,10600,1069,11741075,6366000000,600000
139240,TIGER 철강소재,11825,-425,-3.47,11778.38,11460,11875,11460,883,10406000,8750500000,740000
122390,TIGER 코스닥프리미어,16175,-830,-4.88,16257.86,15655,16540,15655,11211,176684015,60494500000,3740000
139280,TIGER 필수소비재,8150,-240,-2.86,8134.66,8145,8255,8140,2107,17271955,9617000000,1180000
138540,TIGER 현대차그룹+,28575,-925,-3.14,28526.53,28180,29090,27735,39529,1122601115,15430500000,540000
108590,TREX 200,25315,-890,-3.4,25340.29,24700,25645,24700,20108,506459540,93665500000,3700000
097750,TREX 중소형가치,7040,-300,-4.09,7071.27,6850,7135,6850,15725,110687935,4646400000,660000
