단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,16795,-55,-0.33,16798.3,16800,16800,16650,1020,17080900,20825800000,1240000
107560,GIANT 현대차그룹,26280,415,1.6,26225.9,26500,26500,25890,744,19505150,35478000000,1350000
138210,GREAT GREEN,11790,10,0.08,11753.59,12380,12380,11700,20,235495,11200500000,950000
120210,GREAT SRI,9875,0,0,9856.77,9875,9875,9875,70000,691250000,17972500000,1820000
110550,HIT 골드,7945,-35,-0.44,7977.83,7975,7975,7945,785,6246835,4767000000,600000
124090,HIT 보험,8740,130,1.51,8742.54,8740,8740,8740,103,900220,1748000000,200000
105270,KINDEX F15,6310,-60,-0.94,6318.28,6335,6335,6310,5,31615,10727000000,1700000
114460,KINDEX 국고채,103670,-30,-0.03,103719.13,103670,103750,103650,31,3215325,49761600000,480000
131890,KINDEX 삼성그룹EW,12215,120,0.99,12210.06,12170,12215,12080,7,84785,8550500000,700000
108450,KINDEX 삼성그룹SW,9485,140,1.5,9475.02,9415,9485,9400,12,112900,27506500000,2900000
108440,KINDEX 코스닥스타,13940,0,0,13913.71,0,0,0,0,0,15891600000,1140000
105190,KINDEX200,27805,195,0.71,27911.53,27865,27865,27620,206405,5749166670,226610750000,8150000
069500,KODEX 200,28025,200,0.72,28104.06,27865,28050,27745,1488084,41622714420,2407347500000,85900000
104580,KODEX Brazil,8015,-15,-0.19,7910.64,8000,8020,8000,270,2164015,2404500000,300000
099140,KODEX China H,18480,-20,-0.11,18582.54,18515,18570,18400,9697,179216075,96096000000,5200000
101280,KODEX Japan,8010,-70,-0.87,8007.6,8125,8125,8010,10307,82776895,6408000000,800000
117700,KODEX 건설,6065,40,0.66,6019.24,6015,6065,5950,117540,705185335,23653500000,3900000
132030,KODEX 골드선물(H),11405,0,0,11383.13,11400,11410,11365,2047,23313030,11405000000,1000000
138910,KODEX 구리선물(H),9620,-70,-0.72,9605.71,9615,9660,9465,24364,233050495,5772000000,600000
114260,KODEX 국고채,52980,0,0,53035.9,52980,53065,52970,3427,181557915,79470000000,1500000
122630,KODEX 레버리지,16385,255,1.58,16412.1,16220,16410,16040,6027611,98069504935,435841000000,26600000
