단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,18370,60,0.33,18382.67,18330,18370,18325,463,8485080,23146200000,1260000
107560,GIANT 현대차그룹,24065,5,0.02,24143.44,24060,24065,23750,1792,42815595,39707250000,1650000
138210,GREAT GREEN,12450,95,0.77,12464.82,12405,12450,12315,23,284210,9960000000,800000
120210,GREAT SRI,9990,35,0.35,10055.57,9955,9995,9955,6,59885,18181800000,1820000
110550,HIT 골드,7725,60,0.78,7727.32,7700,7735,7690,666,5134745,7725000000,1000000
124090,HIT 보험,9730,-95,-0.97,9716.33,10190,10190,9610,587,5699745,1946000000,200000
105270,KINDEX F15,6580,15,0.23,6637.99,6580,6580,6580,1,6580,11186000000,1700000
114460,KINDEX 국고채,103200,30,0.03,103019.19,103275,103275,103200,2100,216727500,58824000000,570000
131890,KINDEX 삼성그룹EW,12485,-50,-0.4,12485.74,12545,12570,12440,8675,108262805,8739500000,700000
108450,KINDEX 삼성그룹SW,9445,30,0.32,9450.58,9475,9480,9355,1024,9614465,31168500000,3300000
108440,KINDEX 코스닥스타,15225,-40,-0.26,15240.46,15290,15290,15190,20,305565,17052000000,1120000
105190,KINDEX200,28690,325,1.15,28587.5,28360,28690,28320,36822,1045955870,281162000000,9800000
069500,KODEX 200,28720,180,0.63,28775.16,28540,28755,28445,1120936,32121739420,2467048000000,85900000
104580,KODEX Brazil,8430,30,0.36,8680.5,8400,8470,8400,2706,22795015,2529000000,300000
099140,KODEX China H,19250,40,0.21,19528.99,19200,19310,19200,7920,152459275,103950000000,5400000
101280,KODEX Japan,8055,-130,-1.59,8038.75,8180,8180,8010,69580,561831980,3222000000,400000
117700,KODEX 건설,6415,0,0,6407.42,6370,6440,6325,16777,107105530,25018500000,3900000
132030,KODEX 골드선물(H),10950,45,0.41,10924.63,10910,10960,10910,23134,252820505,8760000000,800000
138910,KODEX 구리선물(H),10175,95,0.94,10129.11,10125,10200,10105,3183,32306915,6105000000,600000
114260,KODEX 국고채,52800,-55,-0.1,52690.72,52850,52885,52800,2235,118114300,79200000000,1500000
122630,KODEX 레버리지,16990,220,1.31,17037.66,16770,17005,16670,4561057,76765843635,383974000000,22600000
091160,KODEX 반도체,18455,25,0.14,18546.52,18435,18520,18430,3458,63863190,42446500000,2300000
102780,KODEX 삼성그룹,6355,-15,-0.24,6385.75,6370,6390,6325,962648,6117362375,535726500000,84300000
136280,KODEX 소비재,14830,-75,-0.5,14860.02,14910,14940,14745,5969,88577155,10381000000,700000
117460,KODEX 에너지화학,16770,420,2.57,16806.59,16130,16805,16130,57561,950915325,45782100000,2730000
091170,KODEX 은행,10030,-30,-0.3,10060.83,10050,10150,9980,54172,543520380,37111000000,3700000
114800,KODEX 인버스,7280,-60,-0.82,7292.58,7345,7360,7280,3478978,25474959725,139048000000,19100000
091180,KODEX 자동차,21640,235,1.1,21653.37,21325,21640,21135,23329,497412570,54100000000,2500000
102960,KODEX 조선,26695,395,1.5,26746.37,26305,26735,26210,4426,117166130,30432300000,1140000
102970,KODEX 증권,10070,40,0.4,10070.22,10030,10100,9905,21150,211515115,22657500000,2250000
117680,KODEX 철강,13975,-10,-0.07,13955.22,13985,14050,13870,7043,98386980,23478000000,1680000
138920,KODEX 콩선물(H),10410,-100,-0.95,10393.59,10405,10435,10395,4516,47031840,10410000000,1000000
069660,KOSEF 200,28585,180,0.63,28609.28,28405,28605,28300,1516945,43178158705,187231750000,6550000
091190,KOSEF Banks,10340,20,0.19,10322.64,10370,10370,10340,11,114040,9719600000,940000
091200,KOSEF IT,13420,160,1.21,13423.3,13330,13420,13330,1441,19311575,13420000000,1000000
100910,KOSEF KRX100,4635,50,1.09,4622.23,4585,4640,4585,399,1837300,27810000000,6000000
104530,KOSEF 고배당,7660,5,0.07,7692.33,7655,7680,7650,840,6438590,6894000000,900000
114470,KOSEF 국고채,104540,-30,-0.03,104504.83,104615,104645,104540,5012,524314350,335573400000,3210000
130730,KOSEF 단기자금,101050,10,0.01,100967.22,101045,101060,101025,8111,819661790,108123500000,1070000
138230,KOSEF 미국달러선물,12055,15,0.12,12065.05,12060,12090,12045,4069,49090455,5183650000,430000
139660,KOSEF 미국달러선물 인버스,10070,-5,-0.05,10059.61,10120,10120,10050,5659,56991255,10170700000,1010000
104520,KOSEF 블루칩,6885,20,0.29,6888.77,6900,6900,6820,56141,385284630,29605500000,4300000
123930,KOSEF 인버스,7950,-65,-0.81,7955.12,8000,8040,7950,10078,80599050,3975000000,500000
122260,KOSEF 통안채,101120,10,0.01,101037.32,101105,101120,101060,7871,795608155,309427200000,3060000
105780,KStar 5대그룹주,5705,60,1.06,5721.16,5655,5705,5650,112206,638624570,51345000000,9000000
114100,KStar 국고채,104640,20,0.02,104461.32,104725,104745,104640,5194,543742070,285667200000,2730000
123760,KStar 레버리지,14925,200,1.36,14914.27,14720,14930,14645,6710,99057055,32835000000,2200000
108480,KStar 코스닥엘리트30,2115,-5,-0.24,2128.95,2130,2130,2110,69527,147490105,32994000000,15600000
117740,PREX LG그룹&,13390,210,1.59,13421.7,13265,13390,13250,111,1472945,24102000000,1800000
129270,PREX 네오밸류,6910,15,0.22,6975.21,6790,6910,6790,238,1634605,12438000000,1800000
102110,TIGER 200,28515,205,0.72,28547.68,28320,28520,28225,144673,4104285250,297981750000,10450000
091210,TIGER KRX100,46195,295,0.64,46140.55,45735,46195,45735,20,919300,13858500000,300000
138530,TIGER LG그룹+,7620,170,2.28,7614.2,7505,7640,7505,9025,68235250,11430000000,1500000
097710,TIGER 가치주,17300,15,0.09,17392.18,17295,17330,17295,108,1868360,12975000000,750000
114820,TIGER 국채3,103720,0,0,103794.03,0,0,0,0,0,96459600000,930000
137990,TIGER 그린,12490,110,0.89,12496.73,12385,12520,12385,13076,162758880,9742200000,780000
133690,TIGER 나스닥100,11050,-60,-0.54,11093,10850,11100,10850,1662,18291330,6630000000,600000
137610,TIGER 농산물선물(H),10685,150,1.42,10731.74,10620,10775,10620,57930,620536340,32055000000,3000000
105010,TIGER 라틴,5795,45,0.78,5827.43,5810,5810,5795,5,28990,16226000000,2800000
123320,TIGER 레버리지,14865,170,1.16,14881.99,14300,14875,14300,9992,147168555,8919000000,600000
097720,TIGER 미드캡,9535,65,0.69,9618.36,9515,9535,9515,16,152460,10869900000,1140000
098560,TIGER 미디어통신,8285,-30,-0.36,8258.25,8255,8285,8235,276,2277990,6959400000,840000
091230,TIGER 반도체,18950,70,0.37,18918.89,18865,18960,18860,1802,34150920,34489000000,1820000
105020,TIGER 브릭스,6385,50,0.79,6383.55,6335,6385,6335,879,5586635,13408500000,2100000
138520,TIGER 삼성그룹,8515,20,0.24,8506.82,8510,8515,8450,6264,53258010,11069500000,1300000
130680,TIGER 원유선물(H),12175,25,0.21,12215.23,12100,12190,12100,6566,79946490,8522500000,700000
091220,TIGER 은행,10315,-65,-0.63,10306.2,10500,10500,10300,15819,163529495,32182800000,3120000
123310,TIGER 인버스,7795,-50,-0.64,7797.04,7950,7950,7795,5366,42065425,4677000000,600000
117690,TIGER 차이나,12205,10,0.08,12223.98,12075,12225,12075,180,2193995,7323000000,600000
122390,TIGER 코스닥프리미어,17630,65,0.37,17643.46,17000,17655,17000,3023,53269135,68051800000,3860000
138540,TIGER 현대차그룹+,31725,375,1.2,31717.86,31210,31725,31040,331395,10328442580,12055500000,380000
108590,TREX 200,28705,235,0.83,28683.36,28445,28705,28410,22,626860,107643750000,3750000
097750,TREX 중소형가치,7010,45,0.65,7042.51,6965,7025,6965,4199,29443275,4626600000,660000
137930,마이다스 커버드콜,10350,-10,-0.1,10371.64,10360,10375,10350,265,2744635,34155000000,3300000
122090,아리랑 KOSPI50,18365,60,0.33,18442.83,18305,18370,18295,116,2128070,125616600000,6840000
