단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,16035,0,0,16067.98,0,0,0,0,0,23731800000,1480000
107560,GIANT 현대차그룹,11850,75,0.64,11914.83,11605,11865,11605,1857,22003965,22396500000,1890000
120210,GREAT SRI,7540,60,0.8,7532.54,7330,7540,7330,1696,12750295,53835600000,7140000
110550,HiShares Gold,6460,0,0,6459.56,6465,6515,6430,200796,1302748750,11628000000,1800000
105270,KINDEX F15,5580,5,0.09,5612.7,0,0,0,0,0,11160000000,2000000
114460,KINDEX 국고채,103630,35,0.03,102693.12,103600,103630,103600,3291,340999330,96375900000,930000
108450,KINDEX 삼성그룹주,6900,85,1.25,6916.25,6815,6900,6790,712,4837130,26910000000,3900000
108440,KINDEX 코스닥스타,12590,140,1.12,12584.44,12590,12600,12590,58,730370,15863400000,1260000
105190,KINDEX200,21680,275,1.28,21732.92,21665,21720,21640,18443,399777585,203792000000,9400000
105450,KODEX 15,3780,45,1.2,3772.15,3700,3780,3700,4820,18057590,3969000000,1050000
069500,KODEX 200,21845,310,1.44,21861.85,21590,21855,21590,1562894,34083147608,1492013500000,68300000
104580,KODEX Brazil,7890,15,0.19,7766.92,8010,8010,7875,340,2688905,5523000000,700000
099140,KODEX China H,17845,-70,-0.39,17787.03,17770,17980,17695,37362,664829155,142760000000,8000000
101280,KODEX Japan,8405,-55,-0.65,8405.19,8270,8495,8270,263,2218580,6724000000,800000
117700,KODEX 건설,5475,120,2.24,5480.81,5460,5475,4900,1334,7163570,5475000000,1000000
114260,KODEX 국고채,52280,5,0.01,52237.16,52245,52315,52245,1275,66662230,62736000000,1200000
122630,KODEX 레버리지,10245,265,2.66,10269.34,10015,10245,10015,413305,4210362790,51225000000,5000000
091160,KODEX 반도체,14445,150,1.05,14511.11,14395,14450,14380,7598,109624550,13722750000,950000
102780,KODEX 삼성그룹,4950,40,0.81,4964.4,4920,4960,4920,245646,1214611380,309870000000,62600000
117460,KODEX 에너지화학,8055,150,1.9,8040.05,7940,8055,7940,5849,46655530,2255400000,280000
091170,KODEX 은행,8460,20,0.24,8514.74,8485,8520,8420,3485,29557185,8037000000,950000
114800,KODEX 인버스,9795,-140,-1.41,9763.99,9905,9905,9795,1166833,11452113740,57790500000,5900000
091180,KODEX 자동차,10600,115,1.1,10636.36,10485,10610,10485,5449,57654685,7950000000,750000
102960,KODEX 조선,15230,230,1.53,15272.02,15150,15295,15150,1082,16461770,5178200000,340000
102970,KODEX 증권,8515,20,0.24,8575.86,8510,8540,8480,3412,28991855,6386250000,750000
117680,KODEX 철강,8640,25,0.29,8613.35,8640,8670,8615,565,4878315,4838400000,560000
069660,KOSEF 200,21675,205,0.95,21695.16,21475,21700,21475,1355563,29378462415,270937500000,12500000
091190,KOSEF Banks,8705,25,0.29,8684.07,8705,8705,8705,10,87050,20369700000,2340000
091200,KOSEF IT,11300,75,0.67,11337.6,11225,11300,11225,401,4515825,7232000000,640000
100910,KOSEF KRX100,3500,25,0.72,3495.67,3490,3500,3480,2271,7920365,34650000000,9900000
104530,KOSEF 고배당,6370,55,0.87,6386.54,6340,6370,6300,234,1486910,4777500000,750000
114470,KOSEF 국고채,103640,20,0.02,102720.09,103690,103750,103550,61231,6342569030,335793600000,3240000
104520,KOSEF 블루칩,5300,60,1.15,5293.31,5245,5300,5245,74,390750,21200000000,4000000
097740,KOSEF 중형순수가치,12600,60,0.48,12697.68,12600,12600,12600,37,466200,2016000000,160000
122260,KOSEF 통안채,100865,15,0.01,100838.59,100850,100950,100810,67840,6842317410,108934200000,1080000
105780,KStar 5대그룹주,3970,15,0.38,4001.7,3960,3975,3960,1125,4456750,15880000000,4000000
114100,KStar 국고채,103670,5,0,102764.68,103730,103785,103590,1509,156464970,251918100000,2430000
108480,KStar 코스닥엘리트30,1685,10,0.6,1693.98,1680,1685,1670,4811,8098145,41114000000,24400000
117740,PREX LG그룹&,10315,25,0.24,10370.1,10055,10360,10055,14262,147026020,26303250000,2550000
091210,TIGER KRX100,34970,350,1.01,34990.08,34935,34970,34935,53,1853150,11015550000,315000
114820,TIGER 국채3,104030,30,0.03,103164.41,104030,104030,104030,5,520150,118594200000,1140000
105010,TIGER 라틴,5120,-10,-0.19,5193.04,5130,5130,5115,140,716565,19456000000,3800000
098560,TIGER 미디어통신,8870,15,0.17,8836.46,8855,8870,8765,54,476345,5322000000,600000
091230,TIGER 반도체,14635,65,0.45,14671.19,14630,14635,14595,313,4576165,24001400000,1640000
105020,TIGER 브릭스,5610,15,0.27,5656.65,5610,5610,5610,59,330990,11781000000,2100000
097710,TIGER 순수가치,12980,90,0.7,13066.39,0,0,0,0,0,10124400000,780000
091220,TIGER 은행,8620,30,0.35,8618.49,8625,8705,8585,616,5328780,31204400000,3620000
097720,TIGER 중형가치,6670,-25,-0.37,6755.87,6670,6670,6670,50,333500,8004000000,1200000
117690,TIGER 차이나,10600,15,0.14,10669.39,10625,10630,10580,79,837555,10600000000,1000000
122390,TIGER 코스닥프리미어,15000,55,0.37,15006.08,14925,15000,14875,49,730265,39000000000,2600000
102110,TIGER200,21655,275,1.29,21673.28,21555,21665,21555,703252,15210704235,194895000000,9000000
108590,TREX 200,21670,285,1.33,21663.81,21595,21670,21595,70,1515400,104016000000,4800000
097750,TREX 중소형가치,5275,35,0.67,5276.88,5265,5275,5265,30,158150,3639750000,690000
122090,아리랑 KOSPI50,14230,195,1.39,14209.85,14210,14230,14160,6000,85183300,104590500000,7350000
