단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,16270,50,0.31,16353.44,16220,16700,16220,3381,55733300,26357400000,1620000
107560,GIANT 현대차그룹,15150,250,1.68,15190.33,14905,15235,14905,1655,24919950,25906500000,1710000
120210,GREAT SRI,7985,155,1.98,8034.54,7830,7985,7830,1842,14540975,46392850000,5810000
110550,HiShares Gold,7395,-70,-0.94,7358.29,7600,7600,7315,7292,53960235,7395000000,1000000
124090,HiShares 보험,8290,180,2.22,8289.23,8200,8300,8170,1511,12425625,5803000000,700000
105270,KINDEX F15,5680,70,1.25,5721.43,0,0,0,0,0,10792000000,1900000
114460,KINDEX 국고채,103155,-180,-0.17,102965.35,103155,103155,103155,10,1031550,80460900000,780000
108450,KINDEX 삼성그룹주,7150,70,0.99,7191.41,7130,7160,7130,22692,162292045,25025000000,3500000
108440,KINDEX 코스닥스타,13200,305,2.37,12979.45,13280,13280,13175,2329,30870995,17160000000,1300000
105190,KINDEX200,22770,365,1.63,22823.63,22685,22805,22625,9444,214879020,154836000000,6800000
069500,KODEX 200,22830,305,1.35,22930.29,22700,22940,22685,1421292,32457610685,1602666000000,70200000
104580,KODEX Brazil,7700,-50,-0.65,7630.28,7900,7900,7700,4131,31932770,5390000000,700000
099140,KODEX China H,18700,225,1.22,18819,18625,18730,18350,246257,4591312390,142120000000,7600000
101280,KODEX Japan,8360,-90,-1.07,8334.55,8500,8500,8305,519,4358705,3344000000,400000
117700,KODEX 건설,4760,120,2.59,4781.56,4700,4765,4645,3145,14889010,3332000000,700000
114260,KODEX 국고채,52025,-115,-0.22,51962.05,52550,52550,52025,35594,1854525475,62430000000,1200000
122630,KODEX 레버리지,11295,365,3.34,11314.35,11100,11360,11090,3515036,39590628095,110691000000,9800000
091160,KODEX 반도체,17720,10,0.06,17793.73,17915,17915,17605,5124,90859680,15948000000,900000
102780,KODEX 삼성그룹,5430,35,0.65,5467.25,5415,5465,5380,1848937,10028141230,396933000000,73100000
117460,KODEX 에너지화학,9440,210,2.28,9457.96,9325,9440,9285,3998,37429300,5947200000,630000
091170,KODEX 은행,8640,130,1.53,8644.13,8560,8655,8560,8436,72793700,12096000000,1400000
114800,KODEX 인버스,9110,-160,-1.73,9131.52,9200,9200,9090,2142397,19554285830,90189000000,9900000
091180,KODEX 자동차,13695,100,0.74,13731.42,14030,14030,13620,6051,82998555,13695000000,1000000
102960,KODEX 조선,15235,580,3.96,15217.77,15050,15300,15010,2604,39635650,4265800000,280000
102970,KODEX 증권,8395,135,1.63,8448.17,8335,8420,8335,6455,54130195,6296250000,750000
117680,KODEX 철강,9080,490,5.7,9126.57,8800,9090,8800,9094,80730620,5720400000,630000
069660,KOSEF 200,22730,305,1.36,22819.35,22500,22845,22500,348524,7929234450,170475000000,7500000
091190,KOSEF Banks,8835,100,1.14,8869.89,9200,9200,8835,1101,9923865,4770900000,540000
091200,KOSEF IT,12860,20,0.16,12951.57,12955,12965,12830,879,11304375,8744800000,680000
100910,KOSEF KRX100,3650,80,2.24,3655.53,3580,3655,3580,1600,5819705,36135000000,9900000
104530,KOSEF 고배당,6440,80,1.26,6444.61,6400,6460,6400,1230,7934465,4830000000,750000
114470,KOSEF 국고채,103140,-240,-0.23,102992.04,103380,103380,103140,11090,1145143120,365115600000,3540000
104520,KOSEF 블루칩,5785,55,0.96,5805.29,5780,5820,5735,37608,217090900,29503500000,5100000
123930,KOSEF 인버스,9925,-190,-1.88,9938.09,10200,10200,9900,13604,135190140,10917500000,1100000
122260,KOSEF 통안채,102035,-25,-0.02,101998.44,102070,102070,102025,19774,2018055695,128564100000,1260000
105780,KStar 5대그룹주,4430,95,2.19,4457.2,4400,4430,4400,4006,17674925,16834000000,3800000
114100,KStar 국고채,103120,-260,-0.25,102968.95,103285,103285,103090,3504,361635020,241300800000,2340000
123760,KStar 레버리지,9850,315,3.3,9835.1,9750,9910,9695,28726,282177475,23640000000,2400000
108480,KStar 코스닥엘리트30,1810,30,1.69,1814.94,1780,1810,1780,3321,5969925,47060000000,26000000
117740,PREX LG그룹&,11215,150,1.36,11279.67,11255,11255,11150,1761,19696185,28037500000,2500000
129270,PREX 네오밸류,5520,65,1.19,5548.76,5400,5950,5400,23856,131483445,13248000000,2400000
091210,TIGER KRX100,36385,500,1.39,36665.13,36345,36385,36345,130,4728850,10915500000,300000
114820,TIGER 국채3,103570,-170,-0.16,103410.05,103570,103570,103570,2,207140,108748500000,1050000
105010,TIGER 라틴,5190,-120,-2.26,5140.24,5230,5230,5180,793,4121095,14532000000,2800000
098560,TIGER 미디어통신,8625,-10,-0.12,8671.53,8720,8720,8625,200024,1735408050,5865000000,680000
091230,TIGER 반도체,17975,-35,-0.19,18075.6,18080,18100,17945,2224,40079355,33433500000,1860000
105020,TIGER 브릭스,5790,5,0.09,5665.15,5870,5870,5775,5370,31023035,12159000000,2100000
097710,TIGER 순수가치,13600,295,2.22,13623.41,13440,13600,13440,232,3124610,10608000000,780000
091220,TIGER 은행,8815,105,1.21,8822.77,8750,8820,8750,219,1927010,31557700000,3580000
097720,TIGER 중형가치,7300,155,2.17,7357.76,7300,7300,7300,28,204400,8760000000,1200000
117690,TIGER 차이나,11670,160,1.39,11621.25,11375,13000,11335,14258,166366310,11086500000,950000
122390,TIGER 코스닥프리미어,15670,115,0.74,15703.54,15625,15670,15625,100031,1561985725,48890400000,3120000
102110,TIGER200,22785,365,1.63,22834.27,22440,22865,22440,307819,7006434895,223293000000,9800000
123320,TIGER200레버리지,9895,320,3.34,9872.37,9765,9930,9735,48732,480155530,30674500000,3100000
123310,TIGER200인버스,9635,-175,-1.78,9654.71,9750,9750,9620,10758,103813230,15416000000,1600000
108590,TREX 200,22810,345,1.54,22842,22875,22875,22665,13644,310608160,88959000000,3900000
097750,TREX 중소형가치,5575,125,2.29,5579.95,5475,5575,5475,507,2809385,3679500000,660000
122090,아리랑 KOSPI50,14815,195,1.33,14888.48,14790,14855,14790,402,5958645,36000450000,2430000
