단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,17650,700,4.13,17439.51,17285,17650,17100,1281,22242600,31064000000,1760000
107560,GIANT 현대차그룹,11400,185,1.65,11479.44,11215,11455,11200,1892,21534880,21546000000,1890000
120210,GREAT SRI,7915,55,0.7,7978.03,7885,7915,7885,3659,28888305,37675400000,4760000
110550,HiShares Gold,6365,-75,-1.16,6339.94,6365,6365,6310,3878,24593135,11457000000,1800000
105270,KINDEX F15,5980,45,0.76,6019.96,0,0,0,0,0,11960000000,2000000
114460,KINDEX 국고채,102385,115,0.11,102288.12,102315,102385,102310,11588,1185781985,113647350000,1110000
108450,KINDEX 삼성그룹주,7090,-10,-0.14,7214.96,7070,7115,7060,1479,10465490,30487000000,4300000
108440,KINDEX 코스닥스타,13610,140,1.04,13602.04,13420,13610,13370,1000,13544200,15515400000,1140000
105190,KINDEX200,22810,140,0.62,22896.35,22580,22835,22580,244653,5590632070,184761000000,8100000
105450,KODEX 15,3995,40,1.01,3992.44,4545,4545,3905,2545,10143015,4194750000,1050000
069500,KODEX 200,23030,195,0.85,23066.48,22625,23030,22625,1016553,23296339671,1344952000000,58400000
104580,KODEX Brazil,8120,-15,-0.18,7929.45,7905,8585,7905,12322,100728970,5684000000,700000
099140,KODEX China H,18200,-130,-0.71,17829.97,18250,18310,18010,102618,1863474765,131040000000,7200000
101280,KODEX Japan,8650,145,1.7,8647.32,8240,8650,8240,1797,15332315,6920000000,800000
117700,KODEX 건설,5825,70,1.22,5821.62,5755,5825,5730,548,3160515,5825000000,1000000
114260,KODEX 국고채,51645,40,0.08,51611.58,51640,51650,51630,160,8262610,30987000000,600000
091160,KODEX 반도체,15790,280,1.81,15871.04,15495,15865,15415,7544,118548870,14211000000,900000
102780,KODEX 삼성그룹,5135,45,0.88,5138.48,5060,5140,5055,614729,3145101885,277290000000,54000000
117460,KODEX 에너지화학,8245,-55,-0.66,8298.38,8300,8300,8140,4285,35266505,2308600000,280000
091170,KODEX 은행,8820,-10,-0.11,8852.56,8820,8875,8780,8450,74328640,7938000000,900000
114800,KODEX 인버스,9300,-70,-0.75,9296.34,9455,9455,9300,560025,5247100760,50220000000,5400000
091180,KODEX 자동차,9960,260,2.68,9950.85,9510,9960,9510,4019,39579765,7470000000,750000
102960,KODEX 조선,16015,55,0.34,16070,15600,16080,15585,15788,251909690,5445100000,340000
102970,KODEX 증권,9365,-25,-0.27,9394.39,9330,9390,9290,5995,55822680,6555500000,700000
117680,KODEX 철강,9140,-150,-1.61,9124.53,9195,9215,9130,2712,24862315,5118400000,560000
069660,KOSEF 200,22850,170,0.75,22885.55,22500,22850,22495,286170,6488786020,131387500000,5750000
091190,KOSEF Banks,8905,-95,-1.06,9001.47,9000,9000,8905,158,1421475,4808700000,540000
091200,KOSEF IT,12000,135,1.14,12157.26,11850,12070,11850,392,4682195,7680000000,640000
100910,KOSEF KRX100,3670,15,0.41,3676.91,3620,3670,3620,63,228535,36333000000,9900000
104530,KOSEF 고배당,6485,-35,-0.54,6513.88,6460,6485,6455,112,723515,4863750000,750000
114470,KOSEF 국고채,102350,55,0.05,102276.79,102335,102365,102300,10372,1061367755,346966500000,3390000
104520,KOSEF 블루칩,5495,25,0.46,5506.59,5435,5495,5435,587,3200155,19232500000,3500000
097740,KOSEF 중형순수가치,12990,90,0.7,12993.81,12780,12990,12780,54,690960,3637200000,280000
122260,KOSEF 통안채,100100,10,0.01,100077.12,100090,100100,100080,4123,412657070,100100000000,1000000
105780,KStar 5대그룹주,4120,15,0.37,4163.18,4105,4135,4105,729,3011765,17304000000,4200000
114100,KStar 국고채,102405,55,0.05,102314.52,102380,102405,102335,2910,297904450,248844150000,2430000
108480,KStar 코스닥엘리트30,1825,20,1.11,1830.84,1805,1825,1805,9738,17661230,50370000000,27600000
117740,PREX LG그룹&,11015,95,0.87,11097.04,10995,11075,10920,313,3440100,26986750000,2450000
091210,TIGER KRX100,36725,235,0.64,36856.67,35060,37000,35060,1978,72404785,11568375000,315000
114820,TIGER 국채3,102875,110,0.11,102770.99,102875,102875,102875,3,308625,123450000000,1200000
105010,TIGER 라틴,5300,0,0,5299.7,5300,5300,5300,101,535300,20140000000,3800000
098560,TIGER 미디어통신,9590,-125,-1.29,9613.34,9510,9655,9510,1457,14019915,5945800000,620000
091230,TIGER 반도체,15975,355,2.27,16013.28,15500,15990,15500,196,3095530,26199000000,1640000
105020,TIGER 브릭스,5720,-5,-0.09,5753.5,5720,5730,5705,358,2046155,12012000000,2100000
097710,TIGER 순수가치,13725,60,0.44,13789.88,13725,13725,13725,9,123525,10705500000,780000
091220,TIGER 은행,8860,-70,-0.78,8928,8840,8915,8840,3009,26661965,31718800000,3580000
097720,TIGER 중형가치,6975,30,0.43,6983.11,6925,6975,6925,101,699475,8370000000,1200000
117690,TIGER 차이나,10600,-50,-0.47,10675.94,10745,10940,10590,22121,236158725,10600000000,1000000
102110,TIGER200,22795,130,0.57,22883.1,22595,22815,22500,187330,4248264425,175521500000,7700000
108590,TREX 200,22805,165,0.73,22841.05,22635,22805,22635,10390,236570525,94640750000,4150000
097750,TREX 중소형가치,5550,-30,-0.54,5559.52,5530,5550,5530,11,60850,3829500000,690000
122090,아리랑 KOSPI50,15080,115,0.77,15119.67,14900,15080,14900,71161,1069207450,38906400000,2580000
