단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
108630,FIRST 스타우량,17095,250,1.48,17123.66,16830,17095,16830,9,152110,27010100000,1580000
107560,GIANT 현대차그룹,20045,70,0.35,19906.11,19900,20130,19660,5181,103618395,30668850000,1530000
120210,GREAT SRI,8625,-35,-0.4,8632.67,8630,8645,8625,5,43160,30187500000,3500000
110550,HIT 골드,7500,-95,-1.25,7613.39,7650,7650,7500,3327,25226220,7500000000,1000000
124090,HIT 보험,8180,10,0.12,8204.17,8250,8250,8050,913,7404645,6135000000,750000
105270,KINDEX F15,5875,45,0.77,5829.61,5810,5875,5810,23,134700,10575000000,1800000
114460,KINDEX 국고채,105280,25,0.02,105268.17,105260,105300,105175,20,2104885,78960000000,750000
131890,KINDEX 삼성그룹EW,11370,-25,-0.22,11381.81,11260,11385,9795,1846,20226535,13644000000,1200000
108450,KINDEX 삼성그룹SW,8095,-35,-0.43,8086.19,8025,8100,8025,975,7841695,28332500000,3500000
108440,KINDEX 코스닥스타,14010,115,0.83,14038.98,13990,14010,13960,193,2703070,18773400000,1340000
105190,KINDEX200,24770,-20,-0.08,24790.09,24500,24800,24500,75092,1859173120,169674500000,6850000
069500,KODEX 200,24795,-55,-0.22,24874.82,24635,24975,24600,1514752,37568056290,2025751500000,81700000
104580,KODEX Brazil,8000,-80,-0.99,8068.69,8040,8040,7900,1018,8126845,3600000000,450000
099140,KODEX China H,19665,-315,-1.58,19545.54,19900,19905,19500,34139,669229050,110124000000,5600000
101280,KODEX Japan,8445,15,0.18,8618.01,8285,8460,8285,138,1154595,3378000000,400000
117700,KODEX 건설,5720,-90,-1.55,5691.66,5810,5810,5605,39244,221047635,6292000000,1100000
132030,KODEX 골드선물(H),10175,-205,-1.97,10211.29,10190,10200,10130,24971,254005510,10175000000,1000000
114260,KODEX 국고채,53110,-20,-0.04,53131.69,53100,53145,53080,3211,170541600,79665000000,1500000
122630,KODEX 레버리지,13045,-25,-0.19,13073.52,12920,13200,12825,2517348,32793236680,148713000000,11400000
091160,KODEX 반도체,16185,-190,-1.16,16131.04,16350,16350,15990,5673,91387040,14566500000,900000
102780,KODEX 삼성그룹,5655,-20,-0.35,5683.86,5605,5715,5605,1141219,6467443210,417339000000,73800000
117460,KODEX 에너지화학,12570,0,0,12587.79,12505,12695,12380,7943,99886900,19357800000,1540000
091170,KODEX 은행,8430,-60,-0.71,8454.37,8490,8515,8405,12034,101828575,24447000000,2900000
114800,KODEX 인버스,8385,5,0.06,8400.31,8450,8460,8345,3229017,27115498645,140029500000,16700000
091180,KODEX 자동차,17800,65,0.37,17795.36,17650,17900,17510,12231,216623740,32930000000,1850000
102960,KODEX 조선,22560,400,1.81,22614.69,22095,22875,21850,19327,433446570,17596800000,780000
102970,KODEX 증권,8915,25,0.28,8911.45,8840,8990,8730,17692,157836455,13372500000,1500000
117680,KODEX 철강,10770,-10,-0.09,10773.67,10500,10815,10500,805,8655715,12062400000,1120000
069660,KOSEF 200,24840,-20,-0.08,24813.32,24600,24910,24560,80826,1999710990,293112000000,11800000
091190,KOSEF Banks,8630,-50,-0.58,8671.13,8580,8685,8580,50,431200,4660200000,540000
091200,KOSEF IT,12150,-10,-0.08,12179.32,12140,12185,12135,38,461850,7776000000,640000
100910,KOSEF KRX100,4000,-25,-0.62,4006.16,4020,4035,3950,87050,348721995,32400000000,8100000
104530,KOSEF 고배당,7450,-15,-0.2,7459.1,7355,7470,7355,739,5484665,6332500000,850000
114470,KOSEF 국고채,105410,75,0.07,105401.13,105305,105415,105200,6223,655535680,388962900000,3690000
130730,KOSEF 단기자금,101000,20,0.02,100996.76,100995,101005,100990,5156,520755610,138370000000,1370000
104520,KOSEF 블루칩,6295,-10,-0.16,6313.37,6285,6350,6265,63335,399035160,27068500000,4300000
123930,KOSEF 인버스,9170,40,0.44,9144.9,9360,9360,9095,6880,63340225,7336000000,800000
122260,KOSEF 통안채,103615,35,0.03,103613.97,103625,103625,103615,7083,733931325,196868500000,1900000
105780,KStar 5대그룹주,5020,35,0.7,5027.27,4945,5035,4945,39804,200085825,23092000000,4600000
114100,KStar 국고채,105360,50,0.05,105325.71,105400,105400,105205,3091,325465510,246542400000,2340000
123760,KStar 레버리지,11390,-40,-0.35,11390.13,11260,11495,11225,30750,350084315,27336000000,2400000
108480,KStar 코스닥엘리트30,1975,5,0.25,1976.39,1945,1975,1940,2178,4273340,47400000000,24000000
117740,PREX LG그룹&,12090,115,0.96,12062.37,11950,12090,11820,2979,35892970,22971000000,1900000
