단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
060310,3S,350,-30,-7.89,380,380,335,2403409,828059400,7000000000,20000000
036360,3SOFT,685,-20,-2.84,670,710,655,4168,2891420,3995836530,5833338
039790,AMIC,710,-25,-3.4,810,810,705,266064,191583955,18318000000,25800000
036820,BET,65,0,0,0,0,0,0,0,2118506195,32592403
036825,BET우,65,0,0,0,0,0,0,0,195000000,3000000
045260,CHK한강,315,-5,-1.56,335,335,310,66907,21076300,8796664170,27925918
049370,CJ엔터테인,12300,-700,-5.38,13000,13000,12200,67901,843203950,189001308000,15365960
037150,CJ인터넷,8830,0,0,8830,9130,8700,694234,6195920690,187991998010,21290147
051500,CJ푸드시스템,4490,25,0.56,4465,4500,4390,7816,34806320,42111261000,9378900
035760,CJ홈쇼핑,25350,-450,-1.74,25350,25600,25050,68160,1730140300,208982129850,8243871
050470,CMS,500,0,0,560,560,460,407,212470,11619836500,23239673
023460,CNH캐피탈,905,-95,-9.5,1030,1030,900,178810,168759370,33666000000,37200000
065340,DM테크놀로지,1740,-235,-11.9,2060,2080,1740,254113,466414185,9744000000,5600000
037370,EG,3620,-130,-3.47,3620,3740,3610,42225,153862420,16290000000,4500000
053870,GT&T,750,20,2.74,750,760,655,6696,4931090,3225000000,4300000
060910,I.S하이텍,1580,-120,-7.06,1600,1680,1575,84697,135396225,16255040000,10288000
038710,ICM,2360,50,2.16,2260,2380,2240,35,80320,11800000000,5000000
036670,KCI,1885,-15,-0.79,2000,2000,1800,4397,7958240,11875500000,6300000
054020,KDN스마텍,540,-60,-10,560,570,530,373422,202062835,7106400000,13160000
046810,KEPS,500,20,4.17,480,500,480,16962,8221880,3126080000,6252160
060720,KH바텍,34600,-800,-2.26,35200,35650,34300,23079,806310850,276800000000,8000000
055810,KTC텔레콤,1310,-110,-7.75,1400,1450,1310,103617,138992805,8705225100,6645210
036030,KTH,5560,-190,-3.3,5680,5840,5400,127988,714127870,191820000000,34500000
058550,KTT텔레콤,590,-80,-11.94,640,685,590,259746,161677655,4223220000,7158000
060370,KT서브마린,5660,70,1.25,5500,5800,5500,1353,7689700,24790800000,4380000
016990,LG마이크론,41500,-1300,-3.04,42800,42800,40900,56215,2335452200,240700000000,5800000
032640,LG텔레콤,3400,-5,-0.15,3400,3460,3370,1077025,3677584725,942746662000,277278430
028150,LG홈쇼핑,35050,-800,-2.23,35900,36900,35000,12340,441673600,230015625000,6562500
068150,MCS로직,2490,-225,-8.29,2750,2750,2420,37505,96131950,10209000000,4100000
035420,NHN,92000,-7000,-7.07,97000,99000,91500,275322,26015452800,1426031280000,15500340
046140,SBSi,14150,-50,-0.35,13900,14300,13600,30294,420444250,158068701950,11170933
021880,SLS캐피탈,2450,200,8.89,2450,2485,2275,113795,272202020,20332591650,8299017
036540,STS반도체,3910,-190,-4.63,4130,4200,3805,401017,1590670690,51854318340,13261974
058690,TG인포넷,890,-40,-4.3,930,935,880,199188,179399640,7980781300,8967170
048770,TPC,1145,-25,-2.14,1150,1175,1120,2209,2589635,4923500000,4300000
032620,UBCARE,905,-45,-4.74,950,950,905,42444,38993680,30332646985,33516737
048760,VK,1575,-75,-4.55,1650,1665,1550,551909,878576965,38497074525,24442587
016170,YBM서울,2130,30,1.43,2015,2150,1960,176609,362784990,24011964990,11273223
040300,YTN,1150,-30,-2.54,1170,1175,1145,74614,86228800,48300000000,42000000
054150,가드텍,360,20,5.88,335,360,330,100054,33713390,5648659200,15690720
040610,가로수닷컴,570,10,1.79,565,570,535,466020,259072555,7404026400,12989520
042570,가야전자,860,-45,-4.97,930,930,850,17995,15633555,6708000000,7800000
030270,가희,5000,0,0,5490,5490,4960,109,542550,3960000000,792000
056000,거원시스템,5400,-460,-7.85,5780,5900,5330,54960,307083170,29111400000,5391000
039240,경남스틸,1485,-25,-1.66,1510,1510,1410,32384,48019800,7425000000,5000000
011040,경동제약,7700,-20,-0.26,7780,7780,7700,3075,23794100,46200000000,6000000
050120,경조산업,4930,40,0.82,4815,4940,4750,7189,34814100,32863380000,6666000
024910,경창산업,1060,-80,-7.02,1095,1135,1060,77,85830,12677600000,11960000
025880,경축,6400,-150,-2.29,7000,7000,6400,1251,8099500,7104000000,1110000
049720,고려신용정보,380,20,5.56,385,385,350,4333,1648875,5434000000,14300000
014570,고려제약,8260,-290,-3.39,8400,8420,8060,10236,84917930,9086000000,1100000
014200,광림,2580,70,2.79,2770,2770,2385,5344,13304485,7847825940,3041793
026910,광진실업,1000,-35,-3.38,1005,1005,1000,2000,2000050,6000000000,6000000
053270,구영테크,1180,-65,-5.22,1185,1205,1180,2980,3519025,10266000000,8700000
066620,국보디자인,1595,-75,-4.49,1705,1705,1595,41899,68121770,11962500000,7500000
043650,국순당,11100,-1300,-10.48,12300,12300,11050,174711,1991187200,197197638300,17765553
006050,국영지앤엠,995,0,0,910,995,910,1731,1589660,6431282000,6463600
053740,국제엘렉트릭,3620,-260,-6.7,3880,3895,3560,96749,358938375,35664240000,9852000
028300,국제정공,255,-15,-5.56,260,280,255,255039,68056515,1876557240,7359048
028305,국제정공우,690,55,8.66,560,700,560,8159,4619830,91999770,133333
023670,국제통신,1140,-150,-11.63,1280,1325,1140,482939,573209965,18240000000,16000000
037510,굿라이프10-MF,4735,0,0,0,0,0,0,0,3555038000,750800
037500,굿라이프5MF,4705,105,2.28,0,0,0,0,0,8788940000,1868000
019010,그랜드백화점,2705,30,1.12,2705,2705,2705,1,2705,13038100000,4820000
070080,그로웰메탈,360,-45,-11.11,385,410,360,2257418,829663610,6803920440,18899779
009220,그로웰전자,580,-75,-11.45,630,650,580,797504,466802695,10040087680,17310496
035780,그로웰텔레콤,350,-45,-11.39,370,375,350,8287691,2965276615,15434510000,44098600
021320,금강종합건설,9400,-10,-0.11,9550,9550,9400,1477,13885190,54520000000,5800000
053260,금강철강,910,-5,-0.55,895,915,890,33383,29932330,17035200000,18720000
036090,금호미터텍,405,0,0,405,405,400,89442,35816540,6480000000,16000000
036190,금화피에스시,1450,0,0,1450,1460,1410,3440,4961900,8700000000,6000000
064720,기가텔레콤,1060,-130,-10.92,1175,1210,1050,212073,231753615,12341818500,11643225
004790,기륭전자,4810,-120,-2.43,4900,4950,4705,942177,4516768895,151603797410,31518461
035460,기산텔레콤,1165,-45,-3.72,1215,1255,1165,11813,14061985,16447470000,14118000
071360,나노하이텍,1375,-155,-10.13,1495,1515,1375,212650,304842875,17187500000,12500000
051490,나라엠앤디,1425,-35,-2.4,1450,1475,1300,18787,26588675,20605500000,14460000
065910,나래시스템,560,-20,-3.45,570,585,530,8231,4454085,2296000000,4100000
036850,나리지*온,785,-15,-1.88,785,810,760,35456,27731085,14218312500,18112500
036800,나이스,660,-40,-5.71,705,710,660,8712,5862145,6600000000,10000000
035620,나코,610,-5,-0.81,630,685,610,199353,125781775,21791780300,35724230
033220,남성알미늄,16300,0,0,16300,16300,16300,100,1630000,3912000000,240000
037540,네스테크,375,0,0,375,375,360,2151,795970,4258654500,11356412
042510,네오웨이브,675,-90,-11.76,770,770,675,70332,47771155,8775000000,13000000
042420,네오위즈,14900,-800,-5.1,15700,16000,14750,56168,856054250,113870419000,7642310
017680,네티션닷컴,9700,-240,-2.41,9860,9950,9310,5619,53811980,8148000000,840000
033640,네패스,7220,-980,-11.95,8000,8330,7220,624519,4676116750,109103232220,15111251
033430,넥사이언,1170,45,4,1125,1260,1075,8321662,9880019060,44555472000,38081600
019430,넥서스투자,275,-5,-1.79,275,285,270,52249,14252095,9350000000,34000000
073070,넥센테크,400,-20,-4.76,410,415,390,108982,43218970,5800000000,14500000
038990,넥스콘테크,1840,-5,-0.27,1815,1840,1690,338556,597307865,20410082240,11092436
037220,넥스텔,195,-20,-9.3,215,220,195,536109,109291040,7214155065,36995667
033280,넷시큐어테크,730,0,0,700,730,675,197153,139072450,7068372460,9682702
047730,넷웨이브,920,35,3.95,925,925,875,737,650605,5199840000,5652000
054050,농우바이오,2275,-45,-1.94,2330,2330,2125,27664,63244400,32532500000,14300000
040160,누리텔레콤,2460,95,4.02,2500,2500,2115,13650,33110095,11070000000,4500000
060260,뉴보텍,2080,-30,-1.42,2060,2100,2045,71117,147209290,14976000000,7200000
060300,뉴소프트기술,480,-55,-10.28,515,530,475,139766,69324645,4805788320,10012059
012340,뉴인텍,1080,-20,-1.82,1100,1190,1080,12124,13709015,8359200000,7740000
049180,뉴테크맨,1260,-170,-11.89,1430,1470,1260,25832,34296010,9072000000,7200000
053290,능률교육,2930,-170,-5.48,3275,3430,2870,434403,1389262245,13809090000,4713000
023430,니트젠테크,490,-30,-5.77,495,510,490,209904,104224275,15332478770,31290773
064260,다날,5710,-590,-9.37,6250,6300,5700,157321,930617210,35002300000,6130000
039560,다산네트웍스,7050,750,11.9,6350,7050,6350,122669,854685550,109273928400,15499848
043710,다스텍,465,-15,-3.13,460,480,440,8036,3698810,3534000000,7600000
032190,다우데이타,450,-15,-3.23,460,465,450,22863,10355590,10003500000,22230000
077280,다윈텍,7070,-880,-11.07,7890,7890,7050,70441,516728440,26159000000,3700000
035720,다음,32750,-2950,-8.26,35800,36550,32200,936793,31615416100,490040640750,14963073
040670,단암전자통신,805,-10,-1.23,805,815,780,154997,123149575,19521250000,24250000
037640,대경테크노스,280,-30,-9.68,300,310,275,7335606,2103130055,6048000000,21600000
020400,대동금속,4840,-660,-12,4870,5490,4840,1397,6794870,2323200000,480000
008830,대동기어,4900,-100,-2,4920,4920,4900,1201,5890950,3145633400,641966
048470,대동스틸,1445,0,0,1415,1445,1410,6092,8604760,14450000000,10000000
004780,대륙제관,5380,310,6.11,5390,5390,4535,13,64895,6456000000,1200000
017650,대림제지,510,0,0,510,510,510,85,43350,4590000000,9000000
026970,대백저축은행,1075,25,2.38,1100,1100,965,3155,3305815,2150000000,2000000
031990,대선조선,13600,50,0.37,13850,13850,13000,538,7392700,6881600000,506000
036480,대성미생물,15200,-200,-1.3,15400,15400,15000,220,3333250,5776000000,380000
025440,대성엘텍,595,15,2.59,590,595,560,86820,51636580,10689096460,17964868
019570,대신개발금융,1885,35,1.89,1965,1965,1785,2021,3619165,9802000000,5200000
020180,대신정보통신,275,-10,-3.51,280,285,275,117530,32725520,10567951625,38428915
000380,대아건설,2540,-30,-1.17,2515,2560,2510,27270,68826630,28702000000,11300000
033030,대양이앤씨,4300,0,0,4250,4300,4200,2093,8914300,121148255900,28174013
006580,대양제지,3895,195,5.27,3690,3900,3620,2336,8812515,10458075000,2685000
016890,대웅화학,2635,35,1.35,2855,2855,2635,6,16030,11198750000,4250000
028040,대원SCN,385,5,1.32,370,385,370,20488,7761595,12473094865,32397649
005710,대원산업,18300,50,0.27,17650,18300,17300,2340,40978000,21960000000,1200000
060280,대원씨아이,1000,-50,-4.76,1035,1035,950,3288,3289415,4500000000,4500000
048910,대원씨앤에이,3900,-345,-8.13,4150,4200,3850,23940,95513405,22074000000,5660000
071530,대주레포츠,735,25,3.52,715,760,660,55992,39205435,4616388000,6280800
003310,대주산업,2140,125,6.2,2205,2205,2010,128,274405,8001962900,3739235
065500,대진공업,1120,60,5.66,1050,1120,1010,94949,99782955,7116513600,6354030
065690,대진디엠피,7400,-100,-1.33,7980,7990,7300,43374,331039740,43290000000,5850000
054670,대한뉴팜,935,5,0.54,950,950,885,1325,1228950,6732000000,7200000
041500,대한바이오,105,-5,-4.55,105,110,100,606379,61913950,1922656995,18311019
023910,대한약품,1830,-240,-11.59,2160,2160,1830,3679,7301660,10980000000,6000000
026230,대현테크,540,20,3.85,515,540,515,2,1055,10108800000,18720000
067080,대화제약,1180,-10,-0.84,1170,1195,1155,23292,27169740,12814800000,10860000
045380,더존디지털,2930,-20,-0.68,2910,2930,2810,18026,51812105,12639328520,4313764
060410,데이타게이트,425,-20,-4.49,440,440,410,35030,14756300,2431000000,5720000
013650,데코,1220,0,0,1265,1265,1150,1206,1393535,12991729980,10648959
