지수명,종가,대비,등락률
코스피 200,259.95,-0.68,-0.26
코스피 100 동일가중지수,1934.92,-3.69,-0.19
코스피 50,1686.87,-3.21,-0.19
KRX 100 동일가중지수,1871.51,-3.85,-0.21
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
KAP Money Market Index(총수익),107.87,0.01,0.01
KAP Barbell Index(총수익),110.03,-0.01,-0.01
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11174.78,-73.03,-0.65
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
MSCI AC World Daily TR Net USD,193.67,-0.81,-0.42
MSCI EAFE Index,1981.36,-11.84,-0.59
MSCI EM Index,1064.33,1.93,0.18
FnGuide 화학+ 지수,,,
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10345.91,-0.03,0
KIS MSB 단기지수(총수익),10412.42,0.72,0.01
FnGuide-RAFI 코리아 대형 지수,6119.26,-21.13,-0.34
MKF SAMs EW 지수,11938.71,-35.25,-0.29
MKF SAMs SW,8768.12,-65.54,-0.74
MKF F15 VW,,,
코스피 200 선물지수,1264.44,-7.27,-0.57
TOPIX,1279.87,-5.37,-0.42
CSI 300 Index,2176.29,-2.41,-0.11
스타지수,,,
Dow Jones U.S. Real Estate Index,905.4,1.4,0.15
Markit iBoxx USD Liquid High Yield Index,,,
10년국채선물지수,1169.66,-0.2,-0.02
DJ Brazil 20,26003.2,0,0
FTSE China A50 Index,6748.82,9.76,0.14
Hang Seng China H,10487.34,-2.22,-0.02
TOPIX100,842.06,-3.77,-0.45
MSCI Korea Index,580.63,-1.07,-0.18
KRX 건설,781.72,8.97,1.16
S&P GSCI Gold Index(TR),715.27,-1.95,-0.27
S&P GSCI North American Copper Index(TR),471.31,-2.68,-0.57
MKF 국고채지수(총수익),159.3,-0.01,-0.01
KRW Cash 지수(총수익),137.72,0,0
KRX 반도체,1946.61,13.93,0.72
KRX 보험,1564.42,1.64,0.1
삼성그룹,6074.62,-30.98,-0.51
핵심소비재 지수,,,
KRX 에너지화학,1835.61,-7.89,-0.43
KRX 운송,806.4,1.11,0.14
S&P GSCI Silver Index(TR),752.26,-4.4,-0.58
KRX 은행,763.72,2.41,0.32
KRX 자동차,2207.13,-8.59,-0.39
KRX 기계장비,1288.08,-31.65,-2.4
주식골드지수,3458.11,-4.52,-0.13
KRX 증권,572.96,-0.18,-0.03
KRX 철강,2055.62,-5.66,-0.27
S&P GSCI Soybeans Index(TR),5115.75,-36.34,-0.71
MSCI Germany Index,870.23,-9.12,-1.04
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,3926.95,-134.28,-3.31
S&P Select Sector Industrial Index,544.21,-3.74,-0.68
KIS 10년 국고채 지수 (총수익),12581.69,-3.85,-0.03
KRX 정보통신,,,
KRX 100,4269.7,-5.1,-0.12
MKF 웰스 고배당20,6825.48,-17.01,-0.25
MK 머니마켓 지수(총수익),11371.37,0.79,0.01
미국달러선물지수,1055.45,1.46,0.14
MKF 블루칩,6805.73,7.64,0.11
MK 통안채지수(총수익),11753.71,0.82,0.01
Nifty 50 Index,7787.15,35.55,0.46
MKF 5대그룹주,5207.34,3.29,0.06
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
KIS 통안채 5개월 지수(총수익),10420.94,0.72,0.01
MKF 수출주 지수,9509.54,-63.56,-0.66
MKF 우량업종대표주 지수,10407.89,-39.91,-0.38
KOBI 크레딧 지수(총수익),11916.81,0.88,0.01
주식국채혼합(주식형)지수,1204.67,-2.21,-0.18
CSI A100,2002.21,0.89,0.04
주식국채혼합(채권형)지수,1234.26,-0.97,-0.08
MKF 코스닥 엘리트30,,,
코스피 200 정보기술,1670.51,5.62,0.34
MKF LG그룹+ FW,6570,-5.28,-0.08
S&P 500 Futures Index(ER),173.19,-0.57,-0.33
MKF 순수가치,15991.23,-75.41,-0.47
코스피 200 건설,397.92,2.49,0.63
