지수명,종가,대비,등락률
코스피 200,243.38,-0.74,-0.3
코스피 100 동일가중지수,1887.59,-16.2,-0.85
코스피 50,1547.02,-4.85,-0.31
KRX 100 동일가중지수,1836.94,-13.93,-0.75
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
KAP Money Market Index(총수익),108.85,0,0
KAP Barbell Index(총수익),112.22,0.11,0.1
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11105.77,-61.69,-0.55
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
MSCI AC World Daily TR Net USD,183.63,1.17,0.64
MSCI EAFE Index,1776.57,1.51,0.09
MSCI EM Index,981.75,-5.34,-0.54
Hang Seng China H,10438.86,11.97,0.11
FnGuide 화학+ 지수,,,
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10496.39,5.89,0.06
KIS MSB 단기지수(총수익),10498.04,0.64,0.01
FnGuide-RAFI 코리아 대형 지수,5747.39,-37.67,-0.65
MKF SAMs EW 지수,10589.6,-155.43,-1.45
MKF SAMs SW,7681.4,-96.25,-1.24
MKF F15 VW,,,
코스피 200 선물지수,1180.86,0.24,0.02
TOPIX,1232.34,-4.07,-0.33
CSI 300 Index,2395.94,-22.7,-0.94
스타지수,,,
Dow Jones U.S. Real Estate Index,940.19,7.61,0.82
Markit iBoxx USD Liquid High Yield Index,,,
10년국채선물지수,1213.48,2.94,0.24
DJ Brazil 20,22729.04,-147.56,-0.65
FTSE China A50 Index,7128.04,-35.81,-0.5
TOPIX100,811.07,-2.67,-0.33
MSCI Korea Index,532.78,-1.61,-0.3
KRX 건설,672.71,-8.18,-1.2
S&P GSCI Gold Index(TR),666.87,-8.9,-1.32
S&P GSCI North American Copper Index(TR),437.28,3.23,0.74
MKF 국고채지수(총수익),162.52,0.09,0.06
KRW Cash 지수(총수익),138.96,0.01,0.01
KRX 반도체,1705.57,1.29,0.08
KRX 보험,1650.67,-14.98,-0.9
삼성그룹,5493.48,-65.64,-1.18
핵심소비재 지수,,,
KRX 에너지화학,1414.25,-31.11,-2.15
KRX 운송,923.34,-4.04,-0.44
S&P GSCI Silver Index(TR),612.24,-2.61,-0.42
KRX 은행,793.13,-13.6,-1.69
KRX 자동차,1961.21,54.41,2.85
KRX 기계장비,864.97,-27.8,-3.11
주식골드지수,3251.06,-13.03,-0.4
KRX 증권,666.37,-9.12,-1.35
KRX 철강,2048.12,2.85,0.14
S&P GSCI Soybeans Index(TR),4506.18,136.31,3.12
MSCI Germany Index,797.24,8.77,1.11
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,4272.3,155.76,3.78
S&P Select Sector Industrial Index,532.58,11.79,2.26
KIS 10년 국고채 지수 (총수익),13114.66,31.11,0.24
KRX 정보통신,,,
KRX 100,4010.37,-14.62,-0.36
MKF 웰스 고배당20,6864.89,-37.06,-0.54
MK 머니마켓 지수(총수익),11475.61,0.7,0.01
미국달러선물지수,1096.53,4.88,0.45
MKF 블루칩,6794.44,-31.98,-0.47
MK 통안채지수(총수익),11888.52,0.89,0.01
Nifty 50 Index,7995.9,0,0
MKF 5대그룹주,4766.21,28.13,0.59
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
KIS 통안채 5개월 지수(총수익),10512.93,0.61,0.01
MKF 수출주 지수,8202.08,-47.39,-0.57
MKF 우량업종대표주 지수,10069.52,-91.43,-0.9
KOBI 크레딧 지수(총수익),12143.81,5.58,0.05
주식국채혼합(주식형)지수,1157.61,-2.27,-0.2
CSI A100,2164.37,-15.62,-0.72
주식국채혼합(채권형)지수,1227.23,-0.63,-0.05
MKF 코스닥 엘리트30,,,
코스피 200 정보기술,1508.08,-10.93,-0.72
MKF LG그룹+ FW,5884,4.33,0.07
S&P 500 Futures Index(ER),171.69,1.85,1.09
MKF 순수가치,15866.3,-65.48,-0.41
코스피 200 건설,353.64,-1.77,-0.5
코스피 200 경기소비재,1884.81,44.76,2.43
코스피 200 생활소비재,1219.03,0.52,0.04
S&P GSCI Cash Copper Index,205.06,-0.38,-0.18
S&P GSCI Industrial Metals Select Index(TR),184.31,-0.04,-0.02
코스피 200 금융,753.37,-10.43,-1.37
S&P GSCI Precious Metals Index(TR),1527.21,-18.84,-1.22
NASDAQ 100,3949.59,-21.8,-0.55
NASDAQ Biotechnology 지수(시장가격지수),2966.25,77.57,2.69
S&P GSCI Agriculture Enhanced Index(ER),92.89,1.08,1.18
BNY Latin America 35 ADR,3164.68,-22.07,-0.69
FnGuide Low Vol 지수,12548.97,-25.39,-0.2
FnGuide 모멘텀 지수,23267.67,87.47,0.38
MKF 중형 가치,8451.06,-43.93,-0.52
KRX 방송통신,899.31,-1.24,-0.14
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,4132.97,-38.21,-0.92
MKF SAMs FW,7196.63,-92.11,-1.26
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,4007.33,-24.65,-0.61
코스피 200 에너지/화학,767.79,-19.98,-2.54
S&P GSCI Crude Oil Enhanced Index (ER),935.15,17.88,1.95
KIS MSB 6M(총수익),10840.72,0.69,0.01
FnGuide 자동차 지수,,,
코스피 200 중공업,368.2,-7.16,-1.91
FnGuide 중국내수테마 지수,4077.36,46.36,1.15
FnGuide 증권 지수,2088.13,-28.87,-1.36
Hang Seng China (Hong Kong-listed) 25 Index,8288.25,-24.34,-0.29
코스피 200 철강/소재,945.49,2.8,0.3
코스피 200 커버드콜 5% OTM,297.39,-0.88,-0.3
코스닥 프리미어,,,
Markit iBoxx USD Liquid High Yield 0-5 year 지수,95.98,-0.03,-0.03
EURO STOXX 50 Index,3044.3,35.77,1.19
KRX 헬스케어,1538.92,8.52,0.56
MKF 현대차그룹+ FW,19458.82,401.16,2.1
FnGuide 화학 지수,,,
MSCI US REIT Index,1059.95,8.83,0.84
MKF 중소형 가치,7050.4,-1.76,-0.02
FnGuide-RAFI 코리아200 지수,6061.73,-34.38,-0.56
코스피 100,1828.98,-7.24,-0.39
코스피 200 고배당지수,2447.69,-8.94,-0.36
