지수명,종가,대비,등락률
코스피 200,252.74,1.77,0.71
코스피 100 동일가중지수,1848.02,15.92,0.87
코스피 50,1648.47,11.97,0.73
KRX 100 동일가중지수,1797.66,8.32,0.46
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
KAP Money Market Index(총수익),106.74,0.02,0.02
KAP Barbell Index(총수익),107.68,0.05,0.05
FnGuide 경기방어주 지수,,,
FnGuide 배당주 지수,11159.91,86.41,0.78
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
MSCI AC World Daily TR Net USD,179.36,0.9,0.5
FnGuide 화학+ 지수,,,
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10299.45,3.21,0.03
KIS MSB 단기지수(총수익),10305.59,2.22,0.02
FnGuide-RAFI 코리아 대형 지수,6006.22,53.33,0.9
MKF SAMs EW 지수,11406.52,121.27,1.07
MKF SAMs SW,8566.05,75.78,0.89
MKF F15 VW,,,
코스피 200 선물지수,1245.51,16.93,1.38
CSI 300 Index,2295.58,16.03,0.7
스타지수,,,
Dow Jones U.S. Real Estate Index,832.2,2.85,0.34
Markit iBoxx USD Liquid High Yield Index,,,
10년국채선물지수,1129.59,1.41,0.12
DJ Brazil 20,22999.87,374.42,1.65
FTSE China A50 Index,6918.14,7.1,0.1
Hang Seng China H,9933.73,61.02,0.62
TOPIX100,786.93,-10.19,-1.28
MSCI Korea Index,562.3,3.9,0.7
KRX 건설,711.03,8.07,1.15
S&P GSCI Gold Index(TR),716.35,10.06,1.42
S&P GSCI North American Copper Index(TR),468.68,2.02,0.43
MKF 국고채지수(총수익),156.21,0.05,0.03
KRW Cash 지수(총수익),136.27,0.03,0.02
KRX 반도체,1807.75,-4.77,-0.26
KRX 보험,1556.63,9.5,0.61
삼성그룹,5842.39,64.4,1.11
핵심소비재 지수,,,
KRX 에너지화학,1912.36,9.61,0.51
KRX 운송,796.47,21.49,2.77
S&P GSCI Silver Index(TR),770.95,36.91,5.03
KRX 은행,764.86,3.59,0.47
KRX 자동차,2245.81,38.03,1.72
KRX 기계장비,1589.44,22.85,1.46
주식골드지수,3378.29,18.47,0.55
KRX 증권,508.9,3.68,0.73
KRX 철강,1902.78,3.51,0.18
S&P GSCI Soybeans Index(TR),5024.25,-20.84,-0.41
S&P Biotechnology Select Industry Index,4007.36,-71.75,-1.76
KIS 10년 국고채 지수 (총수익),12060.28,14.04,0.12
KRX 정보통신,,,
KRX 100,4152.86,29.23,0.71
MKF 웰스 고배당20,6661.99,33.56,0.51
MK 머니마켓 지수(총수익),11251.15,2.44,0.02
미국달러선물지수,1117.54,-2.98,-0.27
MKF 블루칩,6386.03,62.21,0.98
MK 통안채지수(총수익),11614.77,2.42,0.02
MKF 5대그룹주,4936.42,45.5,0.93
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
MKF 수출주 지수,9480.37,87.6,0.93
MKF 우량업종대표주 지수,10105.84,48.32,0.48
KOBI 크레딧 지수(총수익),11686.4,3.75,0.03
주식국채혼합(주식형)지수,1173.89,5.88,0.5
CSI A100,2094.56,6.8,0.33
주식국채혼합(채권형)지수,1206.92,2.81,0.23
MKF 코스닥 엘리트30,,,
코스피 200 정보기술,1484.03,0.52,0.04
MKF LG그룹+ FW,5720.4,25.11,0.44
S&P 500 Futures Index(ER),160.01,0.94,0.59
MKF 순수가치,15440.79,104.15,0.68
코스피 200 건설,381.31,4.49,1.19
코스피 200 경기소비재,2065.38,32.45,1.6
코스피 200 생활소비재,993.33,3.78,0.38
S&P GSCI Cash Copper Index,222.5,0.56,0.25
S&P GSCI Industrial Metals Select Index(TR),182.7,0.85,0.47
코스피 200 금융,688.27,4.98,0.73
S&P GSCI Precious Metals Index(TR),1671.77,30.64,1.87
NASDAQ 100,3663.88,36.52,1.01
S&P GSCI Agriculture Enhanced Index(ER),106.42,0.22,0.21
BNY Latin America 35 ADR,3190.79,56.33,1.8
FnGuide Low Vol 지수,11489.59,51.3,0.45
FnGuide 모멘텀 지수,18989.06,33.18,0.18
MKF 중형 가치,8222.38,19.67,0.24
KRX 방송통신,843.65,-7.34,-0.86
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,3899.49,48.26,1.25
MKF SAMs FW,7950.22,84.07,1.07
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,3090.31,-2.85,-0.09
코스피 200 에너지/화학,1023.32,5.91,0.58
S&P GSCI Crude Oil Enhanced Index (ER),1074.43,0.86,0.08
KIS MSB 6M(총수익),10645.98,2.29,0.02
FnGuide 자동차 지수,,,
코스피 200 중공업,486.21,8.49,1.78
FnGuide 중국내수테마 지수,3655.15,-1.87,-0.05
FnGuide 증권 지수,1596.42,10.91,0.69
Hang Seng China (Hong Kong-listed) 25 Index,7757.15,52.8,0.69
코스피 200 철강/소재,879.02,3.06,0.35
코스피 200 커버드콜 5% OTM,305.61,1.86,0.61
코스닥 프리미어,,,
KRX 헬스케어,1553.31,-8.03,-0.51
MKF 현대차그룹+ FW,24945.59,439.03,1.79
FnGuide 화학 지수,,,
MSCI US REIT Index,954.44,3.48,0.37
MKF 중소형 가치,6665.41,21.9,0.33
FnGuide-RAFI 코리아200 지수,6262.34,52.86,0.85
코스피 100,1910.4,13.74,0.72
