지수명,종가,대비,등락률
코스피 200,252,0.28,0.11
코스피 100 동일가중지수,1934.86,-8.59,-0.44
코스피 50,1624.81,3.19,0.2
KRX 100 동일가중지수,1855.1,-3.78,-0.2
MKF 범LG그룹주 지수,,,
FnGuide 배당주 지수,11418.45,-38.8,-0.34
MKF 네오밸류 지수,,,
KAP Money Market Index(총수익),109.09,0,0
KAP Barbell Index(총수익),112.72,0.05,0.04
FnGuide 경기방어주 지수,,,
FnGuide 자동차+ 지수,,,
FnGuide 조선운송+ 지수,,,
FnGuide 경기주도주 지수,,,
FnGuide 철강금속+ 지수,,,
MSCI AC World Daily TR Net USD,193.25,0.59,0.31
MSCI EAFE Index,1848.79,6.53,0.35
MSCI EM Index,1011.97,2.87,0.28
Hang Seng China H,11051.35,268.44,2.49
FnGuide 화학+ 지수,,,
MKF 스타우량,,,
MKF 현대차그룹,,,
녹색산업지수,,,
사회책임투자지수,,,
KTB INDEX(시장가격),10555.74,3.55,0.03
KIS MSB 단기지수(총수익),10519.18,0.58,0.01
FnGuide-RAFI 코리아 대형 지수,5976.03,-13.16,-0.22
MKF SAMs EW 지수,11191.76,35.83,0.32
MKF SAMs SW,8281.75,59.48,0.72
MKF F15 VW,,,
코스피 200 선물지수,1217.31,-3.62,-0.3
TOPIX,1406.4,-2.75,-0.2
CSI 300 Index,2723.02,37.46,1.39
스타지수,,,
Dow Jones U.S. Real Estate Index,980.98,7.93,0.81
Markit iBoxx USD Liquid High Yield Index,,,
10년국채선물지수,1223.9,1.62,0.13
DJ Brazil 20,23444.74,111.72,0.48
FTSE China A50 Index,8067.23,164.74,2.08
TOPIX100,932.26,-2.29,-0.25
MSCI Korea Index,553.71,1.34,0.24
KRX 건설,658.67,0.65,0.1
S&P GSCI Gold Index(TR),649.26,-0.16,-0.02
S&P GSCI North American Copper Index(TR),426.01,-3.03,-0.71
MKF 국고채지수(총수익),163.43,0.05,0.03
KRW Cash 지수(총수익),139.26,0,0
KRX 반도체,1780.17,15.32,0.87
KRX 보험,1798.1,11.03,0.62
삼성그룹,5932.16,44.04,0.75
핵심소비재 지수,,,
KRX 에너지화학,1550.45,-12.61,-0.81
KRX 운송,911.28,-2.78,-0.3
S&P GSCI Silver Index(TR),590.63,-0.17,-0.03
KRX 은행,779.44,4.04,0.52
KRX 자동차,1975.17,-10.51,-0.53
KRX 기계장비,992.39,-32.42,-3.16
주식골드지수,3244.35,3.43,0.11
KRX 증권,716.68,1.55,0.22
KRX 철강,2026.49,-9.35,-0.46
S&P GSCI Soybeans Index(TR),4718.07,-18.02,-0.38
MSCI Germany Index,873.59,4.55,0.52
S&P Select Sector Technology Index,,,
S&P Select Sector Financials Index,,,
S&P Biotechnology Select Industry Index,4662.44,74.55,1.62
S&P Select Sector Industrial Index,572.76,-0.94,-0.16
KIS 10년 국고채 지수 (총수익),13239.16,16,0.12
KRX 정보통신,,,
KRX 100,4132.92,3.65,0.09
MKF 웰스 고배당20,7102.39,-0.99,-0.01
MK 머니마켓 지수(총수익),11500.55,0.71,0.01
미국달러선물지수,1147.73,-3.52,-0.31
MKF 블루칩,7012.27,-13.33,-0.19
MK 통안채지수(총수익),11921.44,1.35,0.01
Nifty 50 Index,8475.75,12.65,0.15
MKF 5대그룹주,4971.96,4.44,0.09
FnGuide-KIS 5대 그룹주장기채플러스지수,,,
KIS 통안채 5개월 지수(총수익),10535.41,0.69,0.01
MKF 수출주 지수,8554.42,-91.2,-1.05
MKF 우량업종대표주 지수,10455.13,-12.97,-0.12
KOBI 크레딧 지수(총수익),12203.55,1.9,0.02
주식국채혼합(주식형)지수,1188.31,1.04,0.09
CSI A100,2461.01,45.69,1.89
주식국채혼합(채권형)지수,1245.14,0.71,0.06
MKF 코스닥 엘리트30,,,
MSCI World,1748.01,5.19,0.3
코스피 200 정보기술,1569.6,6.37,0.41
MKF LG그룹+ FW,6164.86,-23.23,-0.38
S&P 500 Futures Index(ER),182.83,0.42,0.23
MKF 순수가치,16067.3,-56.19,-0.35
코스피 200 건설,345.57,-2.32,-0.67
코스피 200 생활소비재,1213.47,5.03,0.42
코스피 200 경기소비재,1869.28,-0.17,-0.01
S&P GSCI Cash Copper Index,202.49,-1.45,-0.71
S&P GSCI Industrial Metals Select Index(TR),186.62,-0.29,-0.16
코스피 200 금융,793.54,3.55,0.45
S&P GSCI Precious Metals Index(TR),1485.38,-0.38,-0.03
NASDAQ 100,4288.23,3.91,0.09
NASDAQ Biotechnology 지수(시장가격지수),3175.07,41.48,1.32
S&P GSCI Agriculture Enhanced Index(ER),96.08,0.48,0.5
BNY Latin America 35 ADR,3197.29,-2.27,-0.07
FnGuide Low Vol 지수,12640.82,73.9,0.59
FnGuide 모멘텀 지수,21677.18,167.6,0.78
MKF 중형 가치,8301.87,-2.77,-0.03
KRX 방송통신,929.73,8.71,0.95
FnGuide 베타플러스 지수,,,
BNY BRIC Select ADR,4257.35,-25.69,-0.6
MKF SAMs FW,7959.07,17.31,0.22
FnGuide 생활필수품 지수,,,
FnGuide 소프트웨어 지수,3766.27,-40.53,-1.06
코스피 200 에너지/화학,864.38,-9.13,-1.05
S&P GSCI Crude Oil Enhanced Index (ER),839.7,-4.56,-0.54
KIS MSB 6M(총수익),10862.32,0.6,0.01
FnGuide 자동차 지수,,,
코스피 200 중공업,389.45,-10.45,-2.61
FnGuide 중국내수테마 지수,3880.74,34.62,0.9
FnGuide 증권 지수,2256.2,4.14,0.18
Hang Seng China (Hong Kong-listed) 25 Index,8649.96,125.6,1.47
코스피 200 철강/소재,940.42,-4.05,-0.43
코스피 200 커버드콜 5% OTM,308.25,0.37,0.12
코스닥 프리미어,,,
Markit iBoxx USD Liquid High Yield 0-5 year 지수,95.29,0.02,0.02
EURO STOXX 50 Index,3226.08,-0.07,0
KRX 헬스케어,1431.09,-3.26,-0.23
MKF 현대차그룹+ FW,20009.97,-217.65,-1.08
FnGuide 화학 지수,,,
MSCI US REIT Index,1101.09,11.19,1.03
MKF 중소형 가치,6888.51,5.8,0.08
FnGuide-RAFI 코리아200 지수,6262.81,-10.95,-0.17
코스피 100,1902.39,2.41,0.13
코스피 200 고배당지수,2518.12,0.36,0.01
