지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
사회책임투자지수,,,
LBMA PM FIX - Gold,1097.25,0,0
MKF F15 VW,,,
KTB INDEX(시장가격),9944.4,-38.07,-0.38
MKF SAMs SW,7065.45,88.62,1.27
스타지수,,,
코스피 200,220.09,1.57,0.72
MKF F15 PW,,,
DJ Brazil 20,33264.76,75.47,0.23
Hang Seng China H,12020.85,12.2,0.1
TOPIX100,663.93,-0.61,-0.09
KRX 건설,1118.92,24.41,2.23
MKF 국고채지수(총수익),132.58,-0.51,-0.38
KRX 반도체,1573.14,14.41,0.92
삼성그룹,5101.02,75.09,1.49
KRX 에너지화학,1633.81,-20.45,-1.24
KRX 은행,870.48,5.37,0.62
코스피 200 선물지수,1118.62,6.84,0.62
KRX 자동차,1091.96,8.59,0.79
KRX 기계장비,1611.66,12.92,0.81
KRX 증권,877.37,0.64,0.07
KRX 철강,1741.2,-8.48,-0.48
KRX 정보통신,,,
KRX 100,3535.36,25.31,0.72
MKF 웰스 고배당20,6365.2,19.3,0.3
MKF 블루칩,5374.44,36.62,0.69
MKF 중형 순수가치,12692.88,12.6,0.1
MK 통안채지수(총수익),10176.32,-5.3,-0.05
MKF 5대그룹주,4083.38,36.39,0.9
MKF 코스닥 엘리트30,,,
MKF 범LG그룹주 지수,,,
BNY Latin America 35 ADR,4400.84,11.08,0.25
KRX 방송통신,881.43,3.22,0.37
BNY BRIC Select ADR,4910.38,16.75,0.34
MKF 순수가치,13159.39,8.11,0.06
MKF 중형 가치,6799.68,12.27,0.18
Hang Seng China (Hong Kong-listed) 25 Index,7366.55,7.85,0.11
코스닥 프리미어,,,
MKF 중소형 가치,5271.62,-13.99,-0.26
코스피 50,1462.89,10.48,0.72
