지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
사회책임투자지수,,,
LBMA PM FIX - Gold,1297,0,0
MKF 보험주 Top10 지수,,,
MKF F15 VW,,,
KTB INDEX(시장가격),10101.59,8.82,0.09
MKF SAMs EW 지수,11169.67,-13.75,-0.12
MKF SAMs SW,7617.69,-21.85,-0.29
스타지수,,,
코스피 200,240.59,-0.79,-0.33
DJ Brazil 20,33962.06,243.36,0.72
Hang Seng China H,12180.2,-136.6,-1.11
TOPIX100,583.67,-5.27,-0.89
KRX 건설,1133.35,-17.07,-1.48
MKF 국고채지수(총수익),137.39,0.14,0.1
KRX 반도체,1628.47,-3.91,-0.24
삼성그룹,5425.21,-11.24,-0.21
KRX 에너지화학,2307.15,17.4,0.76
KRX 은행,869.92,-9.25,-1.05
코스피 200 선물지수,1226.36,-0.76,-0.06
KRX 자동차,1602.1,-14.3,-0.88
KRX 기계장비,2096.19,-4.89,-0.23
KRX 증권,962.66,-0.49,-0.05
KRX 철강,2222.38,45.99,2.11
KRX 정보통신,,,
KRX 100,3897.05,-13.92,-0.36
MKF 웰스 고배당20,7650.29,11.6,0.15
MK 머니마켓 지수(총수익),10106.1,0.39,0
MKF 블루칩,6249.08,-3.81,-0.06
MK 통안채지수(총수익),10374.98,0.84,0.01
MKF 5대그룹주,4706.38,-12.31,-0.26
MKF 코스닥 엘리트30,,,
MKF 범LG그룹주 지수,,,
MKF 네오밸류 지수,,,
S&P GSCI Crude Oil Enhanced Index (ER),949.02,1.66,0.18
BNY Latin America 35 ADR,4526.01,32.11,0.71
KRX 방송통신,847.79,3.28,0.39
BNY BRIC Select ADR,5069,20.82,0.41
MKF 순수가치,14824.64,-1.62,-0.01
MKF 중형 가치,8210.04,-1.29,-0.02
Hang Seng China (Hong Kong-listed) 25 Index,7758.68,-64.64,-0.83
코스닥 프리미어,,,
MKF 중소형 가치,5969.63,-2.32,-0.04
코스피 50,1543.32,-6.32,-0.41
