지수명,종가,대비,등락률
MKF 스타우량,,,
MKF 현대차그룹,,,
사회책임투자지수,,,
LBMA PM FIX - Gold,1223.75,3.75,0.31
MKF 보험주 Top10 지수,,,
MKF F15 VW,,,
KTB INDEX(시장가격),9922.49,-5.5,-0.06
MKF SAMs SW,6951.66,64.57,0.94
스타지수,,,
코스피 200,221.43,2.21,1.01
DJ Brazil 20,30854.94,280.39,0.92
Hang Seng China H,11520.95,180.57,1.59
TOPIX100,602.52,7.63,1.28
KRX 건설,920,22.51,2.51
MKF 국고채지수(총수익),134.06,-0.03,-0.02
KRX 반도체,1707.1,11.92,0.7
삼성그룹,5293.56,42,0.8
KRX 에너지화학,1760.7,6.44,0.37
KRX 은행,884.43,4.84,0.55
코스피 200 선물지수,1127.03,11.92,1.07
KRX 자동차,1336.42,1.55,0.12
KRX 기계장비,1467.51,15.92,1.1
KRX 증권,813.09,19.03,2.4
KRX 철강,1699,33.35,2
KRX 정보통신,,,
KRX 100,3556.61,34.89,0.99
MKF 웰스 고배당20,6208.37,77.01,1.26
MKF 블루칩,5636.84,55.17,0.99
MK 통안채지수(총수익),10246.74,-1.71,-0.02
MKF 5대그룹주,4312.72,36.89,0.86
MKF 코스닥 엘리트30,,,
MKF 범LG그룹주 지수,,,
BNY Latin America 35 ADR,4080.97,27.4,0.68
KRX 방송통신,881.08,-0.98,-0.11
BNY BRIC Select ADR,4567.64,26.47,0.58
MKF 순수가치,13270.54,135.86,1.03
MKF 중형 가치,7074.18,102.7,1.47
Hang Seng China (Hong Kong-listed) 25 Index,7282.85,76.98,1.07
코스닥 프리미어,,,
MKF 중소형 가치,5333.1,54.82,1.04
코스피 50,1458.06,13.84,0.96
