단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
152100,ARIRANG 200,32320,65,0.2,32383.87,32415,32435,32205,123043,3974949530,1013232000000,31350000
253150,ARIRANG 200선물레버리지,30135,90,0.3,30137.54,30245,30255,29975,481,14449860,9040500000,300000
253160,ARIRANG 200선물인버스2X,12025,-35,-0.29,12019.25,12000,12090,11955,6521,78508895,3607500000,300000
278420,ARIRANG ESG우수기업,10140,25,0.25,10136.16,10150,10150,10105,98089,993744705,19266000000,1900000
269530,ARIRANG S&P글로벌인프라,9845,120,1.23,9799.82,9895,9895,9835,247,2432280,6399250000,650000
222170,ARIRANG S&P한국배당성장,11220,10,0.09,11215.48,11250,11250,11125,4060,45290580,6732000000,600000
251590,ARIRANG 고배당저변동50,12005,40,0.33,12047.8,12050,12050,11970,25841,310248520,22809500000,1900000
161510,ARIRANG 고배당주,14090,35,0.25,14140.9,14115,14130,14050,126443,1784271030,359295000000,25500000
251600,ARIRANG 고배당주채권혼합,10825,25,0.23,10831.15,10830,10830,10795,9693,104912595,15155000000,1400000
289670,ARIRANG 국채선물10년,50310,155,0.31,50379.08,50295,50320,50295,1040,52307600,6439680000,128000
189400,ARIRANG 글로벌MSCI(합성 H),13375,75,0.56,13380.92,13495,13495,13370,2553,34217830,6821250000,510000
263190,ARIRANG 단기우량채권,50790,5,0.01,50785.22,50780,50790,50780,5128,260449720,34537200000,680000
190160,ARIRANG 단기유동성,107805,5,0,107800.63,107805,107805,107805,800,86244000,55303965000,513000
278620,ARIRANG 단기채권액티브,100500,25,0.02,100485.39,100500,100500,100500,100,10050000,104419500000,1039000
269540,ARIRANG 미국S&P500(H),11430,185,1.65,11405.21,11455,11455,11365,3574,40781090,21717000000,1900000
287180,ARIRANG 미국나스닥기술주,10615,175,1.68,10596.85,10995,10995,10535,590,6234910,9022750000,850000
213630,ARIRANG 미국다우존스고배당주(합성 H),12770,235,1.87,12686.4,12770,12770,12755,211,2694280,8300500000,650000
190150,ARIRANG 바벨 채권,110315,85,0.08,110385.85,0,0,0,0,0,13237800000,120000
195970,ARIRANG 선진국MSCI(합성 H),10905,85,0.79,10938.52,10850,11070,10850,2213,24297915,5888700000,540000
236460,ARIRANG 스마트베타 LowVOL,11320,30,0.27,11319.88,11320,11320,11275,199,2247495,6226000000,550000
222190,ARIRANG 스마트베타 Momentum,9740,50,0.52,9738.94,9755,9770,9690,85,827740,5357000000,550000
222200,ARIRANG 스마트베타 Quality,10125,-15,-0.15,10140.72,10165,10165,10090,28,283585,5568750000,550000
222180,ARIRANG 스마트베타 Value,11505,25,0.22,11500.79,11550,11550,11455,33307,382512915,12080250000,1050000
244820,ARIRANG 스마트베타4종결합,11020,25,0.23,11026.61,11055,11055,10975,628,6895000,6061000000,550000
238670,ARIRANG 스마트베타Quality채권혼합,10235,5,0.05,10236.19,10245,10245,10225,540,5529105,6141000000,600000
195980,ARIRANG 신흥국MSCI(합성 H),12210,150,1.24,12090.43,12185,12250,12115,75309,918883035,36141600000,2960000
256450,ARIRANG 심천차이넥스트(합성),7875,215,2.81,7884.84,7660,7875,7660,103,804145,4725000000,600000
239660,ARIRANG 우량회사채50 1년,102695,20,0.02,102690.26,102690,102700,102690,450,46214910,45185800000,440000
280920,ARIRANG 주도업종,9865,15,0.15,9862.63,9900,9900,9820,3265,32161515,18743500000,1900000
266550,ARIRANG 중형주저변동50,11210,-50,-0.44,11211.86,11295,11295,11155,20050,224907620,22980500000,2050000
204420,ARIRANG 차이나H 레버리지(합성 H),10145,265,2.68,10079.13,10085,10190,9930,13256,133944350,11666750000,1150000
227830,ARIRANG 코스피,25275,115,0.46,25273.79,25345,25345,25150,412,10409415,46758750000,1850000
141240,ARIRANG 코스피100동일가중,10900,35,0.32,10891.75,10920,10920,10860,59,642860,7630000000,700000
122090,ARIRANG 코스피50,21600,20,0.09,21621.82,21660,21660,21550,95,2051955,69336000000,3210000
285690,FOCUS ESG리더스,10130,15,0.15,10129.41,10180,10185,10085,8015,81219935,36974500000,3650000
148020,KBSTAR 200,32275,50,0.16,32337.49,32390,32390,32170,154286,4978625150,1328116250000,41150000
285000,KBSTAR 200IT,9980,-40,-0.4,9983.04,10060,10060,9960,59,591730,6986000000,700000
287300,KBSTAR 200건설,10555,-55,-0.52,10565.75,10655,10655,10515,11,116020,7388500000,700000
287310,KBSTAR 200경기소비재,9935,55,0.56,9935.59,9900,9935,9900,35,346855,6954500000,700000
284980,KBSTAR 200금융,11030,-80,-0.72,11038.3,11140,11140,11005,193,2137515,7721000000,700000
287320,KBSTAR 200산업재,10515,15,0.14,10515.74,10595,10605,10515,19,200575,7360500000,700000
287330,KBSTAR 200생활소비재,9680,15,0.16,9687.06,9660,9690,9655,27,260970,7937600000,820000
