단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
152100,ARIRANG 200,26015,-40,-0.15,26077.18,26005,26160,26005,33398,869188605,351202500000,13500000
141240,ARIRANG K100EW,9125,-95,-1.03,9150.15,9185,9205,9120,5246,48155225,19162500000,2100000
122090,ARIRANG KOSPI50,17000,30,0.18,17080.5,16930,17070,16930,360,6130610,17340000000,1020000
141250,ARIRANG KRX100EW,8870,-45,-0.5,8864.27,8920,8930,8860,2000,17791385,9757000000,1100000
117740,ARIRANG LG그룹&,11550,-90,-0.77,11614.75,11650,11650,11490,1870,21579460,13282500000,1150000
129270,ARIRANG 네오밸류,6050,10,0.17,6081.36,5940,6105,5910,842,5098035,9680000000,1600000
161490,ARIRANG 방어주,5180,-45,-0.86,5182.01,5210,5220,5165,967,5016865,10360000000,2000000
161510,ARIRANG 배당주,12025,-60,-0.5,12037.53,12060,12100,11995,4021,48463625,33189000000,2760000
161520,ARIRANG 자동차,8805,45,0.51,8821.95,8760,8895,8760,1342,11881450,8981100000,1020000
161530,ARIRANG 조선운송,3805,-55,-1.42,3813.69,3835,3835,3800,932,3550415,8180750000,2150000
161500,ARIRANG 주도주,5185,10,0.19,5180.99,5175,5205,5165,8021,41633180,19703000000,3800000
161540,ARIRANG 철강금속,6115,-95,-1.53,6136.77,6170,6200,6095,874,5374415,8989050000,1470000
161550,ARIRANG 화학,5015,-45,-0.89,5029.01,5015,5025,4980,4008,20062225,8525500000,1700000
108630,FIRST 스타우량,16135,-10,-0.06,16136.41,16165,16165,16135,7,113020,13876100000,860000
107560,GIANT 현대차그룹,21675,150,0.7,21625.9,21600,21820,21500,2349,50917925,23409000000,1080000
138210,GREAT GREEN,6760,-40,-0.59,6726.19,6760,6760,6760,1,6760,8112000000,1200000
120210,GREAT SRI,9265,65,0.71,9244.62,9210,9265,9210,14,129525,8431150000,910000
114460,KINDEX 국고채,103805,145,0.14,103721.79,103780,103845,103745,60,6226850,28027350000,270000
152500,KINDEX 레버리지,4700,-10,-0.21,4724.72,4700,4750,4695,121936,575313730,11750000000,2500000
143460,KINDEX 밸류대형,6105,-35,-0.57,6127.84,6125,6150,6100,36727,224910820,15873000000,2600000
131890,KINDEX 삼성그룹EW,12260,-40,-0.33,12258.52,12305,12355,12260,500,6163935,6130000000,500000
108450,KINDEX 삼성그룹SW,9515,5,0.05,9511,9515,9560,9450,1212,11527000,80877500000,8500000
105270,KINDEX 성장대형F15,5900,-5,-0.08,5920.85,6015,6015,5890,47064,277856090,8850000000,1500000
145670,KINDEX 인버스,9005,-5,-0.06,9002.1,9020,9020,8960,6234,56014520,4502500000,500000
168580,KINDEX 중국본토CSI300,14120,-160,-1.12,14352.68,14270,14270,14110,111716,1582874790,169440000000,12000000
108440,KINDEX 코스닥스타,12630,-25,-0.2,12619.66,12730,12765,12585,626,7922060,14903400000,1180000
105190,KINDEX200,26075,10,0.04,26058.73,25925,26145,25925,548867,14320961590,865690000000,33200000
152380,KODEX 10년국채선물,55305,10,0.02,55325.62,55365,55400,55300,309,17103005,5641110000,102000
069500,KODEX 200,26115,20,0.08,26134.08,26060,26215,26055,8634819,225632304135,4329867000000,165800000
104580,KODEX Brazil,6750,-80,-1.17,6649.98,6750,6750,6650,1368,9154260,2362500000,350000
169950,KODEX CHINA A50,10260,-155,-1.49,10489.77,10340,10400,10250,142632,1471657275,184680000000,18000000
099140,KODEX China H,16620,-280,-1.66,16761.74,16890,16890,16575,7473,124813975,76452000000,4600000
101280,KODEX Japan,9345,-220,-2.3,9323.35,9440,9440,9270,77134,721987350,11214000000,1200000
156080,KODEX MSCI KOREA,11435,60,0.53,11467.74,0,0,0,0,0,52601000000,4600000
