단축코드,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
069110,3H,2425,5,0.21,2420,2430,2340,69556,165996685,32653924800,13465536
060310,3S,4390,90,2.09,4295,4580,4025,332276,1442767875,139111803820,31688338
900010,3노드디지탈,1810,5,0.28,1815,1845,1800,1421545,2584518955,104482630100,57725210
038120,AD모터스,551,23,4.36,529,557,516,2364198,1270391833,47870371427,86879077
013340,AJS,1700,40,2.41,1655,1720,1635,832299,1402860215,58922780300,34660459
054620,AP시스템,14550,300,2.11,14450,14600,13850,2403102,34356896600,311766793050,21427271
038710,BRN사이언스,1300,70,5.69,1265,1340,1260,610912,791343280,19794019700,15226169
048550,BT&I,1400,30,2.19,1380,1420,1355,316430,439352340,43894978400,31353556
032040,C&S자산관리,603,4,0.67,600,630,599,1109784,674448616,47784770577,79245059
130960,CJ E&M,57300,-300,-0.52,57700,58700,56500,100365,5770860800,284108126100,4958257
035760,CJ오쇼핑,235900,3400,1.46,232400,237500,230000,35167,8226405200,1433817892500,6078075
037150,CJ인터넷,22050,0,0,0,0,0,0,0,502767849150,22801263
051500,CJ프레시웨이,13850,150,1.09,13700,14200,13450,10848,148811750,149253140000,10776400
023460,CNH,1205,10,0.84,1190,1205,1170,9242,10983550,44826000000,37200000
065770,CS,8990,410,4.78,8700,8990,8500,120995,1064159700,107880000000,12000000
050470,CT&T,606,5,0.83,603,628,588,8866162,5364936880,152083261062,250962477
056340,CU전자,670,-8,-1.18,680,690,666,520785,350082803,34529217820,51536146
068790,DMS,9610,110,1.16,9690,9770,9470,550482,5299992100,191118135030,19887423
009730,DS제강,626,-9,-1.42,630,650,612,103090,64168425,12506559780,19978530
037370,EG,28000,1950,7.49,26500,28950,26350,639961,17972022000,210000000000,7500000
080220,EMLSI,3280,-75,-2.24,3300,3300,3090,257378,821818295,57472406000,17522075
079190,EMW,3750,105,2.88,3645,3780,3645,21214,79184570,47106150000,12561640
083450,GST,3260,0,0,3250,3340,3220,59087,192950265,24515200000,7520000
028150,GS홈쇼핑,126000,2400,1.94,124000,129000,124000,17252,2193755300,826875000000,6562500
053870,GT&T,1190,10,0.85,1180,1210,1180,7506,8914955,9520000000,8000000
032800,G러닝,1360,45,3.42,1325,1400,1235,715863,941905980,32096306000,23600225
041590,H&H,1475,-15,-1.01,1510,1555,1465,48134,71542345,23251183150,15763514
