지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),119.32,0.02,0.02
코스피 200,378.73,4.53,1.21
MK 머니마켓 지수(총수익),13890.64,1.46,0.01
KIS-하나 MMF 지수(총수익),113.51,0.02,0.02
Hang Seng China H,6080.56,68.12,1.13
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,116.19,0.01,0.01
코스피 200 TR,484.35,5.8,1.21
KIS 크레딧 2412만기형 총수익지수,112.35,0.02,0.02
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),119.22,0.02,0.02
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),118.17,0.08,0.07
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,115.37,0.01,0.01
FnGuide 친환경 자동차 밸류체인 지수,1405.21,15.82,1.14
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,114.24,0.02,0.02
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,115.71,0.01,0.01
FnGuide AI 반도체 포커스 지수(시장가격),2112.71,25.05,1.2
MK-KAP CD 금리 & 초단기 채권 총수익 지수,114.01,0.01,0.01
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1673.35,17.43,1.05
FnGuide 5G플러스 지수 (시장가격),2023.94,0.51,0.03
FnGuide 성장소비주도 지수,1980.12,26.88,1.38
FactSet US-China Electric&Autonomous Vehicle Price Return Index,217.89,-1.14,-0.52
iSelect K-POP 포커스지수(시장가격),1745.6,29.39,1.71
KRX 금현물지수,2505.02,16.87,0.68
S&P GSCI GOLD Index Excess Return,156.71,-0.15,-0.1
KEDI 글로벌 AI 클라우드 지수,3866.43,-5.19,-0.13
KIS 10년 국고채 지수 (총수익),16160.69,76.92,0.48
KTB INDEX(시장가격),10410.13,13.69,0.13
Bloomberg Global Digital Media & Tech Select Price Return Index,4336.03,-7.33,-0.17
Solactive Global Semiconductor TOP4 Plus Price Return Index,4530.2,58.99,1.32
Bloomberg Global Select Industry Leaders TOP10 Index(PR),3917.18,24.97,0.64
Solactive Global Superior Income TOP 10 Price Return Index,766.38,-1.04,-0.14
KIS 단기채권알파AA-이상 총수익지수,116.69,0.01,0.01
KIS MSB 단기지수(총수익),12469.62,1.73,0.01
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,3189.06,-12.52,-0.39
MSCI MEXICO IMI 25/50 Price return Index,10542.19,-62.25,-0.59
S&P Ultra T-Bond Futures Index(ER),118.58,0.47,0.4
Bloomberg U.S Treasury 20+ Year Total Return Index,591.82,3.28,0.56
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,119.03,0.81,0.69
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1094.6,0.37,0.03
다우존스 인터넷 종합지수,896.7,1.71,0.19
S&P 500,5463.54,4.44,0.08
S&P500 and Short-Term Treasury 30/70 Blend Index,180.87,0.07,0.04
MorningStar Wide Moat Focus Index,13786.34,32.52,0.24
NASDAQ 100,19059.49,35.83,0.19
NASDAQ-100 US T-Bills 30/70 Index,1667.2,1.15,0.07
Dow Jones U.S. Real Estate Index,1702.51,9.57,0.57
Solactive SOFR Daily Total Return Index,1150.25,0.51,0.04
Bloomberg Short-Term Treasury Total Return Index,140.46,0.04,0.03
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1411.8,-3.23,-0.23
Dow Jones U.S. Dividend 100 Price Return Index,5803.07,-22.23,-0.38
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1750.28,2.53,0.14
Solactive US Big Tech Top 7 Plus Price Return Index,23938.55,27.67,0.12
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),7011.18,-36.62,-0.52
Indxx US Green Infrastructure Price return Index,2764.86,-25.69,-0.92
Markit iBoxx USD Liquid High Yield Total Return Index,348.71,-0.11,-0.03
FnGuide-RAFI 코리아 대형 지수,10291.3,123.93,1.22
VN30 Index(PR),1285.73,3.89,0.3
Bloomberg VN30 Futures Excess Return Index,185.47,0.4,0.22
MKF SAMs EW 지수,18698.64,143.49,0.77
MKF SAMs SW,15909.22,105.23,0.67
Morningstar Singapore REIT Yield Focus Index(PR),1233.48,10.54,0.86
S&P ASIA50 Price Return Index,4181.43,48.71,1.18
Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,2659.62,7.11,0.27
KEDI 글로벌AI반도체 지수,4476.39,-35.28,-0.78
Bloomberg Blended NVIDIA Equity and Korean Bond Index,7556.47,11.8,0.16
DeepSearch 원자력테마 지수 (시장가격지수),1755.52,-0.3,-0.02
MSCI Indonesia Index,7226.13,-16.42,-0.23
코스피 200 선물지수,1889.05,21.36,1.14
Nikkei 225,38468.63,801.22,2.13
TOPIX,2759.67,60.13,2.23
Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),3519.15,98.53,2.88
KIS 종합채권 AA-이상 총수익 지수(Total return Index),116.25,0.36,0.31
FnGuide 올라운드 가치주 지수,862.63,4.73,0.55
STAR 50 Index(Price Return),707.6,-12.27,-1.7
CSI 300 Index,3390.74,-18.55,-0.54
KIS 종합채권국공채1-10Y지수,150.12,0.32,0.21
Hang Seng TECH Index,3466.6,22.87,0.66
코스닥 150,1340.43,19.94,1.51
코스피,2765.53,33.63,1.23
Bloomberg EV Supporters Plus Tesla Price Return Index,4947.33,41.41,0.84
FnGuide 포스코그룹포커스 지수(시장가격),3026.67,66.17,2.24
MSCI Philippines IMI Index,1586.88,-19.61,-1.22
KAP 24-11 회사채 총수익 지수(AA-이상),109.37,0.02,0.02
iSelect 2차전지양극재 지수,5121.9,51.01,1.01
iSelect 미래전략기술 지수 (PR),2499.65,33.14,1.34
FnGuide 온디바이스AI 지수,2476.59,36.01,1.48
FnGuide 주주가치 지수,2104.22,36.92,1.79
FnGuide AI반도체&인프라 지수,3399.33,28.82,0.86
KRX ESG Leaders 150,1771.86,19.45,1.11
KRX 300,1748.88,21.36,1.24
코스피 200 Top 10 지수,1340.62,26.31,2
KAP 32-10 국고채 10년 총수익지수,109.34,0.59,0.54
iSelect CAPEX 설비투자 지수(시장가격),2106.51,-5.27,-0.25
iSelect CD Index(총수익),11437.02,3.29,0.03
FnGuide K-POP & 미디어 지수,596.97,6.64,1.12
FnGuide K-게임 지수,821.2,4.29,0.53
