지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),120.84,0.01,0.01
KIS 하나 CD금리 총수익지수,11311.78,1.02,0.01
코스피 200,323.87,-2.72,-0.83
MK 머니마켓 지수(총수익),14061.98,0.99,0.01
KIS-하나 MMF 지수(총수익),114.93,0.01,0.01
Hang Seng China H,7014.13,-70.87,-1
코리아 밸류업 지수,971.51,-3.75,-0.38
KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수,11500.63,4.9,0.04
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,117.61,0.01,0.01
코스피 200 TR,415.57,-3.49,-0.83
KIS 크레딧 2412만기형 총수익지수,113.72,0.01,0.01
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),120.7,0.01,0.01
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),120,0.02,0.02
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,116.79,0,0
FnGuide 친환경 자동차 밸류체인 지수,1185.11,-31.13,-2.56
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,115.65,0.01,0.01
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,117.24,0.01,0.01
FnGuide AI 반도체 포커스 지수(시장가격),1464.38,32.99,2.3
MK-KAP CD 금리 & 초단기 채권 총수익 지수,115.42,0.01,0.01
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1506.86,-15.71,-1.03
FnGuide 5G플러스 지수 (시장가격),1651.36,-0.21,-0.01
FnGuide 성장소비주도 지수,1844.66,-38.09,-2.02
FactSet US-China Electric&Autonomous Vehicle Price Return Index,256.96,-2.03,-0.78
iSelect K-POP 포커스지수(시장가격),2073.74,-76.45,-3.56
KRX 금현물지수,2846.03,12.43,0.44
S&P GSCI GOLD Index Excess Return,169.55,-1.78,-1.04
KEDI 글로벌 AI 클라우드 지수,4559.52,-5.55,-0.12
KIS 10년 국고채 지수 (총수익),16689.42,39.69,0.24
KTB INDEX(시장가격),10553.75,5.03,0.05
Solactive AI Custom Semiconductor Index(PR),5358.04,-266.81,-4.74
Bloomberg Global Digital Media & Tech Select Price Return Index,5048.55,-21.31,-0.42
Solactive Global Semiconductor TOP4 Plus Price Return Index,4649.88,71.16,1.55
Bloomberg Global Select Industry Leaders TOP10 Index(PR),4425.56,38.16,0.87
Solactive Global Big Pharma Index (Price Return),1805.28,5.12,0.28
Solactive Global Superior Income TOP 10 Price Return Index,792.57,1.34,0.17
KIS 단기채권알파AA-이상 총수익지수,118.15,0.01,0.01
KIS MSB 단기지수(총수익),12623.33,0.98,0.01
FnGuide 기업가치 지수(시장가격),1627.02,-14.87,-0.91
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,4189.88,-30.37,-0.72
MSCI MEXICO IMI 25/50 Price return Index,10595.97,100.82,0.96
S&P Ultra T-Bond Futures Index(ER),119.03,0.23,0.2
Bloomberg U.S Treasury 20+ Year Total Return Index,606.95,1.08,0.18
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,119.62,1.29,1.09
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1152.84,-2.86,-0.25
다우존스 인터넷 종합지수,1150.37,-4.8,-0.42
S&P 500,6075.11,-11.38,-0.19
S&P500 and Short-Term Treasury 30/70 Blend Index,189.24,-0.09,-0.05
MorningStar Wide Moat Focus Index,14830.89,-86.75,-0.58
NASDAQ 100,21425.22,-67.14,-0.31
NASDAQ-100 US T-Bills 30/70 Index,1751.42,-1.5,-0.09
Solactive SOFR Daily Total Return Index,1170.99,0.15,0.01
Bloomberg Short-Term Treasury Total Return Index,143.04,0.01,0.01
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1312.04,-24.68,-1.85
Dow Jones U.S. Dividend 100 Price Return Index,6102.25,-2,-0.03
Dow Jones U.S. Real Estate Index,1823.47,-5.65,-0.31
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1886.19,2.19,0.12
Solactive US Big Tech Top 7 Plus Price Return Index,28002.82,51.01,0.18
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),8895.88,21.8,0.25
Indxx US Green Infrastructure Price return Index,2769.95,-7.07,-0.25
Markit iBoxx USD Liquid High Yield Total Return Index,364.3,0.04,0.01
FnGuide-RAFI 코리아 대형 지수,8944.11,-126.95,-1.4
VN30 Index(PR),1337.55,39.74,3.06
Bloomberg VN30 Futures Excess Return Index,190.84,5.96,3.22
MKF SAMs EW 지수,16706.45,-208.57,-1.23
