지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),119.71,0.02,0.02
코스피 200,345.92,-0.74,-0.21
MK 머니마켓 지수(총수익),13941.05,2.17,0.02
KIS-하나 MMF 지수(총수익),113.92,0.01,0.01
Hang Seng China H,6080.59,-54.74,-0.89
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,116.59,0.01,0.01
코스피 200 TR,442.51,-0.95,-0.21
KIS 크레딧 2412만기형 총수익지수,112.73,0.01,0.01
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),119.64,0.01,0.01
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),118.43,0.03,0.03
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,115.77,0.02,0.02
FnGuide 친환경 자동차 밸류체인 지수,1384.67,5.22,0.38
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,114.65,0.02,0.02
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,116.15,0.03,0.03
FnGuide AI 반도체 포커스 지수(시장가격),1670.97,-3.99,-0.24
MK-KAP CD 금리 & 초단기 채권 총수익 지수,114.42,0.01,0.01
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1565.89,3.1,0.2
FnGuide 5G플러스 지수 (시장가격),1760.02,-3.39,-0.19
FnGuide 성장소비주도 지수,1813.96,22.89,1.28
FactSet US-China Electric&Autonomous Vehicle Price Return Index,214.29,0.54,0.25
iSelect K-POP 포커스지수(시장가격),1533.74,16.87,1.11
KRX 금현물지수,2535.78,-2.35,-0.09
S&P GSCI GOLD Index Excess Return,164.31,1.1,0.68
KEDI 글로벌 AI 클라우드 지수,3729.51,14.47,0.39
KIS 10년 국고채 지수 (총수익),16198.09,18.43,0.11
KTB INDEX(시장가격),10454.11,6.1,0.06
Bloomberg Global Digital Media & Tech Select Price Return Index,4133.87,-0.32,-0.01
Solactive Global Semiconductor TOP4 Plus Price Return Index,4216.57,-19,-0.45
Bloomberg Global Select Industry Leaders TOP10 Index(PR),3925.49,-6.61,-0.17
Solactive Global Superior Income TOP 10 Price Return Index,777.37,1.53,0.2
KIS 단기채권알파AA-이상 총수익지수,117.11,0.02,0.02
KIS MSB 단기지수(총수익),12519.49,2.18,0.02
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,3194.79,12.69,0.4
MSCI MEXICO IMI 25/50 Price return Index,10523.8,-24.05,-0.23
S&P Ultra T-Bond Futures Index(ER),126.15,0.81,0.65
Bloomberg U.S Treasury 20+ Year Total Return Index,634.57,3.92,0.62
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,126.55,1.45,1.16
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1077.83,-2.6,-0.24
다우존스 인터넷 종합지수,904.6,2.74,0.3
S&P 500,5503.41,-16.66,-0.3
S&P500 and Short-Term Treasury 30/70 Blend Index,182.13,-0.14,-0.08
MorningStar Wide Moat Focus Index,14250.11,-81.07,-0.57
NASDAQ 100,18930.33,8.93,0.05
NASDAQ-100 US T-Bills 30/70 Index,1672.39,0.43,0.03
Dow Jones U.S. Real Estate Index,1803.8,-5.11,-0.28
Solactive SOFR Daily Total Return Index,1156.75,0.17,0.01
Bloomberg Short-Term Treasury Total Return Index,141.44,0.02,0.01
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1291.38,-5.59,-0.43
Dow Jones U.S. Dividend 100 Price Return Index,5822.41,-55.73,-0.95
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1685.33,13.93,0.83
Solactive US Big Tech Top 7 Plus Price Return Index,23733.11,288.34,1.23
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),6715.65,17.86,0.27
Indxx US Green Infrastructure Price return Index,2737.19,-4.1,-0.15
Markit iBoxx USD Liquid High Yield Total Return Index,356.31,0.97,0.27
FnGuide-RAFI 코리아 대형 지수,9628.94,3.71,0.04
VN30 Index(PR),1309.05,-8.66,-0.66
Bloomberg VN30 Futures Excess Return Index,188.09,-0.91,-0.48
MKF SAMs EW 지수,18245.36,-97.56,-0.53
