지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),121.37,0.01,0.01
KIS 하나 CD금리 총수익지수,11353.41,0.94,0.01
코스피 200,330.97,0.23,0.07
MK 머니마켓 지수(총수익),14119.63,1.32,0.01
KIS-하나 MMF 지수(총수익),115.38,0,0
Hang Seng China H,7011.6,58.7,0.84
코리아 밸류업 지수,993.48,1.18,0.12
KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수,11528.48,-3.96,-0.03
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,118.14,0.01,0.01
코스피 200 TR,426.4,0.3,0.07
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),121.21,0.01,0.01
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),120.57,-0.01,-0.01
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,117.25,0.02,0.02
FnGuide 친환경 자동차 밸류체인 지수,1189.34,-13.92,-1.16
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,116.14,0.01,0.01
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,117.75,0,0
FnGuide AI 반도체 포커스 지수(시장가격),1728.71,1.52,0.09
MK-KAP CD 금리 & 초단기 채권 총수익 지수,115.86,0.01,0.01
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1511.12,1.52,0.1
FnGuide 5G플러스 지수 (시장가격),1743.67,-0.02,0
FnGuide 성장소비주도 지수,1816.07,-8.08,-0.44
iSelect K-POP 포커스지수(시장가격),2195.76,9.37,0.43
KRX 금현물지수,3030.09,-12.2,-0.4
S&P GSCI GOLD Index Excess Return,173.92,2.14,1.25
KEDI 글로벌 AI 클라우드 지수,4594.13,113.34,2.53
KIS 10년 국고채 지수 (총수익),16386.79,-54.64,-0.33
KTB INDEX(시장가격),10425.89,-11.1,-0.11
Solactive AI Custom Semiconductor Index(PR),5746.68,146.31,2.61
Bloomberg Global Digital Media & Tech Select Price Return Index,5133.01,83.55,1.65
Solactive Global Semiconductor TOP4 Plus Price Return Index,4670.25,25.23,0.54
Bloomberg Global Select Industry Leaders TOP10 Index(PR),4303.34,86.79,2.06
Solactive Global Big Pharma Index (Price Return),1682.84,8.37,0.5
Solactive Global Superior Income TOP 10 Price Return Index,776.26,10.84,1.42
FactSet US-China Electric&Autonomous Vehicle Price Return Index,252.42,2.53,1.01
KIS 단기채권알파AA-이상 총수익지수,118.64,0.01,0.01
KIS MSB 단기지수(총수익),12667.19,0.67,0.01
FnGuide 기업가치 지수(시장가격),1542.59,6.69,0.44
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,4009.33,99.98,2.56
MSCI MEXICO IMI 25/50 Price return Index,10280.41,87.46,0.86
S&P Ultra T-Bond Futures Index(ER),108.92,1.8,1.68
Bloomberg U.S Treasury 20+ Year Total Return Index,560.55,9.46,1.72
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,107.83,-0.17,-0.15
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1108.76,12.08,1.1
다우존스 인터넷 종합지수,1128.88,20.85,1.88
S&P 500,5949.91,107,1.83
S&P500 and Short-Term Treasury 30/70 Blend Index,188.78,1.06,0.56
MorningStar Wide Moat Focus Index,14217.03,94.95,0.67
NASDAQ 100,21237.85,480.44,2.31
NASDAQ-100 US T-Bills 30/70 Index,1753.82,12.33,0.71
Solactive SOFR Daily Total Return Index,1176.93,0.14,0.01
Bloomberg Short-Term Treasury Total Return Index,143.77,0.04,0.03
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1309.86,15.8,1.22
Dow Jones U.S. Dividend 100 Price Return Index,5896.33,58.59,1
Dow Jones U.S. Real Estate Index,1695.4,8.61,0.51
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1873.39,46.35,2.54
Solactive US Big Tech Top 7 Plus Price Return Index,28965.83,795.49,2.82
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),8812.77,367.21,4.35
Indxx US Green Infrastructure Price return Index,2686.1,28.78,1.08
Markit iBoxx USD Liquid High Yield Total Return Index,364.04,2.26,0.62
VN30 Index(PR),1297.64,8.41,0.65
MKF SAMs EW 지수,16523.16,28.37,0.17
MKF SAMs SW,13307.78,2.44,0.02
Morningstar Singapore REIT Yield Focus Index(PR),1188.27,2.83,0.24
S&P ASIA50 Price Return Index,4555.27,-28.04,-0.61
Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,2637.28,34.01,1.31
KEDI 글로벌AI반도체 지수,4869.73,112.41,2.36
Bloomberg Blended NVIDIA Equity and Korean Bond Index,8364.48,0,0
DeepSearch 원자력테마 지수 (시장가격지수),1826.06,16.81,0.93
MSCI Indonesia Index,6630.66,217.23,3.39
Indxx India Big 5 Conglomerates Index (Price Return),4075.03,9.74,0.24
Indxx India Super Consumption Index (Price Return),3257.35,-1.9,-0.06
코스피 200 선물지수,1631.65,-3.46,-0.21
Solactive Eli Lilly Value Chain Index(PR),2662.54,-72.51,-2.65
Nikkei 225,38444.58,-29.72,-0.08
TOPIX,2690.81,8.23,0.31
Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),3042.86,-20.32,-0.66
KIS 종합채권 AA-이상 총수익 지수(Total return Index),119.41,-0.11,-0.09
FnGuide 올라운드 가치주 지수,804.67,-2.5,-0.31
STAR 50 Index(Price Return),977.66,-4.12,-0.42
CSI 300 Index,3796.03,-24.51,-0.64
KIS 종합채권국공채1-10Y지수,153.03,-0.19,-0.12
Hang Seng TECH Index,4363.79,46.46,1.08
코스닥 150,1180.01,-13.45,-1.13
코스피,2496.81,-0.59,-0.02
Bloomberg EV Supporters Plus Tesla Price Return Index,6456.38,0,0
FnGuide 포스코그룹포커스 지수(시장가격),2213.22,-30.86,-1.38
MSCI Philippines IMI Index,1534.76,9.71,0.64
KAP 26-06 특수채 총수익 지수(AAA이상),104.62,-0.02,-0.02
iSelect 2차전지양극재 지수,4085.49,-73.85,-1.78
iSelect 미래전략기술 지수 (PR),2439.86,-8.39,-0.34
FnGuide 온디바이스AI 지수,1999.7,13.87,0.7
FnGuide 주주가치 지수,2015.47,3.38,0.17
FnGuide AI반도체&인프라 지수,2936.02,17.92,0.61
KRX ESG Leaders 150,1673.59,0.36,0.02
KRX 300,1529.87,-0.26,-0.02
코스피 200 Top 10 지수,1251.86,-5.45,-0.43
KIS 은행채2512만기형 지수,104.75,0,0
KAP 32-10 국고채 10년 총수익지수,112.07,-0.32,-0.28
iSelect CAPEX 설비투자 지수(시장가격),2173.13,41.59,1.95
iSelect CD Index(총수익),11620.34,0.95,0.01
FnGuide K-POP & 미디어 지수,690.14,3.42,0.5
FnGuide K-게임 지수,781.43,-11.15,-1.41
FnGuide K-뉴딜 디지털 플러스 지수,1727.54,-20.07,-1.15
FnGuide K-메타버스 MZ 지수(시장가격),1089.87,-3.38,-0.31
FnGuide K-반도체 지수,2902.11,6.73,0.23
FnGuide K-푸드 지수 (시장가격),782.51,-6.89,-0.87
FnGuide 5G 산업 지수,2100.42,-2.25,-0.11
FnGuide 골프 테마 지수,564.86,0.33,0.06
FnGuide 전기&수소차 지수 (시장가격),1633.41,-15.09,-0.92
FnGuide 조선해운지수,2954.98,140.76,5
FnGuide 친환경에너지 지수 (시장가격),1245.45,-15.69,-1.24
iSelect K-메디테크 지수(PR),1897.87,-38.53,-1.99
FnGuide K-뷰티 지수,422.51,-3.52,-0.83
KAP 초장기 국고채 지수(총수익),14030.07,-30.04,-0.21
KOFR 지수,1147.13,0.1,0.01
MSCI Korea TR Index,1406.81,-0.77,-0.05
FnGuide E커머스 지수,1587.15,8.14,0.52
FnGuide 고배당 알파 지수,2017.07,-6.95,-0.34
NYSE Arca Gold Miners Index (Price Return),336.84,0,0
S&P Global Luxury Index,4144.61,38.03,0.93
Solactive Semiconductor Top 10 Index PR,6191.56,134.33,2.22
MSCI World IMI Virology Select Index,1721.59,28.32,1.67
