지수명,종가,대비,등락률
KIS 2025-08만기형 크레딧 A+이상 지수(총수익),122.7,0,0
KIS 하나 CD금리 총수익지수,11459.46,0,0
코스피 200,349.16,-2.63,-0.75
MK 머니마켓 지수(총수익),14268.82,1.69,0.01
KIS-하나 MMF 지수(총수익),116.53,0,0
S&P 500,5892.58,0,0
Solactive U.S. Dividend 30 Index PR,4107.17,0,0
KIS 종합채권형 지수(AA-이상)(총수익),127.33,0,0
Hang Seng China H,8511.01,-82.06,-0.95
코리아 밸류업 지수,1051.05,-10.27,-0.97
KIS 하나 현대차그룹채권(A+이상)&국고통안 총수익지수,11720.35,-1.57,-0.01
KIS 11월 만기자동연장회사채(AA-이상) 총수익지수,119.52,0,0
코스피 200 TR,455.8,-3.43,-0.75
KIS 크레딧 2506만기형(AA-이상)지수(총수익지수),122.51,0,0
KIS 크레딧 2606만기형(AA-이상)지수(총수익지수),122.14,0,0
KAP 2월 만기자동연장회사채(AA-이상) 총수익지수,118.61,0,0
FnGuide 친환경 자동차 밸류체인 지수,1030.8,-13.67,-1.31
KIS 5월 만기자동연장회사채(AA-이상) 총수익지수,117.35,0,0
KAP 8월 만기자동연장회사채(AA-이상) 총수익지수,119.07,0,0
FnGuide AI 반도체 포커스 지수(시장가격),1644.52,-36.06,-2.15
MK-KAP CD 금리 & 초단기 채권 총수익 지수,116.99,0,0
MSCI Korea Country ESG Leaders Custom Capped Price return Index,1512.23,-11.29,-0.74
FTSE Korean Government Bond Index(TR),213.19,0,0
FnGuide 5G플러스 지수 (시장가격),1759.46,-33.56,-1.87
FnGuide 성장소비주도 지수,2099.64,-10.53,-0.5
iSelect K-POP 포커스지수(시장가격),2847.88,5.17,0.18
KRX 금현물지수,3321.65,-141.62,-4.09
Bloomberg Multi Asset Target-date 2030 KRW Index,2548.99,0,0
Bloomberg Multi Asset Target-date 2050 KRW Index,2955.17,0,0
S&P GSCI GOLD Index Excess Return,197.96,-2.21,-1.1
KEDI 글로벌 AI 클라우드 지수,4535.55,0,0
KIS 10년 국고채 지수 (총수익),16898.11,-17.8,-0.11
KTB INDEX(시장가격),10554.47,-3.45,-0.03
Solactive AI Custom Semiconductor Index(PR),5155.41,0,0
Bloomberg Global Digital Media & Tech Select Price Return Index,5110.85,17.35,0.34
Solactive Global Semiconductor TOP4 Plus Price Return Index,4776.91,30.6,0.64
Bloomberg Global Select Industry Leaders TOP10 Index(PR),4322.15,0,0
Solactive Global Big Pharma Index (Price Return),1593.8,0,0
Solactive Global Superior Income TOP 10 Price Return Index,755.06,0,0
FactSet US-China Electric&Autonomous Vehicle Price Return Index,256.63,-1.45,-0.56
KIS 단기채권알파AA-이상 총수익지수,119.95,0,0
KIS MSB 단기지수(총수익),12791.47,1.35,0.01
FnGuide 기업가치 지수(시장가격),1655.71,-5.28,-0.32
MSCI Russia 25% Capped Price Return Index,,,
KEDI 글로벌생성형AI 지수,4144.19,0,0
MSCI MEXICO IMI 25/50 Price return Index,11751.35,0,0
S&P Ultra T-Bond Futures Index(ER),107.7,0.18,0.16
Bloomberg U.S Treasury 20+ Year Total Return Index,559.75,0,0
Bloomberg U.S. Treasury 20+ Year Total Return Index T1530 JPY Currency Hedged,108.46,0,0
Bloomberg US 500 Large Cap Premium Decrement 15% Distribution Index,1033.74,0,0
다우존스 인터넷 종합지수,1154.71,0,0
S&P500 and Short-Term Treasury 30/70 Blend Index,190.55,0,0
MorningStar Wide Moat Focus Index,13696.66,0,0
NASDAQ 100,21319.21,0,0
NASDAQ-100 US T-Bills 30/70 Index,1779.99,0,0
Solactive SOFR Daily Total Return Index,1193.91,0,0
Bloomberg Short-Term Treasury Total Return Index,145.71,0,0
Bloomberg US Listed Semiconductor Premium Decrement 15% Distribution Index,1088.38,0,0
Dow Jones U.S. Dividend 100 Price Return Index,5498.68,0,0
WisdomTree U.S. Quality Dividend Growth Index (Price Return),666.52,0,0
Bloomberg WisdomTree U.S. Quality Dividend & B500 Premium Decrement 50:50 Index,1143.78,0,0
Bloomberg WisdomTree U.S. Quality Dividend & Short Term KRW Bonds 50:50 TR Index,1780.76,0,0
Dow Jones U.S. Real Estate Index,1723.08,0,0
Bloomberg US Big Tech Top 7 Plus Premium Decrement 15% Distribution Index,1531.95,0,0
Solactive US Big Tech Top 7 Plus Price Return Index,28052.49,0,0
FnGuide 미국 주식 베스트셀러 지수(시장가격지수),9556.05,0,0
NYSE FactSet US Focus Manufacturing Index(Price Return),240.82,0,0
Indxx US Green Infrastructure Price return Index,2689.03,0,0
Markit iBoxx USD Liquid High Yield Total Return Index,371.28,0,0
VN30 Index(PR),1398.21,0.34,0.02
MKF SAMs EW 지수,17283.82,-183.29,-1.05
MKF SAMs SW,13624.03,-162.89,-1.18
Morningstar Singapore REIT Yield Focus Index(PR),1154.17,-10.76,-0.92
S&P ASIA50 Price Return Index,4965.75,-103.68,-2.05
Bloomberg Top 30 Supply Chain Plus Apple Price Return Index,2653.54,0,0
KEDI 글로벌AI반도체 지수,4772.55,0,0
Bloomberg Blended NVIDIA Equity and Korean Bond Index,8334.1,0,0
DeepSearch 원자력테마 지수 (시장가격지수),2196.37,-5.39,-0.24
MSCI Indonesia Index,6484.56,110.44,1.73
Indxx India Big 5 Conglomerates Index (Price Return),4324.64,0,0
Indxx India Super Consumption Index (Price Return),3184.76,0,0
코스피 200 선물지수,1729.91,-12.87,-0.74
Solactive Eli Lilly Value Chain Index(PR),2563.52,0,0
Nikkei 225,37755.51,-372.62,-0.98
TOPIX,2738.96,-24.33,-0.88
Bloomberg Japan Semiconductor Select Top 25 Index(Price Return),2949.36,-26.87,-0.9
Bloomberg Multi Asset Target-date 2080 KRW Index,3326.1,0,0
KIS 종합채권 AA-이상 총수익 지수(Total return Index),121.8,0,0
FnGuide 올라운드 가치주 지수,868.27,-4.42,-0.51
STAR 50 Index(Price Return),1000.66,-13.11,-1.29
CSI 300 Index,0,-3943.21,-100
KIS 종합채권국공채1-10Y지수,156.31,0,0
Hang Seng TECH Index,5298.63,-43.05,-0.81
코스닥 150,1183.42,-8.87,-0.74
코스피,2621.36,-19.21,-0.73
Bloomberg EV Supporters Plus Tesla Price Return Index,6191.46,0,0
FnGuide 포스코그룹포커스 지수(시장가격),2218.17,-8.83,-0.4
MSCI Philippines IMI Index,1603.34,-25.96,-1.59
KAP 26-06 특수채 총수익 지수(AAA이상),105.89,0,0
iSelect 2차전지양극재 지수,3113.13,-51.75,-1.64
iSelect 미래전략기술 지수 (PR),2629.41,-20.04,-0.76
FnGuide 온디바이스AI 지수,1951.29,-48.31,-2.42
FnGuide 주주가치 지수,2217.51,-14.5,-0.65
FnGuide AI반도체&인프라 지수,2844.86,-43.62,-1.51
KRX ESG Leaders 150,1757.12,-11.53,-0.65
KRX 300,1606.53,-12.27,-0.76
코스피 200 Top 10 지수,1186.15,-13.34,-1.11
KIS 은행채2512만기형 지수,105.88,0,0
KAP 32-10 국고채 10년 총수익지수,115.26,0,0
iSelect CAPEX 설비투자 지수(시장가격),2539.61,-21,-0.82
iSelect CD Index(총수익),11728.76,0,0
FnGuide K-POP & 미디어 지수,824.07,3.74,0.46
FnGuide K-게임 지수,780.35,-0.85,-0.11
FnGuide K-뉴딜 디지털 플러스 지수,1574.79,-13.09,-0.82
FnGuide K-메타버스 MZ 지수(시장가격),1118.3,-11.9,-1.05
FnGuide K-반도체 지수,2900.47,-54.71,-1.85
FnGuide K-푸드 지수 (시장가격),898.6,-6.62,-0.73
FnGuide 5G 산업 지수,2101.87,-39.91,-1.86
FnGuide 골프 테마 지수,668.24,2.82,0.42
FnGuide 전기&수소차 지수 (시장가격),1515.85,-17.27,-1.13
FnGuide 조선해운지수,3661.97,35.06,0.97
FnGuide 친환경에너지 지수 (시장가격),1280.94,-7.82,-0.61
FnGuide K-뷰티 지수,543.49,-5.25,-0.96
KAP 초장기 국고채 지수(총수익),14351.9,-32.13,-0.22
KOFR 지수,1158.07,0.09,0.01
MSCI Korea TR Index,1471.39,-10.83,-0.73
FnGuide E커머스 지수,1697.65,-1.18,-0.07
FnGuide 고배당 알파 지수,2112.18,-10.9,-0.51
NYSE Arca Gold Miners Index (Price Return),339.42,0,0
S&P Global Luxury Index,4292.07,0,0
Solactive Semiconductor Top 10 Index PR,6085.23,0,0
MSCI World IMI Virology Select Index,1535.47,0,0
Solactive United States Technology 100 Index(Price Return),13069.57,0,0
MSCI ACWI IMI Water ESG Filtered (Price Return),2278.84,0,0
ICE Global Carbon Futures Index(Excess Return),577.97,0,0
Solactive Physical AI Index,14385.8,0,0
FnGuide 농업융복합산업 지수(시장가격),1125.74,-4.54,-0.4
KIS-NH Amundi MMF지수,115.74,0,0
iSelect US 메타버스 지수(시장가격),6890.36,0,0
iSelect 미국 애그테크 지수 (PR),2135.36,0,0
iSelect K-바이오헬스케어,1067.1,-1.33,-0.12
FnGuide 반도체 핵심공정 지수,824.65,-35.57,-4.13
iSelect 원자력지수 (시장가격),2141.28,14.48,0.68
iSelect 전력설비투자 지수,3620.31,2.1,0.06
KAP 종합채권 총수익지수(AA-이상),121.57,0,0
iSelect 주주가치성장 지수,1643.18,-9.77,-0.59
F-코스닥150 지수,1377.18,-10.82,-0.78
KRX/S&P 탄소효율 그린뉴딜지수,1458.57,-8.32,-0.57
KAP 26-12 크레딧 채권 총수익지수(AA-이상),106.76,0,0
S&P Korea 저변동성 지수,10620.49,-31.86,-0.3
KAP 종합채권 AA- 이상 지수(총수익),121.47,0,0
FnGuide K-AI반도체 코어테크 지수,2085.11,-46.56,-2.18
S&P500 Top10 25% Capped Index(PR),6643.01,0,0
FnGuide 스마트커머스 지수,788.77,-3.54,-0.45
FnGuide TMT 지수,1675.43,-14.56,-0.86
USD AA3 Above Select September 2025 Maturity Index(Total Return),116.3,0,0
KIS 2509 만기형 크레딧 종합채권 지수(AA-이상) (총수익 지수),114.81,0,0
KIS 2609 만기형 크레딧 종합채권 지수(AA-이상)(총수익지수),114.44,0,0
FnGuide CD91일 금리투자 지수(총수익),1422.69,0,0
FnGuide 유전자혁신기술 지수(시장가격),846.29,6.73,0.8
Solactive K-Battery North America Supply Chain 지수,1535.72,-14.61,-0.94
Solactive K-Semiconductor North America Supply Chain 지수,1540.98,-54.49,-3.42
Solactive K-TechTOP10 Index(PR),2026.51,-27.13,-1.32
KRX 100,5415.94,-40.34,-0.74
FnGuide SK그룹대표주 지수,1152.3,-21.82,-1.86
Dow Jones Target 2030 Index (Total Return),522.9,0,0
Dow Jones Target 2040 Index (Total Return),667.02,0,0
Dow Jones Target 2050 Index (Total Return),765.02,0,0
MKF 웰스 고배당20,12158.36,-84.93,-0.69
KIS-키움 국고채30년 지수(총수익지수),10576.9,-24.55,-0.23
Solactive Global AI Semiconductor Index (Price Return),9507.17,183.72,1.97
S&P Global REIT Index,177.47,0,0
NASDAQ OMX Clean Edge Smart Grid Infrastructure Index,1049.5,0,0
Solactive Global Power Semiconductor Index (Price Return),2294.77,9.72,0.43
MSCI ACWI IMI 퓨처모빌리티 ESG 지수(시장가격),2663.59,-0.61,-0.02
KIS ESG 9M~1.5Y,124.58,0,0
DAX Index(PR),8871.84,0,0
iSelect 리츠 지수,857.4,-6.73,-0.78
KIS-키움 MMF지수(총수익지수),115.54,0,0
KIS TIPS 지수(총수익),14518.62,-26.34,-0.18
STOXX USA ETF Industry Index (KRW),305.4,0,0
미국달러선물지수,1528.76,-31.94,-2.05
Nasdaq US Low Volatility Dividend Achievers Index,1221.96,0,0
Solactive Blockbuster Biotech Drugs Index(PR),1866.66,0,0
MSCI USA Index(Price Return),5632.38,0,0
Solactive U.S. Quantum Computing Index(PR),5356.19,0,0
MSCI US IMI Energy 25/50 Index(Price Return),1616.91,0,0
MKF 블루칩,8566.41,-61.34,-0.71
Bloomberg Blended NVIDIA and US Long Treasury Bond Index,6334.96,0,0
FnGuide 의료AI 지수,2027.97,-8.68,-0.43
Nifty 50 Index,24666.9,0,0
KIS 종합 채권시장지수(AA-이상)(총수익지수),121.9,0,0
MSCI China A50 Connect Index,2145.88,-14.49,-0.67
CSI SH-HK-SZ Consumer Top Index,2236.09,0,0
코스닥 글로벌 지수,1389.52,-9.63,-0.69
코스피 100,2614.34,-19.68,-0.75
MK 통안채지수(총수익),14863.22,0.48,0
Bloomberg Blended PALANTIR and US Long Treasury Bond Index,1604.11,0,0
코스피 200 중소형주지수,1471.24,-5.43,-0.37
코스피 200 ESG 지수,405.3,-3.16,-0.77
코스피200 정보기술 TR,3134.11,-57.13,-1.79
코스피 200 초대형제외 지수,272.55,-2.53,-0.92
코스피 200 가치저변동성,5608.9,-25.51,-0.45
코스피 200 동일가중지수,2343.22,-15.04,-0.64
코스피200 롱 100% 코스닥150 숏 100% 선물지수,828.76,0.38,0.05
코스피 200 미국채 혼합지수,3022.71,-37.73,-1.23
코스피 200 타겟 위클리 커버드콜 지수,1211.5,-5.73,-0.47
"KAP 25-11 은행채 PLUS 지수(AA-이상, 총수익)",108.22,0,0
KAP 25-11 회사채 총수익 지수,114.87,0,0
KAP 25-12 은행채 총수익 지수,105.47,0,0
KAP 26-12 회사채 총수익 지수(AA-이상),117.67,0,0
KAP 27-12 회사채 총수익 지수(AA-이상),107.83,0,0
FnGuide 2차전지 산업 지수,1771.93,-28.16,-1.56
FnGuide 2차전지핵심소재10 지수,3068.54,-44.22,-1.42
KAP 33-06 국고채 총수익 지수,116.32,0,0
S&P GSCI Grains Select Index ER,17.27,0,-0.01
KAP 53-09 국고채 총수익 지수,123.52,0,0
FnGuide AI반도체지수,2005.29,-35.06,-1.72
iSelect AI 반도체핵심장비 지수,2371.02,-69.81,-2.86
iSelect AI 전력핵심설비 지수(Price Return),6854.78,8.49,0.12
KAP 1년은행 CD+추가금리 지수(총수익지수),1198.27,0.09,0.01
KAP 양도성예금증서(CD)금리지수(총수익지수),120.83,0.04,0.03
"KAP ESG 종합채권지수(A- 이상, 총수익)",129.3,0,0
KRX 정보기술,1291.91,-26.52,-2.01
iSelect K-로봇테마 지수,1876.37,-18.11,-0.96
FnGuide K-메타버스 지수,1042.19,-5.02,-0.48
FnGuide K-미래차 지수,1301.29,-19.34,-1.46
FnGuide K-신재생에너지 플러스 지수,1465.45,-20.35,-1.37
FnGuide K-이노베이션 지수,1594.51,-19.3,-1.2
FnGuide K-친환경 선박 지수,2373.48,9.63,0.41
KTOP 30,7516.83,-72.17,-0.95
iEdge Emerging Markets Futures Index(ER),1213.54,-5.5,-0.45
MSCI Korea ESG Universal Capped Index,1415.58,-9.37,-0.66
MSCI Korea Index,771.92,-4.59,-0.59
MSCI Korea IMI Momentum Capped,4853.3,-32.45,-0.66
MSCI Korea IMI Enhanced Value Capped,6312.51,19.27,0.31
MSCI Korea IMI Quality Capped,5058.7,-27.56,-0.54
S&P Global Infrastructure Index,3265.37,0,0
Samsung Korea Target Date 2030 Index (Price Return),1763.07,0,0
Samsung Korea Target Date 2040 Index (Price Return),1968.96,0,0
Samsung Korea Target Date 2050 Index (Price Return),2190.3,0,0
FnGuide TRF 3070 지수,1775.87,-9.38,-0.53
FnGuide TRF 5050 지수,2101.01,-17.72,-0.84
FnGuide TRF 7030 지수,2459.97,-28.54,-1.15
FnGuide TOP10 동일가중 지수,1119.77,-10.58,-0.94
FnGuide TOP 5 Plus Total Return 지수,2202.82,-24.8,-1.11
S&P GSCI Crude Oil Index ER,126.73,-4.26,-3.26
ICE U.S. Treasury Inflation Linked Bond Index(Total Return),122.61,0,0
Markit iBoxx USD Liquid Investment Grade Index(Total Return),320.66,0,0
ICE BofAML US HY Constrained Index(Total Return),582.41,0,0
KRX 건설,675.44,-7.47,-1.09
FnGuide 게임 산업 지수,820.51,-0.28,-0.03
KRX 경기소비재,1001.65,-3.94,-0.39
FnGuide 고배당 Plus 지수,16586.5,-137.4,-0.82
S&P GSCI Gold Index(TR),1574.95,0,0
S&P GSCI North American Copper Index(TR),661.99,0,0
KAP 국고채 10년 지수(TR),118.13,0,0
KAP 국고채 30년 총수익 지수,108.62,0,0
MKF 국고채지수(총수익),204.45,-0.12,-0.06
10년국채선물지수,1258.83,-1.05,-0.08
국채선물지수,1245.27,-0.35,-0.03
ROBO Global Robotics & Automation UCITS Price Return Index,923.08,0,0
iSelect 글로벌 비만치료제TOP2 Plus 지수(PR),2401.11,0.98,0.04
코스피 200 금융 고배당 TOP 10 타겟 분배 위클리 커버드콜 지수,925.11,3.05,0.33
KRX 기계장비,896.94,-0.66,-0.07
KRX 기후변화 솔루션지수,1992.75,-22.84,-1.13
KAP 단기변동금리부은행채권지수,143.52,0,0
KRW Cash 지수(총수익),169.98,0.02,0.01
KRW Cash PLUS 지수(총수익),164.83,0.02,0.01
Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR),2682.15,0,0
KAP MMF 지수(TR),117.33,0,0
Morningstar Multi-Asset High Income 10% Capped Index,1025.92,0,0
FnGuide 멀티팩터 지수,7949,-50.03,-0.63
FnGuide 모멘텀 Plus 지수,4267.33,-38.16,-0.89
S&P 10-Year U.S. Treasury Note Futures KRW(ER),223.65,-4.35,-1.91
KEDI-KAP 미국 국채 20+ 지수(TR),70.72,0,0
Bloomberg U.S.Treasury 20+ Year(TLT)+ 12% Premium Covered Call index(TR),865.05,0,0
iSelect 미국 AI 소프트웨어 TOP10 지수(PR),3265.14,0,0
iSelect 미국AI전력핵심인프라 지수(Price Return),5864.72,0,0
KEDI 미국AI테크 TOP10 지수(PR),9289.85,0,0
KEDI 미국 AI 테크 TOP10+15%프리미엄 지수(Total Return),7613.94,0,0
Indxx US ETF Industry Top10 Index(Price Return),4048.26,0,0
S&P Consumer Discretionary Select Sector Index(Price Return),2184.93,0,0
S&P Financial Select Sector Index(Price Return),627.28,0,0
S&P 500 Covered Call 1% OTM Daily Index(TR),306.8,0,0
S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index,106.77,0,0
S&P500 10% Buffered Index March Series (USD) TR,178.99,0,0
S&P Select Sector Industrial Index,1417.53,0,0
S&P 500 Futures Total Return Index,883.47,-2.48,-0.28
S&P Select Sector Energy Index,897.22,0,0
S&P Utilities Select Sector Index(Price Return),801.73,0,0
S&P Communication Services Select Sector Index(Price Return),526.49,0,0
S&P Technology Select Sector Index(Price Return),2358.07,0,0
S&P Consumer Staples Select Sector Index(Price Return),802.57,0,0
S&P Health Care Select Sector Index(Price Return),1300.81,0,0
S&P Biotechnology Select Industry Index,5952.36,0,0
NASDAQ-100 Daily Covered Call 101 Index(TR),254.02,0,0
Bloomberg SOFR Daily Total Return Index,119.39,0,0
FTSE Russell 2000 Index,2083.8,0,0
KAP 미국 머니마켓 지수,141.16,0,0
Nasdaq CB Insights Metaverse US Index (Price Return),1453.67,0,0
MVIS US Listed Semiconductor 25 Index,7466.11,0,0
Dow Jones U.S. Dividend 100 10% Premium Covered Call Index(Total Return),436.02,0,0
Dow Jones U.S. Real Estate PR Index,354.48,0,0
NYSE U.S. Big TECH 10 INDEX,13635.77,0,0
iSelect 서학개미 지수(PR),4840.31,0,0
S&P Kensho Smart Transportation,168.42,0,0
Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),123.11,0,0
Nasdaq Clean Edge Green Energy Index (Price Return),425.46,0,0
KEDI 미국테크TOP3플러스 지수(Price Return),5501.66,0,0
iSelect 미국 휴머노이드 로봇 지수(Price Return),7796.77,0,0
KRX 미디어&엔터테인먼트,1806,-5.45,-0.3
FnGuide 바이오 지수,3010.56,25.71,0.86
KRX 반도체,3277.29,-75.87,-2.26
FnGuide SLV 배당가치 지수,1632.1,-4.09,-0.25
코스피 배당성장 50,4077.5,-33.33,-0.81
배당성장채권혼합지수,2097.12,-5.49,-0.26
FnGuide 벨류 Plus 지수,1697.84,-8.13,-0.48
KRX 보험,1836.3,-7.45,-0.4
삼성그룹,8213.62,-99.68,-1.2
WISE 삼성그룹 밸류 인덱스,7939.06,-94.11,-1.17
Wise 삼성전자채권혼합 지수,1583.8,-1.21,-0.08
MSCI World,3830.31,-0.4,-0.01
FnGuide 성장 지수(PR),4091.92,-42.49,-1.03
iSelect 아시아반도체 제조동맹 지수(시장가격),3673.31,-71.05,-1.9
Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),112.31,0,0
KRX 에너지화학,1889.52,-11.85,-0.62
KRX 운송,1133,-44.9,-3.81
FnGuide 웹툰&드라마 지수,453.47,-3.86,-0.84
STOXX Europe Luxury 10 Index(Price Return),3682.28,0,0
ICE EUA Carbon Futures Index(Excess Return),1196.38,0,0
S&P GSCI Silver Index(TR),1018.68,0,0
KRX 은행,937.91,0.91,0.1
Nifty Midcap 100 Index(PR),56209.45,73.05,0.13
Nifty India Corporate Group Index - Tata Group 25% Cap(PR),15472.25,65.8,0.43
TOPIX100,1870.19,-20.12,-1.06
Tokyo Stock Exchange REIT Index,1732.84,-0.11,-0.01
KRX 자동차,1802.79,-25.92,-1.42
"KAP 한국장기종합채권지수(AA-이상, 총수익)",325.98,0,0
