단축코드,종목명,종가,대비,등락률,순자산가치,시가,고가,저가,거래량,거래대금,시가총액,상장좌수
069500,KODEX200,23600,-600,-2.48,23563.14,23950,24215,23570,612459,14621419080,1331040000000,56400000
099140,KODEXChinaH,18615,-565,-2.95,18378.94,18980,19060,18570,78318,1468748785,219657000000,11800000
086630,KODEXKRX100,3765,-120,-3.09,3796.39,3910,3910,3765,4661,17727500,14307000000,3800000
091160,KODEX반도체,11430,-315,-2.68,11393.67,11730,11730,11430,15686,180798650,28003500000,2450000
091170,KODEX은행,10165,-155,-1.5,10231.55,10210,10300,10165,1448,14827260,21854750000,2150000
091180,KODEX자동차,7405,-100,-1.33,7376.74,7500,7520,7400,296,2204035,14810000000,2000000
097690,KODEX중대형가치,47595,-1445,-2.95,47595.42,47950,48685,47595,1951,94054945,15230400000,320000
097680,KODEX중대형성장,29010,-910,-3.04,29418.54,29915,29915,29000,733,21544840,13489650000,465000
097700,KODEX중형가치,9095,-700,-7.15,9053.97,9325,9325,9080,262,2395165,18190000000,2000000
069660,KOSEF200,23595,-675,-2.78,23503.57,23860,24130,23510,1182872,28030305655,313813500000,13300000
091190,KOSEFBanks,10195,-120,-1.16,10232.78,10230,10350,10195,51,521930,13661300000,1340000
091200,KOSEFIT,9900,-420,-4.07,9905.34,10245,10245,9900,844,8540770,14850000000,1500000
097730,KOSEF대형가치,4460,-140,-3.04,4458.56,4550,4570,4460,897,4043470,11596000000,2600000
097740,KOSEF중형순수가치,15310,-470,-2.98,15180.11,15625,15625,15230,547,8374775,6736400000,440000
091210,TIGERKRX100,37545,-1035,-2.68,37577.27,37830,38460,37545,677733,25789332125,331146900000,8820000
098560,TIGER미디어통신,11380,-320,-2.74,11419.78,11470,11620,11380,1542,17798795,20028800000,1760000
091230,TIGER반도체,11990,-490,-3.93,11509.8,12230,12230,11880,3974,47655280,26857600000,2240000
097710,TIGER순수가치,13050,-390,-2.9,13064.69,13170,13330,13050,1679,22252390,14877000000,1140000
091220,TIGER은행,10380,-210,-1.98,10221.78,10300,10380,10270,287,2950710,36952800000,3560000
097720,TIGER중형가치,9030,-280,-3.01,9033.2,9120,9240,9030,1885,17283350,12732300000,1410000
097750,TREX중소형가치,6790,-145,-2.09,6724.56,6950,6950,6770,312,2140610,12833100000,1890000
